input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,csp_domains_,cdn_name,cdn,tls_expired,final_url
mya.makemytrip.com,MakeMyTrip,200,260611,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,mya.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,mya.makemytrip.com,443,https://mya.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.58,/,-2040698624,2a02:26f0:480:c::210:f19d,,457,False,,,,,
mybiz.makemytrip.com,MakeMyTrip,200,172210,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,mybiz.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,mybiz.makemytrip.com,443,https://mybiz.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.58,/,-390024863,2a02:26f0:480:c::210:f19d,,477,False,,,,,
mybusiness.makemytrip.com,MakeMyTrip,200,172210,AS16509,AS16509,Unknown,13.124.0.0/14,mybiz.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,mybiz.makemytrip.com,443,https://mybusiness.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,13.126.1.111,/,-390024863,13.127.63.123,,477,False,,,,,https://mybiz.makemytrip.com/
mytripcntc.makemytrip.com,MakeMyTrip,200,260611,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,mytripcntc.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,mytripcntc.makemytrip.com,443,https://mytripcntc.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.58,/,-2040698624,2a02:26f0:480:c::210:f19d,,457,False,,,,,
ota-service.makemytrip.com,MakeMyTrip,200,260611,AS20940,AKAMAI-ASN1,NL,23.8.0.0/13,ota-service.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,ota-service.makemytrip.com,443,https://ota-service.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,23.3.88.177,/,-2040698624,2a02:26f0:480:c::210:f19c,,457,False,,,,,
pay.makemytrip.com,403 Forbidden,403,318,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,pay.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,pay.makemytrip.com,443,https://pay.makemytrip.com:443,https,Apache,text/html,GET,2.16.187.58,/,-780928015,2a02:26f0:480:c::210:f19c,Apache,10,False,,,,,
payments.makemytrip.com,Access Denied,403,272,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,payments.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,payments.makemytrip.com,443,https://payments.makemytrip.com:443,https,AkamaiGHost,text/html,GET,2.16.187.154,/,-1840324437,2a02:26f0:480:c::210:f19c,Akamai Bot Manager,10,False,https://microapps.google.com/,,,,
planner.makemytrip.com,MakeMyTrip,200,260611,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,planner.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,planner.makemytrip.com,443,https://planner.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.58,/,-2040698624,2a02:26f0:480:c::210:f19c,,457,False,,,,,
pp.makemytrip.com,MakeMyTrip,200,260611,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,pp.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,pp.makemytrip.com,443,https://pp.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.58,/,-2040698624,2a02:26f0:480:c::210:f19c,,457,False,,,,,
promos.makemytrip.com,HealthCheck URI,200,109,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,promos.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,promos.makemytrip.com,443,https://promos.makemytrip.com:443,https,nginx,text/html,GET,2.16.187.154,/,-1923637835,2a02:26f0:480:c::210:f19c,Nginx,9,False,,,,,
pwa-flights-dom.makemytrip.com,MakeMyTrip,200,172210,AS20940,AKAMAI-ASN1,NL,23.8.0.0/13,pwa-flights-dom.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,pwa-flights-dom.makemytrip.com,443,https://pwa-flights-dom.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,23.3.88.211,/,-390024863,2a02:26f0:480:c::210:f19d,,477,False,,,,,
routeplanner.makemytrip.com,Internal Server Error,500,282,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,routeplanner.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,routeplanner.makemytrip.com,443,https://routeplanner.makemytrip.com:443,https,AkamaiGHost,text/html,GET,2.16.187.58,/,-1308916744,2a02:26f0:480:c::210:f19c,,9,False,,,,,
seo.makemytrip.com,Service Unavailable,503,268,AS20940,AKAMAI-ASN1,NL,23.208.0.0/12,,,,,,,,,,,,,,,,,,,,,80,http://seo.makemytrip.com:80,http,AkamaiGHost,text/html,GET,23.212.213.132,/,-2026237856,23.212.213.132,,9,False,,,,,
skywalker.makemytrip.com,,404,53,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,skywalker.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,skywalker.makemytrip.com,443,https://skywalker.makemytrip.com:443,https,,text/html,GET,2.16.187.154,/,-1840324437,2a02:26f0:480:c::210:f19c,,1,False,,,,,
storefronts.makemytrip.com,MakeMyTrip,200,260611,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,storefronts.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,storefronts.makemytrip.com,443,https://storefronts.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.58,/,-2040698624,2a02:26f0:480:c::210:f19d,,457,False,,,,,
sts.makemytrip.com,Not Found,404,315,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,sts.makemytrip.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-03-22T07:04:33Z,2023-04-23T07:04:33Z,CN=*.makemytrip.com,*.makemytrip.com,,makemytrip.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",18d9d4cc488b5cc29bc0bc792b434b73,ed89a95ede08605879b361e44432fc88aea996a009967a3c5ad48f676874b2b2,True,ctls,sts.makemytrip.com,443,https://sts.makemytrip.com:443,https,Microsoft-HTTPAPI/2.0 Microsoft-HTTPAPI/2.0,text/html,GET,125.20.38.88,/,225052475,202.54.232.152,Microsoft HTTPAPI:2.0,7,False,,,,True,
transporter.makemytrip.com,MakeMyTrip,200,172210,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,transporter.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,transporter.makemytrip.com,443,https://transporter.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.154,/,-390024863,2a02:26f0:480:c::210:f19d,,477,False,,,,,
ufs.makemytrip.com,MakeMyTrip,200,172210,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,ufs.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,ufs.makemytrip.com,443,https://ufs.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.58,/,-390024863,2a02:26f0:480:c::210:f19d,,477,False,,,,,
ugc.makemytrip.com,"Goibibo - Best Travel Website. Book Hotels, Flights, Trains, Bus and Cabs with upto 50% off",200,8904,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,ugc.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=www.goibibo.com, O=Ibibo Group Pvt Ltd, L=Gurgaon, ST=Haryana, C=IN",www.goibibo.com,Ibibo Group Pvt Ltd,www.premiermiles.co.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,c3729ed0705d719b0e102ba252e4eae4,d4c903014c3813fde835d923cfab59c5b0b513f2821a05dd8ea22c1f6e7c16fc,,ctls,ugc.makemytrip.com,443,https://ugc.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,23.37.32.244,/,1438015179,2a02:26f0:1700:786::19f8,,301,False,,,,,
userprefs.makemytrip.com,MakeMyTrip,200,260611,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,userprefs.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,userprefs.makemytrip.com,443,https://userprefs.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.154,/,-2040698624,2a02:26f0:480:c::210:f19c,,457,False,,,,,
userservice.makemytrip.com,MakeMyTrip,200,260611,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,userservice.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,userservice.makemytrip.com,443,https://userservice.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.154,/,-2040698624,2a02:26f0:480:c::210:f19d,,457,False,,,,,
visa.makemytrip.com,MakeMyTrip,200,260611,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,visa.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,visa.makemytrip.com,443,https://visa.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.58,/,-2040698624,2a02:26f0:480:c::210:f19d,,457,False,,,,,
visaservice.makemytrip.com,MakeMyTrip,200,260611,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,visaservice.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,visaservice.makemytrip.com,443,https://visaservice.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.154,/,-2040698624,2a02:26f0:480:c::210:f19d,,457,False,,,,,
