new,host,soa,status_code,a,txt,aaaa,cname,cdn,cdn-name,ns,has_internal_ips,internal_ips
[x],addressbook.messaging-ca-1622-kafka-1.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/messaging-ca-1622-kafka/messaging-1-addressbook",,,,,,,
[x],addressbook.messaging-ca-1622-kafka-2.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],admin-api.activate.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/activate-prod/temp-api-generic-app",,,,,,,
[x],admin.activate.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/activate-prod/temp-frontend-generic-app",,,,,,,
[x],alertmanager.eu-west-3.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.38.193.163, 13.36.56.89, 13.36.191.19","heritage=external-dns,external-dns/owner=codefi-eu-west-3,external-dns/resource=ingress/monitoring/prometheus-stack-kube-prom-alertmanager",,,,,,,
[x],alertmanager.metafi-dev.codefi.network,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"188.114.98.229, 188.114.99.229",,"2a06:98c1:3123:e000::5, 2a06:98c1:3122:e000::5",,True,cloudflare,,,
[x],alertmanager.metaswap.codefi.network,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.18.30.68, 104.18.31.68","heritage=external-dns,external-dns/owner=codefi-metaswap-prod,external-dns/resource=ingress/default/prometheus-kube-prometheus-alertmanager","2606:4700::6812:1f44, 2606:4700::6812:1e44",,True,cloudflare,,,
[x],alertmanager.prodtech.codefi.network,"ns-979.awsdns-58.net, awsdns-hostmaster.amazon.com",NOERROR,"13.36.4.124, 13.36.17.13, 15.237.164.78","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/monitoring/prometheus-operator-alertmanager",,,,,,,
[x],alertmanager.staking-dev.codefi.network,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.18.3.87, 104.18.2.87","heritage=external-dns,external-dns/owner=staking-dev,external-dns/resource=ingress/monitoring/kube-prometheus-stack-alertmanager","2606:4700::6812:257, 2606:4700::6812:357",,True,cloudflare,,,
[x],alertmanager.staking-uat.codefi.network,"micah.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.18.15.209, 104.18.14.209","heritage=external-dns,external-dns/owner=staking-uat,external-dns/resource=ingress/monitoring/kube-prometheus-stack-alertmanager","2606:4700::6812:fd1, 2606:4700::6812:ed1",,True,cloudflare,,,
[x],alertmanager.us-east-2.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"3.130.210.67, 18.118.42.1, 3.21.69.49",,,,,,,,
[x],api-gateway.dev.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,15.236.9.15,,,,,,,,
[x],api-pukara-backend-add-json-logging.dev.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api-pukara-backend-auth0.dev.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pukara-backend-auth0/yucatan-api",,,,,,,
[x],api-pukara-backend-cst-415-validator-vaults.dev.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pukara-backend-cst-415-validator-vaults/yucatan-api",,,,,,,
[x],api-pukara-backend-joao-add-customers.dev.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pukara-backend-joao-add-customers/yucatan-api",,,,,,,
[x],api-pukara-backend-joao-auth0.dev.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api-pukara-backend-joao-list-vaults.dev.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pukara-backend-joao-list-vaults/yucatan-api",,,,,,,
[x],api-pukara-backend-joao-postgraphile.dev.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pukara-backend-joao-postgraphile/yucatan-graphql",,,,,,,
[x],api-pukara-backend-sylvain-add-customers.dev.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pukara-backend-sylvain-add-customers/yucatan-api",,,,,,,
[x],api.activate-dev.codefi.network,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.22.12.141, 104.22.13.141, 172.67.4.26",,"2606:4700:10::6816:d8d, 2606:4700:10::6816:c8d, 2606:4700:10::ac43:41a",api.activate-dev.codefi.network.cdn.cloudflare.net,True,cloudflare,,,
[x],api.atlas-dev.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-dev/atlas-api",,,,,,,
[x],api.atlas-pl-283.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-283/cm-acme-http-solver-wp8rc",,,,,,,
[x],api.atlas-pl-284.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.atlas-pl-287.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.atlas-pl-289.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.atlas-pl-290.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.atlas-pl-291.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.atlas-pl-296.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-296/atlas-api",,,,,,,
[x],api.atlas-pl-299.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-299/atlas-api",,,,,,,
[x],api.atlas-pl-303.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-303/atlas-api",,,,,"ns-1178.awsdns-19.org, ns-1678.awsdns-17.co.uk, ns-353.awsdns-44.com, ns-702.awsdns-23.net",,
[x],api.atlas-pl-308.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-308/atlas-api",,,,,,,
[x],api.atlas-pl-309.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-309/atlas-api",,,,,,,
[x],api.atlas-pl-30901.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.atlas-pl-30902.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.atlas-pl-30903.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.atlas-pl-30904.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.atlas-pl-310.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-310/atlas-api",,,,,,,
[x],api.atlas-pl-385.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-385/atlas-api",,,,,,,
[x],api.atlas-pl-387.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.atlas-pl-397.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.atlas-pl-404.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.atlas-pl-412.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.atlas-pl-414.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.atlas-pl-416.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.atlas-pl-429.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-429/atlas-api",,,,,,,
[x],api.atlas-pl-430.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-430/atlas-api",,,,,,,
[x],api.atlas-pl-431.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.atlas-pl-433.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-433/atlas-api",,,,,"ns-1178.awsdns-19.org, ns-1678.awsdns-17.co.uk, ns-353.awsdns-44.com, ns-702.awsdns-23.net",,
[x],api.atlas-pl-452.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.atlas-pl-463.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-463/atlas-api",,,,,,,
[x],api.atlas-pl-464.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-464/atlas-api",,,,,,,
[x],api.atlas-pl-465.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.atlas-pl-466.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.atlas-pl-469.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.atlas-pl-666.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.bridge-borrow.codefi.network,,NOERROR,"172.67.4.26, 104.22.12.141, 104.22.13.141",,"2606:4700:10::ac43:41a, 2606:4700:10::6816:c8d, 2606:4700:10::6816:d8d",api.bridge-borrow.codefi.network.cdn.cloudflare.net,True,cloudflare,,,
[x],api.bridge-convert.codefi.network,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.22.13.141, 172.67.4.26, 104.22.12.141",,,api.bridge-convert.codefi.network.cdn.cloudflare.net,True,cloudflare,,,
[x],api.bridge-lend.codefi.network,,NOERROR,"104.22.12.141, 172.67.4.26, 104.22.13.141",,"2606:4700:10::ac43:41a, 2606:4700:10::6816:d8d, 2606:4700:10::6816:c8d",api.bridge-lend.codefi.network.cdn.cloudflare.net,True,cloudflare,,,
[x],api.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"15.236.198.50, 15.236.138.93, 15.236.195.246","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/admin-api-prod/admin-api-prod-codefi-ingress",,,,,,,
[x],api.cs-internal-dev.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/cs-internal-dev/meridio-api-generic-app",,,,,,,
[x],api.cs-internal-prod.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/cs-internal-prod/meridio-api-generic-app",,,,,,,
[x],api.defibridge-borrow-dev.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-0.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-000.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.36.142.62, 13.37.17.240",,,,,,,,
[x],api.defibridge-borrow-pl-100.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-1000.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.37.172.42, 13.36.142.62",,,,,,,,
[x],api.defibridge-borrow-pl-1001.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.37.172.42, 13.36.142.62",,,,,,,,
[x],api.defibridge-borrow-pl-1004.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.36.142.62, 13.37.172.42","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-1004/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-101.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-1013.codefi.network,,NOERROR,"13.36.142.62, 13.37.17.240, 13.37.172.42",,,,,,,,
[x],api.defibridge-borrow-pl-1025.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.36.142.62, 13.37.172.42","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-1025/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-1027.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.37.172.42, 13.36.142.62",,,,,,,,
[x],api.defibridge-borrow-pl-1035.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.17.240, 13.37.172.42",,,,,,,,
[x],api.defibridge-borrow-pl-1036.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.36.142.62, 13.37.172.42",,,,,,,,
[x],api.defibridge-borrow-pl-1038.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.37.172.42, 13.36.142.62","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-1038/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-1045.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.37.172.42, 13.36.142.62","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-1045/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-1046.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.36.142.62, 13.37.17.240","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-1046/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-1047.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.37.17.240, 13.36.142.62","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-1047/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-1058.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.172.42, 13.37.17.240",,,,,,,,
[x],api.defibridge-borrow-pl-123.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.36.142.62, 13.37.172.42","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-123/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-12345.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-12345/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-2000.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.36.142.62, 13.37.172.42",,,,,,,,
[x],api.defibridge-borrow-pl-303.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-334.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-334/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-337.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-337/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-351.codefi.network,,NOERROR,"13.37.172.42, 13.36.142.62, 13.37.17.240",,,,,,"ns-1178.awsdns-19.org, ns-1678.awsdns-17.co.uk, ns-353.awsdns-44.com, ns-702.awsdns-23.net",,
[x],api.defibridge-borrow-pl-355.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.17.240, 13.37.172.42","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-355/defibridge-borrow-api",,,,,"ns-1178.awsdns-19.org, ns-1678.awsdns-17.co.uk, ns-353.awsdns-44.com, ns-702.awsdns-23.net",,
[x],api.defibridge-borrow-pl-363.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.36.142.62, 13.37.17.240","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-363/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-375.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.36.142.62, 13.37.172.42","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-375/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-377.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.37.172.42, 13.36.142.62","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-377/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-381.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.172.42, 13.37.17.240","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-381/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-392.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.36.142.62, 13.37.172.42","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-392/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-398.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-411.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-478.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-496.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-49601.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-520.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-521.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-522.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-522/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-523.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-523/defibridge-borrow-api",,,,,,,
