input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tech_,csp_domains_,tls_subject_org_,final_url,cdn_name,cdn,tls_self_signed
*.mapbox.com,"Maps, geocoding, and navigation APIs & SDKs | Mapbox",200,223817,www.mapbox.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2022-09-27T22:42:13Z,2023-10-29T22:42:12Z,CN=www.mapbox.com,www.mapbox.com,www.mapbox.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q3, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q3,GlobalSign nv-sa,73a43d4f038cdb00bd4fa9f650f62444,c5fa624e111e897adc6c5555b352ae5527cca50157f8cb61903eb8fd8aca9ed9,,ctls,www.mapbox.com,443,https://mapbox.com:443,https,,text/html,GET,151.101.0.143,/,1556104729,151.101.64.143,2201,False,Webflow,http://*.webflow.io,,https://www.mapbox.com/,fastly,True,
*.mixpanel.com,"Mixpanel: Event Analytics for Mobile, Web & More",200,887442,mixpanel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-02-13T00:00:00Z,2024-03-15T23:59:59Z,CN=*.mixpanel.com,*.mixpanel.com,mixpanel.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",9de3177e2f0aeca9d197e5cfb99d784a,d0d3af37fb07a2a39f463802f3ef15b06b258c5068a987d54cbd37b5843906f5,True,ctls,mixpanel.com,443,https://mixpanel.com:443,https,nginx,text/html,GET,34.96.97.101,/,-1134128844,34.96.97.101,1,False,Nginx,,,,google,True,
*.tiles.mapbox.com,"Maps, geocoding, and navigation APIs & SDKs | Mapbox",200,223817,www.mapbox.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2022-09-27T22:42:13Z,2023-10-29T22:42:12Z,CN=www.mapbox.com,www.mapbox.com,www.mapbox.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q3, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q3,GlobalSign nv-sa,73a43d4f038cdb00bd4fa9f650f62444,c5fa624e111e897adc6c5555b352ae5527cca50157f8cb61903eb8fd8aca9ed9,,ctls,www.mapbox.com,443,https://tiles.mapbox.com:443,https,,text/html,GET,199.232.192.143,/,71544021,199.232.196.143,2201,False,Webflow,https://*.webflow.com,,https://www.mapbox.com,fastly,True,
activate.codefi.network,"Activate - Buy, use and manage utility tokens",200,6068,activate.codefi.network,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,activate.codefi.network,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",8fa411adaca905f9ba63ffcadb9b9444,43a36603386cfd8816f4a45db3f6f355c0c8abe12c6c3fd529b0c3ecc86e9213,,ctls,activate.codefi.network,80,http://activate.codefi.network:80,http,cloudflare,text/html,GET,104.22.12.141,/,883937076,2606:4700:10::6816:c8d,1,False,HSTS,outlook.live.com,"Cloudflare, Inc.",https://activate.codefi.network/,cloudflare,True,
addressbook.doc-mgmt-api-1-4-4-ephemeral-test-2.codefi.network,,404,48,addressbook.doc-mgmt-api-1-4-4-ephemeral-test-2.codefi.network,443,True,tls13,TLS_AES_256_GCM_SHA384,True,True,2022-03-12T09:42:35Z,2022-06-10T09:42:34Z,CN=codefi.network,codefi.network,codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a0951f249a3aaf2bbe9e0e55d41bbfbd,c5fdc2d0509e60a958a72d8c7e4045b6d4c501c2b5750789e9710cc1b1a8000f,True,ctls,addressbook.doc-mgmt-api-1-4-4-ephemeral-test-2.codefi.network,443,https://addressbook.doc-mgmt-api-1-4-4-ephemeral-test-2.codefi.network:443,https,kong/1.5.1,application/json,GET,15.236.198.50,/,834205737,15.236.138.93,1,False,,,,,,,
addressbook.doc-mgmt-api-144-ephemeral-test-2.codefi.network,,404,48,,,,,,,,,,,,,,,,,,,,,80,http://addressbook.doc-mgmt-api-144-ephemeral-test-2.codefi.network:80,http,kong/1.5.1,application/json,GET,15.236.198.50,/,834205737,15.236.138.93,1,False,,,,,,,
addressbook.doc-mgmt-api-2162-sas-expiry-2.codefi.network,,404,48,addressbook.doc-mgmt-api-2162-sas-expiry-2.codefi.network,443,True,tls13,TLS_AES_256_GCM_SHA384,True,True,2022-03-12T09:42:35Z,2022-06-10T09:42:34Z,CN=codefi.network,codefi.network,codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a0951f249a3aaf2bbe9e0e55d41bbfbd,c5fdc2d0509e60a958a72d8c7e4045b6d4c501c2b5750789e9710cc1b1a8000f,True,ctls,addressbook.doc-mgmt-api-2162-sas-expiry-2.codefi.network,443,https://addressbook.doc-mgmt-api-2162-sas-expiry-2.codefi.network:443,https,kong/1.5.1,application/json,GET,15.236.195.246,/,834205737,15.236.138.93,1,False,,,,,,,
addressbook.doc-mgmt-api-ca-2180-incoming-id-2.codefi.network,,404,48,,,,,,,,,,,,,,,,,,,,,80,http://addressbook.doc-mgmt-api-ca-2180-incoming-id-2.codefi.network:80,http,kong/1.5.1,application/json,GET,15.236.138.93,/,834205737,15.236.198.50,1,False,,,,,,,
addressbook.doc-mgmt-api-ca-2182-download-2.codefi.network,,404,48,addressbook.doc-mgmt-api-ca-2182-download-2.codefi.network,443,True,tls13,TLS_AES_256_GCM_SHA384,True,True,2022-05-11T08:47:25Z,2022-08-09T08:47:24Z,CN=codefi.network,codefi.network,codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9ab0ba29495220b1514d38971d172a32,7049630d978b1311f458b2960701df02015221030009074c96823780897755b6,True,ctls,addressbook.doc-mgmt-api-ca-2182-download-2.codefi.network,443,https://addressbook.doc-mgmt-api-ca-2182-download-2.codefi.network:443,https,kong/1.5.1,application/json,GET,15.236.138.93,/,834205737,15.236.195.246,1,False,,,,,,,
addressbook.doc-mgmt-api-test-e2e-mr-2.codefi.network,,404,48,addressbook.doc-mgmt-api-test-e2e-mr-2.codefi.network,443,True,tls13,TLS_AES_256_GCM_SHA384,True,True,2022-05-11T08:47:25Z,2022-08-09T08:47:24Z,CN=codefi.network,codefi.network,codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9ab0ba29495220b1514d38971d172a32,7049630d978b1311f458b2960701df02015221030009074c96823780897755b6,True,ctls,addressbook.doc-mgmt-api-test-e2e-mr-2.codefi.network,443,https://addressbook.doc-mgmt-api-test-e2e-mr-2.codefi.network:443,https,kong/1.5.1,application/json,GET,15.236.138.93,/,834205737,15.236.198.50,1,False,,,,,,,
alertmanager.us-east-2.codefi.network,Consensys - Sign In,200,16663,consensys.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,consensys.okta.com,443,https://alertmanager.us-east-2.codefi.network:443,https,nginx,text/html,GET,18.118.42.1,/,1414150869,3.21.69.49,469,False,Nginx,*.mixpanel.com,"Okta, Inc.",https://consensys.okta.com/login/login.htm?fromURI=/oauth2/v1/authorize/redirect?okta_key=sp-_6rOmYxJDpLbrj7qHci8BXm-K7oWFYw_SBaJ9Vys,,,
api.bridge-convert.codefi.network,503 Service Temporarily Unavailable,503,190,api.bridge-convert.codefi.network,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-09-24T00:00:00Z,2023-09-24T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f1f7254eeb9140fc81923db5cedcee47,bdeb7598dacc8c0f3a086a621eabcd29436f7b5d2f701117755ba7c4ab411f9b,,ctls,api.bridge-convert.codefi.network,80,http://api.bridge-convert.codefi.network:80,http,cloudflare,text/html,GET,104.22.12.141,/,1457316476,2606:4700:10::6816:d8d,8,False,HSTS,,"Cloudflare, Inc.",https://api.bridge-convert.codefi.network/,cloudflare,True,
api.defibridge-borrow-dev.codefi.network,Swagger UI,200,3104,api.defibridge-borrow-dev.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2023-05-09T21:32:01Z,2023-08-07T21:32:00Z,CN=api.defibridge-borrow-dev.codefi.network,api.defibridge-borrow-dev.codefi.network,api.defibridge-borrow-dev.codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c29cb554c7a4ba0dfa15b6420fa9ce7c,f30c5f53be3c4ae253bd0a47adeb693f0cfcf50532aad9c39bfa435ef9404721,,ctls,api.defibridge-borrow-dev.codefi.network,443,https://api.defibridge-borrow-dev.codefi.network:443,https,nginx/1.17.10,text/html,GET,13.37.17.240,/,-1615154284,13.36.142.62,80,False,Node.js,,,,,,
api.defibridge-borrow-pl-1000.codefi.network,,404,21,,,,,,,,,,,,,,,,,,,,,80,http://api.defibridge-borrow-pl-1000.codefi.network:80,http,nginx/1.17.10,text/plain,GET,13.36.142.62,/,-1669793162,13.37.17.240,1,False,Nginx:1.17.10,,,,,,
api.defibridge-borrow-pl-1004.codefi.network,Swagger UI,200,3104,api.defibridge-borrow-pl-1004.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2023-03-21T01:32:45Z,2023-06-19T01:32:44Z,CN=api.defibridge-borrow-pl-1004.codefi.network,api.defibridge-borrow-pl-1004.codefi.network,api.defibridge-borrow-pl-1004.codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,78de5cf49b22380103352a38464e1a61,a651ed410cda3157178f7a06a9ad69d49536805eb7d2d6fbfdd3c7fe4d9b3b01,,ctls,api.defibridge-borrow-pl-1004.codefi.network,443,https://api.defibridge-borrow-pl-1004.codefi.network:443,https,nginx/1.17.10,text/html,GET,13.37.172.42,/,-1615154284,13.37.17.240,80,False,Node.js,,,,,,
api.defibridge-borrow-pl-1027.codefi.network,,404,21,,,,,,,,,,,,,,,,,,,,,80,http://api.defibridge-borrow-pl-1027.codefi.network:80,http,nginx/1.17.10,text/plain,GET,13.36.142.62,/,-1669793162,13.37.172.42,1,False,Nginx:1.17.10,,,,,,
api.defibridge-borrow-pl-355.codefi.network,,404,21,,,,,,,,,,,,,,,,,,,,,80,http://api.defibridge-borrow-pl-355.codefi.network:80,http,nginx/1.17.10,text/plain,GET,13.37.17.240,/,-1669793162,13.36.142.62,1,False,Nginx:1.17.10,,,,,,
api.defibridge-borrow-pl-392.codefi.network,Swagger UI,200,3104,api.defibridge-borrow-pl-392.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2023-03-29T13:57:18Z,2023-06-27T13:57:17Z,CN=api.defibridge-borrow-pl-392.codefi.network,api.defibridge-borrow-pl-392.codefi.network,api.defibridge-borrow-pl-392.codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0251e8fdcf185b5037a40d488bb30c76,1b00197900f76cb831001b533634a69d06d7a6bac4123e05cfbb905a95db99f2,,ctls,api.defibridge-borrow-pl-392.codefi.network,443,https://api.defibridge-borrow-pl-392.codefi.network:443,https,nginx/1.17.10,text/html,GET,13.37.172.42,/,-1615154284,13.37.17.240,80,False,Node.js,,,,,,
api.defibridge-borrow-pl-663.codefi.network,Swagger UI,200,3104,api.defibridge-borrow-pl-663.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2023-03-29T13:53:42Z,2023-06-27T13:53:41Z,CN=api.defibridge-borrow-pl-663.codefi.network,api.defibridge-borrow-pl-663.codefi.network,api.defibridge-borrow-pl-663.codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e74802f911609ab62588fe0a44a72954,d5f5581b7c5594cbf6777283b839c6900033a5bd619621d4cf4aa622dcd4f30a,,ctls,api.defibridge-borrow-pl-663.codefi.network,443,https://api.defibridge-borrow-pl-663.codefi.network:443,https,nginx/1.17.10,text/html,GET,13.37.17.240,/,-1615154284,13.37.172.42,80,False,Node.js,,,,,,
api.defibridge-borrow-pl-830.codefi.network,Swagger UI,200,3104,api.defibridge-borrow-pl-830.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2023-04-05T07:14:51Z,2023-07-04T07:14:50Z,CN=api.defibridge-borrow-pl-830.codefi.network,api.defibridge-borrow-pl-830.codefi.network,api.defibridge-borrow-pl-830.codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,863f81536d437c1b7346b7352926a3c7,bf3bdddd453713703c09fb03a4b9ce1fac19a2f131f04b9b2442204a8d80d45a,,ctls,api.defibridge-borrow-pl-830.codefi.network,80,http://api.defibridge-borrow-pl-830.codefi.network:80,http,nginx/1.17.10,text/html,GET,13.37.172.42,/,-1615154284,13.37.17.240,80,False,Node.js,,,https://api.defibridge-borrow-pl-830.codefi.network/,,,
api.defibridge-borrow-pl-892.codefi.network,,404,21,api.defibridge-borrow-pl-892.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,2023-04-30T21:52:26Z,2024-04-29T21:52:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,979fb8dfccfcca97908bb540277e0af5,8ecf2759d9ee01f49cf8b712dfbdf7bdecd345273f0d2632c0fbf297550b01f8,,ctls,api.defibridge-borrow-pl-892.codefi.network,443,https://api.defibridge-borrow-pl-892.codefi.network:443,https,nginx/1.17.10,text/plain,GET,13.37.17.240,/,-1669793162,13.37.172.42,1,False,Nginx:1.17.10,,Acme Co,,,,True
api.defibridge-borrow-pl-897.codefi.network,,404,21,api.defibridge-borrow-pl-897.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,2023-04-30T21:52:26Z,2024-04-29T21:52:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,979fb8dfccfcca97908bb540277e0af5,8ecf2759d9ee01f49cf8b712dfbdf7bdecd345273f0d2632c0fbf297550b01f8,,ctls,api.defibridge-borrow-pl-897.codefi.network,443,https://api.defibridge-borrow-pl-897.codefi.network:443,https,nginx/1.17.10,text/plain,GET,13.37.17.240,/,-1669793162,13.37.172.42,1,False,Nginx:1.17.10,,Acme Co,,,,True
api.defibridge-borrow-pl-901.codefi.network,,404,21,,,,,,,,,,,,,,,,,,,,,80,http://api.defibridge-borrow-pl-901.codefi.network:80,http,nginx/1.17.10,text/plain,GET,13.36.142.62,/,-1669793162,13.37.172.42,1,False,Nginx:1.17.10,,,,,,
api.defibridge-borrow-pl-917.codefi.network,,404,21,api.defibridge-borrow-pl-917.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,2023-04-30T21:52:26Z,2024-04-29T21:52:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,979fb8dfccfcca97908bb540277e0af5,8ecf2759d9ee01f49cf8b712dfbdf7bdecd345273f0d2632c0fbf297550b01f8,,ctls,api.defibridge-borrow-pl-917.codefi.network,443,https://api.defibridge-borrow-pl-917.codefi.network:443,https,nginx/1.17.10,text/plain,GET,13.37.172.42,/,-1669793162,13.37.17.240,1,False,Nginx:1.17.10,,Acme Co,,,,True
api.defibridge-borrow-pl-925.codefi.network,,404,21,,,,,,,,,,,,,,,,,,,,,80,http://api.defibridge-borrow-pl-925.codefi.network:80,http,nginx/1.17.10,text/plain,GET,13.37.172.42,/,-1669793162,13.36.142.62,1,False,Nginx:1.17.10,,,,,,
api.defibridge-borrow-pl-940.codefi.network,,404,21,api.defibridge-borrow-pl-940.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,2023-04-30T21:52:26Z,2024-04-29T21:52:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,979fb8dfccfcca97908bb540277e0af5,8ecf2759d9ee01f49cf8b712dfbdf7bdecd345273f0d2632c0fbf297550b01f8,,ctls,api.defibridge-borrow-pl-940.codefi.network,443,https://api.defibridge-borrow-pl-940.codefi.network:443,https,nginx/1.17.10,text/plain,GET,13.36.142.62,/,-1669793162,13.37.17.240,1,False,Nginx:1.17.10,,Acme Co,,,,True
api.defibridge-borrow-pl-946.codefi.network,,404,21,api.defibridge-borrow-pl-946.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,2023-04-30T21:52:26Z,2024-04-29T21:52:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,979fb8dfccfcca97908bb540277e0af5,8ecf2759d9ee01f49cf8b712dfbdf7bdecd345273f0d2632c0fbf297550b01f8,,ctls,api.defibridge-borrow-pl-946.codefi.network,443,https://api.defibridge-borrow-pl-946.codefi.network:443,https,nginx/1.17.10,text/plain,GET,13.37.172.42,/,-1669793162,13.36.142.62,1,False,Nginx:1.17.10,,Acme Co,,,,True
api.defibridge-convert-pl-000.codefi.network,,404,21,api.defibridge-convert-pl-000.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,2023-04-30T21:52:26Z,2024-04-29T21:52:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,979fb8dfccfcca97908bb540277e0af5,8ecf2759d9ee01f49cf8b712dfbdf7bdecd345273f0d2632c0fbf297550b01f8,,ctls,api.defibridge-convert-pl-000.codefi.network,443,https://api.defibridge-convert-pl-000.codefi.network:443,https,nginx/1.17.10,text/plain,GET,13.36.142.62,/,-1669793162,13.37.17.240,1,False,Nginx:1.17.10,,Acme Co,,,,True
api.defibridge-convert-pl-1000.codefi.network,,404,21,api.defibridge-convert-pl-1000.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,2023-04-30T21:52:26Z,2024-04-29T21:52:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,979fb8dfccfcca97908bb540277e0af5,8ecf2759d9ee01f49cf8b712dfbdf7bdecd345273f0d2632c0fbf297550b01f8,,ctls,api.defibridge-convert-pl-1000.codefi.network,443,https://api.defibridge-convert-pl-1000.codefi.network:443,https,nginx/1.17.10,text/plain,GET,13.37.172.42,/,-1669793162,13.37.17.240,1,False,Nginx:1.17.10,,Acme Co,,,,True
api.defibridge-convert-pl-1008.codefi.network,,404,21,api.defibridge-convert-pl-1008.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,2023-04-30T21:52:26Z,2024-04-29T21:52:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,979fb8dfccfcca97908bb540277e0af5,8ecf2759d9ee01f49cf8b712dfbdf7bdecd345273f0d2632c0fbf297550b01f8,,ctls,api.defibridge-convert-pl-1008.codefi.network,443,https://api.defibridge-convert-pl-1008.codefi.network:443,https,nginx/1.17.10,text/plain,GET,13.37.17.240,/,-1669793162,13.37.172.42,1,False,Nginx:1.17.10,,Acme Co,,,,True
api.defibridge-convert-pl-1013.codefi.network,,404,21,,,,,,,,,,,,,,,,,,,,,80,http://api.defibridge-convert-pl-1013.codefi.network:80,http,nginx/1.17.10,text/plain,GET,13.37.17.240,/,-1669793162,13.36.142.62,1,False,Nginx:1.17.10,,,,,,
api.defibridge-convert-pl-1035.codefi.network,Swagger UI,200,3104,api.defibridge-convert-pl-1035.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2023-04-30T03:25:35Z,2023-07-29T03:25:34Z,CN=api.defibridge-convert-pl-1035.codefi.network,api.defibridge-convert-pl-1035.codefi.network,api.defibridge-convert-pl-1035.codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bb7cf29e5ae5d404d943eead4e0a887c,9476702979b986b97f9cdba6bc794d0cf50f6420e3c580721e844e3d05c2b79b,,ctls,api.defibridge-convert-pl-1035.codefi.network,80,http://api.defibridge-convert-pl-1035.codefi.network:80,http,nginx/1.17.10,text/html,GET,13.37.17.240,/,-1615154284,13.36.142.62,80,False,Node.js,,,https://api.defibridge-convert-pl-1035.codefi.network/,,,
api.defibridge-convert-pl-1046.codefi.network,,404,21,api.defibridge-convert-pl-1046.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,2023-04-30T21:52:26Z,2024-04-29T21:52:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,979fb8dfccfcca97908bb540277e0af5,8ecf2759d9ee01f49cf8b712dfbdf7bdecd345273f0d2632c0fbf297550b01f8,,ctls,api.defibridge-convert-pl-1046.codefi.network,443,https://api.defibridge-convert-pl-1046.codefi.network:443,https,nginx/1.17.10,text/plain,GET,13.37.172.42,/,-1669793162,13.36.142.62,1,False,Nginx:1.17.10,,Acme Co,,,,True
api.defibridge-convert-pl-1100.codefi.network,,404,21,,,,,,,,,,,,,,,,,,,,,80,http://api.defibridge-convert-pl-1100.codefi.network:80,http,nginx/1.17.10,text/plain,GET,13.36.142.62,/,-1669793162,13.37.172.42,1,False,Nginx:1.17.10,,,,,,
api.defibridge-convert-pl-373.codefi.network,,404,21,,,,,,,,,,,,,,,,,,,,,80,http://api.defibridge-convert-pl-373.codefi.network:80,http,nginx/1.17.10,text/plain,GET,13.37.172.42,/,-1669793162,13.37.17.240,1,False,Nginx:1.17.10,,,,,,
api.defibridge-convert-pl-377.codefi.network,,404,21,api.defibridge-convert-pl-377.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,2023-04-30T21:52:26Z,2024-04-29T21:52:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,979fb8dfccfcca97908bb540277e0af5,8ecf2759d9ee01f49cf8b712dfbdf7bdecd345273f0d2632c0fbf297550b01f8,,ctls,api.defibridge-convert-pl-377.codefi.network,443,https://api.defibridge-convert-pl-377.codefi.network:443,https,nginx/1.17.10,text/plain,GET,13.37.172.42,/,-1669793162,13.36.142.62,1,False,Nginx:1.17.10,,Acme Co,,,,True
api.defibridge-convert-pl-830.codefi.network,Swagger UI,200,3104,api.defibridge-convert-pl-830.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2023-04-05T07:15:03Z,2023-07-04T07:15:02Z,CN=api.defibridge-convert-pl-830.codefi.network,api.defibridge-convert-pl-830.codefi.network,api.defibridge-convert-pl-830.codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5b361e1f436efbdf9b6ee6061bf8a37a,6d8042d38878eb2faf743177c5f840e4c4efdfd65797daa027f623a2f0c18680,,ctls,api.defibridge-convert-pl-830.codefi.network,80,http://api.defibridge-convert-pl-830.codefi.network:80,http,nginx/1.17.10,text/html,GET,13.37.172.42,/,-1615154284,13.37.17.240,80,False,Node.js,,,https://api.defibridge-convert-pl-830.codefi.network/,,,
api.defibridge-convert-pl-892.codefi.network,,404,21,api.defibridge-convert-pl-892.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,2023-04-30T21:52:26Z,2024-04-29T21:52:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,979fb8dfccfcca97908bb540277e0af5,8ecf2759d9ee01f49cf8b712dfbdf7bdecd345273f0d2632c0fbf297550b01f8,,ctls,api.defibridge-convert-pl-892.codefi.network,443,https://api.defibridge-convert-pl-892.codefi.network:443,https,nginx/1.17.10,text/plain,GET,13.36.142.62,/,-1669793162,13.37.172.42,1,False,Nginx:1.17.10,,Acme Co,,,,True
api.defibridge-convert-pl-940.codefi.network,,404,21,api.defibridge-convert-pl-940.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,2023-04-30T21:52:26Z,2024-04-29T21:52:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,979fb8dfccfcca97908bb540277e0af5,8ecf2759d9ee01f49cf8b712dfbdf7bdecd345273f0d2632c0fbf297550b01f8,,ctls,api.defibridge-convert-pl-940.codefi.network,443,https://api.defibridge-convert-pl-940.codefi.network:443,https,nginx/1.17.10,text/plain,GET,13.36.142.62,/,-1669793162,13.37.17.240,1,False,Nginx:1.17.10,,Acme Co,,,,True
