input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,webserver,tech_,cdn_name,cdn,csp_domains_,final_url,tls_self_signed,tls_mismatched,tls_subject_org_
bemoneyaware.stores.instamojo.com,bemoneyaware,200,206350,bemoneyaware.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,bemoneyaware.myinstamojo.com,443,https://bemoneyaware.stores.instamojo.com:443,https,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,54,False,nginx,React,,,*.instamojo.com,https://bemoneyaware.myinstamojo.com/,,,
benning-150-226-172-21.stores.instamojo.com,Oops!,200,118094,benning-150-226-172-21.stores.instamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-07T00:00:00Z,2024-01-06T23:59:59Z,CN=manage.instamojo.com,manage.instamojo.com,subscription.instamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,be6f48bbd3a36ea0a621e3740c9efb70,d2d9b970abffe857ce4a0f581c0ec2088849a83e6d2e4c83a087ab5ff3363166,True,ctls,benning-150-226-172-21.stores.instamojo.com,443,https://benning-150-226-172-21.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,28,False,nginx,Nginx,,,,,,,
bhadraiasacademy88.stores.instamojo.com,"Bhadra IAS Academy Guwahati - Best UPSC, APSC, ACS Coaching in Assam",200,220501,bhadraiasacademy88.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,bhadraiasacademy88.myinstamojo.com,443,https://bhadraiasacademy88.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,76,False,nginx,YouTube,,,*.instamojo.com,https://bhadraiasacademy88.myinstamojo.com/,,,
bhasaa.stores.instamojo.com,xyz,200,207834,bhasaa.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,bhasaa.myinstamojo.com,443,https://bhasaa.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,*.instamojo.com,https://bhasaa.myinstamojo.com/,,,
bikes4sale.stores.instamojo.com,bikes4sale,200,204837,bikes4sale.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,bikes4sale.myinstamojo.com,443,https://bikes4sale.stores.instamojo.com:443,https,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,54,False,nginx,React,,,*.instamojo.com,https://bikes4sale.myinstamojo.com/,,,
biobritte2018.stores.instamojo.com,biobritte2018,200,210109,biobritte2018.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,biobritte2018.myinstamojo.com,443,https://biobritte2018.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,*.instamojo.com,https://biobritte2018.myinstamojo.com/,,,
blackboxokhla.stores.instamojo.com,blackboxokhla,200,206700,blackboxokhla.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,blackboxokhla.myinstamojo.com,443,https://blackboxokhla.stores.instamojo.com:443,https,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,54,False,nginx,React,,,*.instamojo.com,https://blackboxokhla.myinstamojo.com/,,,
blog.instamojo.com,Blog Instamojo - eCommerce business growth blog,200,121028,www.instamojo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T00:00:00Z,2024-04-29T23:59:59Z,CN=*.instamojo.com,*.instamojo.com,instamojo.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,09cf20cb6576b429c3f0fa2e3555bd36,8dcbcbef93bf1f4eb6a1c6a68aeaedf1a9570441831cc2ff03854411db5b117f,True,ctls,www.instamojo.com,443,https://blog.instamojo.com:443,https,text/html,GET,52.66.161.44,/,-1036650979,13.126.76.31,1543,False,cloudflare,Yoast SEO:17.8,,,,https://www.instamojo.com:443/blog/,,,
bloggerwala7.stores.instamojo.com,Bloggerwala,200,224739,bloggerwala7.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,bloggerwala7.myinstamojo.com,443,https://bloggerwala7.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,39,False,nginx,React,,,*.instamojo.com,https://bloggerwala7.myinstamojo.com/,,,
blueberryhome.stores.instamojo.com,blueberryhome,200,207581,blueberryhome.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,blueberryhome.myinstamojo.com,443,https://blueberryhome.stores.instamojo.com:443,https,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,54,False,nginx,React,,,*.instamojo.com,https://blueberryhome.myinstamojo.com/,,,
bodhmarga.stores.instamojo.com,BodhMarga Foundation,200,222459,bodhmarga.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,bodhmarga.myinstamojo.com,443,https://bodhmarga.stores.instamojo.com:443,https,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,54,False,nginx,React,,,*.instamojo.com,https://bodhmarga.myinstamojo.com/,,,
bookoera.stores.instamojo.com,BookoEra,200,247070,bookoera.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,bookoera.myinstamojo.com,443,https://bookoera.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,39,False,nginx,React,,,*.instamojo.com,https://bookoera.myinstamojo.com/,,,
books26.stores.instamojo.com,JEE & NEET Materials,200,204045,books26.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,books26.myinstamojo.com,443,https://books26.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,*.instamojo.com,https://books26.myinstamojo.com/,,,
boundforyou-in1.stores.instamojo.com,BoundForYou.In,200,232776,boundforyou-in1.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,boundforyou-in1.myinstamojo.com,443,https://boundforyou-in1.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,39,False,nginx,React,,,*.instamojo.com,https://boundforyou-in1.myinstamojo.com/,,,
bulksmsservice.stores.instamojo.com,bulksmsservice,200,211034,bulksmsservice.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,bulksmsservice.myinstamojo.com,443,https://bulksmsservice.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,*.instamojo.com,https://bulksmsservice.myinstamojo.com/,,,
busybeeindia99.stores.instamojo.com,BusyBeeIndia,200,213417,busybeeindia99.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,busybeeindia99.myinstamojo.com,443,https://busybeeindia99.stores.instamojo.com:443,https,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,85,False,nginx,React,,,*.instamojo.com,https://busybeeindia99.myinstamojo.com/,,,
candidlyindia.stores.instamojo.com,candidlyindia,200,207875,candidlyindia.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,candidlyindia.myinstamojo.com,443,https://candidlyindia.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,*.instamojo.com,https://candidlyindia.myinstamojo.com/,,,
candlelightdine.stores.instamojo.com,candlelightdine,200,206738,candlelightdine.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,candlelightdine.myinstamojo.com,443,https://candlelightdine.stores.instamojo.com:443,https,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,54,False,nginx,React,,,*.instamojo.com,https://candlelightdine.myinstamojo.com/,,,
caramella.stores.instamojo.com,caramella,200,206353,caramella.stores.instamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-07T00:00:00Z,2024-01-06T23:59:59Z,CN=manage.instamojo.com,manage.instamojo.com,subscription.instamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,be6f48bbd3a36ea0a621e3740c9efb70,d2d9b970abffe857ce4a0f581c0ec2088849a83e6d2e4c83a087ab5ff3363166,True,ctls,caramella.stores.instamojo.com,443,https://caramella.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,,,,,
carpediemmajorda.stores.instamojo.com,carpediemmajorda,200,221141,carpediemmajorda.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,carpediemmajorda.myinstamojo.com,443,https://carpediemmajorda.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,79,False,nginx,React,,,*.instamojo.com,https://carpediemmajorda.myinstamojo.com/,,,
cde-staging.instamojo.com,,404,10,cde-staging.instamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-09-13T23:59:59Z,CN=cde-staging.instamojo.com,cde-staging.instamojo.com,cde-staging.instamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1a86c0fe49db2c646558d2136debfb7e,24152532b6f25932a2d5cb461f7ace64aabc84d7d9063fc604b04c9a30bdf2f8,,ctls,cde-staging.instamojo.com,443,https://cde-staging.instamojo.com:443,https,text/html,GET,35.154.79.129,/,1864250944,3.6.196.163,2,False,nginx,Nginx,,,,,,,
cde.instamojo.com,,404,10,cde.instamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-09T00:00:00Z,2023-12-08T23:59:59Z,CN=cde.instamojo.com,cde.instamojo.com,cde.instamojo.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,cc8125246c7d0eddc9aa86c83f8d425a,04a3f59ac1448f23ccf1dbcbf8cbc3b567c06d22e4cc820158659527cca23552,,ctls,cde.instamojo.com,443,https://cde.instamojo.com:443,https,text/html,GET,15.207.232.192,/,1864250944,3.6.125.145,2,False,nginx,Nginx,,,,,,,
cexamindia.stores.instamojo.com,CExamIndia,200,208306,cexamindia.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,cexamindia.myinstamojo.com,443,https://cexamindia.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,*.instamojo.com,https://cexamindia.myinstamojo.com/,,,
chandrakanthgck159.stores.instamojo.com,chandrakanthgck159,200,205356,chandrakanthgck159.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,chandrakanthgck159.myinstamojo.com,443,https://chandrakanthgck159.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,*.instamojo.com,https://chandrakanthgck159.myinstamojo.com/,,,
chandrasubhash0123.stores.instamojo.com,chandrasubhash0123,200,206333,chandrasubhash0123.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,chandrasubhash0123.myinstamojo.com,443,https://chandrasubhash0123.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,*.instamojo.com,https://chandrasubhash0123.myinstamojo.com/,,,
childsplayfc.stores.instamojo.com,childsplayfc,200,208876,childsplayfc.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,childsplayfc.myinstamojo.com,443,https://childsplayfc.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,*.instamojo.com,https://childsplayfc.myinstamojo.com/,,,
childsplayindia.stores.instamojo.com,childsplayindia,200,216818,childsplayindia.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,childsplayindia.myinstamojo.com,443,https://childsplayindia.stores.instamojo.com:443,https,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,54,False,nginx,YouTube,,,*.instamojo.com,https://childsplayindia.myinstamojo.com/,,,
civilexperience.stores.instamojo.com,Civil Experience,200,230251,civilexperience.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,civilexperience.myinstamojo.com,443,https://civilexperience.stores.instamojo.com:443,https,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,39,False,nginx,React,,,*.instamojo.com,https://civilexperience.myinstamojo.com/,,,
civilsdaily1.stores.instamojo.com,civilsdaily,200,206682,civilsdaily1.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,civilsdaily1.myinstamojo.com,443,https://civilsdaily1.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,*.instamojo.com,https://civilsdaily1.myinstamojo.com/,,,
coeusagestore.stores.instamojo.com,Coeus Age Research Store,200,212510,coeusagestore.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,coeusagestore.myinstamojo.com,443,https://coeusagestore.stores.instamojo.com:443,https,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,54,False,nginx,React,,,*.instamojo.com,https://coeusagestore.myinstamojo.com/,,,
compebook.stores.instamojo.com,Oops!,200,118132,compebook.stores.instamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-07T00:00:00Z,2024-01-06T23:59:59Z,CN=manage.instamojo.com,manage.instamojo.com,subscription.instamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,be6f48bbd3a36ea0a621e3740c9efb70,d2d9b970abffe857ce4a0f581c0ec2088849a83e6d2e4c83a087ab5ff3363166,True,ctls,compebook.stores.instamojo.com,443,https://compebook.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,28,False,nginx,Nginx,,,,,,,
compressware.stores.instamojo.com,Compressware,200,223230,compressware.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,compressware.myinstamojo.com,443,https://compressware.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,39,False,nginx,React,,,*.instamojo.com,https://compressware.myinstamojo.com/,,,
contact55.stores.instamojo.com,easymommylifeproducts,200,212602,contact55.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,contact55.myinstamojo.com,443,https://contact55.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,*.instamojo.com,https://contact55.myinstamojo.com/,,,
cookwise.stores.instamojo.com,cookwise,200,206228,cookwise.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,cookwise.myinstamojo.com,443,https://cookwise.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,*.instamojo.com,https://cookwise.myinstamojo.com/,,,
courtdrafts.stores.instamojo.com,Court Drafts,200,210607,courtdrafts.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,courtdrafts.myinstamojo.com,443,https://courtdrafts.stores.instamojo.com:443,https,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,54,False,nginx,React,,,*.instamojo.com,https://courtdrafts.myinstamojo.com/,,,
