new,host,a,soa,status_code,cdn,cdn-name,cname,ns,aaaa,txt,mx,caa
[x],0-msg.edge.18.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0-nl.box.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0-nl.edge.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0-origin.edge.18.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0-poland.redirector.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0-reset.6.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0-s.i.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0-testdata.testing.skins.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0-trial.kor.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0-twitch.box.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],0-uat.tr.box.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],0-up.i.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0-vi.service.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0-w3.php.org.test-automation.sc-corp.net,,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0-w3.redirector.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],0.15.america.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.alt.kor.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.alt.testing.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.america.webapp-jenkins.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.authorized.9.elb.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.bucky.euw.pc.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.content.b-page.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.content.turkey-lax1.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0.control.skins.gh.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.dev1.php.server.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0.direct.7.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.disable.machine.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.download.box.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.edge.private.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0.edge.ssl.email.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.elb.nginxtest.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0.elb.test-test.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.enabled.testing.fw.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.europe.5.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],0.forms.test.germany.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],0.forum.elb.19.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.germany.admingithub.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],0.germany.boards.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.gh.edge.drop.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0.git.4.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0.global.testing.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.hidden.eventsint.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0.hidden.teamlax1.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0.i.staging.i.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0.i.staging.okta-previewi.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0.import.8.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0.internal.skins.gh.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.kor.machine.docker.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0.kor.pantheon.c.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],0.las.testing.fw.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],0.loadbalancer.elb.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],0.locked.hwcdn-search.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.main.4.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0.march.chef.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0.merch.servicet.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.nautilus.edge.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.oct.tr.box.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.pc.16.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.php.vi-dev.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.previous.testing.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.redirect.merchpromotion.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0.redirector.westeurope.nautilus.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],0.register.america.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.repair.elb.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],0.restrict.php.webapp.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0.revision.13.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0.revision.16-security.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],0.revision.2016web1.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.revision.cn.billing.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0.revision.engima.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.revision.lax1private.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.revision.system.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.service.13.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.service.frontpage.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0.skins.analytics.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0.stage.php.pc.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.support.testing.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.testing.vi.lb.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.tomcat.dec.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],0.tomcat.mirror.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0.tomcat.system.page.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],00.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],03.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],04.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],06.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],07.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],08.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],09.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],09antivirus.snappublisher.snapchat.com,172.217.18.19,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,"ns-1468.awsdns-55.org, ns-1892.awsdns-44.co.uk, ns-220.awsdns-27.com, ns-530.awsdns-02.net",2a00:1450:4001:810::2013,,,
[x],0obatplus.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],0utlook.jenkins.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],1-analytics.c.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],1-i.tpe.i.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],1-ids.i.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],1-private.july.4.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],1-server.b.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],1-target.a.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],1-up.8.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],1.2.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],1.4.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],1.europewest.1.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],1.fls.jenkins.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],1.forms.8.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],1.language.staging.i.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],1.prod.9.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],1.secret.8.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],1.snappublisher.snapchat.com,172.217.23.115,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:828::2013,,,
[x],1.t.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],1.turkey.9.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],1.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],10-authorized.4.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],10-search.7.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],10-source.1.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],10.13.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],10.antivirus-antivirus-chef.snappublisher.snapchat.com,142.251.36.51,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:400e:810::2013,,,
[x],10.antivirus-chat-gateway282-prod.snappublisher.snapchat.com,142.250.184.211,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:810::2013,,,
[x],10.antivirus.snappublisher.snapchat.com,172.253.115.121,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2607:f8b0:4004:c06::79,,,
[x],10.s.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],10.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],10.security.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
