new,host,a,soa,status_code,cdn,cdn-name,cname,ns,aaaa,txt,mx,caa
[x],jrss-215-72-104-56.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],jrss-215-72-122-69.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],jrss-215-72-245-15.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],jrss-215-72-4-18.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],jrss-215-72-53-17.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],jrss-215-73-117-36.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],jrss-215-73-202-54.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],jrss-215-73-204-13api.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],jrss-215-73-66-25.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],jrss-215-74-159-73.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],jsd.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],jsrcr28-account.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],july-antivirus.snappublisher.snapchat.com,142.250.184.211,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:830::2013,,,
[x],july.secproxy.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],june.snappublisher.snapchat.com,142.250.185.115,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:80b::2013,,,
[x],k2.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],k2.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],k8s.snappublisher.snapchat.com,142.251.16.121,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2607:f8b0:4004:c17::79,,,
[x],kanri.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],kb.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],kbase05.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],kbveb68c.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],kbveb68c.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],kcvs.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],kerollos06.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],key-master-beta.sc-corp.net,107.178.255.40,,NOERROR,True,google,,,,,,
[x],key-master-prod.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],keychest-service-locker-synchronizer.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],kibana-code.vellum-stg.sc-corp.net,,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],kiln.secproxy-dev.sc-corp.net,,,NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],kit-staging.snapchat.com,35.190.43.134,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,"us-central1-gcp.api.snapchat.com, us-central1-gcp.api.sc-gw.com",,,,,
[x],kit.snapchat.com,35.190.43.134,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,"us-central1-gcp.api.snapchat.com, us-central1-gcp.api.sc-gw.com",,,,,
[x],kiteng.snappublisher.snapchat.com,142.250.184.211,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:830::2013,,,
[x],kittyhawk.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],knowledgemanagement.snappublisher.snapchat.com,64.233.161.121,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4010:c0f::79,,,
[x],knowledgemanagementivirus.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],knowledgemanagementivirus.snappublisher.snapchat.com,142.251.16.121,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2607:f8b0:4004:c17::79,,,
[x],knuckled.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],ko.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],kor.snappublisher.snapchat.com,142.250.184.211,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:830::2013,,,
[x],kr.antivirus.snappublisher.snapchat.com,142.250.184.211,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:830::2013,,,
[x],kr.antivirus0virus.snappublisher.snapchat.com,142.250.184.211,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:830::2013,,,
[x],kr.mail.antivirus.snappublisher.snapchat.com,216.58.212.179,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:810::2013,,,
[x],krasnodarskiykray.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],ks-inventory-api.snappublisher.snapchat.com,172.217.18.19,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2607:f8b0:4004:c06::79,,,
[x],ks-invoice-api.snappublisher.snapchat.com,142.250.186.83,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:827::2013,,,
[x],ks-limits-api.snappublisher.snapchat.com,142.250.184.211,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:830::2013,,,
[x],ks-order-api.snappublisher.snapchat.com,172.217.20.83,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:400a:802::2013,,,
[x],ks-program-api.snappublisher.snapchat.com,216.58.212.147,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:830::2013,,,
[x],ks-vendingtransactions-mq0.snappublisher.snapchat.com,172.217.18.19,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2607:f8b0:4004:c06::79,,,
[x],ks-vendingtransactions-mq1.snappublisher.snapchat.com,64.233.165.121,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4010:c05::79,,,
[x],ks-vendingtransactions-mq2.snappublisher.snapchat.com,172.217.18.19,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2607:f8b0:4004:c06::79,,,
[x],ks-vendingtransactions-mq3.snappublisher.snapchat.com,142.250.184.243,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:831::2013,,,
[x],ks-vendingtransactions-mq4.snappublisher.snapchat.com,142.250.184.243,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:831::2013,,,
[x],ksa-en.orders.spectacles.com,23.227.38.74,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,"spectacles-usd-sa.myshopify.com, shops.myshopify.com",,,,,"digicert.com, globalsign.com, letsencrypt.org"
[x],ksa-en.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],ksa-en.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],kts.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],kubernetes.snappublisher.snapchat.com,192.178.25.179,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,,,,
[x],kurobee.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],kw.vellum-stg.sc-corp.net,,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],kwhs.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],kyrene.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],kyujin.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],kyujin.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],l1-np.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],l1-spint.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],l1-spint.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],labmaster-backups-www-test.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],lan.antivirus.snappublisher.snapchat.com,142.250.184.243,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:830::2013,,,
[x],landfire.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],landmarkgroup.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],landpublic.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lapp15.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lapp3.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],lapp3.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lapp8.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],lapp8.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lapp89.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],lapp89.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],las.antivirus.snappublisher.snapchat.com,142.250.184.243,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:831::2013,,,
[x],las.oldantivirus.snappublisher.snapchat.com,142.250.184.211,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:830::2013,,,
[x],las.snappublisher.snapchat.com,142.250.65.243,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2607:f8b0:4006:816::2013,,,
[x],lastline.sc-corp.net,204.154.248.13,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],lastline.secproxy-dev.sc-corp.net,35.190.16.123,,NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],lava39.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lawenforcement.snapchat.com,142.250.186.147,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:830::2013,,,
[x],lax1antivirus.snappublisher.snapchat.com,142.250.184.211,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:830::2013,,,
[x],lb.antivirus.gs.snappublisher.snapchat.com,142.250.184.243,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:831::2013,,,
[x],lb.antivirus.snappublisher.snapchat.com,64.233.161.121,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4010:c0f::79,,,
[x],lboro.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lca-metrics.sc-corp.net,,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lchs-ky.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lcs-ulecs-an1.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],ldb13.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],ldb25.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],ldschurch.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],learn.advertising.snapchat.com,"18.208.125.13, 3.215.172.219, 52.54.96.194, 34.237.219.119, 3.92.120.28","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com","ns-1286.awsdns-32.org, ns-1826.awsdns-36.co.uk, ns-281.awsdns-35.com, ns-844.awsdns-41.net",,,,
[x],lease.sc-corp.net,142.250.184.243,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:831::2013,,,
[x],leavemanager.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lee-132-159-117-41.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lef12-1-pdd.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],lef12-1-pdd.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lef12-1-vzb.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lef14-2-gre.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],lef14-2-gre.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lef14-3-vzb.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],lef14-3-vzb.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lef19-2-pdd.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lef2-1-seb.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lef2-4-gre.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],lef20-1-pdc.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],lef21-2-gre.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lef22-1-grc.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lef23-1-pda.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lef23-1-pdc.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],lef23-1-pdc.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lef24-2-pdc.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],lef26-1-pda.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],lef30-2-pdd.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lef32-2-pdb.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],lef32-2-pdb.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lef5-3-grc.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lef6-2-seb.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lef8-3-gre.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],legacyv1.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],legallogik.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],lego-h5.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],lego-prod.sc-corp.net,35.190.81.138,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lego-staging.sc-corp.net,35.190.54.221,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],lehighvalley.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],lenger.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],lens-automation-fe.mesh.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],lens-cms.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],lens.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],lens.snapchat.com,"18.65.39.98, 18.65.39.36, 18.65.39.76, 18.65.39.32","ns-1056.awsdns-04.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,d19f6ujxq26e2c.cloudfront.net,"ns-353.awsdns-44.com, ns-655.awsdns-17.net, ns-1056.awsdns-04.org, ns-2019.awsdns-60.co.uk","2600:9000:238d:e200:2:ec91:ad00:93a1, 2600:9000:238d:8600:2:ec91:ad00:93a1, 2600:9000:238d:dc00:2:ec91:ad00:93a1, 2600:9000:238d:7400:2:ec91:ad00:93a1, 2600:9000:238d:3400:2:ec91:ad00:93a1, 2600:9000:238d:e400:2:ec91:ad00:93a1, 2600:9000:238d:8200:2:ec91:ad00:93a1, 2600:9000:238d:4a00:2:ec91:ad00:93a1",,,
[x],lenstudio.snapchat.com,142.250.184.211,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:830::2013,,,
[x],lenswebbuilder.snapchat.com,35.190.43.134,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,"gcp.api.snapchat.com, gcp.api.sc-gw.com",,,,,
[x],leo-portal-workflow.mesh.sc-corp.net,,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],leo.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],lesbianhaven.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],less.mesh.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],less.snapchat.com,35.190.43.134,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,gcp.api.sc-gw.com,"ns-1446.awsdns-52.org, ns-1865.awsdns-41.co.uk, ns-414.awsdns-51.com, ns-558.awsdns-05.net",,,,
