new,host,soa,status_code,a,cname,cdn,cdn-name,ns,txt,mx
[x],restikns.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],restrictwww.arthur.admin.dev.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],ris-plx02.roslin-em.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],rnlog.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],rokusetsu-net.web17944.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],s102391ipmiilehosting.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],s122aweb.01.iact.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],s139ipmi-css.getkickbox.com.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],s1438a-laptop-gmiller.health.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],s202ipmi-05k.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],s237ipmivl100.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],s260bdlw48-2.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],s317-em.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],s3a-web6537.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,"dns1.itsfogo.com, dns2.itsfogo.com, dns6.itsfogo.com, dns3.itsfogo.com, dns5.itsfogo.com, dns4.itsfogo.com",,
[x],s3eu20.hana.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],s4232b-proj.openvpn.wowbuilder-certbodensee.getkickbox.com.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],s827ipmi-dammee1.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],sandstorm-l20192-iflmap.hcisbp.eu1.hana.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],sanyangpangu.worldss-ppls-0208.ppls.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],sarahedwards.usersazyxwvutsrqponmlkjihgfedcb.r0.rule.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],saranskchem.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],sas-reg-0051.sasg.openvpn.ecard.openvpnmobilebodensee.getkickbox.com.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],sauron.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],sbb-aws.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],sbj32941-nocachemotdns.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],scmall-hss-ppls-0208.ppls.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],scruz0k.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,,"redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],secure.dev.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],seen.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],sendy.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.18.33.146, 172.64.154.110",,True,cloudflare,,,
[x],seojiho0722viesxi3.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],serverhosting233assets.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],shishicairuanjianxiazaiweb17944.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],shop.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],shop105595085.openvpn.ecard.openvpnmobilebodensee.getkickbox.com.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],shop105709493.world0.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],shop35136799.s4344b.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],shop68377734.worldbitbucket.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],shop70949598.css.getkickbox.com.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],shougaihoken-info.mono.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],sindanmo.assets.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],siphon-krit.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],snieg.w6.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],snx.com.ppccg.195595.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],soft999-xsrvjp.eu20.hana.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],sovellustuki.lm0.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],sovellustukiassets.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],soybonita2.sub-97-40-127.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],spacekgolf1.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],spandan.log.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],sparky-cinematograficamentefalando.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,"dns1.itsfogo.com, dns2.itsfogo.com, dns6.itsfogo.com, dns3.itsfogo.com, dns5.itsfogo.com, dns4.itsfogo.com",,
[x],splunkhukri.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],spomateikns.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],st30.maruni-seiki-com.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],stage.www-test.tqmobile.dev.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],staging.dev.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"172.64.154.110, 104.18.33.146",,True,cloudflare,,,
[x],starcanyvl100.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],static-next.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],static.dev.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],static.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],stonewareviesxi3.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],store-storeqagrmycpq.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],stores.fishingtv9.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],sub-166-140-247-hcisbp.eu1.hana.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],sub-97-145-13krit.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],sub-97-198-143.mk.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],sub-97-203-129.chem.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],sub-97-226-143.rsc.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],sub-97-31-195ibary-tv.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],sub-97-33-87.libary-tv.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],sub-97-60-13-rhv.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],suivi-8-3.infos.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],suivi-9-1.infos.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],suivi-9-8.infos.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],suivi78.infos.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],suivi86.infos.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],suivi9-0.infos.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],suivi9-3.infos.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],suivi9-8.infos.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],support.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],t.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],t0s.kernelpanic.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],taiyangchengyazhouzhenrenyuleweb17944.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],takakurashinji-com.vl100.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],telephone.www3.ext.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],templ4d2.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],test222libary-tv.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],thesisglsbike2.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],tjs.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],tl20pgu0.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],token.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],topten.pinion-openvpn.ecard.openvpnmobilebodensee.getkickbox.com.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],tphanwoo.laptop-gmiller.health.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],tqmobile.dev.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],transcoded.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],transcoder-ng.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],transcoder.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],turukawa-filehosting.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],tv.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],u01.maruni-seiki-com.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],u92.kernelpanic.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],ucbmike-rhv.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],ucfaruni-seiki-com.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],ukrainecom.ppccg.195595.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"172.64.154.110, 104.18.33.146",,True,cloudflare,"eric.ns.cloudflare.com, wanda.ns.cloudflare.com","MS=ms51519781, google-site-verification=0Mpl3BiYyM1mguvU_gqVJmywH2k6ISLNBpUK_CpzXVc, google-site-verification=0O2nwypecqtKtEzDmRmc2BJEXXcvA7lJT5B26sDCoa8, google-site-verification=12VkV-_ktT3x3s3kgFWLj96mpElgYeDSFpdnZTeksxc, google-site-verification=dwKTGta2xQ1hx7fGbus-QZIeARRSIFlIf6lX-SZOLsQ, google-site-verification=m4-_OEWq5O8SR_TgkUKdFErkLx7Hv6m8XeifisScTtw, h1-domain-verification=Se5ocfnJ7BYQSQkv3tySkC2TbiKhy5Azhu1soKF2NmzfvBwF, slack-domain-verification=evI67vBsnGKpHnSp7cChnSILJwyuSNmENxKiLkR2, v=spf1 include:amazonses.com  include:_spf.google.com  include:mail.zendesk.com -all, version: STSv1mode: testingmx: aspmx.l.google.commx: alt3.aspmx.l.google.commx: alt4.aspmx.l.google.commx: alt1.aspmx.l.google.commx: alt2.aspmx.l.google.commax_age: 604800","aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com"
[x],upcoming82.toronto-dammee1.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],us-westhukri.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],user.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],v2.core3.sfo10k.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],vc.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"172.64.154.110, 104.18.33.146",,True,cloudflare,,,
[x],vcedashboard-maruni-seiki-com.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],verychic.vl100.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],vf7ws.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],vmwblibary-tv.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],vpn05g04.lm0.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],w12-mk.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],wanbaijialeruhekanlucorazon.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],web-users-b2bmy-oceania.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],web1044295595.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],web10956-out.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],web11742-mt.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],web11817dammee1.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],web12528rit.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],web12799nocachemotdns.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],web12892-openvpn.ecard.openvpnmobilebodensee.getkickbox.com.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],web13070.dooob2kh2.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],web13121-11301.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],web15.nyatu.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],web17589-libary-tv.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],web18303-dooob2kh2.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],web18321-bslt.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],web18540assacre.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],web2456w6.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],web3836-okgolf1.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],web45ikns.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],web5180.l20192-iflmap.hcisbp.eu1.hana.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],web5181-bslt.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],web5181.corazon.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,"dns1.itsfogo.com, dns2.itsfogo.com, dns6.itsfogo.com, dns3.itsfogo.com, dns5.itsfogo.com, dns4.itsfogo.com",,
