input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url
oldenzaal.twist.com,Twist: Organized work communication for flexible teams,200,137015,oldenzaal.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,oldenzaal.twist.com,cloudfront,443,https://oldenzaal.twist.com:443,https,,text/html,GET,13.224.189.119,/,1720713769,13.224.189.6,webpack,5,False,True,
p103-bookmarks-china.twist.com,Twist: Organized work communication for flexible teams,200,137015,p103-bookmarks-china.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,p103-bookmarks-china.twist.com,cloudfront,443,https://p103-bookmarks-china.twist.com:443,https,,text/html,GET,13.224.189.119,/,1152129266,13.224.189.6,webpack,5,False,True,
p66-sharedav.twist.com,Twist: Organized work communication for flexible teams,200,137015,p66-sharedav.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,p66-sharedav.twist.com,cloudfront,80,http://p66-sharedav.twist.com:80,http,,text/html,GET,13.224.189.113,/,1152129266,13.224.189.25,webpack,5,False,True,https://p66-sharedav.twist.com/
phukphan.staging.twist.com,Twist: Organized work communication for flexible teams,200,137185,phukphan.staging.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,phukphan.staging.twist.com,cloudfront,443,https://phukphan.staging.twist.com:443,https,,text/html,GET,18.66.97.114,/,-1840324437,18.66.97.98,webpack,5,False,True,
privatecustomers.staging.twist.com,Twist: Organized work communication for flexible teams,200,137193,privatecustomers.staging.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,privatecustomers.staging.twist.com,cloudfront,443,https://privatecustomers.staging.twist.com:443,https,,text/html,GET,18.66.97.98,/,-1840324437,18.66.97.5,webpack,5,False,True,
rapid1596.twist.com,Twist: Organized work communication for flexible teams,200,137015,rapid1596.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,rapid1596.twist.com,cloudfront,443,https://rapid1596.twist.com:443,https,,text/html,GET,13.224.189.119,/,1152129266,13.224.189.25,webpack,5,False,True,
redirect-api-chef-bucketaccounts.twist.com,Twist: Organized work communication for flexible teams,200,137015,redirect-api-chef-bucketaccounts.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,redirect-api-chef-bucketaccounts.twist.com,cloudfront,443,https://redirect-api-chef-bucketaccounts.twist.com:443,https,,text/html,GET,13.224.189.113,/,1152129266,13.224.189.6,webpack,5,False,True,
ro.todoist.com,Todoist | A To-Do List to Organize Your Work & Life,200,99156,ro.todoist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-11T00:00:00Z,2024-06-08T23:59:59Z,CN=todoist.com,todoist.com,todoist.help,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d6acd052becc6a0e8bf4888fb3fde976,416dfde28e2b9145c13521731fc100ff41d368ed95a0af5b87161c9fd0b17f6b,True,ctls,ro.todoist.com,cloudfront,443,https://ro.todoist.com:443,https,,text/html,GET,143.204.89.92,/,1776223086,2600:9000:2156:6c00:1d:b016:1bc0:93a1,HSTS,5,False,True,
self.events.data.microsoft.comliveist.twist.com,ERROR: The request could not be satisfied,502,951,self.events.data.microsoft.comliveist.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,self.events.data.microsoft.comliveist.twist.com,cloudfront,443,https://self.events.data.microsoft.comliveist.twist.com:443,https,CloudFront,text/html,GET,13.224.189.113,/,101260730,13.224.189.6,Amazon Web Services,20,False,True,
shuffle.twist.com,Twist: Organized work communication for flexible teams,200,137015,shuffle.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,shuffle.twist.com,cloudfront,443,https://shuffle.twist.com:443,https,,text/html,GET,13.224.189.25,/,1152129266,13.224.189.113,webpack,5,False,True,
staging-mail.twist.com,Twist: Organized work communication for flexible teams,200,137015,staging-mail.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,staging-mail.twist.com,cloudfront,443,https://staging-mail.twist.com:443,https,,text/html,GET,13.224.189.25,/,1152129266,13.224.189.113,webpack,5,False,True,
staging.twist.com,Twist: Organized work communication for flexible teams,200,137176,staging.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,staging.twist.com,cloudfront,443,https://staging.twist.com:443,https,,text/html,GET,18.66.97.16,/,-1840324437,18.66.97.98,webpack,5,False,True,
sync400439-3.twist.com,Twist: Organized work communication for flexible teams,200,137015,sync400439-3.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,sync400439-3.twist.com,cloudfront,80,http://sync400439-3.twist.com:80,http,,text/html,GET,13.224.189.25,/,1152129266,13.224.189.119,webpack,5,False,True,https://sync400439-3.twist.com/
taletalesource.staging.twist.com,Twist: Organized work communication for flexible teams,200,137191,taletalesource.staging.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,taletalesource.staging.twist.com,cloudfront,443,https://taletalesource.staging.twist.com:443,https,,text/html,GET,18.66.97.98,/,-1840324437,18.66.97.5,webpack,5,False,True,
tamil.twist.com,Twist: Organized work communication for flexible teams,200,137015,tamil.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,tamil.twist.com,cloudfront,443,https://tamil.twist.com:443,https,,text/html,GET,13.224.189.25,/,1152129266,13.224.189.113,webpack,5,False,True,
tatatrusts.img5.twist.com,ERROR: The request could not be satisfied,502,951,tatatrusts.img5.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,tatatrusts.img5.twist.com,cloudfront,443,https://tatatrusts.img5.twist.com:443,https,CloudFront,text/html,GET,13.224.189.6,/,-810861539,13.224.189.113,Amazon Web Services,20,False,True,
team-users-accountmeet-git.img5.twist.com,ERROR: The request could not be satisfied,502,951,team-users-accountmeet-git.img5.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,team-users-accountmeet-git.img5.twist.com,cloudfront,443,https://team-users-accountmeet-git.img5.twist.com:443,https,CloudFront,text/html,GET,13.224.189.25,/,2114566035,13.224.189.6,Amazon Web Services,20,False,True,
todoist.com,Todoist | A To-Do List to Organize Your Work & Life,200,99156,todoist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-11T00:00:00Z,2024-06-08T23:59:59Z,CN=todoist.com,todoist.com,todoist.help,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d6acd052becc6a0e8bf4888fb3fde976,416dfde28e2b9145c13521731fc100ff41d368ed95a0af5b87161c9fd0b17f6b,True,ctls,todoist.com,cloudfront,443,https://todoist.com:443,https,,text/html,GET,143.204.89.53,/,1776223086,2600:9000:2156:3e00:1d:b016:1bc0:93a1,HSTS,5,False,True,
tor273-417-pdb.img5.twist.com,ERROR: The request could not be satisfied,502,951,tor273-417-pdb.img5.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,tor273-417-pdb.img5.twist.com,cloudfront,443,https://tor273-417-pdb.img5.twist.com:443,https,CloudFront,text/html,GET,13.224.189.119,/,-271032195,13.224.189.6,Amazon Web Services,20,False,True,
tor71-101-pdb.twist.com,Twist: Organized work communication for flexible teams,200,137015,tor71-101-pdb.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,tor71-101-pdb.twist.com,cloudfront,443,https://tor71-101-pdb.twist.com:443,https,,text/html,GET,13.224.189.6,/,1152129266,13.224.189.25,webpack,5,False,True,
tw.twist.com,Twist: Organized work communication for flexible teams,200,137015,tw.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,tw.twist.com,cloudfront,443,https://tw.twist.com:443,https,,text/html,GET,13.224.189.113,/,1720713769,13.224.189.119,webpack,5,False,True,
twist.com,Twist: Organized work communication for flexible teams,200,137015,twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,twist.com,cloudfront,443,https://twist.com:443,https,,text/html,GET,13.224.189.6,/,-1840324437,13.224.189.113,webpack,5,False,True,
upgrade-pgg12o.staging.twist.com,Twist: Organized work communication for flexible teams,200,137191,upgrade-pgg12o.staging.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,upgrade-pgg12o.staging.twist.com,cloudfront,443,https://upgrade-pgg12o.staging.twist.com:443,https,,text/html,GET,18.66.97.5,/,-1840324437,18.66.97.98,webpack,5,False,True,
uploadsacceptatiestoragemx.img5.twist.com,ERROR: The request could not be satisfied,502,951,uploadsacceptatiestoragemx.img5.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,uploadsacceptatiestoragemx.img5.twist.com,cloudfront,443,https://uploadsacceptatiestoragemx.img5.twist.com:443,https,CloudFront,text/html,GET,13.224.189.6,/,-1377546308,13.224.189.25,Amazon Web Services,20,False,True,
ush.img5.twist.com,ERROR: The request could not be satisfied,502,951,ush.img5.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,ush.img5.twist.com,cloudfront,443,https://ush.img5.twist.com:443,https,CloudFront,text/html,GET,13.224.189.6,/,1461813587,13.224.189.113,Amazon Web Services,20,False,True,
v2-update-staging-status-videosystem-error-alpha-internal.twist.com,Twist: Organized work communication for flexible teams,200,137015,v2-update-staging-status-videosystem-error-alpha-internal.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,v2-update-staging-status-videosystem-error-alpha-internal.twist.com,cloudfront,443,https://v2-update-staging-status-videosystem-error-alpha-internal.twist.com:443,https,,text/html,GET,13.224.189.113,/,1720713769,13.224.189.25,webpack,5,False,True,
v4v1status-customers-dns.staging.twist.com,Twist: Organized work communication for flexible teams,200,137201,v4v1status-customers-dns.staging.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,v4v1status-customers-dns.staging.twist.com,cloudfront,443,https://v4v1status-customers-dns.staging.twist.com:443,https,,text/html,GET,18.66.97.114,/,-1840324437,18.66.97.16,webpack,5,False,True,
viruswall-fms1.staging.twist.com,Twist: Organized work communication for flexible teams,200,137191,viruswall-fms1.staging.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,viruswall-fms1.staging.twist.com,cloudfront,443,https://viruswall-fms1.staging.twist.com:443,https,,text/html,GET,18.66.97.5,/,-1840324437,18.66.97.16,webpack,5,False,True,
vivalinda.img5.twist.com,ERROR: The request could not be satisfied,502,951,vivalinda.img5.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,vivalinda.img5.twist.com,cloudfront,443,https://vivalinda.img5.twist.com:443,https,CloudFront,text/html,GET,13.224.189.119,/,-1131549791,13.224.189.25,Amazon Web Services,20,False,True,
whatsapp-chatd-msgr-edge-shv-01-den4.staging.twist.com,Twist: Organized work communication for flexible teams,200,137213,whatsapp-chatd-msgr-edge-shv-01-den4.staging.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,whatsapp-chatd-msgr-edge-shv-01-den4.staging.twist.com,cloudfront,443,https://whatsapp-chatd-msgr-edge-shv-01-den4.staging.twist.com:443,https,,text/html,GET,18.66.97.114,/,-1840324437,18.66.97.16,webpack,5,False,True,
wikiwiki-aws-downloadspostgresmx.img5.twist.com,ERROR: The request could not be satisfied,502,951,wikiwiki-aws-downloadspostgresmx.img5.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,wikiwiki-aws-downloadspostgresmx.img5.twist.com,cloudfront,443,https://wikiwiki-aws-downloadspostgresmx.img5.twist.com:443,https,CloudFront,text/html,GET,13.224.189.6,/,-1704287239,13.224.189.119,Amazon Web Services,20,False,True,
windtre-login.twist.com,Twist: Organized work communication for flexible teams,200,137015,windtre-login.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,windtre-login.twist.com,cloudfront,443,https://windtre-login.twist.com:443,https,,text/html,GET,13.224.189.113,/,1152129266,13.224.189.119,webpack,5,False,True,
www.boomer.twist.com,ERROR: The request could not be satisfied,502,951,www.boomer.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,www.boomer.twist.com,cloudfront,443,https://www.boomer.twist.com:443,https,CloudFront,text/html,GET,13.224.189.6,/,-548814904,13.224.189.25,Amazon Web Services,20,False,True,
www.text.twist.com,ERROR: The request could not be satisfied,502,951,www.text.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,www.text.twist.com,cloudfront,443,https://www.text.twist.com:443,https,CloudFront,text/html,GET,13.224.189.25,/,-1264959080,13.224.189.6,Amazon Web Services,20,False,True,
www.twist.com,Twist: Organized work communication for flexible teams,200,137015,twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,twist.com,cloudfront,443,https://www.twist.com:443,https,,text/html,GET,13.224.189.25,/,-1840324437,13.224.189.6,webpack,5,False,True,https://twist.com:443/
www.twistedlensphotography.twist.com,ERROR: The request could not be satisfied,502,951,www.twistedlensphotography.twist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-28T00:00:00Z,2023-07-22T23:59:59Z,CN=twist.com,twist.com,*.twist.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f27fcf67ef00c7e9bc9225d5e5f12534,ab915ee03211bbc1db96bb0f4e3a00e64df914b8daa73c2a79f581c3081754ad,True,ctls,www.twistedlensphotography.twist.com,cloudfront,443,https://www.twistedlensphotography.twist.com:443,https,CloudFront,text/html,GET,13.224.189.119,/,-1636287680,13.224.189.113,Amazon Web Services,20,False,True,
zendesk-login.todoist.com,,400,12,zendesk-login.todoist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-11T00:00:00Z,2024-06-08T23:59:59Z,CN=todoist.com,todoist.com,todoist.help,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d6acd052becc6a0e8bf4888fb3fde976,416dfde28e2b9145c13521731fc100ff41d368ed95a0af5b87161c9fd0b17f6b,True,ctls,zendesk-login.todoist.com,cloudfront,443,https://zendesk-login.todoist.com:443,https,awselb/2.0,text/plain,GET,143.204.89.92,/,788357656,2600:9000:2156:b000:1d:b016:1bc0:93a1,HSTS,2,False,True,
zendesk1.twist.com,,409,16,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk1.twist.com:80,http,cloudflare,text/plain,GET,162.159.138.6,/,1000520165,162.159.128.7,Cloudflare,1,False,True,
zendesk2.todoist.com,,409,16,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk2.todoist.com:80,http,cloudflare,text/plain,GET,162.159.138.6,/,1000520165,162.159.128.7,Cloudflare,1,False,True,
zendesk2.twist.com,,409,16,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk2.twist.com:80,http,cloudflare,text/plain,GET,162.159.128.7,/,1000520165,162.159.138.6,Cloudflare,1,False,True,
zendesk3.todoist.com,,409,16,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk3.todoist.com:80,http,cloudflare,text/plain,GET,162.159.128.7,/,1000520165,162.159.138.6,Cloudflare,1,False,True,
zendesk3.twist.com,,409,16,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk3.twist.com:80,http,cloudflare,text/plain,GET,162.159.138.6,/,1000520165,162.159.128.7,Cloudflare,1,False,True,
zendesk4.twist.com,,409,16,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk4.twist.com:80,http,cloudflare,text/plain,GET,162.159.138.6,/,1000520165,162.159.128.7,Cloudflare,1,False,True,
