input,title,status_code,content_length,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,tls_subject_org_,cdn_name,cdn,csp_domains_,final_url,tls_mismatched
authbackupssso-miembros.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://authbackupssso-miembros.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,authbackupssso-miembros.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,authbackupssso-miembros.stripocdn-test10.stripo.email,,,,,,
authchintanms.stripocdn-test10.stripo.email,404 Not Found,404,548,80,http://authchintanms.stripocdn-test10.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,,,,,,,,,,,,,,,,,,,,,,,,
authchintanms.stripocdn-test2.stripo.email,404 Not Found,404,548,80,http://authchintanms.stripocdn-test2.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,,,,,,,,,,,,,,,,,,,,,,,,
autherror-monitorusers.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://autherror-monitorusers.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,autherror-monitorusers.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,autherror-monitorusers.stripocdn-test10.stripo.email,,,,,,
authexternalportal.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://authexternalportal.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,authexternalportal.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,authexternalportal.stripocdn-test10.stripo.email,,,,,,
authmirror-my-oceania.stripocdn-test1.stripo.email,404 Not Found,404,548,443,https://authmirror-my-oceania.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,authmirror-my-oceania.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,authmirror-my-oceania.stripocdn-test1.stripo.email,,,,,,
authvip-meet-git.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://authvip-meet-git.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,authvip-meet-git.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,authvip-meet-git.stripocdn-test10.stripo.email,,,,,,
avatar-management.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://avatar-management.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,avatar-management.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,avatar-management.stripocdn-test10.stripo.email,,,,,,
backlot.stripocdn-test1.stripo.email,404 Not Found,404,146,443,https://backlot.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,backlot.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,backlot.stripocdn-test1.stripo.email,,,,,,
backlot.stripocdn-test2.stripo.email,404 Not Found,404,146,443,https://backlot.stripocdn-test2.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,backlot.stripocdn-test2.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:26:16Z,2023-05-16T10:26:15Z,CN=*.stripocdn-test2.stripo.email,*.stripocdn-test2.stripo.email,stripocdn-test2.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3762165568aec3e3a12ff8c167095325,07d7eb83750b4995de419594b55a1b900697a735852339bc7f84b74ade0859b9,True,ctls,backlot.stripocdn-test2.stripo.email,,,,,,
backup-alphajenkinshost-csimgshare.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://backup-alphajenkinshost-csimgshare.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,backup-alphajenkinshost-csimgshare.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,backup-alphajenkinshost-csimgshare.stripocdn-test10.stripo.email,,,,,,
backup-authdev-miembros.stripocdn-test1.stripo.email,404 Not Found,404,146,443,https://backup-authdev-miembros.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,backup-authdev-miembros.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,backup-authdev-miembros.stripocdn-test1.stripo.email,,,,,,
backup-betav4-gcp-partner-qa-apiproduction.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://backup-betav4-gcp-partner-qa-apiproduction.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,backup-betav4-gcp-partner-qa-apiproduction.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,backup-betav4-gcp-partner-qa-apiproduction.stripocdn-test10.stripo.email,,,,,,
backup-exchangetrackjiratunnel-mx.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://backup-exchangetrackjiratunnel-mx.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,backup-exchangetrackjiratunnel-mx.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,backup-exchangetrackjiratunnel-mx.stripocdn-test10.stripo.email,,,,,,
backup-seer.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://backup-seer.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,backup-seer.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,backup-seer.stripocdn-test10.stripo.email,,,,,,
backup-utm.stripocdn-test10.stripo.email,404 Not Found,404,548,80,http://backup-utm.stripocdn-test10.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,,,,,,,,,,,,,,,,,,,,,,,,
backupacc-apiproduction.stripocdn-test1.stripo.email,404 Not Found,404,146,443,https://backupacc-apiproduction.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,backupacc-apiproduction.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,backupacc-apiproduction.stripocdn-test1.stripo.email,,,,,,
backupbeta-accountstatusdevenv-storagemx.stripocdn-test1.stripo.email,404 Not Found,404,146,80,http://backupbeta-accountstatusdevenv-storagemx.stripocdn-test1.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,,,,,,,,,,,,,,,,,,,
backupeu.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://backupeu.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,backupeu.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,backupeu.stripocdn-test10.stripo.email,,,,,,
backupipcam.stripocdn-test1.stripo.email,404 Not Found,404,146,443,https://backupipcam.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,backupipcam.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,backupipcam.stripocdn-test1.stripo.email,,,,,,
backuppartners-config.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://backuppartners-config.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,backuppartners-config.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,backuppartners-config.stripocdn-test10.stripo.email,,,,,,
backups-en.stripocdn-test10.stripo.email,404 Not Found,404,548,80,http://backups-en.stripocdn-test10.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,,,,,,,,,,,,,,,,,,,,,,,,
backupsconfigstorebackups-www-test.stripocdn-test2.stripo.email,404 Not Found,404,548,80,http://backupsconfigstorebackups-www-test.stripocdn-test2.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,,,,,,,,,,,,,,,,,,,,,,,,
backupupload.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://backupupload.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,backupupload.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,backupupload.stripocdn-test10.stripo.email,,,,,,
backupv2dataapierpalt.stripocdn-test2.stripo.email,404 Not Found,404,548,443,https://backupv2dataapierpalt.stripocdn-test2.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,backupv2dataapierpalt.stripocdn-test2.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:26:16Z,2023-05-16T10:26:15Z,CN=*.stripocdn-test2.stripo.email,*.stripocdn-test2.stripo.email,stripocdn-test2.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3762165568aec3e3a12ff8c167095325,07d7eb83750b4995de419594b55a1b900697a735852339bc7f84b74ade0859b9,True,ctls,backupv2dataapierpalt.stripocdn-test2.stripo.email,,,,,,
backupv3-cslink-tunnel-mx.stripocdn-test10.stripo.email,404 Not Found,404,146,80,http://backupv3-cslink-tunnel-mx.stripocdn-test10.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,,,,,,,,,,,,,,,,,,,
backupv3.stripocdn-test1.stripo.email,404 Not Found,404,548,443,https://backupv3.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,backupv3.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,backupv3.stripocdn-test1.stripo.email,,,,,,
bajajallianz.stripocdn-test10.stripo.email,404 Not Found,404,146,80,http://bajajallianz.stripocdn-test10.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,,,,,,,,,,,,,,,,,,,
balance.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://balance.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,balance.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,balance.stripocdn-test10.stripo.email,,,,,,
bas-a1.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://bas-a1.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,bas-a1.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,bas-a1.stripocdn-test10.stripo.email,,,,,,
bas4-4-sta.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://bas4-4-sta.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,bas4-4-sta.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,bas4-4-sta.stripocdn-test10.stripo.email,,,,,,
bcg3e4.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://bcg3e4.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,bcg3e4.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,bcg3e4.stripocdn-test10.stripo.email,,,,,,
bcg3es.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://bcg3es.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,bcg3es.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,bcg3es.stripocdn-test10.stripo.email,,,,,,
bcpsg-bgrm-nn.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://bcpsg-bgrm-nn.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,bcpsg-bgrm-nn.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,bcpsg-bgrm-nn.stripocdn-test10.stripo.email,,,,,,
bedfordjfhs.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://bedfordjfhs.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,bedfordjfhs.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,bedfordjfhs.stripocdn-test10.stripo.email,,,,,,
beggaman.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://beggaman.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,beggaman.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,beggaman.stripocdn-test10.stripo.email,,,,,,
bendy-and-the-ink-machine.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://bendy-and-the-ink-machine.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,bendy-and-the-ink-machine.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,bendy-and-the-ink-machine.stripocdn-test10.stripo.email,,,,,,
benning-147-169-30-11.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://benning-147-169-30-11.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,benning-147-169-30-11.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,benning-147-169-30-11.stripocdn-test10.stripo.email,,,,,,
benning-150-226-232-40.stripocdn-test1.stripo.email,404 Not Found,404,548,80,http://benning-150-226-232-40.stripocdn-test1.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,,,,,,,,,,,,,,,,,,,,,,,,
beta-chefvip-corporate.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://beta-chefvip-corporate.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,beta-chefvip-corporate.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,beta-chefvip-corporate.stripocdn-test10.stripo.email,,,,,,
