input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,webserver,tech_,tls_mismatched,final_url,csp_domains_,tls_subject_org_,cdn_name,cdn
www.sales.ngrok.dev,,404,56,www.sales.ngrok.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T16:01:04Z,2023-07-27T16:01:03Z,CN=www.sales.ngrok.dev,www.sales.ngrok.dev,www.sales.ngrok.dev,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c0126378b92030e0634b024aecd9a6d2,40d73af82a73ea792d99b85f61b6ab427446ac1bf77e50a56dc0fafd249410a5,,ctls,www.sales.ngrok.dev,443,https://www.sales.ngrok.dev:443,https,text/plain,GET,3.125.223.134,/,1906154668,2a05:d014:21b:8e00::6e:0,4,False,,,,,,,,
www.salesforce.ngrok-free.dev,,404,66,www.salesforce.ngrok-free.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T17:01:09Z,2023-08-03T17:01:08Z,CN=www.salesforce.ngrok-free.dev,www.salesforce.ngrok-free.dev,www.salesforce.ngrok-free.dev,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f900cd6236443749eeb36ac48fa2036c,1d021ae748753a8f9789a6f0c78497320714731406952ff9e8ed43883e1cb2ae,,ctls,www.salesforce.ngrok-free.dev,443,https://www.salesforce.ngrok-free.dev:443,https,text/plain,GET,3.124.142.205,/,1308428886,2a05:d014:21b:8e01::6e:4,4,False,,,,,,,,
www.salesforce.ngrok.app,,404,61,www.salesforce.ngrok.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T17:03:44Z,2023-08-03T17:03:43Z,CN=www.salesforce.ngrok.app,www.salesforce.ngrok.app,www.salesforce.ngrok.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b44f39db3d2fa6685c515e42be8deca2,9bb47df50d90c9f31969dd23353af1151aac444d3120ba1225aefbce8c349bfa,,ctls,www.salesforce.ngrok.app,443,https://www.salesforce.ngrok.app:443,https,text/plain,GET,3.125.223.134,/,1297513964,2a05:d014:21b:8e02::6e:2,4,False,,,,,,,,
www.saml.ngrok-free.dev,,404,60,www.saml.ngrok-free.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T20:03:40Z,2023-07-27T20:03:39Z,CN=www.saml.ngrok-free.dev,www.saml.ngrok-free.dev,www.saml.ngrok-free.dev,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d7fafa0123e1c57fa0c9ba77d2ba8c97,8a4752955fa41435ee451fc335d5754452d6ce846b73fbecfc837882305805f6,,ctls,www.saml.ngrok-free.dev,443,https://www.saml.ngrok-free.dev:443,https,text/plain,GET,18.158.249.75,/,393758061,2a05:d014:21b:8e00::6e:3,4,False,,,,,,,,
www.saml.ngrok.app,,404,55,www.saml.ngrok.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T17:00:56Z,2023-08-03T17:00:55Z,CN=www.saml.ngrok.app,www.saml.ngrok.app,www.saml.ngrok.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a7656177e8b2fbdbcb580e52180c8a0e,dbae040bcaf3c9adf7374fc1be3e9e70cb036966ade01e0e55f96f743c01f7f1,,ctls,www.saml.ngrok.app,443,https://www.saml.ngrok.app:443,https,text/plain,GET,18.192.31.165,/,1846027664,2a05:d014:21b:8e01::6e:1,4,False,,,,,,,,
www.saml.ngrok.dev,,404,55,www.saml.ngrok.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T08:00:27Z,2023-08-03T08:00:26Z,CN=www.saml.ngrok.dev,www.saml.ngrok.dev,www.saml.ngrok.dev,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c09b12a2db63d20804442318968ce691,6c6d74e7391003e4b55b9d341b4d95de5dad52b7370b1dc7a7a8b9bc18fb7fe4,,ctls,www.saml.ngrok.dev,443,https://www.saml.ngrok.dev:443,https,text/plain,GET,3.125.102.39,/,-420445674,2a05:d014:21b:8e01::6e:4,4,False,,,,,,,,
www.sap.ngrok.app,,404,54,www.sap.ngrok.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T16:02:44Z,2023-08-03T16:02:43Z,CN=www.sap.ngrok.app,www.sap.ngrok.app,www.sap.ngrok.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,de304a7889aeb794f53a15db5b818bcf,1bd84615a976cd85c4a4b0e532d978b91b58ce5c6c8c5d450de8481ed43d5211,,ctls,www.sap.ngrok.app,443,https://www.sap.ngrok.app:443,https,text/plain,GET,3.125.223.134,/,1050705421,2a05:d014:21b:8e01::6e:4,4,False,,,,,,,,
www.search.ngrok-free.app,,404,62,www.search.ngrok-free.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T17:03:21Z,2023-08-03T17:03:20Z,CN=www.search.ngrok-free.app,www.search.ngrok-free.app,www.search.ngrok-free.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cc3698eaaba06f528e1d3190252fbb9b,0d03dafcce2ba07263684ef7ed44de741501f89abc5860b30443a641f2fa5847,,ctls,www.search.ngrok-free.app,443,https://www.search.ngrok-free.app:443,https,text/plain,GET,18.192.31.165,/,1144336250,2a05:d014:21b:8e00::6e:3,4,False,,,,,,,,
www.search.ngrok.dev,,404,57,www.search.ngrok.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T16:03:17Z,2023-08-03T16:03:16Z,CN=www.search.ngrok.dev,www.search.ngrok.dev,www.search.ngrok.dev,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b83e008b45505ff093e928b6d57a5fdd,cf914463735a0dadd370ec9afb2a75a122306d8e4724311d40c344d2aca0b065,,ctls,www.search.ngrok.dev,443,https://www.search.ngrok.dev:443,https,text/plain,GET,18.192.31.165,/,-677263300,2a05:d014:21b:8e01::6e:4,4,False,,,,,,,,
www.secure.ngrok-free.dev,,404,62,www.secure.ngrok-free.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T16:01:12Z,2023-07-27T16:01:11Z,CN=www.secure.ngrok-free.dev,www.secure.ngrok-free.dev,www.secure.ngrok-free.dev,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c7e440a844b148266af4825e2fa2ab35,e88fd8b5705a5318fa92a7a09ae3a36334b044bd723132207793c2418a30c46c,,ctls,www.secure.ngrok-free.dev,443,https://www.secure.ngrok-free.dev:443,https,text/plain,GET,3.124.142.205,/,-1708652058,2a05:d014:21b:8e01::6e:1,4,False,,,,,,,,
www.secure.ngrok.app,,404,57,www.secure.ngrok.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T17:02:11Z,2023-07-27T17:02:10Z,CN=www.secure.ngrok.app,www.secure.ngrok.app,www.secure.ngrok.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,204c013a4fcd16c99f58a7ea98312855,eb3b5e12231ec19476e235ffd6d2a688be43bbf14a91449636d4099b4cf853d9,,ctls,www.secure.ngrok.app,443,https://www.secure.ngrok.app:443,https,text/plain,GET,18.158.249.75,/,626640257,2a05:d014:21b:8e02::6e:2,4,False,,,,,,,,
www.secure.ngrok.dev,,404,57,www.secure.ngrok.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T18:03:57Z,2023-07-27T18:03:56Z,CN=www.secure.ngrok.dev,www.secure.ngrok.dev,www.secure.ngrok.dev,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,25e3d285288c464386c921f93f9d6045,2111125f655a747a6b3444078975dbb2727bdd791d960a31f4907c9d60826674,,ctls,www.secure.ngrok.dev,443,https://www.secure.ngrok.dev:443,https,text/plain,GET,3.125.223.134,/,1020765725,2a05:d014:21b:8e02::6e:2,4,False,,,,,,,,
www.security.ngrok-free.app,,404,64,www.security.ngrok-free.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T17:01:54Z,2023-07-27T17:01:53Z,CN=www.security.ngrok-free.app,www.security.ngrok-free.app,www.security.ngrok-free.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,00372344f690183f42bf93b67a9016f1,50c090f3cd5d9d92b8e9b49f9b16f27eb9c974a8c7f54e860051d5410f193620,,ctls,www.security.ngrok-free.app,443,https://www.security.ngrok-free.app:443,https,text/plain,GET,3.125.102.39,/,-1081895160,2a05:d014:21b:8e01::6e:1,4,False,,,,,,,,
www.security.ngrok-free.dev,,404,64,www.security.ngrok-free.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T17:02:28Z,2023-07-27T17:02:27Z,CN=www.security.ngrok-free.dev,www.security.ngrok-free.dev,www.security.ngrok-free.dev,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e85bcc134f34a26084b1c70b28faeb16,ce8d366948777ea2e9776f8017aff8fea8625015183f8344d53eab08a5f27fc5,,ctls,www.security.ngrok-free.dev,443,https://www.security.ngrok-free.dev:443,https,text/plain,GET,3.125.223.134,/,-796315901,2a05:d014:21b:8e01::6e:4,4,False,,,,,,,,
www.security.ngrok.dev,,404,59,www.security.ngrok.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T19:01:24Z,2023-07-27T19:01:23Z,CN=www.security.ngrok.dev,www.security.ngrok.dev,www.security.ngrok.dev,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8923f73118a6da88879517655c7aadbe,12d382f85e8771c46c372003dfe4f1014dcf6f69b93445f0970baa740888458f,,ctls,www.security.ngrok.dev,443,https://www.security.ngrok.dev:443,https,text/plain,GET,3.125.223.134,/,-656208723,2a05:d014:21b:8e02::6e:5,4,False,,,,,,,,
www.shop.ngrok-free.app,,404,60,www.shop.ngrok-free.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T19:02:00Z,2023-07-27T19:01:59Z,CN=www.shop.ngrok-free.app,www.shop.ngrok-free.app,www.shop.ngrok-free.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c507064b7ae362667d13dc91dc42e963,d290491e3949fc6913081d15dfa4af3b3ea4dd02bc3f9790d45f1a520b6b19cf,,ctls,www.shop.ngrok-free.app,443,https://www.shop.ngrok-free.app:443,https,text/plain,GET,18.192.31.165,/,-176580829,2a05:d014:21b:8e02::6e:5,4,False,,,,,,,,
www.shop.ngrok-free.dev,,404,60,www.shop.ngrok-free.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T17:02:34Z,2023-07-27T17:02:33Z,CN=www.shop.ngrok-free.dev,www.shop.ngrok-free.dev,www.shop.ngrok-free.dev,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a7fa58a9882b36a917905f00074deaaa,574b5de3b88c1a1be3139a286e994912fc57b8654b05a1ff9356d8bcf5026b19,,ctls,www.shop.ngrok-free.dev,443,https://www.shop.ngrok-free.dev:443,https,text/plain,GET,18.158.249.75,/,-903586683,2a05:d014:21b:8e02::6e:2,4,False,,,,,,,,
www.sign-in.ngrok-free.app,,404,63,www.sign-in.ngrok-free.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T17:03:27Z,2023-08-03T17:03:26Z,CN=www.sign-in.ngrok-free.app,www.sign-in.ngrok-free.app,www.sign-in.ngrok-free.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0bad238029596ce5a6624d94d8039cd5,b0713c361c16172d531dc9faf65fd6c4702586c2a186a6a475d5cab147949d96,,ctls,www.sign-in.ngrok-free.app,443,https://www.sign-in.ngrok-free.app:443,https,text/plain,GET,3.125.209.94,/,-516411146,2a05:d014:21b:8e01::6e:4,4,False,,,,,,,,
www.sign-in.ngrok-free.dev,,404,63,www.sign-in.ngrok-free.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T20:03:41Z,2023-07-27T20:03:40Z,CN=www.sign-in.ngrok-free.dev,www.sign-in.ngrok-free.dev,www.sign-in.ngrok-free.dev,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a80adae6a48074d40c4031e143d0ffe9,f0ff5e1d1093c7282535b78da524a92998494c79ab3f0d42e9eb200de4608182,,ctls,www.sign-in.ngrok-free.dev,443,https://www.sign-in.ngrok-free.dev:443,https,text/plain,GET,3.125.209.94,/,116692680,2a05:d014:21b:8e02::6e:2,4,False,,,,,,,,
www.sign-in.ngrok.dev,,404,58,www.sign-in.ngrok.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T08:00:37Z,2023-08-03T08:00:36Z,CN=www.sign-in.ngrok.dev,www.sign-in.ngrok.dev,www.sign-in.ngrok.dev,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,69d951f7c542aa3d22dff00fb13f9d4c,e0433cd1758583ca341fc8a9ad042d009c55142d003b7e847e42c455bacdad38,,ctls,www.sign-in.ngrok.dev,443,https://www.sign-in.ngrok.dev:443,https,text/plain,GET,3.125.209.94,/,1913169108,2a05:d014:21b:8e02::6e:5,4,False,,,,,,,,
www.sign-up.ngrok-free.app,,404,63,www.sign-up.ngrok-free.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T17:03:56Z,2023-08-03T17:03:55Z,CN=www.sign-up.ngrok-free.app,www.sign-up.ngrok-free.app,www.sign-up.ngrok-free.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9d6247e0d71d418ede6c77b29195c576,98886ef64404875362de4a96fd95fc3457c08f7cb35f4087797db2f624dc9921,,ctls,www.sign-up.ngrok-free.app,443,https://www.sign-up.ngrok-free.app:443,https,text/plain,GET,3.124.142.205,/,1722497154,2a05:d014:21b:8e02::6e:2,4,False,,,,,,,,
www.sign-up.ngrok.app,,404,58,www.sign-up.ngrok.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T16:04:15Z,2023-08-03T16:04:14Z,CN=www.sign-up.ngrok.app,www.sign-up.ngrok.app,www.sign-up.ngrok.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6bf1257473f1294341bccdb654ff56cd,0eea712cfb0c3b9a98b66954bc04fe96daced13b179571cbaf90619a4ae0a4e3,,ctls,www.sign-up.ngrok.app,443,https://www.sign-up.ngrok.app:443,https,text/plain,GET,3.125.102.39,/,-1419711947,2a05:d014:21b:8e02::6e:5,4,False,,,,,,,,
www.signin.ngrok-free.app,,404,62,www.signin.ngrok-free.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T17:03:02Z,2023-08-03T17:03:01Z,CN=www.signin.ngrok-free.app,www.signin.ngrok-free.app,www.signin.ngrok-free.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4a4efd05789a51766a1d19b814b811cf,126d2259b5810d698ce600b141a24beb293be5485386802522b4a9516eb6de8c,,ctls,www.signin.ngrok-free.app,443,https://www.signin.ngrok-free.app:443,https,text/plain,GET,3.125.209.94,/,73093173,2a05:d014:21b:8e02::6e:5,4,False,,,,,,,,
www.signin.ngrok-free.dev,,404,62,www.signin.ngrok-free.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T16:03:13Z,2023-08-03T16:03:12Z,CN=www.signin.ngrok-free.dev,www.signin.ngrok-free.dev,www.signin.ngrok-free.dev,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ecb9e5b26f2e53e83254617eb3d0afba,6106a965d7ad19e0eb3bdedc44296595c509189718c11b40beb585b5ea14d2a0,,ctls,www.signin.ngrok-free.dev,443,https://www.signin.ngrok-free.dev:443,https,text/plain,GET,18.158.249.75,/,-1037045044,2a05:d014:21b:8e02::6e:2,4,False,,,,,,,,
www.signin.ngrok.app,,404,57,www.signin.ngrok.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T16:03:29Z,2023-08-03T16:03:28Z,CN=www.signin.ngrok.app,www.signin.ngrok.app,www.signin.ngrok.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,781c4f8a5574f4a6fad9ebf0f2fbdb4b,6c440312c66681a7f5d61c9d1328c77f5f8f7a0d27d0cbcae79d15ba2fa67575,,ctls,www.signin.ngrok.app,443,https://www.signin.ngrok.app:443,https,text/plain,GET,3.124.142.205,/,250075532,2a05:d014:21b:8e00::6e:0,4,False,,,,,,,,
www.signin.ngrok.dev,,404,57,www.signin.ngrok.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T17:02:34Z,2023-08-03T17:02:33Z,CN=www.signin.ngrok.dev,www.signin.ngrok.dev,www.signin.ngrok.dev,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ffe70364d4c99011b606820b09567fb1,b4fc778fc9352b2227da5b4216222b0155ca49754d02fa902fb3714f515c3fce,,ctls,www.signin.ngrok.dev,443,https://www.signin.ngrok.dev:443,https,text/plain,GET,3.124.142.205,/,564637168,2a05:d014:21b:8e00::6e:3,4,False,,,,,,,,
www.signup.ngrok-free.app,,404,62,www.signup.ngrok-free.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T18:03:06Z,2023-07-27T18:03:05Z,CN=www.signup.ngrok-free.app,www.signup.ngrok-free.app,www.signup.ngrok-free.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dc855269f59d33a8efa6c7ad46ef7803,42b1afb3b986e68bf41050c22e656430241c5f3b4da65302e052098aaf26b189,,ctls,www.signup.ngrok-free.app,443,https://www.signup.ngrok-free.app:443,https,text/plain,GET,18.158.249.75,/,1119480969,2a05:d014:21b:8e01::6e:1,4,False,,,,,,,,
www.signup.ngrok.app,,404,57,www.signup.ngrok.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T17:02:25Z,2023-08-03T17:02:24Z,CN=www.signup.ngrok.app,www.signup.ngrok.app,www.signup.ngrok.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,71c9631c5b1a1c4f801758a167b9a6fe,7053aeb7b713bdff489090f97a9be172bd57e870308859ede635c274d90e0a79,,ctls,www.signup.ngrok.app,443,https://www.signup.ngrok.app:443,https,text/plain,GET,3.124.142.205,/,-316582252,2a05:d014:21b:8e00::6e:3,4,False,,,,,,,,
www.signup.ngrok.dev,,404,57,www.signup.ngrok.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T16:03:07Z,2023-08-03T16:03:06Z,CN=www.signup.ngrok.dev,www.signup.ngrok.dev,www.signup.ngrok.dev,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d3d98bc5f2c4ce4b25f90c091f03a4f4,5253f388547fb4653b137b99edbb51097f4534ad8b8e1d1725eeed6d665bceda,,ctls,www.signup.ngrok.dev,443,https://www.signup.ngrok.dev:443,https,text/plain,GET,3.125.102.39,/,933526226,2a05:d014:21b:8e00::6e:3,4,False,,,,,,,,
www.snapchat.ngrok-free.dev,,404,64,www.snapchat.ngrok-free.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T17:03:07Z,2023-08-03T17:03:06Z,CN=www.snapchat.ngrok-free.dev,www.snapchat.ngrok-free.dev,www.snapchat.ngrok-free.dev,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4e29d4a5571c813516f6e712d8902e08,3ab7e2db8de328674fad1f138c9f2497cfc9a3cac1ca813e95ae441776111314,,ctls,www.snapchat.ngrok-free.dev,443,https://www.snapchat.ngrok-free.dev:443,https,text/plain,GET,3.125.223.134,/,2100898075,2a05:d014:21b:8e02::6e:5,4,False,,,,,,,,
www.ssh.ngrok-free.dev,,404,59,www.ssh.ngrok-free.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T21:02:44Z,2023-07-27T21:02:43Z,CN=www.ssh.ngrok-free.dev,www.ssh.ngrok-free.dev,www.ssh.ngrok-free.dev,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,68b40b36666d9475bccbe88f4365cb94,4c9ee46edb31fb2c3d3c042e42f4c4fabbc71b4a9b45f059c1701825cfa353d3,,ctls,www.ssh.ngrok-free.dev,443,https://www.ssh.ngrok-free.dev:443,https,text/plain,GET,3.124.142.205,/,746709007,2a05:d014:21b:8e02::6e:5,4,False,,,,,,,,
www.ssh.ngrok.app,,404,54,www.ssh.ngrok.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T17:03:10Z,2023-07-27T17:03:09Z,CN=www.ssh.ngrok.app,www.ssh.ngrok.app,www.ssh.ngrok.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,05a97ad255626d8759d0f0cb57163afd,06c07ebdb9763d14051285ffd1fb5690bfcd8b8cc6642818b64f45b2e7905893,,ctls,www.ssh.ngrok.app,443,https://www.ssh.ngrok.app:443,https,text/plain,GET,3.125.102.39,/,981214553,2a05:d014:21b:8e02::6e:2,4,False,,,,,,,,
www.ssh.ngrok.dev,,404,54,www.ssh.ngrok.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T16:02:36Z,2023-08-03T16:02:35Z,CN=www.ssh.ngrok.dev,www.ssh.ngrok.dev,www.ssh.ngrok.dev,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9e10232aee6b692e172caeaf25982aba,fb5992d78b83643d5dfebe460886df86e5451b1d45917120c83471b38c58e33f,,ctls,www.ssh.ngrok.dev,443,https://www.ssh.ngrok.dev:443,https,text/plain,GET,3.125.223.134,/,-400763714,2a05:d014:21b:8e00::6e:3,4,False,,,,,,,,
www.sso.ngrok-free.app,,404,59,www.sso.ngrok-free.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T18:00:52Z,2023-08-03T18:00:51Z,CN=www.sso.ngrok-free.app,www.sso.ngrok-free.app,www.sso.ngrok-free.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,69f1746acd7492a96f9346ded524662d,65f74f9e948c795026f82edc8b9c9b52f302ab20c3615f07a17927566852f25f,,ctls,www.sso.ngrok-free.app,443,https://www.sso.ngrok-free.app:443,https,text/plain,GET,3.124.142.205,/,-217572145,2a05:d014:21b:8e00::6e:0,4,False,,,,,,,,
www.status.ngrok-free.app,,404,62,www.status.ngrok-free.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T17:03:59Z,2023-08-03T17:03:58Z,CN=www.status.ngrok-free.app,www.status.ngrok-free.app,www.status.ngrok-free.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5baa4ad05e368956fc0747e219ef119e,609f8bbeb15354f7af9e9801b49046c031dbf3297a775e70aa28be480a11d08b,,ctls,www.status.ngrok-free.app,443,https://www.status.ngrok-free.app:443,https,text/plain,GET,3.125.102.39,/,-1130784620,2a05:d014:21b:8e02::6e:5,4,False,,,,,,,,
www.status.ngrok-free.dev,,404,62,www.status.ngrok-free.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T18:03:10Z,2023-07-27T18:03:09Z,CN=www.status.ngrok-free.dev,www.status.ngrok-free.dev,www.status.ngrok-free.dev,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,618ee184c8a73cea48e9ff99d9e28895,be9fa699d0f3489cee88cdc10f96d0a66c714dc2dbf23c43962eebb643073d8c,,ctls,www.status.ngrok-free.dev,443,https://www.status.ngrok-free.dev:443,https,text/plain,GET,3.125.223.134,/,546489864,2a05:d014:21b:8e01::6e:4,4,False,,,,,,,,
www.stripe.ngrok-free.app,,404,62,www.stripe.ngrok-free.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T17:01:42Z,2023-08-03T17:01:41Z,CN=www.stripe.ngrok-free.app,www.stripe.ngrok-free.app,www.stripe.ngrok-free.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,387c6af1762bb7388369777cf6fd9003,b091d38101f868c3a16816db000f40ab9d52f8a78e980d56dc8583781889921a,,ctls,www.stripe.ngrok-free.app,443,https://www.stripe.ngrok-free.app:443,https,text/plain,GET,18.158.249.75,/,1591051925,2a05:d014:21b:8e02::6e:5,4,False,,,,,,,,
www.stripe.ngrok-free.dev,,404,62,www.stripe.ngrok-free.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T16:02:35Z,2023-08-03T16:02:34Z,CN=www.stripe.ngrok-free.dev,www.stripe.ngrok-free.dev,www.stripe.ngrok-free.dev,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5bcdab53df553d8cbe7527123a940c62,2947f80a962b403d883d121ad65df5224fb11bbd31b214a78c0b215b1b2b6104,,ctls,www.stripe.ngrok-free.dev,443,https://www.stripe.ngrok-free.dev:443,https,text/plain,GET,3.125.223.134,/,-295610646,2a05:d014:21b:8e00::6e:3,4,False,,,,,,,,
www.stripe.ngrok.app,,404,57,www.stripe.ngrok.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T17:03:19Z,2023-08-03T17:03:18Z,CN=www.stripe.ngrok.app,www.stripe.ngrok.app,www.stripe.ngrok.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f2f5df8278f93e01dbb839bbf04729b9,94c269727e2bacca2eef70d0e6d7f446f24bfa6029ee10755cefe4d0f63bda1e,,ctls,www.stripe.ngrok.app,443,https://www.stripe.ngrok.app:443,https,text/plain,GET,18.192.31.165,/,993472477,2a05:d014:21b:8e01::6e:1,4,False,,,,,,,,
www.subscribe.ngrok-free.app,,404,65,www.subscribe.ngrok-free.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T17:02:54Z,2023-07-27T17:02:53Z,CN=www.subscribe.ngrok-free.app,www.subscribe.ngrok-free.app,www.subscribe.ngrok-free.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,db5278a64dfb21bc71089ede94b8991c,657bac0fd385bb3109cd79d3bc7198cb48089e7d3a3d27c19eaf475c210a1eff,,ctls,www.subscribe.ngrok-free.app,443,https://www.subscribe.ngrok-free.app:443,https,text/plain,GET,18.158.249.75,/,-324259180,2a05:d014:21b:8e00::6e:3,4,False,,,,,,,,
www.subscribe.ngrok-free.dev,,404,65,www.subscribe.ngrok-free.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T17:02:35Z,2023-07-27T17:02:34Z,CN=www.subscribe.ngrok-free.dev,www.subscribe.ngrok-free.dev,www.subscribe.ngrok-free.dev,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,888eea0dd350780a71f90f5afeb5e523,6cb8d34318eaf2866df5bd0747584d078ebb96b308feb2c55b76339a22088e63,,ctls,www.subscribe.ngrok-free.dev,443,https://www.subscribe.ngrok-free.dev:443,https,text/plain,GET,3.124.142.205,/,152132012,2a05:d014:21b:8e01::6e:1,4,False,,,,,,,,
www.subscribe.ngrok.app,,404,60,www.subscribe.ngrok.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T17:03:25Z,2023-07-27T17:03:24Z,CN=www.subscribe.ngrok.app,www.subscribe.ngrok.app,www.subscribe.ngrok.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,160f6d68be7c5822c6fdf158b91b6ee2,fb526a1f45d269f9a36a663d567dee84b59267c545e49e5b02a8655c32d2a6b0,,ctls,www.subscribe.ngrok.app,443,https://www.subscribe.ngrok.app:443,https,text/plain,GET,3.124.142.205,/,-58244292,2a05:d014:21b:8e00::6e:3,4,False,,,,,,,,
