new,host,a,aaaa,cname,soa,ns,status_code,cdn,cdn-name,txt,mx,caa,has_internal_ips,internal_ips,ptr
,easpivauth3.cdc.gov,198.246.125.149,,easpivauth3.rastglb.cdc.gov,"ns1.rastglb.cdc.gov, citgo.cdc.gov, ns2.rastglb.cdc.gov",,NOERROR,,,,,,,,
,eats.cdc.gov,198.246.102.165,,eats.glb.cdc.gov,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,ebms.nci.nih.gov,129.43.254.223,2607:f220:41d:21c1::812b:fedf,ebms-prod-sg.ha.nci.nih.gov,"ns1.nci.nih.gov, hostmaster.ns1.nci.nih.gov",,NOERROR,,,,,,,,
,ecbs.era.nih.gov,"128.231.55.157, 128.231.55.183",,internal-infra-nprd-era-nih-gov-788276557.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,ecns.nih.gov,128.231.152.133,,ecnsext-vip.niaid.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ecnsext-vip.niaid.nih.gov,128.231.152.133,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,econnect.nhlbi.nih.gov,128.231.54.237,2607:f220:404:1302:128:231:54:237,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ecpaas-app-gw3.cdc.gov,20.115.32.24,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,ecps-training-qa.nih.gov,128.231.152.203,2607:f220:415:3f5::32,ecpsextqa-vip.niaid.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ecps.nih.gov,128.231.152.209,2607:f220:415:3f5::34,ecpsext-vip.niaid.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ecpsprd-vip.niaid.nih.gov,165.112.180.15,2607:f220:415:3f5::25,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ecquality.acf.hhs.gov,3.212.25.176,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,v=spf1 include:_spf.acquia.com -all,,,,,
,ed3n.cdc.gov,"23.213.161.197, 23.213.161.221","2a02:26f0:c900:9::5f65:4aa0, 2a02:26f0:c900:9::5f65:4a98","ed3n.cdc.gov.edgekey.net, e128788.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,ed3ndev.cdc.gov,"2.17.22.65, 2.17.22.16","2a02:26f0:6c00::210:bb09, 2a02:26f0:6c00::210:bb1a","ed3ndev.cdc.gov.edgekey.net, e128788.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,edart.niaid.nih.gov,128.231.152.21,2607:f220:415:3f2::10,ai-webauthprd7.niaid.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,edi.nih.gov,"3.211.232.165, 52.203.23.81",,dualstack.mc-6306-vpc-vpc-541669326.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",NOERROR,,,,,,,,
,edie.nei.nih.gov,165.112.88.237,,neiggw1z.nei.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,edie.od.nih.gov,10.157.8.20,fc07:f220:41a:4313::a9d:814,redir.od.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,True,"10.157.8.20, fc07:f220:41a:4313::a9d:814",
,edit.data.medicaid.gov,23.192.58.220,"2600:1408:9000:697::348, 2600:1408:9000:6a0::348","iservprod.medicare.gov.edgekey.net, e840.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,edit.insurekidsnow.gov,23.5.175.245,"2a02:26f0:c900:29b::348, 2a02:26f0:c900:287::348","iservprod.medicare.gov.edgekey.net, e840.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,edit.medicaid.gov,23.208.149.179,"2a02:26f0:480:28b::348, 2a02:26f0:480:282::348","iservprod.medicare.gov.edgekey.net, e840.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,edn-test.cdc.gov,"104.126.116.9, 104.126.116.33","2600:1408:5400:d::170c:93ae, 2600:1408:5400:d::170c:939e","edn-test.cdc.gov.edgekey.net, e128788.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,edrms-qa.niaid.nih.gov,128.231.108.85,,cs16qa-vip.niaid.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,edrms.niaid.nih.gov,128.231.108.103,,cs16-vip.niaid.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,edrn.nci.nih.gov,"54.88.189.54, 52.55.90.206","2600:1f18:2102:3601:4005:4cf0:a175:1654, 2600:1f18:2102:3600:6687:81d8:fa7:e33e",prod-Appli-BWAJ0ZE6FVC3-2110667069.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,edsmauth-eqrs-nonprod.cms.gov,"52.71.41.186, 75.101.145.26",,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,education.ninds.nih.gov,"44.214.216.33, 54.175.229.183","2600:1f18:4770:5823:8fec:7b0d:3ac5:be2a, 2600:1f18:4770:5822:50a0:985d:5de8:ac1c",nv2-production-lb-34800151.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,ees.cms.gov,158.73.232.13,2607:f220:201:2000::29,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,eevpnt01.cms.gov,65.213.206.242,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,eevpnt02.cms.gov,65.213.206.243,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,effectiveinterventions.cdc.gov,198.246.99.144,,redirect.rastglb.cdc.gov,"ns1.rastglb.cdc.gov, citgo.cdc.gov",,NOERROR,,,,,,,,
,efpr-ext-training-qa.niaid.nih.gov,128.231.152.218,2607:f220:415:3f5::37,efprextqa-vip.niaid.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,eftp.cdc.gov,198.246.117.99,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,eftv2.cms.hhs.gov,198.179.3.227,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,egis.hrsa.gov,162.99.249.138,2607:f220:410:405::150,,"hrsans1.hrsa.gov, hostmaster.hrsa.gov",,NOERROR,,,,,,,,
,egisstg02.hrsa.gov,162.99.248.12,2607:f220:41c:400::220,,"hrsans1.hrsa.gov, hostmaster.hrsa.gov",,NOERROR,,,,,,,,
,egisuat1.hrsa.gov,162.99.248.166,2607:f220:41c:400::a263:f8a6,,"hrsans1.hrsa.gov, hostmaster.hrsa.gov",,NOERROR,,,,,,,,
,egos-demo.od.nih.gov,"54.88.60.225, 184.73.177.239",,sp3.demo.nitaacappdev.com,"ns-241.awsdns-30.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,egrants.niddk.nih.gov,156.40.39.203,,app2-ws1-26.nci.nih.gov,"ddi-rsgm.nci.nih.gov, hostmaster.nci.nih.gov",,NOERROR,,,,,,,,
,ehb1.insuranceoversight.cms.gov,216.178.232.209,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,ehb2.insuranceoversight.cms.gov,216.178.232.216,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,ehbcmnos.hrsa.gov,162.99.248.146,2607:f220:41c:400::1e0,,"hrsans1.hrsa.gov, hostmaster.hrsa.gov",,NOERROR,,,,,,,,
,ehbnrm.hrsa.gov,162.99.249.95,2607:f220:410:405::a263:f95f,,"hrsans1.hrsa.gov, hostmaster.hrsa.gov",,NOERROR,,,,,,,,
,ehbscb.hrsa.gov,162.99.249.119,2607:f220:410:405::1d0,,"hrsans1.hrsa.gov, hostmaster.hrsa.gov",,NOERROR,,,,,,,,
,ehbsearchqa.hrsa.gov,162.99.249.7,2607:f220:410:405::a263:f907,,"hrsans1.hrsa.gov, hostmaster.hrsa.gov",,NOERROR,,,,,,,,
,ehbuat1.hrsa.gov,162.99.248.167,,,"hrsans1.hrsa.gov, hostmaster.hrsa.gov",,NOERROR,,,,,,,,
,ehc.acl.gov,"13.107.237.45, 13.107.238.45","2620:1ec:4e:1::45, 2620:1ec:4f:1::45","p-pub-fdoor.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",,NOERROR,,,,,,,,
,ehcm.hhs.gov,144.23.198.39,,"hcm-prod-ehcm.oracleoutsourcing.com, bigip-hcm-prod-ehcm-oracleoutsourcing.oracle.com","ns1.p04.dynect.net, hostmaster.oracle.com",,NOERROR,,,,,,,,
,ehrincentives.cms.gov,"158.73.232.37, 158.73.232.36",2607:f220:201:2000::16,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,v=spf1 ip4:158.70.144.146 ip4:158.72.139.19 ~all,,,,,
,eidmbdcv.cms.gov,158.73.247.77,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,eidmdr.cms.gov,,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,eidmhpd.cms.gov,,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,eidmhpd1.cms.gov,,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,eidmhpi1.cms.gov,,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,eidmhpt.cms.gov,,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,eidmi.cms.gov,,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,eidmt.cms.gov,,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,eipp.cdc.gov,40.76.90.215,,"ippprodwebapp.trafficmanager.net, ippprodappgate.eastus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,ejcc.acl.gov,"13.107.253.45, 13.107.226.45","2620:1ec:29:1::45, 2620:1ec:48:1::45","p-pub-fdoor.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",,NOERROR,,,,,,,,
,eji.glb.cdc.gov,198.246.102.68,,,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,elastic.cloudbeesjenkins.cms.gov,,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,elementsofmorphology.nih.gov,156.40.242.56,2607:f220:404:2102::9c28:f22f,biowebprod20.nhgri.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,elli.niaaa.nih.gov,128.231.251.33,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,elli.niaaa.nih.gov,,,,
,elmo.portal.cms.gov,23.37.60.133,"2a02:26f0:1700:393::1fc4, 2a02:26f0:1700:38a::1fc4","production.cms.gov.edgekey.net, e8132.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,elmo.portaldev.cms.gov,"2.16.187.146, 2.16.187.136",,"portaldev.cms.gov, nonproduction.cms.gov.edgekey.net, e110723.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,emergency-origin.cdc.gov,198.246.102.35,,emergency-origin.glb.cdc.gov,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,emergency-origin.glb.cdc.gov,198.246.102.35,,,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,emergency.akam.cdc.gov,104.102.32.212,"2a02:26f0:64:586::2461, 2a02:26f0:64:59e::2461",,"a1-43.akam.net, adhelpdsk.cdc.gov",,NOERROR,,,,,,,,
,emice.nci.nih.gov,129.43.254.39,2607:f220:41d:21c1::812b:fe27,redirect.ha2.cancer.gov,"ns1.nci.nih.gov, hostmaster.ns1.nci.nih.gov",,NOERROR,,,,,,,,
,emportal.hhs.gov,,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,"smtp.ees.hhs.gov, smtp2.ees.hhs.gov",,,,
,emt19-inf-srv2.cdc.gov,198.246.110.21,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,encoder.radvcdat.cms.gov,52.245.232.231,,"prod-encoder.usgovtrafficmanager.net, vaprodencoder.cms.radvcdat.com","ns1-02.azuregov-dns.us, azuredns-hostmaster.microsoft.com",,NOERROR,,,,,,,,
,encompass.ninds.nih.gov,128.231.19.154,2607:f220:419:8106:128:231:19:154,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,engage.hhs.gov,"34.235.98.245, 75.101.199.121","2600:1f18:1c31:c400:905:2587:63c6:217d, 2600:1f18:1c31:c401:a670:fe5d:2bdf:1455",k8s-default-nginxser-a1742599cf-1939761775.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,enm.lobos.nih.gov,165.112.184.41,2607:f220:404:8219::27,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,enm.lobos.nih.gov,,,,
,ens2-main2.nih.gov,165.112.130.55,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,enterpriseenrollment.cc.nih.gov,165.112.169.48,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,enterpriseenrollment.cdc.gov,52.236.189.96,,"enterpriseenrollment-s.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu02.westeurope.cloudapp.azure.com, pexsucpeu03.swedencentral.cloudapp.azure.com, pexsucpeu01.northeurope.cloudapp.azure.com","ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com, ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,,,,,,,,
,enterpriseregistration.cdc.gov,20.190.137.40,,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.trafficmanager.net, www.tm.prd.adrs.akadns.net","internal.akadns.net, hostmaster.akamai.com, tm1.dns-tm.com, hostmaster.trafficmanager.net",,NOERROR,True,azure,,,,,,
,eocexternal-1.cdc.gov,"198.246.112.30, 198.246.96.92, 198.246.96.61, 198.246.125.10",,,"ns2.cdc.gov, hostmaster.cdc.gov","ns1.cdc.gov, icdc-us-ns3.cdc.gov, ns2.cdc.gov, icdc-us-ns1.cdc.gov, ns3.cdc.gov, icdc-us-ns2.cdc.gov",NOERROR,,,,,,,,
,eocexternal-2.cdc.gov,198.246.112.31,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,ep.cdc.gov,198.246.125.16,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,epacs.hhs.gov,158.74.36.30,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,ephtracking.cdc.gov,198.246.102.203,,ephtracking.glb.cdc.gov,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,ephtracking.glb.cdc.gov,198.246.102.203,,,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,ephtsecure.cdc.gov,198.246.102.126,,ephtsecure.glb.cdc.gov,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,ephtsecure.glb.cdc.gov,,,,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,epiinfowebsurvey.glb.cdc.gov,198.246.102.150,,,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,epishare.niehs.nih.gov,144.202.234.20,,,"ns8.niehs.nih.gov, niehsdco.niehs.nih.gov",,NOERROR,,,,,,,,
,epix.glb.cdc.gov,"198.246.102.55, 198.246.106.55",,,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,epix2.cdc.gov,198.246.102.83,,epix2.glb.cdc.gov,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,epixforum2.cdc.gov,198.246.102.101,,epixforum2.glb.cdc.gov,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,epixforum2.glb.cdc.gov,198.246.102.101,,,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,epixforumstg.cdc.gov,198.246.102.79,,epixforumstg.glb.cdc.gov,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,epixforumstg.glb.cdc.gov,,,,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,epixsta.cdc.gov,"198.246.110.150, 198.246.96.92, 198.246.96.61, 198.246.125.10",,,"ns2.cdc.gov, hostmaster.cdc.gov","icdc-us-ns1.cdc.gov, ns1.cdc.gov, ns3.cdc.gov, ns2.cdc.gov, icdc-us-ns2.cdc.gov, icdc-us-ns3.cdc.gov",NOERROR,,,,,,,,
,epixstg.glb.cdc.gov,198.246.102.79,,,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,eportal.cms.hhs.gov,63.119.183.73,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,eprdnaregistry.niehs.nih.gov,40.143.171.230,,,"ns8.niehs.nih.gov, niehsdco.niehs.nih.gov",,NOERROR,,,,,,,,
,eproposals.hrsa.gov,,2607:f220:41c:400::5f0,,"hrsans1.hrsa.gov, hostmaster.hrsa.gov",,NOERROR,,,,,,,,
,eprshare.niehs.nih.gov,,,,"ns8.niehs.nih.gov, niehsdco.niehs.nih.gov",,NOERROR,,,,,,,,
,eqrs.cms.gov,"54.90.185.125, 3.222.135.29",,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,era.info.nih.gov,137.187.120.236,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,eradbgate-stage.era.nih.gov,165.112.228.171,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,eradbgate.era.nih.gov,165.112.228.113,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,erdsext-vip.niaid.nih.gov,128.231.152.219,2607:f220:415:3f5::38,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,errors.cdc.gov,198.246.110.147,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,ers.hrsa.gov,"162.99.249.139, 162.99.249.239","2607:f220:410:405::160, 2607:f220:410:405::a263:f9ef",,"hrsans1.hrsa.gov, hostmaster.hrsa.gov","hrsans2.hrsa.gov, ns3.nih.gov, ns2.nih.gov, ns.nih.gov, hrsans1.hrsa.gov",NOERROR,,,,,,,,
,ersos.hrsa.gov,162.99.248.145,2607:f220:41c:400::1d0,,"hrsans1.hrsa.gov, hostmaster.hrsa.gov",,NOERROR,,,,,,,,
,ersqa.hrsa.gov,162.99.249.218,2607:f220:410:405::a263:f9da,,"hrsans1.hrsa.gov, hostmaster.hrsa.gov",,NOERROR,,,,,,,,
,ersrs.hrsa.gov,165.112.137.27,2607:f220:410:400::1b0,,"hrsans1.hrsa.gov, hostmaster.hrsa.gov",,NOERROR,,,,,,,,
,ersrsos.hrsa.gov,165.112.137.29,2607:f220:410:400::1d0,,"hrsans1.hrsa.gov, hostmaster.hrsa.gov",,NOERROR,,,,,,,,
,erss-reviewer.nih.gov,128.231.152.165,2607:f220:415:3f5::1b,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,erss.nih.gov,165.112.180.95,2607:f220:415:3f0::32,ai-webauthprd4-7th.niaid.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,es.dev1.medicare.gov,23.197.135.28,"2a02:26f0:1700:38d::2404, 2a02:26f0:1700:38f::2404","iservnonprod2.medicare.gov.edgekey.net, e9220.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,es.dev3.mymedicare.gov,23.192.57.243,"2600:1408:9000:685::288, 2600:1408:9000:68f::288","iservnonprod.medicare.gov.edgekey.net, e648.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,es.imp.medicare.gov,2.16.31.211,"2a02:26f0:1700:38f::288, 2a02:26f0:1700:38e::288","iservnonprod.medicare.gov.edgekey.net, e648.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,es.imp2.edit.medicare.gov,,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,es.imp2.mymedicare.gov,104.81.97.197,"2a02:26f0:d8:1091::288, 2a02:26f0:d8:109a::288","iservnonprod.medicare.gov.edgekey.net, e648.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,es.imp3.edit.medicare.gov,,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,es.mymedicare.gov,23.5.175.245,"2a02:26f0:c900:287::348, 2a02:26f0:c900:29b::348","mymedicare.geodirector.iserv.akadns.net, iservprod.medicare.gov.edgekey.net, e840.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,es.test.medicare.gov,104.102.32.118,"2a02:26f0:480:9b7::2404, 2a02:26f0:480:9ad::2404","iservnonprod2.medicare.gov.edgekey.net, e9220.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,es.test1.mymedicare.gov,104.81.97.197,"2a02:26f0:d8:1091::288, 2a02:26f0:d8:109a::288","iservnonprod.medicare.gov.edgekey.net, e648.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,es.test2.mymedicare.gov,23.192.57.243,"2600:1408:9000:68f::288, 2600:1408:9000:685::288","iservnonprod.medicare.gov.edgekey.net, e648.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,esa.od.nih.gov,10.157.8.16,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,True,10.157.8.16,
,esmd.cms.hhs.gov,8.43.34.209,2607:f220:201:2000::18,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,esmdc2-uat.cms.hhs.gov,"76.223.45.204, 13.248.180.104",,a25e6c11b4ab863e0.awsglobalaccelerator.com,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,esmdc2.cms.hhs.gov,"99.83.219.193, 75.2.80.0",,a9c0c1986444bd427.awsglobalaccelerator.com,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,esmdcloud-uat.cms.hhs.gov,"34.233.42.193, 3.217.223.69",,esmd-impl-connect-1197270104.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,espanol-covid.cdc.gov,2.22.37.112,"2001:2030:21:19a::2461, 2001:2030:21:1a7::2461",espanol-covid.akam.cdc.gov,"a1-43.akam.net, adhelpdsk.cdc.gov",,NOERROR,,,,,,,,
,espanol-imp.insurekidsnow.gov,104.81.97.197,,"iservnonprod.medicare.gov.edgekey.net, e648.dscx.akamaiedge.net",,,NOERROR,,,,,,,,
,espanol.foodsafety.gov,3.145.237.138,,eshhsflu.convertlanguage.com,"dns1.p08.nsone.net, hostmaster.nsone.net",,NOERROR,,,,,,,,
,espanol.insurekidsnow.gov,23.208.149.179,"2a02:26f0:3500:598::348, 2a02:26f0:3500:591::348","iservprod.medicare.gov.edgekey.net, e840.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,espanol.ninds.nih.gov,"54.175.229.183, 44.214.216.33","2600:1f18:4770:5822:50a0:985d:5de8:ac1c, 2600:1f18:4770:5823:8fec:7b0d:3ac5:be2a",dualstack.nv2-production-lb-34800151.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,espanol.smokefree.nci.nih.gov,129.43.254.28,2607:f220:41d:21c1::812b:fe1c,espanol-smokefree-sg.ha.nci.nih.gov,"ns1.nci.nih.gov, hostmaster.ns1.nci.nih.gov",,NOERROR,,,,,,,,
,esr.hrsa.gov,162.99.249.59,2607:f220:410:405::a263:f93b,,"hrsans1.hrsa.gov, hostmaster.hrsa.gov",,NOERROR,,,,,,,,
,esrint.hrsa.gov,162.99.249.71,2607:f220:410:405::a263:f947,,"hrsans1.hrsa.gov, hostmaster.hrsa.gov",,NOERROR,,,,,,,,
,esrv.acl.gov,"13.107.226.40, 13.107.253.40","2620:1ec:29:1::40, 2620:1ec:48:1::40","p-pub-fdoor.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0012.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0012.t-0009.fb-t-msedge.net, part-0012.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com",,NOERROR,,,,,,,,
,ess-vip.niaid.nih.gov,128.231.152.179,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,etd.nih.gov,129.43.254.77,,etd-prod-sg.ha.nci.nih.gov,"ns1.nci.nih.gov, hostmaster.ns1.nci.nih.gov",,NOERROR,,,,,,,,
,ethics.od.nih.gov,137.187.172.162,2607:f220:41a:431c::89bb:aca2,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,ethics.od.nih.gov,,,,
