new,host,a,soa,status_code,cname,cdn,cdn-name,ns,has_internal_ips,internal_ips,mx,txt,aaaa,caa
[x],mahpay1.ups.com,153.2.242.62,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],mahpay2.ups.com,153.2.242.6,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],mahproxy-dev1.ups.com,153.2.246.54,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],mahproxy1-ilo.ups.com,,,NOERROR,,,,,,,,,,
[x],mahproxy1.ups.com,153.2.246.33,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],mahproxy10.ups.com,153.2.246.19,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],mahproxy3.ups.com,153.2.246.35,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],mahproxy4.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],mahproxy6.ups.com,153.2.246.38,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],mahproxy7.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],mahproxy9.ups.com,153.2.246.18,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],mahucext.dmz-gslb.ups.com,153.2.181.118,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],mahucext.ups.com,153.2.181.118,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],mahucint.ups.com,,,NOERROR,,,,,,,,,,
[x],mahwc.ups.com,"153.2.84.223, 153.2.84.231, 153.2.84.227","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],mail-edge.ups.com,"153.2.181.135, 153.2.183.83","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],mail.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,v=spf1 ip4:35.227.130.0/24 ip4:70.166.189.64/29 ip4:70.166.203.176/28 ip4:70.166.203.186 ip4:206.76.24.0/24 ip4:208.76.24.0/22 -all,,
[x],mail.us.ups.com,,,NOERROR,,,,,,,,,,
[x],mailinnovations-mahwah.ups.com,153.2.9.69,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,mailinnovations-mahwah.dmz-gslb.ups.com,,,,,,,,,
[x],mailinnovations-windward.dmz-gslb.ups.com,153.2.137.59,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],mailinnovations-windward.ups.com,153.2.137.59,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,mailinnovations-windward.dmz-gslb.ups.com,,,,,,,,,
[x],maintenix-svc-mah.inside.ups.com,153.2.104.141,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],maintenix-svc.dmz-gslb.ups.com,153.2.112.126,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],maintenix-svc.inside.ups.com,,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,maintenix-svc.dmz-gslb.ups.com,,,,,,,,,
[x],manager-apiefpmgmtrr.ups.com,10.127.8.80,"resolve01.sslra.com, internet.ups.com",NOERROR,apemgrprod2rr.ups.com,,,,True,10.127.8.80,,,,
[x],manager-apiefpmgmtww.ups.com,10.127.136.80,"resolve01.sslra.com, internet.ups.com",NOERROR,apemgrprod2ww.ups.com,,,,True,10.127.136.80,,,,
[x],maplarge.dmz-gslb.ups.com,156.134.181.154,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],maplarge.inside.ups.com,156.134.181.154,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,maplarge.dmz-gslb.ups.com,,,,,,,,,
[x],maps-staging.ups.com,69.20.77.17,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],maps2.ups.com,69.20.77.16,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],master-paas-dmz-gaalp-03.ups.com,153.2.234.46,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],master-paas-prod-njrar-03.ups.com,"153.2.104.99, 153.2.242.115, 153.2.244.155","resolve01.sslra.com, internet.ups.com",NOERROR,,,,"ns1-auth.sprintlink.net, ns2-auth.sprintlink.net, ns3-auth.sprintlink.net, nsa.ups.com, nsb.ups.com, cbru.br.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net",,,,,,
[x],mcp.ups.com,"153.2.243.213, 153.2.245.159, 153.2.245.164, 153.2.243.208","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],mdia.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,www.mdia.ups.com,,,,,,,,,
[x],mdia1.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],memail.dmz-gslb.ups.com,153.2.243.83,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],memail.ups.com,153.2.243.83,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,memail.dmz-gslb.ups.com,,,,,,,,,
[x],metacenter.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],metrics.ups.com,"63.140.62.135, 63.140.62.160, 63.140.62.164","ns201.adobe.net, hostmaster.adobe.com",NOERROR,ups.com.sc.omtrdc.net,,,,,,,,,
[x],mgmt-csaa-dev.ups.com,"13.107.253.44, 13.107.226.44","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,"fd-csaa-dev.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0016.t-0009.fb-t-msedge.net, part-0016.t-0009.fb-t-msedge.net",,,,,,,,"2620:1ec:29:1::44, 2620:1ec:48:1::44",
[x],mgmt-csaa.ups.com,"13.107.237.45, 13.107.238.45","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,"fd-csaa-prd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net",,,,,,,,"2620:1ec:48:1::45, 2620:1ec:29:1::45",
[x],mi-config-d.ups.com,13.77.82.141,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,"tmp-mis-cm-dev.trafficmanager.net, mi-config-web-dev.azurewebsites.net, waws-prod-bn1-045.sip.azurewebsites.windows.net, waws-prod-bn1-045.eastus2.cloudapp.azure.com",True,azure,,,,,,,
[x],mic-rc-u.ups.com,20.110.244.23,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,"tmp-mic-rc-u.trafficmanager.net, ratecase-ur1.eastus2.cloudapp.azure.com",,,,,,,,,
[x],miextranet16.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],mimic-2.ups.com,153.2.232.160,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],mis-mpm-u.ups.com,13.77.83.246,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,"tmp-mis-mpm-uat.trafficmanager.net, wap-mis-mpm-web-uat01.azurewebsites.net, waws-prod-bn1-027.sip.azurewebsites.windows.net, waws-prod-bn1-027.eastus2.cloudapp.azure.com",True,azure,,,,,,,
[x],mldmah.dynamic.us.ups.com,,,NOERROR,,,,,,,,,,
[x],mldwin.dynamic.us.ups.com,,,NOERROR,,,,,,,,,,
[x],mobile6.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],monolith11-www.ups.com,153.2.234.44,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],monolith11.ups.com,153.2.234.44,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],monolith5-app.ups.com,153.2.234.237,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],mp01.mvs.us.ups.com,153.2.147.125,"resolve01.sslra.com, internet.ups.com",NOERROR,hotl.mvs.us.ups.com,,,,,,,,,
[x],mp04.mvs.us.ups.com,153.2.147.125,"resolve01.sslra.com, internet.ups.com",NOERROR,hotl.mvs.us.ups.com,,,,,,,,,
[x],mp05.mvs.us.ups.com,153.2.18.149,"resolve01.sslra.com, internet.ups.com",NOERROR,indi.mvs.us.ups.com,,,,,,,,,
[x],mp28.mvs.us.ups.com,,,NOERROR,,,,,,,,,,
[x],mp40.mvs.us.ups.com,,,NOERROR,,,,,,,,,,
[x],mp53.mvs.us.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],mqipt.us.ups.com,153.2.78.50,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],mqiptuat.us.ups.com,153.2.78.52,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],mra3.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],mrc.ups.com,153.2.183.43,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],mrcatfe1-agb.air.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],mrcatfe2-wp.kysdf.us.ups.com,,,NOERROR,,,,,,,,,,
[x],mrs-mah.ups.com,153.2.181.170,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],mrs-win.ups.com,153.2.183.36,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],mrs.dmz-gslb.ups.com,153.2.183.36,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,,,,,,,,,,
[x],mrs.ups.com,153.2.183.36,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,mrs.dmz-gslb.ups.com,,,,,,,,,
[x],mscts-mah.linux.us.ups.com,153.2.242.120,"resolve01.sslra.com, internet.ups.com",NOERROR,cpcws-mah.linux.us.ups.com,,,,,,,,,
[x],mta.ups.com,153.2.183.246,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,mta.dmz-gslb.ups.com,,,,,,,,,
[x],mta2.dmz-gslb.ups.com,153.2.183.246,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],mta2.inside.ups.com,153.2.112.219,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,mta2inside.dmz-gslb.ups.com,,,,,,,,,
[x],mta2inside.dmz-gslb.ups.com,153.2.112.219,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],mweb1.ups.com,153.2.243.84,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],my.ups.com,"153.2.224.50, 153.2.228.50","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],mycarsdatasvc-wip.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],mychoicehk.dmz-gslb.ups.com,153.2.181.245,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,,,,,,,,,,
[x],mychoicewebapi-rzp.ups.com,,,NOERROR,,,,,,,,,,
[x],n2n1.ups.com,,,NOERROR,,,,,,,,,,
[x],naivrapps-mah.inside.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],naivrapps-win.inside.ups.com,153.2.112.161,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,"nsa.ups.com, nsb.ups.com",,,,,,
[x],naivrapps.dmz-gslb.ups.com,153.2.106.8,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],naivrapps.inside.ups.com,,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,naivrapps.dmz-gslb.ups.com,,,,,,,,,
[x],naswebservice-svr1.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],ncrypt-ga.dmz-gslb.ups.com,153.2.112.186,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],ncrypt-ga.ups.com,153.2.112.186,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,ncrypt-ga.dmz-gslb.ups.com,,,,,,,,,
[x],ncrypt-mah.dmz-gslb.ups.com,153.2.104.149,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],ncrypt-mah.inside.ups.com,153.2.104.149,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,ncrypt-mah.dmz-gslb.ups.com,,,,,,,,,
[x],ncrypt-mah.ups.com,153.2.104.149,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,ncrypt-mah.dmz-gslb.ups.com,,,,,,,,,
[x],ncrypt-nj.dmz-gslb.ups.com,153.2.104.180,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],ncrypt-nj.ups.com,153.2.104.180,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,ncrypt-nj.dmz-gslb.ups.com,,,,,,,,,
[x],ncrypt-win.dmz-gslb.ups.com,153.2.112.131,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],ncrypt-win.ups.com,153.2.112.131,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,ncrypt-win.dmz-gslb.ups.com,,,,,,,,,
[x],negotiations.ups.com,"62.115.252.64, 80.239.137.162","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"negotiations.ups.com.edgekey.net, e127931.dsca.akamaiedge.net",,,,,,,,"2001:2030:21::3e73:fc40, 2001:2030:21::50ef:89a2",
[x],newlogistics.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],newsroom.ups.com,209.135.58.171,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],nhra.ups.com,"153.2.228.60, 153.2.224.60","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],nj082hps.unix.us.ups.com,,,NOERROR,,,,,,,,,,
[x],njhps-vip2.ups.com,153.2.8.59,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njppsagent5.ups.com,153.2.233.20,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njppsagent6.ups.com,153.2.233.21,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njppsagent7.ups.com,153.2.233.22,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njppsagent8.ups.com,153.2.233.23,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njppsapplicationagent2.ups.com,153.2.232.107,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njppsapplicationagent3.ups.com,153.2.232.108,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njppsapplicationprimary.ups.com,153.2.232.111,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njppsappsagent10.ups.com,153.2.233.31,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njppsappsagent2.ups.com,153.2.233.6,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njppsappsagent5.ups.com,153.2.233.9,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njppsappsagent6.ups.com,153.2.233.24,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njppsappslogs.ups.com,153.2.232.81,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njppsappsprimary.ups.com,153.2.233.4,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njppsappssmartsearch.ups.com,153.2.232.82,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njppsprimary.ups.com,153.2.233.15,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp00002.linux.us.ups.com,153.2.205.112,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp00099.linux.us.ups.com,,,NOERROR,,,,,,,,,,
[x],njrarlpapp000f1.linux.us.ups.com,153.2.5.200,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp000f6.linux.us.ups.com,153.2.6.72,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp0015e.linux.us.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],njrarlpapp001ac.linux.us.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],njrarlpapp001ca.ups.com,153.2.242.53,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp001cb.ups.com,153.2.242.6,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp001cc.ups.com,153.2.242.62,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp001cf.linux.us.ups.com,153.2.242.103,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp001e6.linux.us.ups.com,,,NOERROR,,,,,,,,,,
[x],njrarlpapp00202.linux.us.ups.com,,,NOERROR,,,,,,,,,,
[x],njrarlpapp002d2.linux.us.ups.com,156.134.177.114,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp002d3.linux.us.ups.com,156.134.177.115,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp002d6.linux.us.ups.com,156.134.177.118,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp002d8.linux.us.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp002f4.linux.us.ups.com,156.134.178.49,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,"nsb.ups.com, nsa.ups.com",,,,,,
[x],njrarlpapp002f6.linux.us.ups.com,156.134.178.51,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp002f9.linux.us.ups.com,156.134.178.54,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp00376.linux.us.ups.com,156.134.179.181,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp00377.linux.us.ups.com,156.134.179.182,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp00378.linux.us.ups.com,156.134.179.183,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp0037c.linux.us.ups.com,156.134.179.187,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp0037d.linux.us.ups.com,156.134.179.188,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp0037e.linux.us.ups.com,156.134.179.189,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp003d9.linux.us.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp003da.linux.us.ups.com,156.134.182.35,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp003dd.linux.us.ups.com,156.134.182.38,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,"nsb.ups.com, nsa.ups.com",,,,,,
[x],njrarlpapp003e3.linux.us.ups.com,156.134.182.44,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp003e4.linux.us.ups.com,156.134.182.45,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp003ea.linux.us.ups.com,156.134.182.48,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp003eb.linux.us.ups.com,156.134.182.49,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp003ec.linux.us.ups.com,156.134.182.50,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp003ed.linux.us.ups.com,156.134.179.94,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp003ef.linux.us.ups.com,156.134.179.96,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,"nsb.ups.com, nsa.ups.com",,,,,,
[x],njrarlpapp0041a.linux.us.ups.com,10.127.16.114,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,True,10.127.16.114,,,,
[x],njrarlpapp0041c.linux.us.ups.com,10.127.16.115,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,"nsa.ups.com, nsb.ups.com",True,10.127.16.115,,,,
[x],njrarlpapp0041e.linux.us.ups.com,10.127.16.113,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,True,10.127.16.113,,,,
[x],njrarlpapp0041f.linux.us.ups.com,10.127.16.118,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,True,10.127.16.118,,,,
[x],njrarlpapp00420.linux.us.ups.com,10.127.16.119,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,True,10.127.16.119,,,,
[x],njrarlpapp00421.linux.us.ups.com,10.127.16.120,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,"nsb.ups.com, nsa.ups.com",True,10.127.16.120,,,,
[x],njrarlpapp004d1.ups.com,153.2.242.3,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp00505.linux.us.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp00532.linux.us.ups.com,10.251.38.73,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,"nsa.ups.com, nsb.ups.com",True,10.251.38.73,,,,
[x],njrarlpapp00540.linux.us.ups.com,156.134.84.89,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp00541.linux.us.ups.com,156.134.84.90,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp00545.linux.us.ups.com,,,NOERROR,,,,,,,,,,
[x],njrarlpapp00625.linux.us.ups.com,10.127.0.122,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,True,10.127.0.122,,,,
[x],njrarlpapp00626.linux.us.ups.com,10.127.0.123,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,True,10.127.0.123,,,,
[x],njrarlpapp00627.linux.us.ups.com,10.127.0.124,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,True,10.127.0.124,,,,
[x],njrarlpapp00628.linux.us.ups.com,10.127.0.125,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,True,10.127.0.125,,,,
[x],njrarlpapp0075.ups.com,153.2.242.21,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp0085b.ups.com,10.127.8.103,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,True,10.127.8.103,,,,
[x],njrarlpapp01e3.ups.com,153.2.243.4,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp0245.ups.com,153.2.6.36,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp0272.linux.us.ups.com,153.2.204.212,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp02f2.linux.us.ups.com,153.2.246.175,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp03cb.linux.us.ups.com,153.2.233.55,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp03cc.linux.us.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpapp03f0.linux.us.ups.com,153.2.200.219,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpora00013.linux.us.ups.com,153.2.3.77,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpsvr00120.linux.us.ups.com,10.127.25.33,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,True,10.127.25.33,,,,
[x],njrarlpsvr0090.ups.com,153.2.232.196,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpsvr00cb.ups.com,"192.168.172.42, 153.2.242.115, 153.2.244.155","resolve01.sslra.com, internet.ups.com",NOERROR,,,,"ns1-auth.sprintlink.net, ns2-auth.sprintlink.net, ns3-auth.sprintlink.net, nsa.ups.com, nsb.ups.com, cbru.br.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net",True,192.168.172.42,,,,
[x],njrarlpsvr0157.ups.com,153.2.246.123,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpsvr0158.ups.com,153.2.246.125,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpsvr0333.linux.us.ups.com,153.2.243.240,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpsvr0438.ups.com,153.2.232.73,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpsvr0439.ups.com,153.2.232.191,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpsvr043a.ups.com,153.2.232.192,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpsvr043d.ups.com,,,NOERROR,,,,,,,,,,
[x],njrarlpsvr043e.ups.com,,,NOERROR,,,,,,,,,,
[x],njrarlpsvr0441.ups.com,153.2.232.74,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpsvr04f8.linux.us.ups.com,,,NOERROR,,,,,,,,,,
[x],njrarlpsvr04xx.ups.com,153.2.232.58,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],njrarlpsvr080a.linux.us.ups.com,,,NOERROR,,,,,,,,,,
[x],njrarlpsvr0823.linux.us.ups.com,,,NOERROR,,,,,,,,,,
