new,host,a,soa,status_code,cname,cdn,cdn-name,ns,has_internal_ips,internal_ips,mx,txt,aaaa,caa
[x],awcm-diad.ups.com,153.2.183.26,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,awcm-diad.dmz-gslb.ups.com,,,,,,,,,
[x],awcm-kw-mah.ups.com,153.2.181.68,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],awcm-kw-win.ups.com,153.2.182.65,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],awcm-kw.ups.com,153.2.182.65,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,awcm-kw.dmz-gslb.ups.com,,,,,,,,,
[x],awcm-kwops-rruat.ups.com,153.2.181.128,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],awcm-kwops-uat.dmz-gslb.ups.com,153.2.183.63,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],awcm-kwops-uat.ups.com,153.2.183.63,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,awcm-kwops-uat.dmz-gslb.ups.com,,,,,,,,,
[x],awcm-kwops-wwuat.ups.com,153.2.183.63,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],awcm.dmz-gslb.ups.com,153.2.181.112,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],awkw-uat-db.dmz-gslb.ups.com,156.134.219.144,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,,,,,,,,,,
[x],awp4-ww.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],awrms.dmz-gslb.ups.com,153.2.84.114,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,,,,,,,,,,
[x],awrms.ups.com,153.2.84.114,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,awrms.dmz-gslb.ups.com,,,,,,,,,
[x],awsciemsauth-mah.linux.us.ups.com,153.2.242.120,"resolve01.sslra.com, internet.ups.com",NOERROR,cpcws-mah.linux.us.ups.com,,,,,,,,,
[x],awsciemsauth-win.linux.us.ups.com,153.2.244.110,"resolve01.sslra.com, internet.ups.com",NOERROR,cpcws-win.linux.us.ups.com,,,,,,,,,
[x],awx.dmz-gslb.ups.com,10.251.38.73,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,True,10.251.38.73,,,,
[x],awx.ups.com,10.251.38.74,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,awx.dmz-gslb.ups.com,,,,True,10.251.38.74,,,,
[x],b2b.ups.com,153.2.183.120,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],b2bgw-cert.ups.com,"153.2.233.104, 153.2.242.115, 153.2.244.155","resolve01.sslra.com, internet.ups.com",NOERROR,,,,"nsa.ups.com, nsb.ups.com, cbru.br.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns1-auth.sprintlink.net, ns2-auth.sprintlink.net, ns3-auth.sprintlink.net",,,,,,
[x],b2bgw.dmz-gslb.ups.com,153.2.233.103,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],b2bgw.ups.com,153.2.233.103,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,b2bgw.dmz-gslb.ups.com,,,,,,,,,
[x],b2bmft-cert.ups.com,153.2.233.33,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],b2bmft.dmz-gslb.ups.com,153.2.233.34,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,,,,,,,,,,
[x],b2bmft.ups.com,,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,b2bmft.dmz-gslb.ups.com,,,,,,,,,
[x],b2c.dmz-gslb.ups.com,153.2.183.204,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],b2c.ups.com,153.2.183.204,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,b2c.dmz-gslb.ups.com,,,,,,,,,
[x],b2credirector.dmz-gslb.ups.com,153.2.183.233,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,,,,,,,,,,
[x],b2credirector.ups.com,153.2.183.233,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,b2credirector.dmz-gslb.ups.com,,,,,,,,,
[x],b2credirector1-wzp.ups.com,,,NOERROR,,,,,,,,,,
[x],basic.ups.com,"153.2.224.50, 153.2.228.50","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],batchca.ups.com,153.2.183.69,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],bdm.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],bdmapi-ww.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],bdmapi4-rr.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],beauty.ups.com,153.2.242.156,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],believe3.inside.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],beta.ups.com,"153.2.228.50, 153.2.224.50","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],bfr.inside.ups.com,153.2.136.150,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],bfv4.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],bigfix-sua-reports-prod.us.ups.com,,,NOERROR,,,,,,,,,,
[x],billing.ups.com,"104.18.83.64, 104.18.84.64","karina.ns.cloudflare.com, dns.cloudflare.com",NOERROR,bc-ipn2.paymentus.net,True,cloudflare,,,,,,,
[x],billingca.ups.com,153.2.183.71,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],blog.ups.com,,,NOERROR,,,,,,,,,,
[x],borderready.ups.com,"104.16.162.152, 104.16.158.152, 104.16.159.152, 104.16.160.152, 104.16.161.152","mario.ns.cloudflare.com, dns.cloudflare.com",NOERROR,borderready.crimsonlogic.com,True,cloudflare,,,,,,"2606:4700::6810:a298, 2606:4700::6810:a098, 2606:4700::6810:a198, 2606:4700::6810:9e98, 2606:4700::6810:9f98",
[x],bossasn-bcp.ups.com,153.2.181.110,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],bossasn-wzp.ups.com,153.2.183.174,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],bossasn.dmz-gslb.ups.com,153.2.181.182,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],bossasn.ups.com,153.2.181.182,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,bossasn.dmz-gslb.ups.com,,,,,,,,,
[x],bossserverv03api-rip.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],bossserverv04ui3-wip.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],bossshipments1.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],botuat.ups.com,,,NOERROR,,,,,,,,,,
[x],brand.ups.com,"80.239.137.162, 62.115.252.64","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"about.ups.com.edgekey.net, e127931.dscx.akamaiedge.net",,,,,,,,"2001:2030:21::3e73:fc40, 2001:2030:21::50ef:89a2",
[x],brokerage3.inside.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],brokerageapi-ww1.ups.com,,,NOERROR,,,,,,,,,,
[x],brokerageapi.dmz-gslb.ups.com,153.2.183.224,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,,,,,,,,,,
[x],brokerageapi.ups.com,153.2.183.224,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,brokerageapi.dmz-gslb.ups.com,,,,,,,,,
[x],brvo.mvs.us.ups.com,153.2.147.101,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],bsds.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],bsis-shipment-id-svc-bsis-prod.dmz-gslb.ups.com,153.2.112.117,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],bsis.ups.com,153.2.8.77,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,bsis.dmz-gslb.ups.com,,,,,,,,,
[x],bsisamq1-win.linux.us.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],bwsapps.dmz-gslb.ups.com,153.2.112.37,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],bwsapps.inside.ups.com,153.2.104.122,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,bwsapps.dmz-gslb.ups.com,,,,,,,,,
[x],bwsmkt.inside.ups.com,153.2.104.121,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,bwsmkt.dmz-gslb.ups.com,,,,,,,,,
[x],cabitxarrprod.linux.us.ups.com,156.134.182.116,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],cable.ups.com,153.2.242.115,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],cairrptservices-bcp.ups.com,153.2.181.82,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],cairrptservices.dmz-gslb.ups.com,153.2.183.175,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],cairrptservices.ups.com,153.2.183.175,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,cairrptservices.dmz-gslb.ups.com,,,,,,,,,
[x],cairrptservices2-wzp.ups.com,,,NOERROR,,,,,,,,,,
[x],cairwebsvcs.dmz-gslb.ups.com,153.2.183.176,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],can-marketing-sec.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],carbonneutral.ups.com,23.221.249.145,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"redirects.ups.com.edgekey.net, e14281.dsca.akamaiedge.net",,,,,,,,"2a02:26f0:c900:28e::37c9, 2a02:26f0:c900:28f::37c9",
[x],cargo.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],cas4.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],cbf16-ww.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],ccbsimaging.dmz-gslb.ups.com,,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,,,,,,,,,,
[x],ccbsimaging.ups.com,153.2.181.199,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,ccbsimaging.dmz-gslb.ups.com,,,,,,,,,
[x],ccbsimaginginterface.dmz-gslb.ups.com,153.2.183.240,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],ccbsimaginginterface.ups.com,153.2.183.240,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,ccbsimaginginterface.dmz-gslb.ups.com,,,,,,,,,
[x],ccet.ups.com,34.111.75.7,"resolve01.sslra.com, internet.ups.com",NOERROR,,True,google,,,,,,,
[x],ccids-poa.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],ccids16.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],ccids3-rr.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],cct-navigator.ups.com,44.195.113.139,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],cdas-rr.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],cdas1-rr.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],cdd-rr.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],cdep.inside.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],cdm.air.ups.com,,,NOERROR,,,,,,,,,,
[x],cectocti-rr.ups.com,153.2.181.175,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],cectocti-ww.ups.com,153.2.182.150,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],cectocti1-rr.ups.com,153.2.84.4,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],cectocti1-rzp.ups.com,,,NOERROR,,,,,,,,,,
[x],cectocti2-rr.ups.com,153.2.84.5,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],cectocti2-rzp.ups.com,,,NOERROR,,,,,,,,,,
[x],cectocti4-rr.ups.com,153.2.84.150,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],centersuat.cod.ups.com,159.53.198.6,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],cert-hamenu.ups.com,192.168.147.232,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,True,192.168.147.232,,,,
[x],cfs16.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],cge-kwops-rruat.ups.com,153.2.104.169,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],cge-kwops-uat.dmz-gslb.ups.com,153.2.112.242,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],cge-kwops-uat.ups.com,153.2.112.242,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,cge-kwops-uat.dmz-gslb.ups.com,,,,,,,,,
[x],cge-kwops-wwuat.ups.com,153.2.112.242,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],cge.dmz-gslb.ups.com,153.2.242.191,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],cgr-kwops-uat.dmz-gslb.ups.com,153.2.234.58,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],cgr-kwops-uat.ups.com,153.2.234.58,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,cgr-kwops-uat.dmz-gslb.ups.com,,,,,,,,,
[x],cgr-kwops-wwuat.ups.com,153.2.234.58,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],challenge.ups.com,209.135.58.168,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],china.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],cimpcr3-rip.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],cipesub-win1.linux.us.ups.com,,,NOERROR,,,,,,,,,,
[x],citrix.ups.com,153.2.183.86,"Shadowcat.ups.com, internet.ups.com",NOERROR,secure1.tradesense.net,,,,,,,,,
[x],cjihs.dmz-gslb.ups.com,153.2.181.148,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],cjirs.dmz-gslb.ups.com,153.2.181.147,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],click.ups.com,"153.2.228.50, 153.2.224.50","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],clientdriveremaptool-2.ups.com,,,NOERROR,,,,,,,,,,
[x],clip2.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],cloud-apiefpmgmtrr.ups.com,10.127.8.80,"resolve01.sslra.com, internet.ups.com",NOERROR,apemgrprod2rr.ups.com,,,,True,10.127.8.80,,,,
[x],cloud-apiefpmgmtww.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,apemgrprod2ww.ups.com,,,,,,,,,
[x],cls.inside.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],cms-tripboard.ups.com,"153.2.226.213, 153.2.230.157","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],cms1-prod.air.ups.com,,,NOERROR,,,,,,,,,,
[x],cmse1-test.air.ups.com,,,NOERROR,,,,,,,,,,
[x],cnds.ups.com,10.127.153.102,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,cnds.dmz-gslb.ups.com,,,,True,10.127.153.102,,,,
[x],cnhr.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],cnppsprimary.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],codeprp-rzp.ups.com,153.2.181.173,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],codeprp.dmz-gslb.ups.com,153.2.181.173,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],codeq.ups.com,,,NOERROR,,,,,,,,,,
[x],coduat.ups.com,159.53.198.7,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],cold3-ww.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],coldchainsupplies.ups.com,"54.83.20.104, 54.224.26.23","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,upstruetemp-prod-6252037.us-east-1.elb.amazonaws.com,,,,,,,,,
[x],comms4-rip.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],community.ups.com,164.177.144.80,"resolve01.sslra.com, internet.ups.com",NOERROR,sustainability-old.ups.com,,,,,,,,,
[x],competition.ups.com,"80.239.137.162, 62.115.252.64","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"competition.ups.com.edgekey.net, e127931.dsca.akamaiedge.net",,,,,,,,"2001:2030:21::50ef:89a2, 2001:2030:21::3e73:fc40",
[x],complianceinfo.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],conduentqvm.ups.com,172.29.15.6,"resolve01.sslra.com, internet.ups.com",NOERROR,acshost.ups.com,,,,True,172.29.15.6,,,,
[x],connect.ups.com,153.2.183.116,"resolve01.sslra.com, internet.ups.com",NOERROR,www.connect.ups.com,,,,,,,,,
[x],connect1.ups.com,153.2.86.222,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],connect2.ups.com,153.2.86.223,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],connect4.ups.com,153.2.86.225,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],connectau.ups.com,153.2.183.91,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],connectbrp.ups.com,153.2.183.79,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],connectco1.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],connectco2.ups.com,153.2.183.81,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],connectcp.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],connecthm1.ups.com,153.2.183.107,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],connectrl.ups.com,153.2.183.143,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],connectsms.dmz-gslb.ups.com,153.2.181.70,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],connectsms.ups.com,153.2.181.70,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,connectsms.dmz-gslb.ups.com,,,,,,,,,
[x],consumer-apiefpmgmtrr.ups.com,10.127.8.80,"resolve01.sslra.com, internet.ups.com",NOERROR,apemgrprod2rr.ups.com,,,,True,10.127.8.80,,,,
[x],consumer-apiefpmgmtww.ups.com,10.127.136.80,"resolve01.sslra.com, internet.ups.com",NOERROR,apemgrprod2ww.ups.com,,,,True,10.127.136.80,,,,
[x],consumerhub.ups.com,51.143.19.19,"resolve01.sslra.com, internet.ups.com",NOERROR,,True,azure,,,,,,,
[x],countryinfo-mah.linux.us.ups.com,153.2.242.120,"resolve01.sslra.com, internet.ups.com",NOERROR,cpcws-mah.linux.us.ups.com,,,,,,,,,
[x],countryinfo-win.linux.us.ups.com,153.2.244.110,"resolve01.sslra.com, internet.ups.com",NOERROR,cpcws-win.linux.us.ups.com,,,,,,,,,
[x],coupons.ups.com,"153.2.224.60, 153.2.228.60","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],cpc-db.dmz-gslb.ups.com,156.134.183.26,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],cpcws-mah.linux.us.ups.com,153.2.242.120,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],crt-mah.linux.us.ups.com,153.2.242.120,"resolve01.sslra.com, internet.ups.com",NOERROR,cpcws-mah.linux.us.ups.com,,,,,,,,,
[x],crt-win.linux.us.ups.com,153.2.244.110,"resolve01.sslra.com, internet.ups.com",NOERROR,cpcws-win.linux.us.ups.com,,,,,,,,,
[x],cs-iseries-mah1.ups.com,"153.2.2.86, 153.2.2.87, 153.2.2.85","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],cs-iseries-win1.ups.com,153.2.132.249,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],csa-bcp.ups.com,153.2.181.242,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],csa-test1.ups.com,153.2.86.70,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],csa-test2.ups.com,153.2.86.71,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],csa-test3.ups.com,153.2.86.72,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],csa.dmz-gslb.ups.com,153.2.181.185,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,,,,,,,,,,
[x],csa1.ups.com,153.2.86.70,"resolve01.sslra.com, internet.ups.com",NOERROR,csa-test1.ups.com,,,,,,,,,
[x],csa16-ww.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],csa16.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],csa2.ups.com,153.2.86.71,"resolve01.sslra.com, internet.ups.com",NOERROR,csa-test2.ups.com,,,,,,,,,
[x],csa4.ups.com,153.2.86.73,"resolve01.sslra.com, internet.ups.com",NOERROR,csa-test4.ups.com,,,,,,,,,
[x],csar.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],csgdsupport2.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],csmessaging-wzp.ups.com,"153.2.183.8, 153.2.242.115, 153.2.244.155","resolve01.sslra.com, internet.ups.com",NOERROR,,,,"ns2-auth.sprintlink.net, ns3-auth.sprintlink.net, nsa.ups.com, nsb.ups.com, cbru.br.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns1-auth.sprintlink.net",,,,,,
[x],csmessagingapi.dmz-gslb.ups.com,153.2.183.9,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],csnp00049b76.us.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],csnp0004a599.us.ups.com,153.2.0.52,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],csnp00081085.us.ups.com,,,NOERROR,,,,,,,,,,
[x],csnp000855f6.us.ups.com,,,NOERROR,,,,,,,,,,
[x],csnp000868a9.us.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],csnp0008d523.us.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],csnp00093020.us.ups.com,,,NOERROR,,,,,,,,,,
[x],csnp000971f9.us.ups.com,,,NOERROR,,,,,,,,,,
[x],csnp000a1034.us.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],csnp000a1100.us.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],csnp000a1e04.us.ups.com,,,NOERROR,,,,,,,,,,
[x],csnp000a53da.us.ups.com,,,NOERROR,,,,,,,,,,
[x],csnp000a5611.us.ups.com,156.134.184.54,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],csnp000a87e8.us.ups.com,,,NOERROR,,,,,,,,,,
[x],csnp000b1066.us.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],csnp000b7d51.us.ups.com,,,NOERROR,,,,,,,,,,
[x],csnp000bba77.us.ups.com,156.134.187.121,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],csnp000bba78.us.ups.com,156.134.187.120,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],csnp000bba79.us.ups.com,156.134.187.122,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],csnp000bba7a.us.ups.com,156.134.187.123,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],csnp000bba80.us.ups.com,156.134.220.168,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,"nsa.ups.com, nsb.ups.com",,,,,,
[x],csnp000bba82.us.ups.com,156.134.220.170,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],csnp000c0e2d.us.ups.com,156.134.188.134,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],csnp000c0e2e.us.ups.com,156.134.188.135,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],csnp000c0e2f.us.ups.com,156.134.188.136,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],csnp000c0e30.us.ups.com,156.134.188.137,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],csnp000c0e34.us.ups.com,156.134.222.29,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,"nsb.ups.com, nsa.ups.com",,,,,,
[x],csnp005a23f.us.ups.com,,,NOERROR,,,,,,,,,,
[x],csvp0005ef36.us.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],csvp000614b8.us.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],csvp00067530.ups.com,"153.2.7.107, 153.2.134.235","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
