input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,csp_domains_,location,final_url,tls_expired
cvdm.ups.com,IDM 3.0,200,11336,AS12217,UPS,US,153.2.176.0/21,cvdm.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-17T00:00:00Z,2024-04-16T23:59:59Z,"CN=cvdm-wzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",cvdm-wzp.ups.com,"United Parcel Service, Inc.",cvdm4-wzp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,49672fc81001e42d946be3882f853d34,18961045a26cb9804588b8d2e8e60cb8516d51ecddad457a00b85b1ecf7899df,,ctls,cvdm.ups.com,443,https://cvdm.ups.com:443,https,,text/html,GET,153.2.183.236,/,-509288536,153.2.183.236,HSTS,88,False,,,,,,
cvv.dmz-gslb.ups.com,,200,5048,AS12217,UPS,US,153.2.176.0/21,cvv.dmz-gslb.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=cvv-rzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",cvv-rzp.ups.com,"United Parcel Service, Inc.",cvv4-rzp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,38d1ee449a9ec6993104bf5624c5718a,d910483370e8e0b0e0d7beedd2312cc01aed2bffedb2c0433aa905f9a5cb39e9,,ctls,cvv.dmz-gslb.ups.com,443,https://cvv.dmz-gslb.ups.com:443,https,,text/html,GET,153.2.181.162,/,-1851491385,153.2.181.162,HSTS,26,False,,,,,,
da-da-row.ups.com,,200,155,AS12217,UPS,US,153.2.192.0/18,da-da-row.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-29T00:00:00Z,2023-08-29T23:59:59Z,"CN=es-us.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",es-us.ups.com,"United Parcel Service, Inc.",zhcn-fgv.ups-scs.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,fae341f290f8602ece8d6cf9b0100ffe,41b0c4eda80a01b79152768a4d8918b6081df7641d0e65426d8c6dab028565cf,,ctls,da-da-row.ups.com,443,https://da-da-row.ups.com:443,https,Apache,text/html,GET,153.2.228.150,/,1631801191,153.2.224.150,HSTS,5,False,,,,,,
daows.wweconomy.ups.com,Home Page,200,2999,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.160.0.0/11,daows.wweconomy.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=wweconomy.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",wweconomy.ups.com,"United Parcel Service, Inc.",www.wweconomy.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,adbd89edcf2a7c5bb3decb31392d5a50,453fa4b844886a118e5ed86ae955f6d80b5065afee71a2079893ae5d6068fd9c,,ctls,daows.wweconomy.ups.com,443,https://daows.wweconomy.ups.com:443,https,Microsoft-IIS/10.0,text/html,GET,52.170.5.1,/,1772087922,52.170.5.1,Windows Server,71,False,azure,True,,,,
de-de-row.ups.com,,200,155,AS12217,UPS,US,153.2.192.0/18,de-de-row.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-29T00:00:00Z,2023-08-29T23:59:59Z,"CN=es-us.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",es-us.ups.com,"United Parcel Service, Inc.",zhcn-fgv.ups-scs.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,fae341f290f8602ece8d6cf9b0100ffe,41b0c4eda80a01b79152768a4d8918b6081df7641d0e65426d8c6dab028565cf,,ctls,de-de-row.ups.com,443,https://de-de-row.ups.com:443,https,Apache,text/html,GET,153.2.224.150,/,1631801191,153.2.228.150,HSTS,5,False,,,,,,
de-de-stories.ups.com,Start | Über UPS,200,66177,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,about.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-17T00:00:00Z,2024-02-17T23:59:59Z,"CN=stories.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",stories.ups.com,"United Parcel Service, Inc.",zh-tw-stories.ups.com,"CN=COMODO ECC Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Organization Validation Secure Server CA,COMODO CA Limited,ad9e8fa6cf3a69a93198fec281696a14,f4f020c6e7dfa4ebbcd742bbfdea14fa8e2fc835e1708a080d85f450b20e0848,,ctls,about.ups.com,80,http://de-de-stories.ups.com:80,http,,text/html,GET,2.23.209.132,/,-1591659630,2a02:26f0:480:22::1726:62f8,Java,1309,False,,,https://www.gstatic.com,,https://about.ups.com/de/de/home.html,
dev-api.smartmockups.com,,403,23,AS16509,AMAZON-02,US,99.84.128.0/19,dev-api.smartmockups.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-22T00:00:00Z,2023-11-10T23:59:59Z,CN=dev-api.smartmockups.com,dev-api.smartmockups.com,,dev-api.smartmockups.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,00ea7f3b08b07bb77555ba59f27cca79,5feb2fcf04721b8975f4a830b3c62ef4396e0e5467bef9cb2a6d746e40b2c19d,,ctls,dev-api.smartmockups.com,443,https://dev-api.smartmockups.com:443,https,,application/json,GET,99.84.146.68,/,968070783,99.84.146.62,Amazon Web Services,1,False,cloudfront,True,,,,
dev-developer.ups.com,Pantheon | Site Locked,401,3097,AS16625,AKAMAI-AS,US,95.100.80.0/22,dev-developer.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-31T00:00:00Z,2023-08-31T23:59:59Z,"CN=www.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",www.ups.com,"United Parcel Service, Inc.",wwwapps.ups.com,"CN=COMODO ECC Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Organization Validation Secure Server CA,COMODO CA Limited,f6527ab7d9c157ef5ce4b6851944dd49,7be9ee49bda33c466bb59508c668aa654428b536412bed3af24f390972e73f3d,,ctls,dev-developer.ups.com,443,https://dev-developer.ups.com:443,https,,text/html,GET,95.100.66.141,/,-312745554,2a02:26f0:3500:898::37c9,Pantheon,46,False,,,,,,
dm.ups.com,403 - Forbidden: Access is denied.,403,1233,AS12217,UPS,US,153.2.176.0/21,dm.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-22T00:00:00Z,2023-08-22T23:59:59Z,"CN=cws-wzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",cws-wzp.ups.com,"United Parcel Service, Inc.",pars.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f83ea585b5e8188a42089c37ea4b6cb2,140f7696cdc9fac094d991dc2604394d151bcecf2d428203f199d939dbd6b38f,,ctls,dm.ups.com,443,https://dm.ups.com:443,https,,text/html,GET,153.2.183.192,/,1631801191,153.2.183.192,HSTS,30,False,,,,,,
ds-diad-win.ups.com,,200,16055,AS12217,UPS,US,153.2.176.0/21,ds-diad.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-06T00:00:00Z,2024-02-06T23:59:59Z,"CN=ds-diad.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",ds-diad.ups.com,"United Parcel Service, Inc.",ds-diad.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,8e5b6c331a7c5bcfa88026889c6327b0,b88bdaf6d9f3521b71f262ee3b365e86cbb7110e4db04cb68dcf0b5694edc763,,ctls,ds-diad.ups.com,443,https://ds-diad-win.ups.com:443,https,,text/html,GET,153.2.183.25,/,321909464,153.2.183.25,Microsoft ASP.NET,357,False,,,,,https://ds-diad.ups.com/DeviceManagement/Enrollment/,
dva.ups.com,DSI Central,200,3048,AS15169,GOOGLE,US,34.111.0.0/16,dva.ups.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-22T00:00:00Z,2023-07-22T23:59:59Z,"CN=dva.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",dva.ups.com,"United Parcel Service, Inc.",dva.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f3a79eb9a54634021f2a61c7ce875b94,5213fdb70353cc771af8fde41a0919141acce1eb12924e22c331d30ced1a6c65,,ctls,dva.ups.com,443,https://dva.ups.com:443,https,,text/html,GET,34.110.217.231,/,-1851491385,34.110.217.231,HTTP/3,44,False,google,True,https:,,,
eds.dmz-gslb.ups.com,403 - Forbidden: Access is denied.,403,1233,AS12217,UPS,US,153.2.176.0/21,eds.dmz-gslb.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-08-22T00:00:00Z,2023-08-22T23:59:59Z,"CN=cws-wzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",cws-wzp.ups.com,"United Parcel Service, Inc.",pars.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f83ea585b5e8188a42089c37ea4b6cb2,140f7696cdc9fac094d991dc2604394d151bcecf2d428203f199d939dbd6b38f,,ctls,eds.dmz-gslb.ups.com,443,https://eds.dmz-gslb.ups.com:443,https,,text/html,GET,153.2.183.192,/,1631801191,153.2.183.192,HSTS,30,False,,,,,,
egos-webservices-biztalk.wweconomy.ups.com,Web API,200,3128,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,egos-webservices-biztalk.wweconomy.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=wweconomy.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",wweconomy.ups.com,"United Parcel Service, Inc.",www.wweconomy.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,adbd89edcf2a7c5bb3decb31392d5a50,453fa4b844886a118e5ed86ae955f6d80b5065afee71a2079893ae5d6068fd9c,,ctls,egos-webservices-biztalk.wweconomy.ups.com,443,https://egos-webservices-biztalk.wweconomy.ups.com:443,https,,text/html,GET,13.107.237.45,/,1101614703,2620:1ec:4f:1::45,HSTS,79,False,,,,,,
egos-webservices-inside.wweconomy.ups.com,Web API,200,3128,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,egos-webservices-inside.wweconomy.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=wweconomy.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",wweconomy.ups.com,"United Parcel Service, Inc.",www.wweconomy.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,adbd89edcf2a7c5bb3decb31392d5a50,453fa4b844886a118e5ed86ae955f6d80b5065afee71a2079893ae5d6068fd9c,,ctls,egos-webservices-inside.wweconomy.ups.com,80,http://egos-webservices-inside.wweconomy.ups.com:80,http,,text/html,GET,13.107.237.45,/,1101614703,2620:1ec:4f:1::45,HSTS,79,False,,,,,https://egos-webservices-inside.wweconomy.ups.com/,
emip-uat.ups.com,Employee Mangement Incentive Portal,200,4890,AS15169,GOOGLE,US,35.244.128.0/17,emip-uat.ups.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-09-26T00:00:00Z,2023-09-26T23:59:59Z,"CN=emip-uat.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",emip-uat.ups.com,"United Parcel Service, Inc.",www.emip-uat.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,173e227e71a20f3c8c59ed24dcf3aba8,deab4d776caedff5dbf2547a32303aee97d475cb7ccaf060570205f973b8d312,,ctls,emip-uat.ups.com,443,https://emip-uat.ups.com:443,https,,text/html,GET,35.244.177.97,/,1488797529,35.244.177.97,HTTP/3,105,False,google,True,,,,
ep-portal.dmz-gslb.ups.com,UPS Enterprise Portal Log In,200,18795,AS12217,UPS,US,153.2.192.0/18,ep.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-16T00:00:00Z,2023-09-16T23:59:59Z,"CN=ep-portal.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",ep-portal.ups.com,"United Parcel Service, Inc.",www.upsers.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,adadeb84e4bbd378f67e43c7abea884b,10c37d98499e461686e070beeda0a2d973dc25a38edc1fa506ed51eb3403d0e4,,ctls,ep.ups.com,443,https://ep-portal.dmz-gslb.ups.com:443,https,Apache,text/html,GET,153.2.226.117,/,-333995642,153.2.226.117,Java,410,False,,,,,https://ep.ups.com/UPSRegistration/UPSLogin,
ep.ups.com,UPS Enterprise Portal Log In,200,18795,AS12217,UPS,US,153.2.192.0/18,ep.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-16T00:00:00Z,2023-09-16T23:59:59Z,"CN=ep-portal.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",ep-portal.ups.com,"United Parcel Service, Inc.",www.upsers.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,adadeb84e4bbd378f67e43c7abea884b,10c37d98499e461686e070beeda0a2d973dc25a38edc1fa506ed51eb3403d0e4,,ctls,ep.ups.com,443,https://ep.ups.com:443,https,Apache,text/html,GET,153.2.230.208,/,-333995642,153.2.226.117,Java,410,False,,,,,https://ep.ups.com/UPSRegistration/UPSLogin,
epsas.ups.com,404 Not Found,404,196,AS12217,UPS,US,153.2.192.0/18,epsas.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-16T00:00:00Z,2023-09-16T23:59:59Z,"CN=epsas.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",epsas.ups.com,"United Parcel Service, Inc.",www.epsas.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,742d4a3c14432bf5ca01e7d0e6970aa0,248de1caec072ffcdcfc9d416cc4ddf63cabc401af9b5ade02d525dbfb124672,,ctls,epsas.ups.com,443,https://epsas.ups.com:443,https,Apache,text/html,GET,153.2.226.210,/,-780928015,153.2.230.154,HSTS,8,False,,,adadmin.ups.com,,,
eqp-status-cfes-uat.ups.com,,404,62865,AS15169,GOOGLE,US,35.241.0.0/18,,,,,,,,,,,,,,,,,,,,,80,http://eqp-status-cfes-uat.ups.com:80,http,,image/gif,GET,35.241.13.204,/,1549758171,35.241.13.204,Google Cloud CDN,457,False,google,True,,,,
eqp-status-cfes.ups.com,,404,62865,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.102.0.0/15,eqp-status-cfes.ups.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=eqp-status-cfes.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",eqp-status-cfes.ups.com,"United Parcel Service, Inc.",eqp-status-cfes.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,d9061138ed29283f137149d91df13521,51e21c2f6f62e8bcc25fccbeaa53a523e1ee78e913195ac0d53cebfceb5226a3,,ctls,eqp-status-cfes.ups.com,443,https://eqp-status-cfes.ups.com:443,https,,image/gif,GET,34.102.156.87,/,1549758171,34.102.156.87,HTTP/3,457,False,google,True,,,,
es-es-row.ups.com,,200,155,AS12217,UPS,US,153.2.192.0/18,es-es-row.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-29T00:00:00Z,2023-08-29T23:59:59Z,"CN=es-us.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",es-us.ups.com,"United Parcel Service, Inc.",zhcn-fgv.ups-scs.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,fae341f290f8602ece8d6cf9b0100ffe,41b0c4eda80a01b79152768a4d8918b6081df7641d0e65426d8c6dab028565cf,,ctls,es-es-row.ups.com,443,https://es-es-row.ups.com:443,https,Apache,text/html,GET,153.2.228.150,/,1631801191,153.2.224.150,HSTS,5,False,,,,,,
es-us-apps.ups.com,Página de Inicio de UPS,200,1632,AS12217,UPS,US,153.2.192.0/18,es-us-apps.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-29T00:00:00Z,2023-08-29T23:59:59Z,"CN=es-us.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",es-us.ups.com,"United Parcel Service, Inc.",zhcn-fgv.ups-scs.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,fae341f290f8602ece8d6cf9b0100ffe,41b0c4eda80a01b79152768a4d8918b6081df7641d0e65426d8c6dab028565cf,,ctls,es-us-apps.ups.com,443,https://es-us-apps.ups.com:443,https,Apache,text/html,GET,153.2.228.150,/,1101614703,153.2.224.150,HSTS,31,False,,,URL=https://es-us.ups.com/index.html,,,
etps2vendors.dmz-gslb.ups.com,Sign in to your account,200,202765,AS12217,UPS,US,153.2.176.0/21,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,443,https://etps2vendors.dmz-gslb.ups.com:443,https,,text/html,GET,153.2.183.182,/,1101614703,153.2.183.182,HSTS,174,False,,,,,https://login.microsoftonline.com/e7520e4d-d5a0-488d-9e9f-949faae7dce8/oauth2/authorize?client_id=55e1b6c1-54c7-4773-a095-7c518242114d&redirect_uri=https%3A%2F%2Fetps2vendors.ups.com&response_type=code%20id_token&scope=openid%20profile&state=OpenIdConnect.AuthenticationProperties%3Dd7iySx6FtzjZqSO2gA3xbyiBjNuFTtngbpyWjOIUQU4g5f_2PzT-C-0U_Oz3JfPHKENBJMHUblEKecfVbefDZcYGl3p4shzasf53jOVN1eLnH-ax2Zzq3IXeamLGyOz5AojnMH67vPSVrWIXt2imgTM-0n8nIRVfDIPd4Bn34ciT73xLy0Y4h1-CF-M0O4Epl4bwZk7NP_X6lDLVvdSQrw&response_mode=form_post&nonce=638192703823528133.Mzg0MTUzZTAtNWFkZi00ZmQ1LWE3ZGItMjkxZGU0NGZjMWJmZGMyYTg0NjMtMTM3MC00MDdmLWFiZDEtNmE5ZDYwYWE1OGQ3&x-client-SKU=ID_NET461&x-client-ver=6.26.0.0,
etps2ws-wzp.ups.com,,200,607,AS12217,UPS,US,153.2.176.0/21,etps2ws-wzp.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-22T00:00:00Z,2023-08-22T23:59:59Z,"CN=etps2ws-wzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",etps2ws-wzp.ups.com,"United Parcel Service, Inc.",etps2ws4-wzp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,0480c3fc3ae7961b078a43b727afdeb9,48084b721d2837ccd8d1e0c114dfeebaf854a248ba01ddc58e74a2425e831dbc,,ctls,etps2ws-wzp.ups.com,443,https://etps2ws-wzp.ups.com:443,https,,text/html,GET,153.2.183.184,/,1631801191,153.2.183.184,Microsoft ASP.NET,25,False,,,,,,
exporttoolkit.ups.com,Global Shipping and Logistics Services | UPS - United Kingdom,200,59088,AS16625,AKAMAI-AS,US,95.100.80.0/22,www.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-31T00:00:00Z,2023-08-31T23:59:59Z,"CN=www.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",www.ups.com,"United Parcel Service, Inc.",wwwapps.ups.com,"CN=COMODO ECC Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Organization Validation Secure Server CA,COMODO CA Limited,70b822fe71e01780cb3e954f9f3495cc,16c0367271a09bc394292c3e59d1642392f9246692ac3b847518d1dd9c1fec51,,ctls,www.ups.com,443,https://exporttoolkit.ups.com:443,https,Apache,text/html,GET,95.100.66.141,/,-1808347007,2a02:26f0:480:59f::37c9,Java,436,False,,,,,https://www.ups.com/gb/en/Home.page,
exporttoolkitde.ups.com,Globale Logistik- und Kurierdienste | UPS - Deutschland,200,62631,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-31T00:00:00Z,2023-08-31T23:59:59Z,"CN=www.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",www.ups.com,"United Parcel Service, Inc.",wwwapps.ups.com,"CN=COMODO ECC Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Organization Validation Secure Server CA,COMODO CA Limited,70b822fe71e01780cb3e954f9f3495cc,16c0367271a09bc394292c3e59d1642392f9246692ac3b847518d1dd9c1fec51,,ctls,www.ups.com,443,https://exporttoolkitde.ups.com:443,https,Apache,text/html,GET,104.102.50.134,/,-1340721881,2a02:26f0:480:59f::37c9,Java,426,False,,,,,https://www.ups.com/de/de/Home.page,
fgv-wzp.ups.com,403 - Forbidden: Access is denied.,403,1233,AS12217,UPS,US,153.2.176.0/21,fgv-wzp.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=fgv-wzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",fgv-wzp.ups.com,"United Parcel Service, Inc.",www.sis.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,e866ccb19469f40af3be401210116c37,5d95a21f310ad4612f3e9ed88685cc1a738cd987262185afc1d47f5092c1fde2,,ctls,fgv-wzp.ups.com,443,https://fgv-wzp.ups.com:443,https,,text/html,GET,153.2.183.195,/,1631801191,153.2.183.195,HSTS,30,False,,,,,,
forwarding.ups.com,UPS Forwarding Hub | UPS Supply Chain Solutions,200,18114,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.196.0.0/18,forwarding.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-01-11T00:00:00Z,2024-01-11T23:59:59Z,"CN=scsapps.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",scsapps.ups.com,"United Parcel Service, Inc.",www.scsapps.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,1b0909a6946215555a5b5dbc28f63ca0,62ebadaf55944dace95691f5f007865143130ed1d72e1945eb146415a26b3a61,,ctls,forwarding.ups.com,443,https://forwarding.ups.com:443,https,,text/html,GET,20.186.17.209,/,1772087922,20.186.17.209,HSTS,212,False,azure,True,collect-eu-central-1.tealiumiq.com,,,
fr-ca-stories.ups.com,Accueil | À propos d’UPS,200,66175,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,about.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-17T00:00:00Z,2024-02-17T23:59:59Z,"CN=stories.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",stories.ups.com,"United Parcel Service, Inc.",zh-tw-stories.ups.com,"CN=COMODO ECC Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Organization Validation Secure Server CA,COMODO CA Limited,ad9e8fa6cf3a69a93198fec281696a14,f4f020c6e7dfa4ebbcd742bbfdea14fa8e2fc835e1708a080d85f450b20e0848,,ctls,about.ups.com,443,https://fr-ca-stories.ups.com:443,https,,text/html,GET,104.126.37.153,/,2043517601,2a02:26f0:3500:1b::1724:a391,Java,1302,False,,,https://www.googletagmanager.com,,https://about.ups.com/ca/fr/home.html,
