new,host,soa,status_code,a,ns,txt,cname,has_internal_ips,internal_ips,aaaa,cdn,cdn-name,mx,caa
[x],ct.zynga.com,"ns-1708.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"10.196.190.150, 10.196.149.140, 10.196.163.35","ns-934.awsdns-52.net, ns-1160.awsdns-17.org, ns-169.awsdns-21.com, ns-1708.awsdns-21.co.uk",,,True,"10.196.190.150, 10.196.149.140, 10.196.163.35",,,,,
[x],customscominternazynga-okta-network-gateway-iad.api.zynga.com,"ns-1454.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,"44.240.252.0, 44.236.66.179, 44.226.103.52, 34.213.21.22, 54.218.149.120, 34.214.149.87, 52.35.74.92, 35.81.22.94","ns-1454.awsdns-53.org, ns-1793.awsdns-32.co.uk, ns-200.awsdns-25.com, ns-527.awsdns-01.net",,api.zynga.com,,,,,,,
[x],dashboard.dst2.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,10.84.139.80,,,,True,10.84.139.80,,,,,
[x],defx.production.gotslots.zynga.com,"ns-431.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],destroy.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],dev-01.farm2.zynga.com,"ns-2031.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,74.114.11.180,"ns-1128.awsdns-13.org, ns-129.awsdns-16.com, ns-2031.awsdns-61.co.uk, ns-805.awsdns-36.net",,,,,,,,,
[x],dev-02.farm2.zynga.com,"ns-2031.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,74.114.11.170,,,,,,,,,,
[x],dev-03.farm2.zynga.com,"ns-2031.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,74.114.11.182,,,,,,,,,,
[x],dev-04.farm2.zynga.com,"ns-2031.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,74.114.11.183,,,,,,,,,,
[x],dev-06.farm2.zynga.com,"ns-2031.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],dev-app.ginrummyplus.zynga.com,"ns-1969.awsdns-54.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],dev-docker.gotslots.zynga.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,10.197.212.193,,,internal-dev-docker-1561819337.us-west-2.elb.amazonaws.com,True,10.197.212.193,,,,,
[x],dev.api.magellan.zynga.com,"ns-331.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,10.195.219.108,,,,True,10.195.219.108,,,,,
[x],dev.atx.zynga.com,,NOERROR,,,,,,,,,,,
[x],dev.battlestone.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,battlestone.zynga.com,,,,,,,
[x],dev.build.magellan.zynga.com,"ns-331.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,10.195.217.122,"ns-1425.awsdns-50.org, ns-1745.awsdns-26.co.uk, ns-331.awsdns-41.com, ns-544.awsdns-04.net",,,True,10.195.217.122,,,,,
[x],dev.canakokeyplus.zynga.com,"ns-1505.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,"18.197.85.3, 18.192.255.207, 18.158.151.222",,,,,,,,,,
[x],dev.cloudengk8s.zynga.com,"ns-1755.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1027.awsdns-00.org, ns-1755.awsdns-27.co.uk, ns-359.awsdns-44.com, ns-924.awsdns-51.net",,,,,,,,,
[x],dev.destroy.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,184.75.170.179,,,,,,,,,,
[x],dev.devops.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],dev.farmx.zynga.com,"ns-1727.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"10.196.245.163, 10.196.244.162",,,,True,"10.196.245.163, 10.196.244.162",,,,,
[x],dev.friendsy.zynga.com,,NOERROR,54.144.128.85,,,,,,,,,,
[x],dev.ftt.zynga.com,,NOERROR,,,,,,,,,,,
[x],dev.ginrummyplus.zynga.com,"ns-1969.awsdns-54.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"3.74.95.213, 3.123.119.255",,,,,,,,,,
[x],dev.okey.zynga.com,"ns-1875.awsdns-42.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,letsencrypt.org
[x],dev.okeyplus.zynga.com,"ns-568.awsdns-07.net, awsdns-hostmaster.amazon.com",NOERROR,"35.157.153.217, 18.194.72.82",,,,,,,,,,
[x],dev.rummyplus.zynga.com,"ns-881.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,"3.78.22.39, 18.193.206.58",,,,,,,,,,
[x],dev.runtime7.zynga.com,"ns-93.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,"10.196.84.51, 10.196.85.210",,,,True,"10.196.84.51, 10.196.85.210",,,,,
[x],dev.tavlaplus.zynga.com,"ns-365.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],dev.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],dev1.ninjaclans.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],dev2-cafemobile-01.cafemobile.zynga.com,,NOERROR,,,,,,,,,,,
[x],dev2.farmx.zynga.com,"ns-1727.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"10.196.244.162, 10.196.245.163",,,,True,"10.196.244.162, 10.196.245.163",,,,,
[x],dev2.ninjaclans.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],dev3.farmx.zynga.com,"ns-1727.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"10.196.245.163, 10.196.244.162",,,,True,"10.196.245.163, 10.196.244.162",,,,,
[x],dev3.hititrich.zynga.com,"ns-1028.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,184.75.169.16,,,,,,,,,,
[x],development.zyngagames.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"10.197.47.103, 10.197.36.125",,,internal-zgc-zgdcnew-dev-1150339680.us-west-2.elb.amazonaws.com,True,"10.197.47.103, 10.197.36.125",,,,,
[x],devops.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],devsvcs-prd-nexus-1.usw2.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],directory.cdn.zynga.com,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,d2ufbaojvj3qfc.cloudfront.net,,,,,,,
[x],discoloco3d.ep.zynga.com,"ns-132.awsdns-16.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,True,cloudfront,,
[x],dl3dstaging.ep.zynga.com,"ns-132.awsdns-16.com, awsdns-hostmaster.amazon.com",NOERROR,"52.222.236.46, 52.222.236.116, 52.222.236.111, 52.222.236.34",,,,,,,True,cloudfront,,
[x],dotcom.production.gotslots.zynga.com,"ns-431.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,"44.235.47.241, 52.88.141.139, 34.213.134.230",,,,,,,,,,
[x],download.farm2.zynga.com,"ns-2031.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"54.244.219.214, 52.89.18.204",,,,,,,,,,
[x],draftsman.staging.dst2.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],dst2.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],dstunitydns.zynga.com,"ns-49.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,205.251.198.88,"ns-1624.awsdns-11.co.uk, ns-49.awsdns-06.com, ns-878.awsdns-45.net, ns-1252.awsdns-28.org",,,,,,,,,
[x],ec2.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],echtra.zynga.com,"ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1521.awsdns-62.org, ns-1718.awsdns-22.co.uk, ns-435.awsdns-54.com, ns-825.awsdns-39.net",,,,,,,,,
[x],eks-stg.payments.zynga.com,"ns-2031.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-114.awsdns-14.com, ns-1342.awsdns-39.org, ns-2031.awsdns-61.co.uk, ns-620.awsdns-13.net",,,,,,,,,
[x],elb01.ginrummyplus.zynga.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"52.206.44.203, 44.199.166.146",,,"gin-app-elb-02-1558675882.us-east-1.elb.amazonaws.com, gin-app-elb-01-1390595912.us-east-1.elb.amazonaws.com",,,,,,,
[x],eos.zynga.com,"ns-538.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,"10.195.164.86, 10.197.233.21, 10.197.242.183, 10.197.229.213","ns-1211.awsdns-23.org, ns-1885.awsdns-43.co.uk, ns-456.awsdns-57.com, ns-538.awsdns-03.net","heritage=external-dns,external-dns/owner=gameservices-prd,external-dns/resource=ingress/stats/optimize-ui-deployment",optimize-ui.lb.stats.zynga.com,True,"10.195.164.86, 10.197.233.21, 10.197.242.183, 10.197.229.213",,,,,
[x],exampleville.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],external.zynga.com,"ns-149.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,"52.85.242.87, 52.85.242.49, 52.85.242.125, 52.85.242.58","ns-1913.awsdns-47.co.uk, ns-787.awsdns-34.net, ns-149.awsdns-18.com, ns-1530.awsdns-63.org",,d2snrcs7nhqpu3.cloudfront.net,,,"2600:9000:21c3:a00:d:1ef8:92c0:93a1, 2600:9000:21c3:c00:d:1ef8:92c0:93a1, 2600:9000:21c3:3600:d:1ef8:92c0:93a1, 2600:9000:21c3:ca00:d:1ef8:92c0:93a1, 2600:9000:21c3:6200:d:1ef8:92c0:93a1, 2600:9000:21c3:2800:d:1ef8:92c0:93a1, 2600:9000:21c3:4e00:d:1ef8:92c0:93a1, 2600:9000:21c3:dc00:d:1ef8:92c0:93a1",True,cloudfront,,
[x],farm2.cdn.zynga.com,"n0g.akamaiedge.net, hostmaster.akamai.com",NOERROR,23.37.62.67,,,"secure.cdn.zynga.com.edgekey.net, e8588.g.akamaiedge.net",,,,,,,
[x],farm2.zynga.com,"ns-2031.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-129.awsdns-16.com, ns-2031.awsdns-61.co.uk, ns-805.awsdns-36.net, ns-1128.awsdns-13.org",,,,,,,,,
[x],farmtwo-1.cdn.zynga.com,"ns-1737.awsdns-25.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"13.32.99.49, 13.32.99.87, 13.32.99.8, 13.32.99.79","ns-408.awsdns-51.com, ns-1737.awsdns-25.co.uk, ns-653.awsdns-17.net, ns-1231.awsdns-25.org",,d2zd1jdv0fympq.cloudfront.net,,,"2600:9000:2251:5a00:a:a311:9f80:93a1, 2600:9000:2251:a200:a:a311:9f80:93a1, 2600:9000:2251:5c00:a:a311:9f80:93a1, 2600:9000:2251:f400:a:a311:9f80:93a1, 2600:9000:2251:4e00:a:a311:9f80:93a1, 2600:9000:2251:2600:a:a311:9f80:93a1, 2600:9000:2251:8800:a:a311:9f80:93a1, 2600:9000:2251:dc00:a:a311:9f80:93a1",True,cloudfront,,
[x],farmtwo-2.cdn.zynga.com,"ns-1737.awsdns-25.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"108.157.229.65, 108.157.229.98, 108.157.229.5, 108.157.229.61","ns-1737.awsdns-25.co.uk, ns-408.awsdns-51.com, ns-653.awsdns-17.net, ns-1231.awsdns-25.org",,d2zd1jdv0fympq.cloudfront.net,,,"2600:9000:2395:8c00:a:a311:9f80:93a1, 2600:9000:2395:3a00:a:a311:9f80:93a1, 2600:9000:2395:f600:a:a311:9f80:93a1, 2600:9000:2395:4400:a:a311:9f80:93a1, 2600:9000:2395:8800:a:a311:9f80:93a1, 2600:9000:2395:b200:a:a311:9f80:93a1, 2600:9000:2395:3200:a:a311:9f80:93a1, 2600:9000:2395:e00:a:a311:9f80:93a1",True,cloudfront,,
[x],farmtwo-4.cdn.zynga.com,"ns-1737.awsdns-25.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,d2zd1jdv0fympq.cloudfront.net,,,"2600:9000:2251:5a00:a:a311:9f80:93a1, 2600:9000:2251:f400:a:a311:9f80:93a1, 2600:9000:2251:2600:a:a311:9f80:93a1, 2600:9000:2251:5c00:a:a311:9f80:93a1, 2600:9000:2251:dc00:a:a311:9f80:93a1, 2600:9000:2251:a200:a:a311:9f80:93a1, 2600:9000:2251:8800:a:a311:9f80:93a1, 2600:9000:2251:4e00:a:a311:9f80:93a1",True,cloudfront,,
[x],farmtwo-5.cdn.zynga.com,"ns-1737.awsdns-25.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"108.157.229.65, 108.157.229.5, 108.157.229.98, 108.157.229.61","ns-408.awsdns-51.com, ns-653.awsdns-17.net, ns-1231.awsdns-25.org, ns-1737.awsdns-25.co.uk",,d2zd1jdv0fympq.cloudfront.net,,,"2600:9000:2395:b400:a:a311:9f80:93a1, 2600:9000:2395:3000:a:a311:9f80:93a1, 2600:9000:2395:e200:a:a311:9f80:93a1, 2600:9000:2395:6c00:a:a311:9f80:93a1, 2600:9000:2395:c400:a:a311:9f80:93a1, 2600:9000:2395:4000:a:a311:9f80:93a1, 2600:9000:2395:4a00:a:a311:9f80:93a1, 2600:9000:2395:3400:a:a311:9f80:93a1",True,cloudfront,,
[x],farmtwo-6.cdn.zynga.com,"ns-1737.awsdns-25.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"13.32.99.49, 13.32.99.79, 13.32.99.8, 13.32.99.87","ns-1231.awsdns-25.org, ns-1737.awsdns-25.co.uk, ns-408.awsdns-51.com, ns-653.awsdns-17.net",,d2zd1jdv0fympq.cloudfront.net,,,"2600:9000:2251:9400:a:a311:9f80:93a1, 2600:9000:2251:3c00:a:a311:9f80:93a1, 2600:9000:2251:600:a:a311:9f80:93a1, 2600:9000:2251:6800:a:a311:9f80:93a1, 2600:9000:2251:6c00:a:a311:9f80:93a1, 2600:9000:2251:d200:a:a311:9f80:93a1, 2600:9000:2251:e600:a:a311:9f80:93a1, 2600:9000:2251:4800:a:a311:9f80:93a1",True,cloudfront,,
[x],farmville-0.cdn.zynga.com,"ns-1474.awsdns-56.org, awsdns-hostmaster.amazon.com",NOERROR,"143.204.215.112, 143.204.215.3, 143.204.215.34, 143.204.215.67","ns-143.awsdns-17.com, ns-872.awsdns-45.net, ns-1474.awsdns-56.org, ns-1904.awsdns-46.co.uk",,d3338d9at67it5.cloudfront.net,,,,True,cloudfront,,
[x],farmville-1.cdn.zynga.com,"ns-1474.awsdns-56.org, awsdns-hostmaster.amazon.com",NOERROR,"143.204.215.112, 143.204.215.67, 143.204.215.34, 143.204.215.3","ns-143.awsdns-17.com, ns-1474.awsdns-56.org, ns-1904.awsdns-46.co.uk, ns-872.awsdns-45.net",,d3338d9at67it5.cloudfront.net,,,,True,cloudfront,,
[x],farmville-2.cdn.zynga.com,"ns-1474.awsdns-56.org, awsdns-hostmaster.amazon.com",NOERROR,"99.86.91.37, 99.86.91.122, 99.86.91.64, 99.86.91.23","ns-872.awsdns-45.net, ns-143.awsdns-17.com, ns-1904.awsdns-46.co.uk, ns-1474.awsdns-56.org",,d3338d9at67it5.cloudfront.net,,,,True,cloudfront,,
[x],farmville-3.cdn.zynga.com,"ns-1474.awsdns-56.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-872.awsdns-45.net, ns-1474.awsdns-56.org, ns-1904.awsdns-46.co.uk, ns-143.awsdns-17.com",,d3338d9at67it5.cloudfront.net,,,,True,cloudfront,,
[x],farmville.cdn.zynga.com,"ns-1474.awsdns-56.org, awsdns-hostmaster.amazon.com",NOERROR,"143.204.215.67, 143.204.215.112, 143.204.215.3, 143.204.215.34","ns-143.awsdns-17.com, ns-1474.awsdns-56.org, ns-1904.awsdns-46.co.uk, ns-872.awsdns-45.net",,d3338d9at67it5.cloudfront.net,,,,True,cloudfront,,
[x],farmville.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],farmville2.cdn.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],fb-branch15-dev.cooking.zynga.com,,NOERROR,,,,,,,,,,,
[x],fb-branch2-dev.cooking.zynga.com,,NOERROR,54.144.128.85,,,,,,,,,,
[x],fb-client.staging.towermobile.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,2620:102:8002:211::1b,,,,
[x],fb-client.staging2.towermobile.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,2620:102:8002:211::1b,,,,
[x],fb-zc1-hp.staging.cityville.zynga.com,,NOERROR,54.144.128.85,,,,,,,,,,
[x],fb.bubblereef.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,2620:102:8002:211::29,,,,
[x],fb.farm2.zynga.com,"ns-2031.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"54.191.92.116, 52.43.119.201, 44.238.144.138, 35.80.226.191, 35.155.180.14, 52.41.5.166, 54.184.170.101, 54.149.88.204",,,,,,,,,,
[x],fb.friendsy.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,2620:102:8008:211::19,,,,
[x],fb.harvest.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,2620:102:8003:213::9,,,,
[x],fb.rubyrush.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,2620:102:8003:211::19,,,,
[x],fb.shockwave.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,2620:102:8003:211::42,,,,
[x],fb.staging.exampleville.zynga.com,,NOERROR,,,,,,,,,,,
[x],fb.staging.farm2.zynga.com,"ns-2031.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,184.75.171.5,"ns-1128.awsdns-13.org, ns-129.awsdns-16.com, ns-2031.awsdns-61.co.uk, ns-805.awsdns-36.net",,,,,,,,,
[x],fb1-staging.farm2.zynga.com,"ns-2031.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,184.75.171.5,,,,,,,,,,
[x],fb1.farm2.zynga.com,"ns-2031.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],fb2-staging.farm2.zynga.com,"ns-2031.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,184.75.171.93,,,,,,,,,,
[x],feedback.zynga.com,,NOERROR,54.144.128.85,,,"test.zynga.com, test-971142565.us-west-2.elb.amazonaws.com",,,,,,,
[x],fotl.cominternazynga-okta-network-gateway-iad.api.zynga.com,"ns-1454.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,"35.81.22.94, 54.148.155.92, 52.33.233.50, 44.226.103.52, 52.42.78.225, 54.218.212.249, 52.27.44.23, 52.37.210.237","ns-527.awsdns-01.net, ns-1454.awsdns-53.org, ns-1793.awsdns-32.co.uk, ns-200.awsdns-25.com",,api.zynga.com,,,,,,,
[x],foxtrot.atx.zynga.com,,NOERROR,,,,,,,,,,,
[x],friendsy.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],ftt.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],fun-ci.int.svctr.zynga.com,"ns-664.awsdns-19.net, awsdns-hostmaster.amazon.com",NOERROR,10.50.45.214,,,,True,10.50.45.214,,,,,
[x],fun-nexus.svctr.zynga.com,"ns-357.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,54.85.112.118,,,,,,,,,,
[x],fv-dev-zoom.farmville.com.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,184.75.169.56,,,,,,,,,,
[x],fv2.cdn.zynga.com,"ns-437.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,"18.66.248.127, 18.66.248.65, 18.66.248.100, 18.66.248.77","ns-2012.awsdns-59.co.uk, ns-437.awsdns-54.com, ns-519.awsdns-00.net, ns-1133.awsdns-13.org",,dz6we7wm0sykf.cloudfront.net,,,"2600:9000:224a:4a00:16:a09d:7fc0:93a1, 2600:9000:224a:600:16:a09d:7fc0:93a1, 2600:9000:224a:6800:16:a09d:7fc0:93a1, 2600:9000:224a:3c00:16:a09d:7fc0:93a1, 2600:9000:224a:6e00:16:a09d:7fc0:93a1, 2600:9000:224a:800:16:a09d:7fc0:93a1, 2600:9000:224a:a600:16:a09d:7fc0:93a1, 2600:9000:224a:f800:16:a09d:7fc0:93a1",True,cloudfront,,
[x],gameservices.cdn.zynga.com,"n0g.akamai.net, hostmaster.akamai.com",NOERROR,"2.16.241.5, 2.16.241.19",,,"ak.zynga.com.edgesuite.net, a1782.g.akamai.net",,,,,,,
[x],gameservices.zynga.com,"ns-928.awsdns-52.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-928.awsdns-52.net, ns-1319.awsdns-36.org, ns-1705.awsdns-21.co.uk, ns-25.awsdns-03.com",,,,,,,,,
[x],gameswithfriends.cdn.zynga.com,"ns-1924.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"52.222.214.125, 52.222.214.24, 52.222.214.118, 52.222.214.69","ns-1186.awsdns-20.org, ns-920.awsdns-51.net, ns-403.awsdns-50.com, ns-1924.awsdns-48.co.uk",,d3syox2yxediw0.cloudfront.net,,,,True,cloudfront,,
[x],gateway.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],gatsby-staging.corpweb.zynga.com,"ns-210.awsdns-26.com, awsdns-hostmaster.amazon.com",NOERROR,"18.66.233.93, 18.66.233.89, 18.66.233.22, 18.66.233.86",,,,,,,True,cloudfront,,
[x],gdpr.zynga.com,"ns-202.awsdns-25.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1367.awsdns-42.org, ns-1976.awsdns-55.co.uk, ns-202.awsdns-25.com, ns-992.awsdns-60.net",,,,,,,,,
[x],geoloc-fv.api.zynga.com,"ns-1454.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,"75.2.75.164, 99.83.213.107","ns-1454.awsdns-53.org, ns-1793.awsdns-32.co.uk, ns-200.awsdns-25.com, ns-527.awsdns-01.net",,,,,,,,,
[x],gh.shockwave.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,2620:102:8003:211::32,,,,
[x],ginrummyplus-1.cdn.zynga.com,"ns-1622.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,d2shtn6dnfxa1o.cloudfront.net,,,"2600:9000:2146:a00:12:d84b:700:93a1, 2600:9000:2146:1a00:12:d84b:700:93a1, 2600:9000:2146:6800:12:d84b:700:93a1, 2600:9000:2146:aa00:12:d84b:700:93a1, 2600:9000:2146:3600:12:d84b:700:93a1, 2600:9000:2146:e000:12:d84b:700:93a1, 2600:9000:2146:ba00:12:d84b:700:93a1, 2600:9000:2146:4000:12:d84b:700:93a1",True,cloudfront,,
[x],ginrummyplus-3.cdn.zynga.com,"ns-1622.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"52.222.236.63, 52.222.236.92, 52.222.236.119, 52.222.236.53","ns-302.awsdns-37.com, ns-716.awsdns-25.net, ns-1159.awsdns-16.org, ns-1622.awsdns-10.co.uk",,d2shtn6dnfxa1o.cloudfront.net,,,"2600:9000:223e:5600:12:d84b:700:93a1, 2600:9000:223e:6400:12:d84b:700:93a1, 2600:9000:223e:6800:12:d84b:700:93a1, 2600:9000:223e:9a00:12:d84b:700:93a1, 2600:9000:223e:e800:12:d84b:700:93a1, 2600:9000:223e:1e00:12:d84b:700:93a1, 2600:9000:223e:3200:12:d84b:700:93a1, 2600:9000:223e:3a00:12:d84b:700:93a1",True,cloudfront,,
[x],ginrummyplus.cdn.zynga.com,"ns-1622.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"52.222.236.63, 52.222.236.92, 52.222.236.119, 52.222.236.53","ns-302.awsdns-37.com, ns-716.awsdns-25.net, ns-1159.awsdns-16.org, ns-1622.awsdns-10.co.uk",,d2shtn6dnfxa1o.cloudfront.net,,,"2600:9000:223e:2200:12:d84b:700:93a1, 2600:9000:223e:4c00:12:d84b:700:93a1, 2600:9000:223e:6c00:12:d84b:700:93a1, 2600:9000:223e:9400:12:d84b:700:93a1, 2600:9000:223e:c600:12:d84b:700:93a1, 2600:9000:223e:f400:12:d84b:700:93a1, 2600:9000:223e:fe00:12:d84b:700:93a1, 2600:9000:223e:1c00:12:d84b:700:93a1",True,cloudfront,,
[x],ginrummyplus.zynga.com,"ns-1969.awsdns-54.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"18.235.168.37, 52.44.8.231, 35.153.248.19","ns-60.awsdns-07.com, ns-1281.awsdns-32.org, ns-1969.awsdns-54.co.uk, ns-705.awsdns-24.net",h1-domain-verification=LotKmSMZiYmCwNpuxjnyud34FmRZrnaw93BJi6nma4pkDEdw,,,,,,,,
[x],got-2.cdn.zynga.com,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,"108.156.60.94, 108.156.60.107, 108.156.60.28, 108.156.60.52","ns-1472.awsdns-56.org, ns-1794.awsdns-32.co.uk, ns-336.awsdns-42.com, ns-539.awsdns-03.net",,d2vzkqrs1x4fd5.cloudfront.net,,,"2600:9000:2394:9c00:1b:6702:f240:93a1, 2600:9000:2394:6c00:1b:6702:f240:93a1, 2600:9000:2394:1e00:1b:6702:f240:93a1, 2600:9000:2394:d200:1b:6702:f240:93a1, 2600:9000:2394:ac00:1b:6702:f240:93a1, 2600:9000:2394:8200:1b:6702:f240:93a1, 2600:9000:2394:9a00:1b:6702:f240:93a1, 2600:9000:2394:e600:1b:6702:f240:93a1",True,cloudfront,,
[x],got-3.cdn.zynga.com,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,"108.138.17.91, 108.138.17.76, 108.138.17.12, 108.138.17.72","ns-1472.awsdns-56.org, ns-1794.awsdns-32.co.uk, ns-336.awsdns-42.com, ns-539.awsdns-03.net",,d2vzkqrs1x4fd5.cloudfront.net,,,"2600:9000:2248:ec00:1b:6702:f240:93a1, 2600:9000:2248:a00:1b:6702:f240:93a1, 2600:9000:2248:6200:1b:6702:f240:93a1, 2600:9000:2248:e000:1b:6702:f240:93a1, 2600:9000:2248:5200:1b:6702:f240:93a1, 2600:9000:2248:7400:1b:6702:f240:93a1, 2600:9000:2248:2c00:1b:6702:f240:93a1, 2600:9000:2248:9c00:1b:6702:f240:93a1",True,cloudfront,,
