new,host,soa,status_code,a,ns,txt,cname,has_internal_ips,internal_ips,aaaa,cdn,cdn-name,mx,caa
[x],tavlaplus-1.cdn.zynga.com,"ns-786.awsdns-34.net, awsdns-hostmaster.amazon.com",NOERROR,"13.32.99.72, 13.32.99.115, 13.32.99.96, 13.32.99.9","ns-482.awsdns-60.com, ns-1957.awsdns-52.co.uk, ns-786.awsdns-34.net, ns-1242.awsdns-27.org",,d1zrzief5jh66.cloudfront.net,,,"2600:9000:2251:2c00:11:b3ff:ab80:93a1, 2600:9000:2251:600:11:b3ff:ab80:93a1, 2600:9000:2251:be00:11:b3ff:ab80:93a1, 2600:9000:2251:9200:11:b3ff:ab80:93a1, 2600:9000:2251:4400:11:b3ff:ab80:93a1, 2600:9000:2251:da00:11:b3ff:ab80:93a1, 2600:9000:2251:d200:11:b3ff:ab80:93a1, 2600:9000:2251:ac00:11:b3ff:ab80:93a1",True,cloudfront,,
[x],tavlaplus-2.cdn.zynga.com,"ns-786.awsdns-34.net, awsdns-hostmaster.amazon.com",NOERROR,"13.32.99.96, 13.32.99.72, 13.32.99.115, 13.32.99.9","ns-1242.awsdns-27.org, ns-1957.awsdns-52.co.uk, ns-482.awsdns-60.com, ns-786.awsdns-34.net",,d1zrzief5jh66.cloudfront.net,,,"2600:9000:2394:200:11:b3ff:ab80:93a1, 2600:9000:2394:800:11:b3ff:ab80:93a1, 2600:9000:2394:5c00:11:b3ff:ab80:93a1, 2600:9000:2394:d600:11:b3ff:ab80:93a1, 2600:9000:2394:ac00:11:b3ff:ab80:93a1, 2600:9000:2394:4a00:11:b3ff:ab80:93a1, 2600:9000:2394:b400:11:b3ff:ab80:93a1, 2600:9000:2394:2200:11:b3ff:ab80:93a1",True,cloudfront,,
[x],tavlaplus.cdn.zynga.com,"ns-786.awsdns-34.net, awsdns-hostmaster.amazon.com",NOERROR,"13.32.99.96, 13.32.99.72, 13.32.99.115, 13.32.99.9","ns-1242.awsdns-27.org, ns-1957.awsdns-52.co.uk, ns-482.awsdns-60.com, ns-786.awsdns-34.net",,d1zrzief5jh66.cloudfront.net,,,"2600:9000:2251:200:11:b3ff:ab80:93a1, 2600:9000:2251:7800:11:b3ff:ab80:93a1, 2600:9000:2251:6c00:11:b3ff:ab80:93a1, 2600:9000:2251:b000:11:b3ff:ab80:93a1, 2600:9000:2251:a400:11:b3ff:ab80:93a1, 2600:9000:2251:1000:11:b3ff:ab80:93a1, 2600:9000:2251:6800:11:b3ff:ab80:93a1, 2600:9000:2251:1e00:11:b3ff:ab80:93a1",True,cloudfront,,
[x],teleport.sec.zynga.com,"ns-526.awsdns-01.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],terms.cdn.zynga.com,"n0dscw7.akamai.net, hostmaster.akamai.com",NOERROR,"185.225.250.32, 185.225.250.26",,,"wildcard.cdn.zynga.com.edgesuite.net, a1939.dscw7.akamai.net",,,"2a02:26f0:d8::6851:3c2a, 2a02:26f0:d8::5c7b:bdca",,,,
[x],test-search.support.zynga.com,"ns-1725.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,184.75.171.58,,,,,,,,,,
[x],test.boorayplus.zynga.com,"ns-1163.awsdns-17.org, awsdns-hostmaster.amazon.com",NOERROR,"52.29.78.149, 52.58.114.156",,,,,,,,,,
[x],test.build.magellan.zynga.com,"ns-331.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,10.195.216.254,,,,True,10.195.216.254,,,,,
[x],test.ginrummyplus.zynga.com,"ns-1969.awsdns-54.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"3.67.117.56, 54.93.161.217",,,,,,,,,,
[x],test.okeyplus.zynga.com,"ns-568.awsdns-07.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],testrail.zynga.com,"ns-170.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,"10.206.27.206, 10.206.27.60","ns-647.awsdns-16.net, ns-170.awsdns-21.com, ns-1634.awsdns-12.co.uk, ns-1372.awsdns-43.org",,,True,"10.206.27.206, 10.206.27.60",,,,,
[x],themepark.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],tool.zynga.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"52.42.175.1, 35.161.191.145",,,"support-tool.zynga.com, support-tool-918912484.us-west-2.elb.amazonaws.com",,,,,,,
[x],toolbar.static.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],trade.staging.castlemobile.zynga.com,,NOERROR,,,,,,,,,,,
[x],trebuchet.sec.zynga.com,"ns-526.awsdns-01.net, awsdns-hostmaster.amazon.com",NOERROR,"35.165.174.90, 54.185.240.20",,,,,,,,,,
[x],tropicescape.zynga.com,"ns-1757.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-691.awsdns-22.net, ns-1244.awsdns-27.org, ns-1757.awsdns-27.co.uk, ns-377.awsdns-47.com",,,,,,,,,
[x],tropicthunder-staging.cdn.zynga.com,"ns-1445.awsdns-52.org, awsdns-hostmaster.amazon.com",NOERROR,"13.227.219.96, 13.227.219.129, 13.227.219.116, 13.227.219.49","ns-1006.awsdns-61.net, ns-1445.awsdns-52.org, ns-1585.awsdns-06.co.uk, ns-197.awsdns-24.com",,d12b6qpnb70r7s.cloudfront.net,,,"2600:9000:21c7:f200:14:366b:3200:93a1, 2600:9000:21c7:9a00:14:366b:3200:93a1, 2600:9000:21c7:1400:14:366b:3200:93a1, 2600:9000:21c7:1a00:14:366b:3200:93a1, 2600:9000:21c7:2600:14:366b:3200:93a1, 2600:9000:21c7:3c00:14:366b:3200:93a1, 2600:9000:21c7:de00:14:366b:3200:93a1, 2600:9000:21c7:600:14:366b:3200:93a1",True,cloudfront,,
[x],tropicthunder-web.cdn.zynga.com,"ns-1020.awsdns-63.net, awsdns-hostmaster.amazon.com",NOERROR,"18.66.122.99, 18.66.122.92, 18.66.122.20, 18.66.122.31","ns-1020.awsdns-63.net, ns-1375.awsdns-43.org, ns-146.awsdns-18.com, ns-1988.awsdns-56.co.uk",,dqe3xpe4mkpc2.cloudfront.net,,,"2600:9000:2250:b800:7:4050:d080:93a1, 2600:9000:2250:9800:7:4050:d080:93a1, 2600:9000:2250:400:7:4050:d080:93a1, 2600:9000:2250:fa00:7:4050:d080:93a1, 2600:9000:2250:2400:7:4050:d080:93a1, 2600:9000:2250:200:7:4050:d080:93a1, 2600:9000:2250:e800:7:4050:d080:93a1, 2600:9000:2250:4000:7:4050:d080:93a1",True,cloudfront,,
[x],tropicthunder.cdn.zynga.com,"ns-1051.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"18.66.112.27, 18.66.112.25, 18.66.112.123, 18.66.112.62","ns-1051.awsdns-03.org, ns-1602.awsdns-08.co.uk, ns-622.awsdns-13.net, ns-8.awsdns-01.com",,d193q3u0lnkucr.cloudfront.net,,,"2600:9000:223f:d200:1e:fc90:6ac0:93a1, 2600:9000:223f:3200:1e:fc90:6ac0:93a1, 2600:9000:223f:2000:1e:fc90:6ac0:93a1, 2600:9000:223f:d400:1e:fc90:6ac0:93a1, 2600:9000:223f:e400:1e:fc90:6ac0:93a1, 2600:9000:223f:cc00:1e:fc90:6ac0:93a1, 2600:9000:223f:b600:1e:fc90:6ac0:93a1, 2600:9000:223f:5800:1e:fc90:6ac0:93a1",True,cloudfront,,
[x],tropicthunder2.cdn.zynga.com,"ns-1051.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"18.66.112.62, 18.66.112.25, 18.66.112.123, 18.66.112.27","ns-1051.awsdns-03.org, ns-1602.awsdns-08.co.uk, ns-622.awsdns-13.net, ns-8.awsdns-01.com",,d193q3u0lnkucr.cloudfront.net,,,"2600:9000:21da:6600:1e:fc90:6ac0:93a1, 2600:9000:21da:1000:1e:fc90:6ac0:93a1, 2600:9000:21da:2200:1e:fc90:6ac0:93a1, 2600:9000:21da:9000:1e:fc90:6ac0:93a1, 2600:9000:21da:b000:1e:fc90:6ac0:93a1, 2600:9000:21da:2e00:1e:fc90:6ac0:93a1, 2600:9000:21da:1e00:1e:fc90:6ac0:93a1, 2600:9000:21da:9200:1e:fc90:6ac0:93a1",True,cloudfront,,
[x],tropicthunder3.cdn.zynga.com,"ns-1051.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"18.66.112.123, 18.66.112.62, 18.66.112.25, 18.66.112.27","ns-1051.awsdns-03.org, ns-1602.awsdns-08.co.uk, ns-622.awsdns-13.net, ns-8.awsdns-01.com",,d193q3u0lnkucr.cloudfront.net,,,"2600:9000:223f:3400:1e:fc90:6ac0:93a1, 2600:9000:223f:2600:1e:fc90:6ac0:93a1, 2600:9000:223f:1600:1e:fc90:6ac0:93a1, 2600:9000:223f:e200:1e:fc90:6ac0:93a1, 2600:9000:223f:e600:1e:fc90:6ac0:93a1, 2600:9000:223f:4a00:1e:fc90:6ac0:93a1, 2600:9000:223f:fc00:1e:fc90:6ac0:93a1, 2600:9000:223f:b600:1e:fc90:6ac0:93a1",True,cloudfront,,
[x],turn.wwf.atg.zynga.com,"ns-1339.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,34.214.92.2,,,,,,,,,,
[x],tvp-dev02.svctr.zynga.com,"ns-357.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],us-zpn.zynga.com,,NOERROR,,,,,,,,,,,
[x],use2.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],usw2.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],vault.local.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],waldo.zynga.com,,NOERROR,,,,"marketing.zynga.com, van-mark01.corp.zynga.com",,,,,,,
[x],web.mathsim.gotslots.zynga.com,"ns-431.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],web.mirror.gotslots.zynga.com,"ns-431.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,"10.197.211.184, 10.197.212.66",,,,True,"10.197.211.184, 10.197.212.66",,,,,
[x],web.production.atx.zynga.com,"ns-542.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,"35.165.245.216, 100.21.136.153, 44.232.111.222",,,,,,,,,,
[x],web.staging.castle.zynga.com,,NOERROR,54.144.128.85,,,,,,,,,,
[x],webmail.corp.zynga.com,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],webmail.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,199.48.107.60,,,,,,,,,,
[x],website-clone-lb.corpweb.zynga.com,"ns-210.awsdns-26.com, awsdns-hostmaster.amazon.com",NOERROR,"18.190.143.176, 3.20.67.219",,,,,,,,,,
[x],website-lb.corpweb.zynga.com,"ns-210.awsdns-26.com, awsdns-hostmaster.amazon.com",NOERROR,"3.134.119.192, 3.19.88.10",,,,,,,,,,
[x],wildcard.accounts.zynga.com,,NOERROR,,,,,,,,,,,
[x],wildcard.economy.zynga.com,"ns-1651.awsdns-14.co.uk, awsdns-hostmaster.amazon.com",NOERROR,10.196.83.116,,,,True,10.196.83.116,,,,,
[x],wonkamatch.cdn.zynga.com,"ns-19.awsdns-02.com, awsdns-hostmaster.amazon.com",NOERROR,"18.66.122.123, 18.66.122.103, 18.66.122.61, 18.66.122.96","ns-1009.awsdns-62.net, ns-1133.awsdns-13.org, ns-1574.awsdns-04.co.uk, ns-19.awsdns-02.com",,d3r8wbfzjvurmj.cloudfront.net,,,"2600:9000:2250:6200:b:16a0:96c0:93a1, 2600:9000:2250:e600:b:16a0:96c0:93a1, 2600:9000:2250:ce00:b:16a0:96c0:93a1, 2600:9000:2250:3000:b:16a0:96c0:93a1, 2600:9000:2250:9c00:b:16a0:96c0:93a1, 2600:9000:2250:d000:b:16a0:96c0:93a1, 2600:9000:2250:a00:b:16a0:96c0:93a1, 2600:9000:2250:f600:b:16a0:96c0:93a1",True,cloudfront,,
[x],wonkamatch1.cdn.zynga.com,"ns-19.awsdns-02.com, awsdns-hostmaster.amazon.com",NOERROR,"18.66.122.96, 18.66.122.103, 18.66.122.123, 18.66.122.61","ns-19.awsdns-02.com, ns-1009.awsdns-62.net, ns-1133.awsdns-13.org, ns-1574.awsdns-04.co.uk",,d3r8wbfzjvurmj.cloudfront.net,,,"2600:9000:2250:9800:b:16a0:96c0:93a1, 2600:9000:2250:b600:b:16a0:96c0:93a1, 2600:9000:2250:be00:b:16a0:96c0:93a1, 2600:9000:2250:ee00:b:16a0:96c0:93a1, 2600:9000:2250:1600:b:16a0:96c0:93a1, 2600:9000:2250:2600:b:16a0:96c0:93a1, 2600:9000:2250:4c00:b:16a0:96c0:93a1, 2600:9000:2250:7400:b:16a0:96c0:93a1",True,cloudfront,,
[x],wonkamatch2.cdn.zynga.com,"ns-19.awsdns-02.com, awsdns-hostmaster.amazon.com",NOERROR,"13.227.219.126, 13.227.219.53, 13.227.219.18, 13.227.219.62","ns-19.awsdns-02.com, ns-1009.awsdns-62.net, ns-1133.awsdns-13.org, ns-1574.awsdns-04.co.uk",,d3r8wbfzjvurmj.cloudfront.net,,,"2600:9000:21c7:4400:b:16a0:96c0:93a1, 2600:9000:21c7:8c00:b:16a0:96c0:93a1, 2600:9000:21c7:2800:b:16a0:96c0:93a1, 2600:9000:21c7:7e00:b:16a0:96c0:93a1, 2600:9000:21c7:c600:b:16a0:96c0:93a1, 2600:9000:21c7:2200:b:16a0:96c0:93a1, 2600:9000:21c7:d400:b:16a0:96c0:93a1, 2600:9000:21c7:1a00:b:16a0:96c0:93a1",True,cloudfront,,
[x],wonkamatch3.cdn.zynga.com,"ns-19.awsdns-02.com, awsdns-hostmaster.amazon.com",NOERROR,"18.66.122.96, 18.66.122.123, 18.66.122.61, 18.66.122.103","ns-19.awsdns-02.com, ns-1009.awsdns-62.net, ns-1133.awsdns-13.org, ns-1574.awsdns-04.co.uk",,d3r8wbfzjvurmj.cloudfront.net,,,"2600:9000:2334:9e00:b:16a0:96c0:93a1, 2600:9000:2334:c00:b:16a0:96c0:93a1, 2600:9000:2334:c000:b:16a0:96c0:93a1, 2600:9000:2334:b200:b:16a0:96c0:93a1, 2600:9000:2334:d200:b:16a0:96c0:93a1, 2600:9000:2334:cc00:b:16a0:96c0:93a1, 2600:9000:2334:e400:b:16a0:96c0:93a1, 2600:9000:2334:6a00:b:16a0:96c0:93a1",True,cloudfront,,
[x],wordswithfriendslive.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],wp-dev-lb.corpweb.zynga.com,"ns-210.awsdns-26.com, awsdns-hostmaster.amazon.com",NOERROR,"10.192.192.209, 10.192.192.161",,,,True,"10.192.192.209, 10.192.192.161",,,,,
[x],wpadmin.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,10.84.139.217,"a28-64.akam.net, a18-66.akam.net, a5-65.akam.net, a26-67.akam.net, a1-193.akam.net, a9-66.akam.net, pdns89.ultradns.biz, pdns89.ultradns.com, pdns89.ultradns.org, pdns89.ultradns.net",,,True,10.84.139.217,,,,,
[x],wwf-staging.corpweb.zynga.com,"ns-210.awsdns-26.com, awsdns-hostmaster.amazon.com",NOERROR,"52.222.139.20, 52.222.139.66, 52.222.139.89, 52.222.139.23",,,,,,,True,cloudfront,,
[x],wwf.zynga.com,"ns-1864.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"18.65.39.87, 18.65.39.119, 18.65.39.9, 18.65.39.23","ns-1864.awsdns-41.co.uk, ns-891.awsdns-47.net, ns-130.awsdns-16.com, ns-1396.awsdns-46.org",,d1w5vca204nu8e.cloudfront.net,,,"2600:9000:238d:2a00:d:5707:3380:93a1, 2600:9000:238d:ee00:d:5707:3380:93a1, 2600:9000:238d:e200:d:5707:3380:93a1, 2600:9000:238d:7000:d:5707:3380:93a1, 2600:9000:238d:f800:d:5707:3380:93a1, 2600:9000:238d:cc00:d:5707:3380:93a1, 2600:9000:238d:2e00:d:5707:3380:93a1, 2600:9000:238d:2000:d:5707:3380:93a1",True,cloudfront,,
[x],wwfi-assets.cdn.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],www-dev.zynga.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"10.192.192.151, 10.192.192.229",,,dualstack.internal-corpweb-zyngacom-dev-216533451.us-east-1.elb.amazonaws.com,True,"10.192.192.151, 10.192.192.229",,,,,
[x],www-test.zyngagames.com,"ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,"13.225.78.21, 13.225.78.53, 13.225.78.115, 13.225.78.121",,,,,,,True,cloudfront,,
[x],www.zyngagames.com,"ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,"52.32.14.6, 100.20.151.143","ns-105.awsdns-13.com, ns-743.awsdns-28.net, ns-1468.awsdns-55.org, ns-1899.awsdns-45.co.uk",2GjqurugpfCDWFmjILroU4pesqGhTf8,zyngagames.com,,,,,,,
[x],xwf-badges.cdn.zynga.com,"ns-636.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,"13.32.99.59, 13.32.99.74, 13.32.99.20, 13.32.99.22","ns-76.awsdns-09.com, ns-636.awsdns-15.net, ns-1428.awsdns-50.org, ns-1585.awsdns-06.co.uk",,d3j23elsgns7gl.cloudfront.net,,,"2600:9000:2251:f200:d:81b2:f140:93a1, 2600:9000:2251:1000:d:81b2:f140:93a1, 2600:9000:2251:2400:d:81b2:f140:93a1, 2600:9000:2251:3000:d:81b2:f140:93a1, 2600:9000:2251:5000:d:81b2:f140:93a1, 2600:9000:2251:7000:d:81b2:f140:93a1, 2600:9000:2251:8c00:d:81b2:f140:93a1, 2600:9000:2251:9800:d:81b2:f140:93a1",True,cloudfront,,
[x],yapatel.gotslots.zynga.com,,NOERROR,54.144.128.85,,,,,,,,,,
[x],yuzbirplus-1.cdn.zynga.com,"ns-1957.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"18.154.63.18, 18.154.63.93, 18.154.63.44, 18.154.63.59","ns-1109.awsdns-10.org, ns-129.awsdns-16.com, ns-1957.awsdns-52.co.uk, ns-764.awsdns-31.net",,d3nwx3jxkhqr8x.cloudfront.net,,,"2600:9000:243d:8200:1c:8897:5c40:93a1, 2600:9000:243d:9a00:1c:8897:5c40:93a1, 2600:9000:243d:b200:1c:8897:5c40:93a1, 2600:9000:243d:c00:1c:8897:5c40:93a1, 2600:9000:243d:9000:1c:8897:5c40:93a1, 2600:9000:243d:4600:1c:8897:5c40:93a1, 2600:9000:243d:3800:1c:8897:5c40:93a1, 2600:9000:243d:8800:1c:8897:5c40:93a1",True,cloudfront,,
[x],yuzbirplus-2.cdn.zynga.com,"ns-1957.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"52.222.236.115, 52.222.236.20, 52.222.236.18, 52.222.236.86","ns-1957.awsdns-52.co.uk, ns-129.awsdns-16.com, ns-1109.awsdns-10.org, ns-764.awsdns-31.net",,d3nwx3jxkhqr8x.cloudfront.net,,,"2600:9000:223e:da00:1c:8897:5c40:93a1, 2600:9000:223e:2c00:1c:8897:5c40:93a1, 2600:9000:223e:9800:1c:8897:5c40:93a1, 2600:9000:223e:ea00:1c:8897:5c40:93a1, 2600:9000:223e:2600:1c:8897:5c40:93a1, 2600:9000:223e:6a00:1c:8897:5c40:93a1, 2600:9000:223e:de00:1c:8897:5c40:93a1, 2600:9000:223e:d400:1c:8897:5c40:93a1",True,cloudfront,,
[x],yuzbirplus-3.cdn.zynga.com,"ns-1957.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-764.awsdns-31.net, ns-1109.awsdns-10.org, ns-1957.awsdns-52.co.uk, ns-129.awsdns-16.com",,d3nwx3jxkhqr8x.cloudfront.net,,,,True,cloudfront,,
[x],yuzbirplus.cdn.zynga.com,"ns-1957.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"52.222.236.86, 52.222.236.20, 52.222.236.18, 52.222.236.115","ns-1109.awsdns-10.org, ns-129.awsdns-16.com, ns-1957.awsdns-52.co.uk, ns-764.awsdns-31.net",,d3nwx3jxkhqr8x.cloudfront.net,,,"2600:9000:223e:4600:1c:8897:5c40:93a1, 2600:9000:223e:8a00:1c:8897:5c40:93a1, 2600:9000:223e:9000:1c:8897:5c40:93a1, 2600:9000:223e:1e00:1c:8897:5c40:93a1, 2600:9000:223e:2400:1c:8897:5c40:93a1, 2600:9000:223e:e800:1c:8897:5c40:93a1, 2600:9000:223e:5800:1c:8897:5c40:93a1, 2600:9000:223e:de00:1c:8897:5c40:93a1",True,cloudfront,,
[x],yuzbirplus.zynga.com,"ns-1684.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"52.29.105.254, 35.156.107.33, 18.197.224.38","ns-1349.awsdns-40.org, ns-1684.awsdns-18.co.uk, ns-450.awsdns-56.com, ns-980.awsdns-58.net",h1-domain-verification=F8CCGGYtmkjfJw5FDfPKfPfSakvQxBs9eMxVE5KN6SHyBWpW,,,,,,,,
[x],zade.cdn.zynga.com,"ns-1941.awsdns-50.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"108.156.60.113, 108.156.60.16, 108.156.60.117, 108.156.60.102","ns-348.awsdns-43.com, ns-514.awsdns-00.net, ns-1156.awsdns-16.org, ns-1941.awsdns-50.co.uk",,d2imp0h51bai9u.cloudfront.net,,,"2600:9000:2394:1c00:5:2766:8080:93a1, 2600:9000:2394:8000:5:2766:8080:93a1, 2600:9000:2394:2400:5:2766:8080:93a1, 2600:9000:2394:e000:5:2766:8080:93a1, 2600:9000:2394:800:5:2766:8080:93a1, 2600:9000:2394:5200:5:2766:8080:93a1, 2600:9000:2394:c600:5:2766:8080:93a1, 2600:9000:2394:fe00:5:2766:8080:93a1",True,cloudfront,,
[x],zade.zynga.com,"ns-698.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-698.awsdns-23.net, ns-1118.awsdns-11.org, ns-293.awsdns-36.com, ns-2032.awsdns-62.co.uk",,,,,,,,,
[x],zade0.cdn.zynga.com,"ns-1941.awsdns-50.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"99.84.9.76, 99.84.9.15, 99.84.9.13, 99.84.9.31","ns-1156.awsdns-16.org, ns-1941.awsdns-50.co.uk, ns-348.awsdns-43.com, ns-514.awsdns-00.net",,d2imp0h51bai9u.cloudfront.net,,,"2600:9000:215b:2800:5:2766:8080:93a1, 2600:9000:215b:400:5:2766:8080:93a1, 2600:9000:215b:da00:5:2766:8080:93a1, 2600:9000:215b:8400:5:2766:8080:93a1, 2600:9000:215b:3800:5:2766:8080:93a1, 2600:9000:215b:2400:5:2766:8080:93a1, 2600:9000:215b:1800:5:2766:8080:93a1, 2600:9000:215b:be00:5:2766:8080:93a1",True,cloudfront,,
[x],zade1.cdn.zynga.com,"ns-1941.awsdns-50.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"108.157.4.106, 108.157.4.60, 108.157.4.29, 108.157.4.32","ns-514.awsdns-00.net, ns-1156.awsdns-16.org, ns-1941.awsdns-50.co.uk, ns-348.awsdns-43.com",,d2imp0h51bai9u.cloudfront.net,,,"2600:9000:2315:5800:5:2766:8080:93a1, 2600:9000:2315:8a00:5:2766:8080:93a1, 2600:9000:2315:200:5:2766:8080:93a1, 2600:9000:2315:fc00:5:2766:8080:93a1, 2600:9000:2315:400:5:2766:8080:93a1, 2600:9000:2315:4e00:5:2766:8080:93a1, 2600:9000:2315:8e00:5:2766:8080:93a1, 2600:9000:2315:3600:5:2766:8080:93a1",True,cloudfront,,
[x],zade3.cdn.zynga.com,"ns-1941.awsdns-50.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"99.86.4.4, 99.86.4.68, 99.86.4.116, 99.86.4.123","ns-1156.awsdns-16.org, ns-348.awsdns-43.com, ns-514.awsdns-00.net, ns-1941.awsdns-50.co.uk",,d2imp0h51bai9u.cloudfront.net,,,"2600:9000:2057:c600:5:2766:8080:93a1, 2600:9000:2057:5000:5:2766:8080:93a1, 2600:9000:2057:3800:5:2766:8080:93a1, 2600:9000:2057:3200:5:2766:8080:93a1, 2600:9000:2057:ec00:5:2766:8080:93a1, 2600:9000:2057:9200:5:2766:8080:93a1, 2600:9000:2057:4000:5:2766:8080:93a1, 2600:9000:2057:e400:5:2766:8080:93a1",True,cloudfront,,
[x],zapi.zynga.com,"ns-1658.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,172.22.3.155,"ns-1658.awsdns-15.co.uk, ns-353.awsdns-44.com, ns-991.awsdns-59.net, ns-1180.awsdns-19.org",,,True,172.22.3.155,,,,,
[x],zapp.oss.zynga.com,,NOERROR,,,,,,,,,,,
[x],zbc.zynga.com,"ns-1847.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1847.awsdns-38.co.uk, ns-240.awsdns-30.com, ns-790.awsdns-34.net, ns-1370.awsdns-43.org",,,,,,,,,
[x],zbits-api-development.lb.stats.zynga.com,"ns-538.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,"10.195.166.43, 10.197.247.233, 10.197.228.24, 10.197.233.110",,"heritage=external-dns,external-dns/owner=gameservices-stg,external-dns/resource=ingress/stats/zbits-api-dev-deployment",,True,"10.195.166.43, 10.197.247.233, 10.197.228.24, 10.197.233.110",,,,,
[x],zbits-k8s-development.lb.stats.zynga.com,"ns-538.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,"10.195.165.161, 10.197.227.52, 10.197.237.106, 10.197.243.18",,"heritage=external-dns,external-dns/owner=gameservices-stg,external-dns/resource=ingress/stats/zbits-singleuser",,True,"10.195.165.161, 10.197.227.52, 10.197.237.106, 10.197.243.18",,,,,
[x],zbits-k8s-production.lb.stats.zynga.com,"ns-538.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],zbits.zynga.com,"ns-538.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,"10.197.225.112, 10.197.233.147, 10.197.240.219",,"heritage=external-dns,external-dns/owner=gameservices-prd,external-dns/resource=service/stats/zbits-singleuser-proxy-public",zbits-k8s-production.lb.stats.zynga.com,True,"10.197.225.112, 10.197.233.147, 10.197.240.219",,,,,
[x],zblog.zynga.com,,NOERROR,,,,,,,,,,,
[x],zc-dev-01.empire.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],zc-dev-03.empire.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],zc-dev-04.empire.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],zc.dev.runtime7.zynga.com,"ns-93.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,"10.196.85.210, 10.196.84.51",,,,True,"10.196.85.210, 10.196.84.51",,,,,
[x],zc.runtime7.zynga.com,"ns-93.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,"10.196.84.51, 10.196.85.210",,,,True,"10.196.84.51, 10.196.85.210",,,,,
[x],zce.zynga.com,"ns-1035.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
