input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_subject_org_,tls_mismatched,final_url,tls_expired,csp_domains_
zade.cdn.zynga.com,,403,263,zade.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-12T00:00:00Z,2024-03-12T23:59:59Z,CN=zade.cdn.zynga.com,zade.cdn.zynga.com,zade1.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6dab3b7f5c6e414f4b129b70a078059c,12b5bd5f6c9609c44194b33ce5add21ebc4468d28d7d0413a4cd54e2aea6f5b4,ctls,zade.cdn.zynga.com,cloudfront,443,https://zade.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,99.86.4.116,/,347816531,2600:9000:2057:3a00:5:2766:8080:93a1,Amazon Web Services,2,False,True,,,,,,
zade0.cdn.zynga.com,,403,263,zade0.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-12T00:00:00Z,2024-03-12T23:59:59Z,CN=zade.cdn.zynga.com,zade.cdn.zynga.com,zade1.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6dab3b7f5c6e414f4b129b70a078059c,12b5bd5f6c9609c44194b33ce5add21ebc4468d28d7d0413a4cd54e2aea6f5b4,ctls,zade0.cdn.zynga.com,cloudfront,443,https://zade0.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,99.86.4.116,/,1201615197,2600:9000:2057:a400:5:2766:8080:93a1,Amazon Web Services,2,False,True,,,,,,
zade3.cdn.zynga.com,,403,263,zade3.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-12T00:00:00Z,2024-03-12T23:59:59Z,CN=zade.cdn.zynga.com,zade.cdn.zynga.com,zade1.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6dab3b7f5c6e414f4b129b70a078059c,12b5bd5f6c9609c44194b33ce5add21ebc4468d28d7d0413a4cd54e2aea6f5b4,ctls,zade3.cdn.zynga.com,cloudfront,443,https://zade3.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,99.86.4.4,/,-1548373349,2600:9000:2057:1400:5:2766:8080:93a1,Amazon Web Services,2,False,True,,,,,,
zemail.cdn.zynga.com,,403,243,,,,,,,,,,,,,,,,,,cloudfront,80,http://zemail.cdn.zynga.com:80,http,AmazonS3,application/xml,GET,18.66.122.100,/,-21669839,2600:9000:2250:9600:e:6fc7:5000:93a1,Amazon Web Services,2,False,True,,,,,,
zlive.cdn.zynga.com,,403,243,,,,,,,,,,,,,,,,,,cloudfront,80,http://zlive.cdn.zynga.com:80,http,AmazonS3,application/xml,GET,13.32.27.43,/,-1566900683,2600:9000:211e:d600:d:ab0e:65c0:93a1,Amazon Web Services,2,False,True,,,,,,
zmedia1.cdn.zynga.com,,412,26,,,,,,,,,,,,,,,,,,cloudfront,80,http://zmedia1.cdn.zynga.com:80,http,Apache,application/json,GET,18.66.122.80,/,-1840324437,2600:9000:2250:3000:1:8cb1:6100:93a1,PHP:7.4.33,1,False,True,,,,,,
zmedia2.cdn.zynga.com,,412,26,zmedia2.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-09-13T23:59:59Z,CN=zmedia.cdn.zynga.com,zmedia.cdn.zynga.com,zmedia2.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1918ab0e78ea2ba0c298a37d19fded9e,e4614f3af69fb61036ec16a995d72c4d6241713cce5446858334a1582fd14ea8,ctls,zmedia2.cdn.zynga.com,cloudfront,443,https://zmedia2.cdn.zynga.com:443,https,Apache,application/json,GET,18.66.122.107,/,-1840324437,2600:9000:2250:c600:1:8cb1:6100:93a1,PHP:7.4.33,1,False,True,,,,,,
znews.zynga.com,ERROR: The request could not be satisfied,403,919,znews.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-04-05T23:59:59Z,CN=znews.zynga.com,znews.zynga.com,znews.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4c6f20760233e04b759ec17285ed14e2,c71eb9801d2381f731da771bc824d73ac97ff249e35804fa89f21e233d4d272c,ctls,znews.zynga.com,cloudfront,80,http://znews.zynga.com:80,http,CloudFront,text/html,GET,13.32.121.18,/,-216628983,13.32.121.79,Amazon Web Services,20,False,True,,,,https://znews.zynga.com/,,
zoom.zynga.com,,400,50,zoom.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-16T00:00:00Z,2024-03-16T23:59:59Z,CN=zoom.zynga.com,zoom.zynga.com,*.zoom.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,efa5fa46e3a8f2bbe3c78ecda03dcfde,dbf0edb2f79ec401e3d2237f9a6141c900ca2544c1417abd95076fcdb8864048,ctls,zoom.zynga.com,,443,https://zoom.zynga.com:443,https,,,GET,35.83.48.172,/,,52.10.121.177,,1,False,,True,,,,,
zota.cdn.zynga.com,,403,146,zota.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-11-09T23:59:59Z,CN=zota.cdn.zynga.com,zota.cdn.zynga.com,zota.cdn.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9723f42efeb3042d044b6b79ecdd83aa,43b6e89eca45745d471fbb5f73c34a71466c0945c2fd79fa908e013b30f8d7f6,ctls,zota.cdn.zynga.com,cloudfront,443,https://zota.cdn.zynga.com:443,https,CloudFront,text/xml,GET,108.156.245.41,/,-13968365,2600:9000:223f:4800:10:3ca8:64c0:93a1,Amazon Web Services,1,False,True,,,,,,
zy.farm2.zynga.com,,500,2,zy.farm2.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-02-04T23:59:59Z,CN=*.farm2.zynga.com,*.farm2.zynga.com,farm2.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,dee792aeae20e09854ad2ab9d5be84d9,c64851fbcd324dd37c955d6c9f25fc720d677e0f18ac21478eb7829217cba3c6,ctls,zy.farm2.zynga.com,,443,https://zy.farm2.zynga.com:443,https,Apache/2.2.3 (CentOS),text/html,GET,52.40.219.29,/,1132220827,52.33.40.169,CentOS,3,False,,True,,,https://zy.farm2.zynga.com/connect.php?nextUrl=https%3A%2F%2Fzynga.com%2Fplay%2Ffarmvilletwo,,
zynga-admin.okta.com,Zynga Inc. - Sign In,200,17194,zynga.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,ctls,zynga.okta.com,,443,https://zynga-admin.okta.com:443,https,nginx,text/html,GET,99.83.233.105,/,-599803935,75.2.37.199,Nginx,480,False,,True,"Okta, Inc.",,https://zynga.okta.com/login/login.htm?fromURI=/oauth2/v1/authorize/redirect?okta_key=LTbdjz7_pjD0HHo9x7aMzE-vh7l3q-UKguUT2D3F69k,,zynga-admin.okta.com
zynga.mtls.okta.com,Zynga Inc. - Sign In,200,17055,zynga.mtls.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-07-07T23:59:59Z,"CN=*.mtls.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.mtls.okta.com,mtls.okta.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,8a724995669e9c353f7c7e85b490c04e,6acfd27df36afa368af1ceb3892f54fc6f8291504c4d9c6047e7566b62734e11,ctls,zynga.mtls.okta.com,,443,https://zynga.mtls.okta.com:443,https,nginx,text/html,GET,76.223.116.97,/,-599803935,13.248.239.229,Nginx,480,False,,True,"Okta, Inc.",,,,*.mtls.okta.com
zynga.okta.com,Zynga Inc. - Sign In,200,17030,zynga.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,ctls,zynga.okta.com,,443,https://zynga.okta.com:443,https,nginx,text/html,GET,75.2.37.199,/,-599803935,99.83.233.105,Nginx,480,False,,True,"Okta, Inc.",,,,*.oktacdn.com
zyngagames.com,Zynga | Farmville 2,200,6513,zyngagames.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-01-05T23:59:59Z,CN=*.zyngagames.com,*.zyngagames.com,zyngagames.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,fdeea0715fbc35a586d257ca0335bb1b,43ed13be6585d19f64a3451940b8088de6eee68fc7553532d874ebbfb880c32d,ctls,zyngagames.com,,443,https://zyngagames.com:443,https,nginx,text/html,GET,52.32.14.6,/,-845834622,100.20.151.143,Nginx,5,False,,True,,,,,
