new,host,a,cname,soa,status_code,cdn,cdn-name,ns,mx,txt,aaaa,caa
,253ayelp.nowait.com,35.224.74.121,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,
,2fwww.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,3a7b182.yelp.com,199.232.16.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,3ayelp.nowait.com,35.224.74.121,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,
,50.yelp.com,151.101.36.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,80fb2f74e36c04.yelp.com,151.101.44.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,87823bcee37.yelp.com,151.101.44.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,abaykamau.yelp.com,"151.101.192.116, 151.101.0.116, 151.101.64.116, 151.101.128.116",yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,ac8c1e290.yelp.com,"151.101.192.116, 151.101.0.116, 151.101.64.116, 151.101.128.116",yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,accountantal.yelp.com,151.101.36.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,ad8051.yelp.com,151.101.36.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,admin.iad1.yelp.com,146.75.116.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,admin.nowait.com,35.224.74.121,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,
,admin.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,adsbn.yelp.com,146.75.52.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,ajd.yelp.com,151.101.244.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,amycho.yelp.com,,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,aneeshneelam.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,
,api.devc.yelpreservations.com,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,api.iad1.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,
,api.seatme.yelp.com,"35.163.97.53, 52.42.89.14, 52.39.69.11",yr-api-and-www-yrprod-ext-44295802.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,,,
,api.yelp.com,"151.101.192.116, 151.101.0.116, 151.101.128.116, 151.101.64.116",yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,app.yelpwifi.com,"34.197.134.23, 52.86.155.53","redirects.yelp.com, redirects.useast1.yelp.com, redirects-synapselb-prod-alb-1622115686.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,aruls.yelp.com,"151.101.0.116, 151.101.64.116, 151.101.128.116, 151.101.192.116",yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,auditor.yelp.com,"151.101.0.116, 151.101.64.116, 151.101.128.116, 151.101.192.116",yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,auto-api.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,bangsinsurance.yelp.com,"151.101.128.116, 151.101.0.116, 151.101.192.116, 151.101.64.116",yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,biz-app.iad1.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,biz-app.yelp.com,199.232.16.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,biz.iad1.yelp.com,151.101.36.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,biz.yelp.com,"151.101.64.116, 151.101.128.116, 151.101.192.116, 151.101.0.116",yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,pardot813133=ae0c0e6616ab990598a6148ae343e4f9289505f5455afc556851d24b92f334a7,,
,blog.yelp.com,"108.156.60.63, 108.156.60.61, 108.156.60.76, 108.156.60.68",d3181brfnszweh.cloudfront.net,"ns-1692.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1692.awsdns-19.co.uk, ns-200.awsdns-25.com, ns-657.awsdns-18.net, ns-1390.awsdns-45.org",,,,
,brands.yelp.com,"13.32.121.24, 13.32.121.43, 13.32.121.13, 13.32.121.71",d65hoplhsbwsp.cloudfront.net,"ns-1690.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1171.awsdns-18.org, ns-133.awsdns-16.com, ns-1690.awsdns-19.co.uk, ns-941.awsdns-53.net",,,,
,brandyw.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,bsekxyybvz.yelp.com,146.75.116.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,business.yelp.com,"52.85.242.78, 52.85.242.76, 52.85.242.124, 52.85.242.9",d31nlk9lbv0oxn.cloudfront.net,"ns-10.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-10.awsdns-01.com, ns-1388.awsdns-45.org, ns-1623.awsdns-10.co.uk, ns-780.awsdns-33.net",,,,
,bypas.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,
,canary.yelpreservations.com,146.75.121.55,m.sni.global.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,
,careers.yelp.com,"52.86.155.53, 34.197.134.23","redirects.yelp.com, redirects.useast1.yelp.com, redirects-synapselb-prod-alb-1622115686.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,chady.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,
,chiefpizzaofficer.yelp.com,"52.222.236.12, 52.222.236.47, 52.222.236.61, 52.222.236.55",d3ha1ezds45748.cloudfront.net,"ns-269.awsdns-33.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1412.awsdns-48.org, ns-1675.awsdns-17.co.uk, ns-269.awsdns-33.com, ns-549.awsdns-04.net",,,,
,cloud.e.yelp.com,66.231.91.36,pub.s1.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,
,communityblog.yelp.com,"52.86.155.53, 34.197.134.23","redirects.yelp.com, redirects.useast1.yelp.com, redirects-synapselb-prod-alb-1622115686.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,d1aef5ca5b1a491108.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,d1d972b7dc.yelp.com,"151.101.0.116, 151.101.64.116, 151.101.128.116, 151.101.192.116",yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,demos.yelpreservations.com,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,dev.yelp.com,,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,devc.yelp.com,,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,developer.yelp.com,"34.197.134.23, 52.86.155.53","redirects.yelp.com, redirects.useast1.yelp.com, redirects-synapselb-prod-alb-1622115686.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,developers.yelp.com,"34.197.134.23, 52.86.155.53","redirects.yelp.com, redirects.useast1.yelp.com, redirects-synapselb-prod-alb-1622115686.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,dewaki.yelp.com,151.101.36.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,dgrenier.yelp.com,151.101.36.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,docs.developer.yelp.com,"104.18.210.56, 104.18.211.56",ssl.readmessl.com,"jeremy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:d338, 2606:4700::6812:d238","comodoca.com, pki.goog; cansignhttpexchanges=yes, letsencrypt.org, digicert.com"
,doges.yelp.com,151.101.44.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,dsdfsdfs.yelp.com,"151.101.128.116, 151.101.192.116, 151.101.0.116, 151.101.64.116",yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,e.yelp.com,68.232.201.28,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,"ns1.exacttarget.com, ns2.exacttarget.com, ns3.exacttarget.com, ns4.exacttarget.com",inbound-reply.s1.exacttarget.com,"v=spf1 include:cust-spf.exacttarget.com -all, spf2.0/pra include:cust-senderid.exacttarget.com -all, google-site-verification=a2B6jnVfwVEGduWJB0Ho-Ucg43Dv7rQimezIs_VFfQ4, google-site-verification=g7kLy9mCgOhz2_9B5uVQbQfpZ2O-_9svCvwBzU5Ll2c, google-site-verification=kYZi1tzwNnPP0aeU51fA2_G3BBL_md2LMSCMqkFtlBI",,
,edge-fl.yelp.com,151.101.36.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,eenah.yelp.com,151.101.36.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,email.yelp.com,68.232.201.28,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,"ns2.exacttarget.com, ns3.exacttarget.com, ns1.exacttarget.com, ns4.exacttarget.com",inbound-reply.s1.exacttarget.com,"v=spf1 include:cust-spf.exacttarget.com -all, spf2.0/pra include:cust-senderid.exacttarget.com -all",,
,engineeringblog.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,eqix-dc5.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,eqix-ema-dc.yelp.com,151.101.244.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,etoro.yelp.com,151.101.240.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,everbank.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,
,experiment-allocation.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,
,fc350252.yelp.com,"151.101.0.116, 151.101.64.116, 151.101.128.116, 151.101.192.116",yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,freshthemovie.yelp.com,"151.101.0.116, 151.101.64.116, 151.101.128.116, 151.101.192.116",yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,fssssss.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,
,fusion.yelp.com,"13.32.27.123, 13.32.27.41, 13.32.27.120, 13.32.27.111",d2kq9pzk083q3p.cloudfront.net,"ns-310.awsdns-38.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1278.awsdns-31.org, ns-1603.awsdns-08.co.uk, ns-310.awsdns-38.com, ns-570.awsdns-07.net",,,,
,giantbeanbags.yelp.com,,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,hazelq.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,iad1-new.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,iad1.yelp.com,"151.101.0.116, 151.101.64.116, 151.101.128.116, 151.101.192.116",yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,image.e.yelp.com,"2.23.209.143, 2.23.209.156","akamai-san125.exacttarget.com.edgekey.net, e117131.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,"2a02:26f0:480:22::1726:62df, 2a02:26f0:480:22::1726:62c4",
,images.sfo2-new.yelp.com,"198.51.132.30, 198.51.132.29",,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,images.sfo2.yelp.com,"198.51.132.55, 198.51.132.155",,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,images.uswest1.yelp.com,151.101.36.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,images.yelp.com,151.101.38.49,o2.shared.global.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,info.biz.yelp.com,"3.92.120.28, 3.215.172.219, 18.208.125.13, 34.237.219.119, 52.54.96.194","go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,info.nowait.com,"3.92.120.28, 3.215.172.219, 18.208.125.13, 34.237.219.119, 52.54.96.194","go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,info.yelpreservations.com,"3.215.172.219, 18.208.125.13, 34.237.219.119, 52.54.96.194, 3.92.120.28","go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,ir.yelp.com,"52.86.155.53, 34.197.134.23","redirects.yelp.com, redirects.useast1.yelp.com, redirects-synapselb-prod-alb-1622115686.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,jobs.nowait.com,35.224.74.121,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,
,jobs.yelp.com,"34.197.134.23, 52.86.155.53","redirects.yelp.com, redirects.useast1.yelp.com, redirects-synapselb-prod-alb-1622115686.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,jofulmore.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,knowledge.yelp.com,"18.244.114.7, 18.244.114.59, 18.244.114.13, 18.244.114.62",d20syu7peu6jgm.cloudfront.net,"ns-944.awsdns-54.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-944.awsdns-54.net, ns-192.awsdns-24.com, ns-1689.awsdns-19.co.uk, ns-1108.awsdns-10.org",,,,
,lib.purdue.edu.nowait.com,35.224.74.121,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,
,login.yelpwifi.com,"52.86.155.53, 34.197.134.23","app.yelpwifi.com, redirects.yelp.com, redirects.useast1.yelp.com, redirects-synapselb-prod-alb-1622115686.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,m.iad1.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,m.yelp.com,151.101.84.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,mail.yelpreservations.com,,u2794581.wl082.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,mx.sendgrid.net,v=spf1 ip4:198.37.144.56 -all,,
,makeithappenday.yelp.com,"143.204.215.71, 143.204.215.15, 143.204.215.95, 143.204.215.118",d3v7mn2msy7ub8.cloudfront.net,"ns-1365.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1365.awsdns-42.org, ns-1586.awsdns-06.co.uk, ns-237.awsdns-29.com, ns-539.awsdns-03.net",,,,
,malestrippers.yelp.com,"151.101.0.116, 151.101.64.116, 151.101.128.116, 151.101.192.116",yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,mallomar.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,
,mappyman.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,
,megavip-m.iad1.yelp.com,"151.101.0.116, 151.101.64.116, 151.101.128.116, 151.101.192.116",yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,mequedouno.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,mobile-api.yelp.com,"151.101.0.116, 151.101.64.116, 151.101.128.116, 151.101.192.116",yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,mobile.yelp.com,"34.197.134.23, 52.86.155.53","redirects.yelp.com, redirects.useast1.yelp.com, redirects-synapselb-prod-alb-1622115686.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,mta.e.yelp.com,13.111.33.187,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,
,newmanila.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,nguyenhung.yelp.com,199.232.16.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,nickkramirez.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,notification-payments.yelp.com,151.101.36.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,nowait.com,35.224.74.121,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,True,google,"dns1.p06.nsone.net, dns2.p06.nsone.net, dns3.p06.nsone.net, dns4.p06.nsone.net, ns01.midtowndoornailns.com, ns02.midtowndoornailns.com, ns03.midtowndoornailns.com, ns04.midtowndoornailns.com","alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx3.googlemail.com, aspmx.l.google.com, aspmx2.googlemail.com","google-site-verification=N-TT0orrewY6upsniXysgn9uZgaWnjEo16X-L9N8pR8, pardot813133=9ccba1c692d608c01fd7308d124e5164c68952384eaabad36c728fe8e9fe7c12, v=spf1 include:nowait.com._nspf.vali.email include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email ~all",,
,nz.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,
,o1.em.yelp.com,167.89.8.98,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,o10.mail.yelp.com,167.89.2.44,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,o13.mail.yelp.com,167.89.64.195,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,o2.mail.yelp.com,198.37.147.119,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,o4.em.yelp.com,168.245.63.216,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,o4.mail.yelp.com,167.89.2.201,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,o5.mail.yelp.com,167.89.2.222,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,o7.mail.yelp.com,167.89.2.229,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,o8.mail.yelp.com,167.89.2.230,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,o940.mail.yelp.com,167.89.2.201,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,o941.mail.yelp.com,167.89.2.222,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,o942.mail.yelp.com,167.89.2.225,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,o943.mail.yelp.com,167.89.2.230,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,o944.mail.yelp.com,167.89.2.33,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,o945.mail.yelp.com,167.89.2.44,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,o947.mail.yelp.com,198.37.147.119,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,o948.mail.yelp.com,167.89.2.229,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,partner-api.yelp.com,151.101.36.116,"api.yelp.com, yelp-com.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,partners.yelp.com,"52.86.155.53, 34.197.134.23","redirects.yelp.com, redirects.useast1.yelp.com, redirects-synapselb-prod-alb-1622115686.us-east-1.elb.amazonaws.com, redirects.uswest2.yelp.com, redirects-synapselb-prod-alb-961575451.us-west-2.elb.amazonaws.com","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com, ns-1119.awsdns-11.org",NOERROR,,,,,,,
,paulchehade.yelp.com,"151.101.0.116, 151.101.64.116, 151.101.128.116, 151.101.192.116",yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
