input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,tech_,lines,cdn,tls_expired,tls_self_signed
shipalert.gapinc.com,,,,shipalert.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-06T00:00:00Z,"CN=shipalert.gapinc.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",shipalert.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,shipalert.gapinc.com,443,https://shipalert.gapinc.com:443,https,,,GET,141.148.0.109,,1,True,,
shipalertstage.gapinc.com,,,,shipalertstage.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-22T00:00:00Z,"CN=shipalertstage.gapinc.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",shipalertstage.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,shipalertstage.gapinc.com,443,https://shipalertstage.gapinc.com:443,https,,,GET,129.159.67.229,,1,True,,
sonar.gapinc.com,502 Bad Gateway,,585,sonar.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-03-14T00:00:00Z,"CN=sonar.gapinc.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",sonar.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,sonar.gapinc.com,443,https://sonar.gapinc.com:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,52.226.168.200,,14,True,True,
speakup.gapinc.com,EthicsPoint - Gap Inc.,,754,secure.ethicspoint.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-01-17T00:00:00Z,CN=*.ethicspoint.com,*.ethicspoint.com,,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ctls,secure.ethicspoint.com,443,https://speakup.gapinc.com:443,https,,text/html,GET,131.226.193.181,Imperva,25,,,
stage.media.gapinc.com,AEM Sign In,,13658,stage.media.gapinc.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-10T00:00:00Z,"CN=stage.media.gapinc.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",stage.media.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,stage.media.gapinc.com,443,https://stage.media.gapinc.com:443,https,,text/html,GET,151.101.3.10,HSTS,186,True,,
storedocs.gapinc.com,Page Expired,,1657,onelogon.gap.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-23T00:00:00Z,"CN=onelogon.gap.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",onelogon.gap.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,onelogon.gap.com,443,https://storedocs.gapinc.com:443,https,,text/html,GET,8.18.111.214,,54,,,
storeplm.gapinc.com,Index of /,,205,,,,,,,,,,,,,,80,http://storeplm.gapinc.com:80,http,Apache/2.4.56 (Unix),text/html,GET,8.18.111.212,UNIX,11,,,
stores.stitch.gapinc.com,Page Expired,,1659,onelogonqa.gap.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-21T00:00:00Z,"CN=onelogonqa.gap.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",onelogonqa.gap.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,onelogonqa.gap.com,443,https://stores.stitch.gapinc.com:443,https,,text/html,GET,63.33.17.94,,54,,,
storesview.gapinc.com,502 Bad Gateway,,585,storesview.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-03-17T00:00:00Z,"CN=storesview.gapinc.com, O=The Gap\, Inc., ST=California, C=US",storesview.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ctls,storesview.gapinc.com,443,https://storesview.gapinc.com:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,52.255.212.181,,14,True,True,
ux.stitch.gapinc.com,"zeroheight · document your design systems, together",,18649,ux.stitch.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-13T16:16:19Z,CN=ux.stitch.gapinc.com,ux.stitch.gapinc.com,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,ux.stitch.gapinc.com,443,https://ux.stitch.gapinc.com:443,https,nginx,text/html,GET,63.33.17.94,Ruby on Rails,349,,,
vertex-pubdev-used.gapinc.com,Vertex O Series,,876,vertex-pubdev-used.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-27T00:00:00Z,"CN=vertex-pubdev-used.gapinc.com, O=The Gap\, Inc., ST=California, C=US",vertex-pubdev-used.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ctls,vertex-pubdev-used.gapinc.com,443,https://vertex-pubdev-used.gapinc.com:443,https,,text/html,GET,193.122.202.198,,44,True,,
vertex-pubprod-used.gapinc.com,Vertex O Series,,876,vertex-pubprod-used.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-27T00:00:00Z,"CN=vertex-pubprod-used.gapinc.com, O=The Gap\, Inc., ST=California, C=US",vertex-pubprod-used.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ctls,vertex-pubprod-used.gapinc.com,443,https://vertex-pubprod-used.gapinc.com:443,https,,text/html,GET,132.226.63.90,,44,True,,
vertex-pubsit-used.gapinc.com,Vertex O Series,,876,vertex-pubsit-used.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-27T00:00:00Z,"CN=vertex-pubsit-used.gapinc.com, O=The Gap\, Inc., ST=California, C=US",vertex-pubsit-used.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ctls,vertex-pubsit-used.gapinc.com,443,https://vertex-pubsit-used.gapinc.com:443,https,,text/html,GET,129.159.106.75,,44,True,,
vertex-pubstage-used.gapinc.com,Vertex O Series,,876,vertex-pubstage-used.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-27T00:00:00Z,"CN=vertex-pubstage-used.gapinc.com, O=The Gap\, Inc., ST=California, C=US",vertex-pubstage-used.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ctls,vertex-pubstage-used.gapinc.com,443,https://vertex-pubstage-used.gapinc.com:443,https,,text/html,GET,129.159.68.20,,44,True,,
view.email.gapinc.com,Error,,932,view.email.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-02T00:00:00Z,"CN=view.email.gapinc.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",view.email.gapinc.com,"SALESFORCE.COM, INC.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,view.email.gapinc.com,443,https://view.email.gapinc.com:443,https,,text/html,GET,13.111.40.28,HSTS,28,,,
visibility.gapinc.com,Gap Inc Login,,11213,onelogon.gap.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-23T00:00:00Z,"CN=onelogon.gap.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",onelogon.gap.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,onelogon.gap.com,443,https://visibility.gapinc.com:443,https,,text/html,GET,52.255.212.181,,315,True,,
visibilitystage.gapinc.com,Gap Inc Login,,11206,onelogonqa.gap.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-21T00:00:00Z,"CN=onelogonqa.gap.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",onelogonqa.gap.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,onelogonqa.gap.com,443,https://visibilitystage.gapinc.com:443,https,,text/html,GET,52.226.168.200,,315,True,,
vp.gapinc.com,,,170,vp.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,"CN=gpcl.gapinc.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",gpcl.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,vp.gapinc.com,443,https://vp.gapinc.com:443,https,,text/html,GET,8.21.68.53,HSTS,4,,,
www.gapinc.com,Home | Gap Inc.,,66824,www.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-01T00:00:00Z,"CN=www.gapinc.com, O=The Gap\, Inc., ST=California, C=US",www.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ctls,www.gapinc.com,443,https://www.gapinc.com:443,https,Microsoft-IIS/10.0,text/html,GET,13.93.158.16,Windows Server,947,True,,
www2.gapinc.com,Microsoft Azure Web App - Error 404,,2667,www2.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-10T03:05:55Z,"CN=*.azurewebsites.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azurewebsites.net,Microsoft Corporation,"CN=Microsoft Azure TLS Issuing CA 02, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 02,Microsoft Corporation,ctls,www2.gapinc.com,443,https://www2.gapinc.com:443,https,,text/html,GET,13.93.158.16,,87,True,,
x1dev.gapinc.com,502 Bad Gateway,,585,x1dev.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2021-06-04T00:00:00Z,"CN=x1dev.gapinc.com, O=The Gap\, Inc., L=San Francisco, ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",x1dev.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,x1dev.gapinc.com,443,https://x1dev.gapinc.com:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,52.226.168.200,,14,True,True,
x1prod.gapinc.com,502 Bad Gateway,,585,x1prod.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-08T00:00:00Z,"CN=x1prod.gapinc.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",x1prod.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,x1prod.gapinc.com,443,https://x1prod.gapinc.com:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,52.255.212.181,,14,True,,
