input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,final_url,tls_mismatched,tls_subject_org_
17yulechang-okta-paydowncalc32x32.app.sandbox.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,35.168.0.0/13,17yulechang-okta-paydowncalc32x32.app.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,17yulechang-okta-paydowncalc32x32.app.sandbox.directly.com,,80,http://17yulechang-okta-paydowncalc32x32.app.sandbox.directly.com:80,http,Apache,text/html,GET,35.168.33.143,/,1344368402,3.214.232.166,Pure CSS,283,False,,*.doubleclick.net,https://17yulechang-okta-paydowncalc32x32.app.sandbox.directly.com/login/auth,True,
17yulechang-okta.app-clients.sandbox.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.218.182.0/24,17yulechang-okta.app-clients.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,17yulechang-okta.app-clients.sandbox.directly.com,,443,https://17yulechang-okta.app-clients.sandbox.directly.com:443,https,Apache,text/html,GET,3.214.232.166,/,1344368402,35.168.33.143,Pure CSS,283,False,,*.doubleclick.net,https://17yulechang-okta.app-clients.sandbox.directly.com/login/auth,True,
17yulechang-okta.app.sandbox-worker40.sandbox.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.224.0.0/12,17yulechang-okta.app.sandbox-worker40.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,17yulechang-okta.app.sandbox-worker40.sandbox.directly.com,,80,http://17yulechang-okta.app.sandbox-worker40.sandbox.directly.com:80,http,Apache,text/html,GET,3.232.232.251,/,2095155567,35.168.33.143,Pure CSS,283,False,,*.smooch.io,https://17yulechang-okta.app.sandbox-worker40.sandbox.directly.com/login/auth,True,
17yulechang-okta.app.sandbox.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,35.168.0.0/13,17yulechang-okta.app.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,17yulechang-okta.app.sandbox.directly.com,,80,http://17yulechang-okta.app.sandbox.directly.com:80,http,Apache,text/html,GET,35.168.33.143,/,1344368402,3.224.175.215,Pure CSS,283,False,,heapanalytics.com,https://17yulechang-okta.app.sandbox.directly.com/login/auth,True,
17yulechang-okta.appcontrol.sandbox.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.224.0.0/12,17yulechang-okta.appcontrol.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,17yulechang-okta.appcontrol.sandbox.directly.com,,80,http://17yulechang-okta.appcontrol.sandbox.directly.com:80,http,Apache,text/html,GET,3.232.232.251,/,1344368402,3.214.232.166,Pure CSS,283,False,,heapanalytics.com,https://17yulechang-okta.appcontrol.sandbox.directly.com/login/auth,True,
17yulechang-okta.cms.app.sandbox.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,35.168.0.0/13,17yulechang-okta.cms.app.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,17yulechang-okta.cms.app.sandbox.directly.com,,443,https://17yulechang-okta.cms.app.sandbox.directly.com:443,https,Apache,text/html,GET,35.168.33.143,/,1344368402,3.214.232.166,Pure CSS,283,False,,*.adroll.com,https://17yulechang-okta.cms.app.sandbox.directly.com/login/auth,True,
17yulechang-okta.sandbox.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.228.0.0/17,17yulechang-okta.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,17yulechang-okta.sandbox.directly.com,,80,http://17yulechang-okta.sandbox.directly.com:80,http,Apache,text/html,GET,3.224.175.215,/,1344368402,3.232.232.251,Pure CSS,283,False,,d.adroll.mgr.consensu.org,https://17yulechang-okta.sandbox.directly.com/login/auth,,
191-48.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,35.168.0.0/13,191-48.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,191-48.directly.com,,443,https://191-48.directly.com:443,https,Apache,text/html,GET,35.170.126.147,/,1899044793,3.234.85.12,Pure CSS,283,False,,cdn.heapanalytics.com,https://191-48.directly.com/login/auth,,
1fb95.demo.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,35.168.0.0/13,1fb95.demo.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,1fb95.demo.directly.com,,443,https://1fb95.demo.directly.com:443,https,Apache,text/html,GET,35.170.126.147,/,1899044793,3.234.85.12,Pure CSS,283,False,,connect.facebook.net,https://1fb95.demo.directly.com/login/auth,True,
20.sandbox.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.218.182.0/24,20.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,20.sandbox.directly.com,,443,https://20.sandbox.directly.com:443,https,Apache,text/html,GET,3.214.232.166,/,1344368402,3.232.232.251,Pure CSS,283,False,,www.googleadservices.com,https://20.sandbox.directly.com/login/auth,,
222.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.224.0.0/12,222.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,222.directly.com,,443,https://222.directly.com:443,https,Apache,text/html,GET,3.234.85.12,/,1899044793,3.214.173.51,Pure CSS,283,False,,*.smooch.io,https://222.directly.com/login/auth,,
253aapp.productions-okta-service.sandbox.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.224.0.0/12,253aapp.productions-okta-service.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,253aapp.productions-okta-service.sandbox.directly.com,,443,https://253aapp.productions-okta-service.sandbox.directly.com:443,https,Apache,text/html,GET,3.232.232.251,/,1344368402,35.168.33.143,Pure CSS,283,False,,*.iteratehq.com,https://253aapp.productions-okta-service.sandbox.directly.com/login/auth,True,
29d33.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,35.168.0.0/13,29d33.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,29d33.directly.com,,443,https://29d33.directly.com:443,https,Apache,text/html,GET,35.170.126.147,/,1899044793,3.210.22.86,Pure CSS,283,False,,*.adroll.com,https://29d33.directly.com/login/auth,,
2b-www.sandbox.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.224.0.0/12,2b-www.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,2b-www.sandbox.directly.com,,80,http://2b-www.sandbox.directly.com:80,http,Apache,text/html,GET,3.232.232.251,/,2095155567,3.224.175.215,Pure CSS,283,False,,*.google-analytics.com,https://2b-www.sandbox.directly.com/login/auth,,
2fcommunity.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,35.168.0.0/13,2fcommunity.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,2fcommunity.directly.com,,443,https://2fcommunity.directly.com:443,https,Apache,text/html,GET,35.170.126.147,/,1899044793,3.214.173.51,Pure CSS,283,False,,heapanalytics.com,https://2fcommunity.directly.com/login/auth,,
2k.directly.com,We can't find the page you're looking for | Directly,404,11035,AS14618,AMAZON-AES,US,3.218.182.0/24,2k.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,2k.directly.com,,443,https://2k.directly.com:443,https,Apache,text/html,GET,3.210.22.86,/,1899044793,3.214.173.51,Pure CSS,310,False,,www.googleadservices.com,https://2k.directly.com/login/auth,,
2ww.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.224.0.0/12,2ww.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,2ww.directly.com,,443,https://2ww.directly.com:443,https,Apache,text/html,GET,3.234.85.12,/,1899044793,3.210.22.86,Pure CSS,283,False,,cdn.heapanalytics.com,https://2ww.directly.com/login/auth,,
