new,host,a,soa,status_code,cname,aaaa,caa,cdn,cdn-name,has_internal_ips,internal_ips,txt,mx,ns
[x],pdclpcrp53.fisglobal.com,156.55.139.166,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp54.fisglobal.com,156.55.139.167,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp56.fisglobal.com,156.55.139.169,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp57.fisglobal.com,156.55.139.170,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp59.fisglobal.com,156.55.139.172,,NOERROR,,,,,,,,,,
[x],pdclpcrp60.fisglobal.com,156.55.139.173,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp61.fisglobal.com,156.55.204.45,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp62.fisglobal.com,156.55.204.46,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp64.fisglobal.com,156.55.204.48,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp66.fisglobal.com,156.55.204.50,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp67.fisglobal.com,156.55.204.51,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp69.fisglobal.com,156.55.204.53,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp71.fisglobal.com,156.55.204.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp72.fisglobal.com,156.55.205.54,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp73.fisglobal.com,156.55.205.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp74.fisglobal.com,156.55.205.56,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp75.fisglobal.com,156.55.205.57,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp78.fisglobal.com,156.55.205.60,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp79.fisglobal.com,156.55.205.61,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp81.fisglobal.com,156.55.205.63,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp82.fisglobal.com,156.55.204.254,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrpcto01.fisglobal.com,156.55.139.251,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrpcto03.fisglobal.com,156.55.205.21,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrpcto04.fisglobal.com,156.55.205.22,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrpcto07.fisglobal.com,156.55.204.23,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrpcto08.fisglobal.com,156.55.204.24,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcmbl-akamai01.fisglobal.com,156.55.204.43,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcmblrp01.fisglobal.com,156.55.139.44,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcmblrp03.fisglobal.com,156.55.139.46,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcmblrp05.fisglobal.com,156.55.139.86,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcppd-akamai01.fisglobal.com,156.55.204.44,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcppdrp02.fisglobal.com,156.55.139.181,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcppdrp03.fisglobal.com,156.55.139.182,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcppdrp04.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcppdrp05.fisglobal.com,156.55.139.184,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcppdrp06.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcppdrp07.fisglobal.com,156.55.139.186,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcppdrp08.fisglobal.com,156.55.139.187,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],peekin.fisglobal.com,156.55.138.29,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],peoplepay-qa-bnymellonwealth-com.fisglobal.com,156.55.26.47,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pfsftppub.fisglobal.com,156.55.202.47,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pgp.fisglobal.com,104.102.53.67,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"pgp.fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,,
[x],phxcrprp02.fisglobal.com,156.55.139.17,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],phxdbtrp01.fisglobal.com,156.55.139.121,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],phxdbtrp02.fisglobal.com,156.55.139.122,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],phxdbtrp03.fisglobal.com,156.55.139.123,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pics.fisglobal.com,156.55.138.66,,NOERROR,,,,,,,,,,
[x],piper.fisglobal.com,170.132.176.54,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pki.fisglobal.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"pki.fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,,
[x],pm-bounces.fisglobal.com,138.197.30.54,"ns-1077.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,pm.mtasv.net,,,,,,,"google-site-verification=pViDNqSauXskObXnIyWwa2KxIP-CAA9GWpasGALiYek, mailru-verification: 7e478ddcd067e847, v=spf1 include:spf.mtasv.net -all, google-site-verification=2ltbW8iunE_pv1YaZoVYbntlT_hNyiAaBkhcO9fgZ8s","p-pm-bounce-smtp01c-aws-useast2c.mtasv.net, p-pm-bounce-smtp01a-aws-useast2a.mtasv.net",
[x],pnb.preprod.dpp.gtm-uk.fisglobal.com,185.41.234.136,"gtm-cluster-ulw.fisglobal.com, hostmaster.cdv01-lwa01ma-enuk.fnfis.com, gtm-cluster-ule.fisglobal.com, hostmaster.cdv01-lea01ma-enuk.fnfis.com",NOERROR,ws1.preprod.dpp.gtm-uk.fisglobal.com,,,,,,,,,
[x],popular-dr-optimist.fisglobal.com,156.55.84.32,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],popular-optimist.fisglobal.com,156.55.49.189,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],popular-uat-optimist.fisglobal.com,156.55.49.190,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],portal.fisglobal.com,104.102.53.67,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"portal.fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,,
[x],portal.ssb.fisglobal.com,"104.126.36.81, 104.126.36.88","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"portal.ssb.fisglobal.com.edgekey.net, e98653.a.akamaiedge.net",,,,,,,,,
[x],portal2.ssb.fisglobal.com,213.41.122.235,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],portaltest.fisglobal.com,"2.19.124.214, 2.19.124.204","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"idmt2.fisglobal.com.edgekey.net, e126355.dsca.akamaiedge.net","2a02:26f0:3500:18::1724:a295, 2a02:26f0:3500:18::1724:a292",,,,,,,,
[x],pp-apt-enterprise.fisglobal.com,104.81.234.98,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"pp-apt-enterprise.fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,,
[x],pp-apt2-enterprise.fisglobal.com,23.67.129.166,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"pp-apt2-enterprise.fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,,
[x],ppm.fisglobal.com,206.71.17.12,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pps-pdc-websrv-redirect.fisglobal.com,156.55.205.70,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pps-western-union-listener-pdc.fisglobal.com,156.55.51.59,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],prime01.readiness.fisglobal.com,156.55.114.71,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],prime02.readiness.fisglobal.com,156.55.114.72,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],primeassociates.com-new.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],primeiq.com-new.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],prod-apps.lending.fisglobal.com,206.71.30.32,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],prod-are.fisglobal.com,"104.126.37.139, 104.126.37.145","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"prod-are.fisglobal.com.edgekey.net, e129271.a.akamaiedge.net",,,,,,,,,
[x],prod-db-easternbank.fisglobal.com,156.55.50.57,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],prod-db-popular.fisglobal.com,156.55.50.22,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],prod-flo-a.lending.fisglobal.com,69.36.17.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,prod.lending.fisglobal.com,,,,,,,,,
[x],prod-flo-k.lending.fisglobal.com,69.36.17.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,prod.lending.fisglobal.com,,,,,,,,,
[x],prod-flo-l.lending.fisglobal.com,69.36.17.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,prod.lending.fisglobal.com,,,,,,,,,
[x],prod-flo-n.lending.fisglobal.com,69.36.17.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,prod.lending.fisglobal.com,,,,,,,,,
[x],prod-flo-o.lending.fisglobal.com,69.36.17.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,prod.lending.fisglobal.com,,,,,,,,,
[x],prod-flo-r.lending.fisglobal.com,69.36.17.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,prod.lending.fisglobal.com,,,,,,,,,
[x],prod-flo-t.lending.fisglobal.com,69.36.17.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,prod.lending.fisglobal.com,,,,,,,,,
[x],prod-flo-u.lending.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,prod.lending.fisglobal.com,,,,,,,,,
[x],prod-flo-v.lending.fisglobal.com,69.36.17.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,prod.lending.fisglobal.com,,,,,,,,,
[x],prod-flo.lending.fisglobal.com,69.36.17.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,prod.lending.fisglobal.com,,,,,,,,,
[x],prod-lois.lending.fisglobal.com,69.36.17.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,prod.lending.fisglobal.com,,,,,,,,,
[x],prod-losk.lending.fisglobal.com,206.71.30.37,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],prod-losl.lending.fisglobal.com,206.71.30.38,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],prod-losm.lending.fisglobal.com,206.71.30.51,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],prod-loso.lending.fisglobal.com,206.71.30.87,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],prod-losr.lending.fisglobal.com,206.71.30.88,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],prod-simplicity.lending.fisglobal.com,69.36.17.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,prod.lending.fisglobal.com,,,,,,,,,
[x],prod-smc-1.lending.fisglobal.com,69.36.17.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,prod.lending.fisglobal.com,,,,,,,,,
[x],prod-smc-2.lending.fisglobal.com,69.36.17.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,prod.lending.fisglobal.com,,,,,,,,,
[x],prod.lending.fisglobal.com,69.36.17.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],prodgap.au.fisglobal.com,63.141.160.20,"ns1.au.fisglobal.com, hostmaster.fisglobal.com",NOERROR,,,,,,,,,,
[x],producttest.fisglobal.com,205.141.250.250,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],profile-ally.fisglobal.com,156.55.50.181,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],profile-uat1-ally.fisglobal.com,156.55.116.146,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],profile-uat2-2-ally.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],profile8-ods.fisglobal.com,156.55.119.102,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],prophet-ci.fisglobal.com,"2.20.142.97, 92.122.215.49","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"prophet-ci.fisglobal.com.edgekey.net, e69585.dsca.akamaiedge.net","2a02:26f0:c900:9::5f65:4a96, 2a02:26f0:c900:9::5f65:4a9c",,,,,,,,
[x],prophet-staging.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],protect21test-new.fisglobal.com,156.55.205.23,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],protect21test.fisglobal.com,65.245.75.71,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],proxima2-uat-fiscd.fisglobal.com,156.55.52.44,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],public-connections-private.fisglobal.com,156.55.117.15,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],public-connections.fisglobal.com,156.55.138.182,"a1-66.akam.net, admin.dnstinations.com",NOERROR,ltclnprp114.fisglobal.com,,,,,,,,,
[x],push.fisglobal.com,147.249.130.111,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pwa.fisglobal.com,"23.213.161.197, 23.213.161.219","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"pwa.fisglobal.com.edgekey.net, e112434.dsca.akamaiedge.net","2a02:26f0:c900:9::5f65:4aa3, 2a02:26f0:c900:9::5f65:4aa0",,,,,,,,
[x],pwdwbo04.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pwdwbo05.fisglobal.com,156.55.114.24,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pwdwbo06.fisglobal.com,156.55.114.25,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pwdwbo08.fisglobal.com,156.55.114.27,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pwdwbo09.fisglobal.com,156.55.114.28,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pwdwbo11.fisglobal.com,156.55.114.30,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pwdwbo13.fisglobal.com,156.55.114.32,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pwdwbo15.fisglobal.com,156.55.114.34,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pwdwbo18.fisglobal.com,156.55.114.37,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pwdwbo21.fisglobal.com,156.55.114.40,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pwdwbo23.fisglobal.com,156.55.114.42,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pwdwbo25.fisglobal.com,156.55.114.44,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pwdwbo27.fisglobal.com,156.55.114.46,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pwdwbo29.fisglobal.com,156.55.114.48,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pwdwbo30.fisglobal.com,156.55.114.49,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pwdwbo31.fisglobal.com,156.55.114.50,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pwdwbo32.fisglobal.com,156.55.114.51,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pwdwbo33.fisglobal.com,156.55.114.52,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],qa-securities.fisglobal.com,209.117.61.56,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],qabeb.fisglobal.com,205.141.250.133,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],qat1-internetdirect.fisglobal.com,104.81.234.98,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"qat1-internetdirect.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:d200:488::3b69, 2a02:26f0:d200:480::3b69",,,,,,,,
[x],qat10-internetdirect.fisglobal.com,104.102.53.67,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"qat10-internetdirect.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:3100:3ab::3b69, 2a02:26f0:3100:39b::3b69",,,,,,,,
[x],qat12-internetdirect.fisglobal.com,104.102.53.67,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"qat12-internetdirect.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:480:5ad::3b69, 2a02:26f0:480:59f::3b69",,,,,,,,
[x],qat3-internetdirect.fisglobal.com,104.102.53.67,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"qat3-internetdirect.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:480:59f::3b69, 2a02:26f0:480:5ad::3b69",,,,,,,,
[x],qat4-internetdirect.fisglobal.com,104.81.234.98,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"qat4-internetdirect.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:d200:480::3b69, 2a02:26f0:d200:488::3b69",,,,,,,,
[x],qat5-internetdirect.fisglobal.com,84.53.164.191,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"qat5-internetdirect.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:3500:88e::3b69, 2a02:26f0:3500:88d::3b69",,,,,,,,
[x],qat6-internetdirect.fisglobal.com,23.221.250.203,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"qat6-internetdirect.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:c900:28a::3b69, 2a02:26f0:c900:286::3b69",,,,,,,,
[x],qat9-internetdirect.fisglobal.com,23.53.50.161,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"qat9-internetdirect.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net",2001:2030:21:1a5::3b69,,,,,,,,
[x],qr.fisglobal.com,"13.225.78.107, 13.225.78.127, 13.225.78.65, 13.225.78.98","ns-125.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,q-r.to,,,True,cloudfront,,,v=spf1 include:spf.mandrillapp.com -all,,"ns-125.awsdns-15.com, ns-968.awsdns-57.net, ns-1390.awsdns-45.org, ns-1775.awsdns-29.co.uk"
[x],radm.fisglobal.com,95.100.69.78,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"radm.fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,,
[x],raftid.fisglobal.com,23.198.16.116,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"raftid.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:c900:28a::3b69, 2a02:26f0:c900:286::3b69",,,,,,,,
[x],rap.dpp.gtm-uk.fisglobal.com,185.41.234.157,"gtm-cluster-ule.fisglobal.com, hostmaster.cdv01-lea01ma-enuk.fnfis.com",NOERROR,,,,,,,,,,
[x],rap.preprod.dpp.gtm-uk.fisglobal.com,185.41.234.136,"gtm-cluster-ule.fisglobal.com, hostmaster.cdv01-lea01ma-enuk.fnfis.com",NOERROR,ws1.preprod.dpp.gtm-uk.fisglobal.com,,,,,,,,,
[x],ratst.fisglobal.com,23.5.237.63,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"ratst.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2600:1408:7400:395::3b69, 2600:1408:7400:388::3b69",,,,,,,,
[x],rbc-batch.fisglobal.com,156.55.50.183,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],rbc-prod-csr-nat.fisglobal.com,156.55.116.148,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],rbc-prod-reportui-nat.fisglobal.com,156.55.116.227,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],rbc-prod-xpress-nat.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],rbc-ticketing.fisglobal.com,156.55.50.109,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],rbc-uat-ticketing.fisglobal.com,156.55.52.43,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],rbcbnxgn-prod.fisglobal.com,156.55.49.193,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],rdocs.fisglobal.com,"2.16.241.98, 2.16.241.86","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"rdocs.fisglobal.com.edgekey.net, e80287.dsca.akamaiedge.net","2a02:26f0:480:d::210:f162, 2a02:26f0:480:d::210:f156",,,,,,,,
[x],readiness.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,"a11-66.akam.net, a26-65.akam.net, a1-135.akam.net, a7-66.akam.net, a18-64.akam.net, a16-67.akam.net"
[x],regu.fisglobal.com,23.67.129.166,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"regu.fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,,
[x],remedyweb-fame.fisglobal.com,147.249.128.47,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],reply.fisglobal.com,74.112.69.25,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,reply.fisglobal.com,
[x],repo1.fisglobal.com,156.55.203.233,"a1-66.akam.net, admin.dnstinations.com",NOERROR,ltcbpyrp01.fisglobal.com,,,,,,,,,
[x],reporting-ally.fisglobal.com,156.55.117.207,"a1-66.akam.net, admin.dnstinations.com",NOERROR,aly-prod2-reporting-nat.fisglobal.com,,,,,,,,,
[x],reporting-amex.fisglobal.com,156.55.116.209,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],reporting-amp.fisglobal.com,156.55.116.156,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],reporting-bbd.fisglobal.com,156.55.116.94,"a1-66.akam.net, admin.dnstinations.com",NOERROR,nat-156-55-116-94.fisglobal.com,,,,,,,,,
[x],reporting-rbc.fisglobal.com,156.55.116.227,"a1-66.akam.net, admin.dnstinations.com",NOERROR,rbc-prod-reportui-nat.fisglobal.com,,,,,,,,,
[x],reports-amp.fisglobal.com,156.55.116.175,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],reports.fisglobal.com,216.83.185.9,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],resolve.fisglobal.com,156.55.115.176,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],results.fisglobal.com,84.53.164.191,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"results.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:5d00:38b::3b69, 2a02:26f0:5d00:3bb::3b69",,,,,,,,
[x],rfchealthspace.fisglobal.com,23.53.50.161,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"rfchealthspace.fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,,
[x],rg-bva-rtpuat.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],rg-cbis-rtpuat.fisglobal.com,156.55.52.93,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ris2.fisglobal.com,170.132.25.24,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],riskservice1.fisglobal.com,213.212.109.171,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],riskservice2.fisglobal.com,213.212.109.172,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],riskservice3.fisglobal.com,213.212.109.173,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],rmpoint.fisglobal.com,23.67.129.166,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"rmpoint.fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,,
[x],rmpoint.readiness.fisglobal.com,205.141.250.72,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],rmpoint4a.fisglobal.com,206.71.20.99,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],rmpoint4a.readiness.fisglobal.com,205.141.250.21,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],rpbdc04.fisglobal.com,206.71.17.158,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],rpltc02.fisglobal.com,199.200.24.180,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
