new,host,a,cname,soa,status_code,mx,ns,txt,aaaa,cdn,cdn-name,has_internal_ips,internal_ips,caa
[x],www.business.westernunion.ch,206.201.227.12,"business.westernunion.customhouse.com, origin.business.westernunion.com",,NOERROR,,,,,,,,,
[x],www.business.westernunion.com.au,206.201.227.12,"business.westernunion.customhouse.com, origin.business.westernunion.com",,NOERROR,,,,,,,,,
[x],www.business.westernunion.lu,206.201.227.12,"business.westernunion.customhouse.com, origin.business.westernunion.com",,NOERROR,,,,,,,,,
[x],www.demo.wuedge.com,23.67.130.191,"demo.wuedge.com, wubsnonprod.com.edgekey.net, e17182.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],www.india.westernunion.com,"66.218.160.182, 66.218.170.182",india.westernunion.com,,NOERROR,,,,,,,,,
[x],www.internationalpayments.macatawabank.fi.westernunion.com,206.201.227.111,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],www.onlinefx.westernunion.com.au,206.201.227.12,"business.westernunion.customhouse.com, origin.business.westernunion.com",,NOERROR,,,,,,,,,
[x],www.uat.wuedge.com,95.100.72.102,"uat.wuedge.com, uat.wuedge.com.00d00000000hduyeai.live.siteforce.com, wubsnonprod.com.edgekey.net, e17182.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],www.westernunion.at,,,,NOERROR,,,,,,,,,
[x],www.westernunion.ca,23.212.206.185,"www.westernunion.ca.edgekey.net, e6755.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],www.westernunion.ch,"66.218.170.217, 66.218.160.217",,,NOERROR,,,,,,,,,
[x],www.westernunion.co.nz,"66.218.160.175, 66.218.170.175",,,NOERROR,,,,,,,,,
[x],www.westernunion.co.uk,23.212.206.185,"www.westernunion.co.uk.edgekey.net, e6755.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],www.westernunion.com.au,"66.218.170.210, 66.218.160.210",,,NOERROR,,,,,,,,,
[x],www.westernunion.de,"66.218.160.213, 66.218.170.213",,"gtmwubrid01.westernunion.com, hostmaster.gtmwubrid01.westernunion.com",NOERROR,,,,,,,,,
[x],www.westernunion.dk,"104.126.37.160, 104.126.37.145","www.westernunion.dk.edgekey.net, e78559.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],www.westernunion.ee,"66.218.160.219, 66.218.170.219",,,NOERROR,,,,,,,,,
[x],www.westernunion.es,"104.126.37.145, 104.126.37.160","www.westernunion.es.edgekey.net, e78559.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],www.westernunion.fi,"2.16.241.83, 2.16.241.71","www.westernunion.fi.edgekey.net, e78559.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],www.westernunion.fr,23.42.200.124,"www.westernunion.fr.edgekey.net, e6755.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],www.westernunion.gr,194.50.43.27,,,NOERROR,,,,,,,,,
[x],www.westernunion.it,,,,NOERROR,,,,,,,,,
[x],www.westernunion.lu,"66.218.170.220, 66.218.160.220",,,NOERROR,,,,,,,,,
[x],www.westernunion.no,23.42.200.124,"www.westernunion.no.edgekey.net, e6755.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],www.westernunion.pl,66.218.170.218,,,NOERROR,,,,,,,,,
[x],www.westernunion.se,"92.123.189.65, 92.123.189.114","www.westernunion.se.edgekey.net, e78559.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],www.wunt.westernunion.com,,,,NOERROR,,,,,,,,,
[x],www1-test.globalpay.westernunion.com,206.201.228.24,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],www1.globalpay.westernunion.com,206.201.227.28,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],www1.perf-globalpay.westernunion.com,,,,NOERROR,,,,,,,,,
[x],www1.prod-globalpay.westernunion.com,,,,NOERROR,,,,,,,,,
[x],www1.uat-globalpay.westernunion.com,,,,NOERROR,,,,,,,,,
[x],www2.westernunion.com,"2.20.132.154, 2.20.132.138","www2.westernunion.com.edgekey.net, e87064.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],www3.westernunion.com,"2.20.132.138, 2.20.132.154","www3.westernunion.com.edgekey.net, e87064.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],wwwcorpcu.fi.westernunion.com,198.168.95.46,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],wwwfx4business.fi.westernunion.com,198.168.95.47,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],wwwonlineforexpaymentscouk.fi.westernunion.com,,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],xetradebusiness.fi.westernunion.com,206.201.227.101,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
