new,host,a,aaaa,soa,status_code,cdn,cdn-name,cname,txt,caa,mx,ns
[x],deriv-api.crypto.com,"104.17.109.60, 104.17.108.60","2606:4700::6811:6d3c, 2606:4700::6811:6c3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],dev.mona.co,"104.17.242.79, 104.17.243.79","2606:4700::6811:f24f, 2606:4700::6811:f34f","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],doc.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],download.mona.co,"104.17.243.79, 104.17.242.79","2606:4700::6811:f24f, 2606:4700::6811:f34f","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],dprd.crypto.com,,,"ns-302.awsdns-37.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1968.awsdns-54.co.uk, ns-302.awsdns-37.com, ns-762.awsdns-31.net, ns-1457.awsdns-54.org"
[x],dt.crypto.com,"104.17.109.60, 104.17.108.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],exchange-docs.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6d3c, 2606:4700::6811:6c3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],exchange.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6d3c, 2606:4700::6811:6c3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],get-test.mona.co,,,"chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],help.mco.crypto.com,"104.17.109.60, 104.17.108.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],herrgards.crypto.com,"104.17.109.60, 104.17.108.60","2606:4700::6811:6d3c, 2606:4700::6811:6c3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],itsupport.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],j.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],js.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],kibana.mona.co,"104.17.243.79, 104.17.242.79","2606:4700::6811:f24f, 2606:4700::6811:f34f","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],link.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,"google-site-verification=Qe2RbAgzuXeqh98aKX_q0Cf5Y69jADjpRQwkWf7sRgQ, v=spf1 include:amazonses.com ~all",,,
[x],localization-api.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6d3c, 2606:4700::6811:6c3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],marketing-api.crypto.com,"104.17.109.60, 104.17.108.60","2606:4700::6811:6d3c, 2606:4700::6811:6c3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],mco.crypto.com,"104.17.109.60, 104.17.108.60","2606:4700::6811:6d3c, 2606:4700::6811:6c3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,"facebook-domain-verification=8y8dsk7b387u8fdzhwd38r7918jd61, v=spf1 a mx include:sendgrid.net include:_spf.google.com ?all",,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com",
[x],media.nft.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],merchant.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],mona.co,"104.17.242.79, 104.17.243.79","2606:4700::6811:f24f, 2606:4700::6811:f34f","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,"google-site-verification=zy0r-n_xnjumKvxKJ0ZgiIr13Tg-6SclZ6L_wl5eS2Y, v=spf1 mx include:servers.mcsv.net include:_spf.mandrillapp.com include:_spf.google.com include:spf-00543801.pphosted.com a ?all, MS=3053023C69ED5C86A8CAF9C29C7FF23AF8277874, MS=ms77048381",,"aspmx3.googlemail.com, mxa-00543801.gslb.pphosted.com, mxb-00543801.gslb.pphosted.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com, aspmx2.googlemail.com","chad.ns.cloudflare.com, sima.ns.cloudflare.com"
[x],notifications.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],o1.news.mco.crypto.com,168.245.126.71,,"chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],o2232.abmail.news.crypto.com,167.89.32.187,,"chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],o2662.abmail.serviceinfo.crypto.com,149.72.155.221,,"chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],o3.ptr7470.mco.crypto.com,168.245.45.144,,"chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],o4.ptr3606.mco.crypto.com,198.37.150.99,,"chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],oauth2.crypto.com,"104.17.109.60, 104.17.108.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],opening-night.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],passcode-mco.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6d3c, 2606:4700::6811:6c3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],pay-docs.crypto.com,"104.17.109.60, 104.17.108.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],pay-node.crypto.com,"104.17.108.60, 104.17.109.60",,"chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],pay.crypto.com,"104.17.109.60, 104.17.108.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],payid.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],paystring.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6d3c, 2606:4700::6811:6c3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],po.crypto.com,"104.17.109.60, 104.17.108.60","2606:4700::6811:6d3c, 2606:4700::6811:6c3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],price-api.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6d3c, 2606:4700::6811:6c3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],price-member-api.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6d3c, 2606:4700::6811:6c3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],promo.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],queue.crypto.com,,,"chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],referral-test.crypto.com,"104.17.109.60, 104.17.108.60","2606:4700::6811:6d3c, 2606:4700::6811:6c3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],sgx.crypto.com,,,"chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],st.mona.co,"104.17.242.79, 104.17.243.79","2606:4700::6811:f24f, 2606:4700::6811:f34f","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],static.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],static2.crypto.com,"104.17.109.60, 104.17.108.60","2606:4700::6811:6d3c, 2606:4700::6811:6c3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],status.crypto.com,52.215.192.133,,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,0fyr5zwm29g2.stspg-customer.com,v=spf1 include:stspg-customer.com ~all,,,
[x],stream.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],subscribe.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],tax.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],uc.crypto.com,"104.17.109.60, 104.17.108.60","2606:4700::6811:6d3c, 2606:4700::6811:6c3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],vault.crypto.com,"104.17.109.60, 104.17.108.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],wallet.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],ws.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],www.crypto.com,"104.17.109.60, 104.17.108.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],www.mona.co,"104.17.242.79, 104.17.243.79","2606:4700::6811:f34f, 2606:4700::6811:f24f","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],x-xxviii-mmxxi.crypto.com,"104.17.108.60, 104.17.109.60","2606:4700::6811:6d3c, 2606:4700::6811:6c3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],x.mona.co,,,"ns-1085.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-480.awsdns-60.com, ns-1005.awsdns-61.net, ns-1085.awsdns-07.org, ns-2017.awsdns-60.co.uk"
[x],xf2.crypto.com,"104.17.109.60, 104.17.108.60","2606:4700::6811:6c3c, 2606:4700::6811:6d3c","chad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
