input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,tech_,lines,failed,cdn,csp_domains_,location,final_url,chain_status_codes_,tls_expired
startinternal.ap-northeast-1.production.paypay.gm.pai.mypaytm.com,404 Not Found,404,548,startinternal.ap-northeast-1.production.paypay.gm.pai.mypaytm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-10T00:00:00Z,2023-10-01T23:59:59Z,CN=ap-northeast-1.production.paypay.gm.pai.mypaytm.com,ap-northeast-1.production.paypay.gm.pai.mypaytm.com,,*.ap-northeast-1.production.paypay.gm.pai.mypaytm.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2c778bc3abb87c7423254a242b25ee54,1f8e9794ed836fea3df6abf02f8502a0f34a492fdc7a8ecfa14bf10cf9f778e1,True,ctls,startinternal.ap-northeast-1.production.paypay.gm.pai.mypaytm.com,,443,https://startinternal.ap-northeast-1.production.paypay.gm.pai.mypaytm.com:443,https,,text/html,GET,52.198.94.176,/,566218143,,14,False,,,,,,
static-staging.lending.paytm.com,Invalid URL,400,208,static-staging.lending.paytm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=secure.paytm.com, O=One 97 Communications Ltd, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.com,One 97 Communications Ltd,*.lending.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,a81c9aabb3cd1f43f9b1eb10e29f43a3,597253b621912e80b01a1b4ed4a3de6bfd4eac93cac97604a1b40733bc4281c1,True,ctls,static-staging.lending.paytm.com,,443,https://static-staging.lending.paytm.com:443,https,AkamaiGHost,text/html,GET,104.102.52.13,/,-1934673849,,8,False,,,,,,
static-staging.paytm.in,403 Forbidden,403,548,static-staging.paytm.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-16T00:00:00Z,2023-12-14T23:59:59Z,"CN=*.paytm.in, O=one 97 communications ltd, L=Noida, ST=Uttar Pradesh, C=IN",*.paytm.in,one 97 communications ltd,paytm.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,6ea6e4c73fdb0494842ce257f3c9881d,e8840f2dd9e215a49114d75eb1a9a4f643ccd0e8fe477bcef460e6f1341fb9f1,True,ctls,static-staging.paytm.in,,443,https://static-staging.paytm.in:443,https,nginx,text/html,GET,65.1.232.122,/,566218143,Nginx,14,False,,,,,,
static.hero.paytm.ca,,403,243,static.hero.paytm.ca,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2023-04-28T23:59:59Z,CN=static.hero.paytm.ca,static.hero.paytm.ca,,static.hero.paytm.ca,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,487900fb7f99ea5794cbe4a66d5b0949,e812e48796e05dd629c5a708d415358b0d5e53c47e3616170d5d5f9e4f080b15,,ctls,static.hero.paytm.ca,cloudfront,443,https://static.hero.paytm.ca:443,https,AmazonS3,application/xml,GET,13.32.99.50,/,773284043,Amazon Web Services,2,False,True,,,,,True
static.paytmbank.com,403 Forbidden,403,564,static.paytmbank.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-06-21T00:00:00Z,2023-06-21T23:59:59Z,"CN=*.paytmbank.com, O=Paytm Payments Bank Ltd, L=New Delhi, ST=Delhi, C=IN",*.paytmbank.com,Paytm Payments Bank Ltd,paytmbank.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,76dded5db9da527df8cc4dfc61849f71,0b24641a8a098679d13143f35149a5c9bd2f41f39f191b211b915601427f7e71,True,ctls,static.paytmbank.com,,443,https://static.paytmbank.com:443,https,nginx,text/html,GET,23.201.245.180,/,1506877856,Nginx,14,False,,,,,,
static.paytmmoney.com,Access Denied,403,270,static.paytmmoney.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-06-03T00:00:00Z,2023-07-04T23:59:59Z,"CN=*.paytmmoney.com, O=PAYTM MONEY LIMITED, L=South Delhi, ST=Delhi, C=IN",*.paytmmoney.com,PAYTM MONEY LIMITED,paytmmoney.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,46476f7005e6b6a3b758eb30424eb311,1a2793750518637a19586e668b5b61338a632c93741d62b7025d9f1b02ab5bb6,True,ctls,static.paytmmoney.com,,443,https://static.paytmmoney.com:443,https,AkamaiGHost,text/html,GET,104.102.43.231,/,102706074,,10,False,,,,,,
staticgw.paytm.in,Powered by lighttpd,200,844,staticgw.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-15T00:00:00Z,2024-04-14T23:59:59Z,"CN=*.paytm.in, O=One 97 Communications Ltd, L=Noida, ST=Uttar Pradesh, C=IN",*.paytm.in,One 97 Communications Ltd,paytm.in,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,7e7d6db00fd72641d42545d2b506d737,f14bb1b23243a770ae777c7112d65600cb2b41b4d0f28574af07f5994a5f3732,True,ctls,staticgw.paytm.in,,443,https://staticgw.paytm.in:443,https,nginx,text/html,GET,104.126.37.176,/,1423930703,Nginx,31,False,,,,,,
staticgw1.paytm.in,Powered by lighttpd,200,844,staticgw1.paytm.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-20T00:00:00Z,2023-12-19T23:59:59Z,"CN=secure.paytm.in, O=One 97 Communications Limited, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.in,One 97 Communications Limited,www.business.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,cf13e8efe3b5d9eba4ca598be0ac3359,96a39c03138d393f5073adf7ac58330ad1ec96a6cea2ec98f26cc22a12977db9,,ctls,staticgw1.paytm.in,,443,https://staticgw1.paytm.in:443,https,nginx,text/html,GET,104.102.35.103,/,1423930703,Nginx,31,False,,,,,,
staticgw2.paytm.in,Powered by lighttpd,200,844,staticgw2.paytm.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-20T00:00:00Z,2023-12-19T23:59:59Z,"CN=secure.paytm.in, O=One 97 Communications Limited, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.in,One 97 Communications Limited,www.business.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,cf13e8efe3b5d9eba4ca598be0ac3359,96a39c03138d393f5073adf7ac58330ad1ec96a6cea2ec98f26cc22a12977db9,,ctls,staticgw2.paytm.in,,443,https://staticgw2.paytm.in:443,https,nginx,text/html,GET,104.102.35.103,/,1423930703,Nginx,31,False,,,,,,
staticgw3.paytm.in,Powered by lighttpd,200,844,staticgw3.paytm.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-20T00:00:00Z,2023-12-19T23:59:59Z,"CN=secure.paytm.in, O=One 97 Communications Limited, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.in,One 97 Communications Limited,www.business.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,cf13e8efe3b5d9eba4ca598be0ac3359,96a39c03138d393f5073adf7ac58330ad1ec96a6cea2ec98f26cc22a12977db9,,ctls,staticgw3.paytm.in,,443,https://staticgw3.paytm.in:443,https,nginx,text/html,GET,104.102.35.103,/,1423930703,Nginx,31,False,,,,,,
staticgw4.paytm.in,Powered by lighttpd,200,844,staticgw4.paytm.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-20T00:00:00Z,2023-12-19T23:59:59Z,"CN=secure.paytm.in, O=One 97 Communications Limited, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.in,One 97 Communications Limited,www.business.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,cf13e8efe3b5d9eba4ca598be0ac3359,96a39c03138d393f5073adf7ac58330ad1ec96a6cea2ec98f26cc22a12977db9,,ctls,staticgw4.paytm.in,,443,https://staticgw4.paytm.in:443,https,nginx,text/html,GET,104.102.35.103,/,1423930703,Nginx,31,False,,,,,,
staticgw5.paytm.in,Powered by lighttpd,200,844,staticgw5.paytm.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-20T00:00:00Z,2023-12-19T23:59:59Z,"CN=secure.paytm.in, O=One 97 Communications Limited, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.in,One 97 Communications Limited,www.business.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,cf13e8efe3b5d9eba4ca598be0ac3359,96a39c03138d393f5073adf7ac58330ad1ec96a6cea2ec98f26cc22a12977db9,,ctls,staticgw5.paytm.in,,443,https://staticgw5.paytm.in:443,https,nginx,text/html,GET,104.102.35.103,/,1423930703,Nginx,31,False,,,,,,
staticpg.paytm.in,,200,36,staticpg.paytm.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-20T00:00:00Z,2023-12-19T23:59:59Z,"CN=secure.paytm.in, O=One 97 Communications Limited, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.in,One 97 Communications Limited,www.business.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,cf13e8efe3b5d9eba4ca598be0ac3359,96a39c03138d393f5073adf7ac58330ad1ec96a6cea2ec98f26cc22a12977db9,,ctls,staticpg.paytm.in,,443,https://staticpg.paytm.in:443,https,nginx,text/html,GET,84.53.164.199,/,566218143,Nginx,5,False,,,,,,
stg.hero.paytmlabs.com,Application Error,503,506,stg.hero.paytmlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2016-12-20T19:33:00Z,2017-03-20T19:33:00Z,CN=stg.hero.paytmlabs.com,stg.hero.paytmlabs.com,,stg.hero.paytmlabs.com,"CN=Let's Encrypt Authority X3, O=Let's Encrypt, C=US",Let's Encrypt Authority X3,Let's Encrypt,5b38484fe32eb7edf4c43aab3dead28b,d579840a14556beb7fcf1bb572e9e67f0f0e26e5cb114d06e304e5330abdc91d,,ctls,stg.hero.paytmlabs.com,,443,https://stg.hero.paytmlabs.com:443,https,Cowboy,text/html,GET,54.161.241.46,/,1508041395,Cowboy,26,False,,,,,,True
stocks.paytmmoney.com,Paytm Money Login,200,3514,login.paytmmoney.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-06-03T00:00:00Z,2023-07-04T23:59:59Z,"CN=*.paytmmoney.com, O=PAYTM MONEY LIMITED, L=South Delhi, ST=Delhi, C=IN",*.paytmmoney.com,PAYTM MONEY LIMITED,paytmmoney.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,46476f7005e6b6a3b758eb30424eb311,1a2793750518637a19586e668b5b61338a632c93741d62b7025d9f1b02ab5bb6,True,ctls,login.paytmmoney.com,,443,https://stocks.paytmmoney.com:443,https,nginx,text/html,GET,104.102.43.231,/,-2127535546,Nginx,72,False,,https://csp-report.mypaytm.com/reportcspviolations.php,,https://login.paytmmoney.com/,200,
sts.paytm.com,HTTP Status 401 – Unauthorized,401,437,sts.paytm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=secure.paytm.com, O=One 97 Communications Ltd, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.com,One 97 Communications Ltd,*.lending.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,a81c9aabb3cd1f43f9b1eb10e29f43a3,597253b621912e80b01a1b4ed4a3de6bfd4eac93cac97604a1b40733bc4281c1,True,ctls,sts.paytm.com,,443,https://sts.paytm.com:443,https,,text/html,GET,23.206.209.139,/,2127100728,HSTS,1,False,,,,,,
support.paytm.com,Paytm Customer Support Help Centre,200,25379,support.paytm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=secure.paytm.com, O=One 97 Communications Ltd, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.com,One 97 Communications Ltd,*.lending.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,a81c9aabb3cd1f43f9b1eb10e29f43a3,597253b621912e80b01a1b4ed4a3de6bfd4eac93cac97604a1b40733bc4281c1,True,ctls,support.paytm.com,,443,https://support.paytm.com:443,https,openresty,text/html,GET,104.102.52.13,/,-1278398488,OpenResty,5,False,,https://*.jfrog.com,,,,
supportbridge.ap-northeast-1.staging.paypay.gm.pai.mypaytm.com,404 Not Found,404,548,supportbridge.ap-northeast-1.staging.paypay.gm.pai.mypaytm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2023-10-26T23:59:59Z,CN=ap-northeast-1.staging.paypay.gm.pai.mypaytm.com,ap-northeast-1.staging.paypay.gm.pai.mypaytm.com,,*.ap-northeast-1.staging.paypay.gm.pai.mypaytm.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,cfefdfc2f1b14986baccd0a84bc673d8,bc92d53e24a80261e7414e18d669653533e4e9369da05b9413100c922838bd11,True,ctls,supportbridge.ap-northeast-1.staging.paypay.gm.pai.mypaytm.com,,443,https://supportbridge.ap-northeast-1.staging.paypay.gm.pai.mypaytm.com:443,https,,text/html,GET,52.193.166.7,/,566218143,,14,False,,,,,,
survey.paytm.com,Error,404,139,survey.paytm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=secure.paytm.com, O=One 97 Communications Ltd, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.com,One 97 Communications Ltd,*.lending.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,a81c9aabb3cd1f43f9b1eb10e29f43a3,597253b621912e80b01a1b4ed4a3de6bfd4eac93cac97604a1b40733bc4281c1,True,ctls,survey.paytm.com,,443,https://survey.paytm.com:443,https,openresty,text/html,GET,104.75.89.203,/,1593207841,OpenResty,11,False,,,,,,
testcdn-assetscdn1.paytm.com,,403,243,testcdn-assetscdn1.paytm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=secure.paytm.com, O=One 97 Communications Ltd, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.com,One 97 Communications Ltd,*.lending.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,a81c9aabb3cd1f43f9b1eb10e29f43a3,597253b621912e80b01a1b4ed4a3de6bfd4eac93cac97604a1b40733bc4281c1,True,ctls,testcdn-assetscdn1.paytm.com,,443,https://testcdn-assetscdn1.paytm.com:443,https,AmazonS3,application/xml,GET,23.206.209.139,/,-1900980157,Amazon Web Services,2,False,,,,https://testcdn-assetscdn1.paytm.com/index.html,403,
testcdn.paytm.com,Paytm Offers & Promo Codes - Earn Up to 100% cashback offers online,200,119461,testcdn.paytm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T08:54:43Z,2023-06-12T08:54:42Z,CN=testcdn.paytm.com,testcdn.paytm.com,,webappsstatic.paytm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3bda285f7dc76ef4b977f26e91b5162c,4301f7dcd2da0141da6161f4dd7d346ae9d15e4c4b7febff62faff7a93c7233d,,ctls,testcdn.paytm.com,,443,https://testcdn.paytm.com:443,https,nginx,text/html,GET,23.55.110.27,/,-1840324437,jQuery,1560,False,,,,,,
tickets.paytm.com,"Flight Tickets, Flight Booking Online, Book Cheap Flights, Air Tickets @ Paytm",200,221447,tickets.paytm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=secure.paytm.com, O=One 97 Communications Ltd, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.com,One 97 Communications Ltd,*.lending.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,a81c9aabb3cd1f43f9b1eb10e29f43a3,597253b621912e80b01a1b4ed4a3de6bfd4eac93cac97604a1b40733bc4281c1,True,ctls,tickets.paytm.com,,443,https://tickets.paytm.com:443,https,,text/html,GET,104.75.89.203,/,2112833525,React,20,False,,,,https://tickets.paytm.com/flights/,200,
tokenization.paytm.in,,404,,tokenization.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-20T12:15:51Z,2023-06-18T12:15:50Z,CN=securegw-edc.paytm.in,securegw-edc.paytm.in,,weex-beta.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9bd52ab8506b21e9a6df5ec38b878604,f119d85eff92f4ebe475d28e5fb1b6515dd8d0444ca475e0fa1829ef80f6f336,,ctls,tokenization.paytm.in,,443,https://tokenization.paytm.in:443,https,,,GET,104.126.37.123,/,-1840324437,,1,False,,,,,,
tollplaza.paytmbank.com,FASTag Acquirer Panel,200,1130,tollplaza.paytmbank.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-06-21T00:00:00Z,2023-06-21T23:59:59Z,"CN=*.paytmbank.com, O=Paytm Payments Bank Ltd, L=New Delhi, ST=Delhi, C=IN",*.paytmbank.com,Paytm Payments Bank Ltd,paytmbank.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,76dded5db9da527df8cc4dfc61849f71,0b24641a8a098679d13143f35149a5c9bd2f41f39f191b211b915601427f7e71,True,ctls,tollplaza.paytmbank.com,,443,https://tollplaza.paytmbank.com:443,https,,text/html,GET,23.201.245.180,/,2112833525,HSTS,17,False,,https://*.paytmbank.com,,,,
transfer.paytmbank.com,Access Denied,403,271,transfer.paytmbank.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-06-21T00:00:00Z,2023-06-21T23:59:59Z,"CN=*.paytmbank.com, O=Paytm Payments Bank Ltd, L=New Delhi, ST=Delhi, C=IN",*.paytmbank.com,Paytm Payments Bank Ltd,paytmbank.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,76dded5db9da527df8cc4dfc61849f71,0b24641a8a098679d13143f35149a5c9bd2f41f39f191b211b915601427f7e71,True,ctls,transfer.paytmbank.com,,443,https://transfer.paytmbank.com:443,https,AkamaiGHost,text/html,GET,23.201.245.180,/,8273357,,10,False,,,,,,
travel.paytm.com,Sign In,403,2478,travel.paytm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-07-04T00:00:00Z,2023-07-07T23:59:59Z,"CN=*.paytm.com, O=one 97 communications ltd, L=Noida, ST=Uttar Pradesh, C=IN",*.paytm.com,one 97 communications ltd,paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,303f960b7964909c8ebc755c41220e6b,53142cfb7e46082639614946ae52e1599dc47d53a6ebb0b897dd277c7404924e,True,ctls,travel.paytm.com,,443,https://travel.paytm.com:443,https,,text/html,GET,15.207.39.118,/,696167180,Amazon Web Services,117,False,,https://*.paytm.com,,,,
travelblog.paytm.com,PaytmTravelBlog - Travel Blog,200,282779,travelblog.paytm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-10T10:23:23Z,2023-07-09T10:23:22Z,CN=travelblog.paytm.com,travelblog.paytm.com,,travelblog.paytm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0fb7f991e5a54cad4298661eeac3969c,76aff63e1c2e0c977cd615fa0936515c58dca7af67c20f9be284a92d4d3724dc,,ctls,travelblog.paytm.com,,443,https://travelblog.paytm.com:443,https,nginx,text/html,GET,54.161.153.234,/,-1840324437,Yoast SEO:18.6,1870,False,,,,,,
trust-dev.paytm.in,,503,107,trust-dev.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,trust-dev.paytm.in,,443,https://trust-dev.paytm.in:443,https,,text/html,GET,104.126.37.170,/,-1654418437,,4,False,,,,,,
trust-preprod.paytm.in,,503,17,trust-preprod.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-05-18T00:00:00Z,2023-05-19T23:59:59Z,"CN=staging.paytm.in, O=One 97 Communications Limited, L=Noida, ST=Uttar Pradesh, C=IN",staging.paytm.in,One 97 Communications Limited,a-stg.p-y.tm,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,03a47765d43b90baad8904767927d262,922dad08eeb62fec5ab8b236c652c9df933bcc0706d3c0618abed2637a8f5853,,ctls,trust-preprod.paytm.in,,443,https://trust-preprod.paytm.in:443,https,nginx,application/octet-stream,GET,23.38.98.217,/,1494302000,Nginx,1,False,,,,,,
trust-uat.paytm.in,,401,12,trust-uat.paytm.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-20T00:00:00Z,2023-12-19T23:59:59Z,"CN=secure.paytm.in, O=One 97 Communications Limited, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.in,One 97 Communications Limited,www.business.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,cf13e8efe3b5d9eba4ca598be0ac3359,96a39c03138d393f5073adf7ac58330ad1ec96a6cea2ec98f26cc22a12977db9,,ctls,trust-uat.paytm.in,,443,https://trust-uat.paytm.in:443,https,awselb/2.0,text/plain,GET,104.102.35.103,/,1788358917,,1,False,,,,,,
trust-uat1.paytm.in,,503,107,trust-uat1.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,trust-uat1.paytm.in,,443,https://trust-uat1.paytm.in:443,https,,text/html,GET,2.16.241.75,/,-1654418437,,4,False,,,,,,
trust.paytm.in,,401,15,trust.paytm.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-20T00:00:00Z,2023-12-19T23:59:59Z,"CN=secure.paytm.in, O=One 97 Communications Limited, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.in,One 97 Communications Limited,www.business.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,cf13e8efe3b5d9eba4ca598be0ac3359,96a39c03138d393f5073adf7ac58330ad1ec96a6cea2ec98f26cc22a12977db9,,ctls,trust.paytm.in,,443,https://trust.paytm.in:443,https,awselb/2.0,text/plain,GET,104.102.35.103,/,-2129384068,,1,False,,,,,,
trust.paytmbank.com,,401,15,trust.paytmbank.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-06-21T00:00:00Z,2023-06-21T23:59:59Z,"CN=*.paytmbank.com, O=Paytm Payments Bank Ltd, L=New Delhi, ST=Delhi, C=IN",*.paytmbank.com,Paytm Payments Bank Ltd,paytmbank.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,76dded5db9da527df8cc4dfc61849f71,0b24641a8a098679d13143f35149a5c9bd2f41f39f191b211b915601427f7e71,True,ctls,trust.paytmbank.com,,443,https://trust.paytmbank.com:443,https,awselb/2.0,text/plain,GET,23.201.245.180,/,-2129384068,,1,False,,,,,,
um.paytm.com,,404,,um.paytm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-04-04T00:00:00Z,2024-05-03T23:59:59Z,CN=*.xcbs.pearlpay.io,*.xcbs.pearlpay.io,,*.xcbs.pearlpay.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,886f7885cb2b4fb93ed84458c3383c05,175df000878dc9cbdbcf995fb93fe03857ed1aa1135f398189bf65ef8df7045e,True,ctls,um.paytm.com,,443,https://um.paytm.com:443,https,awselb/2.0,text/plain,GET,54.254.108.65,/,-1840324437,,1,False,,,,,,
ump2-ite.paytm.in,,503,107,ump2-ite.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,ump2-ite.paytm.in,,443,https://ump2-ite.paytm.in:443,https,,text/html,GET,2.16.241.75,/,-1654418437,,4,False,,,,,,
ump2-ite2.paytm.in,,503,107,ump2-ite2.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,ump2-ite2.paytm.in,,443,https://ump2-ite2.paytm.in:443,https,,text/html,GET,104.126.37.178,/,-1654418437,,4,False,,,,,,
