input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,tech_,lines,failed,cdn,csp_domains_,location,final_url,chain_status_codes_,tls_expired
developer.paytmbank.com,502 Bad Gateway,502,122,developer.paytmbank.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-06-21T00:00:00Z,2023-06-21T23:59:59Z,"CN=*.paytmbank.com, O=Paytm Payments Bank Ltd, L=New Delhi, ST=Delhi, C=IN",*.paytmbank.com,Paytm Payments Bank Ltd,paytmbank.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,76dded5db9da527df8cc4dfc61849f71,0b24641a8a098679d13143f35149a5c9bd2f41f39f191b211b915601427f7e71,True,ctls,developer.paytmbank.com,,443,https://developer.paytmbank.com:443,https,awselb/2.0,text/html,GET,23.201.245.180,/,590066698,,7,False,,,,,,
developer.paytmmoney.com,,200,4605,developer.paytmmoney.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-06-03T00:00:00Z,2023-07-04T23:59:59Z,"CN=*.paytmmoney.com, O=PAYTM MONEY LIMITED, L=South Delhi, ST=Delhi, C=IN",*.paytmmoney.com,PAYTM MONEY LIMITED,paytmmoney.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,46476f7005e6b6a3b758eb30424eb311,1a2793750518637a19586e668b5b61338a632c93741d62b7025d9f1b02ab5bb6,True,ctls,developer.paytmmoney.com,,443,https://developer.paytmmoney.com:443,https,,text/html,GET,104.102.43.231,/,-1926957154,webpack,1,False,,,,,,
dg-static1.paytm.com,,403,278,dg-static1.paytm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=secure.paytm.com, O=One 97 Communications Ltd, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.com,One 97 Communications Ltd,*.lending.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,a81c9aabb3cd1f43f9b1eb10e29f43a3,597253b621912e80b01a1b4ed4a3de6bfd4eac93cac97604a1b40733bc4281c1,True,ctls,dg-static1.paytm.com,,443,https://dg-static1.paytm.com:443,https,AmazonS3,application/xml,GET,104.102.52.13,/,433157988,Amazon Web Services,2,False,,,,,,
dg-static2.paytm.com,,403,278,dg-static2.paytm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=secure.paytm.com, O=One 97 Communications Ltd, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.com,One 97 Communications Ltd,*.lending.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,a81c9aabb3cd1f43f9b1eb10e29f43a3,597253b621912e80b01a1b4ed4a3de6bfd4eac93cac97604a1b40733bc4281c1,True,ctls,dg-static2.paytm.com,,443,https://dg-static2.paytm.com:443,https,AmazonS3,application/xml,GET,23.37.42.154,/,-1131436627,Amazon Web Services,2,False,,,,,,
dg-static3.paytm.com,,403,278,dg-static3.paytm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=secure.paytm.com, O=One 97 Communications Ltd, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.com,One 97 Communications Ltd,*.lending.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,a81c9aabb3cd1f43f9b1eb10e29f43a3,597253b621912e80b01a1b4ed4a3de6bfd4eac93cac97604a1b40733bc4281c1,True,ctls,dg-static3.paytm.com,,443,https://dg-static3.paytm.com:443,https,AmazonS3,application/xml,GET,104.102.52.13,/,729989362,Amazon Web Services,2,False,,,,,,
dg-static4.paytm.com,,403,278,dg-static4.paytm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=secure.paytm.com, O=One 97 Communications Ltd, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.com,One 97 Communications Ltd,*.lending.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,a81c9aabb3cd1f43f9b1eb10e29f43a3,597253b621912e80b01a1b4ed4a3de6bfd4eac93cac97604a1b40733bc4281c1,True,ctls,dg-static4.paytm.com,,443,https://dg-static4.paytm.com:443,https,AmazonS3,application/xml,GET,104.102.52.13,/,1992573737,Amazon Web Services,2,False,,,,,,
discuss.paytm.com,,200,2669,discuss.paytm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=secure.paytm.com, O=One 97 Communications Ltd, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.com,One 97 Communications Ltd,*.lending.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,a81c9aabb3cd1f43f9b1eb10e29f43a3,597253b621912e80b01a1b4ed4a3de6bfd4eac93cac97604a1b40733bc4281c1,True,ctls,discuss.paytm.com,,443,https://discuss.paytm.com:443,https,,text/html,GET,23.206.209.139,/,-1715682702,HSTS,1,False,,,,,,
dms.paytm.com,404 Not Found,404,548,dms.paytm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=secure.paytm.com, O=One 97 Communications Ltd, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.com,One 97 Communications Ltd,*.lending.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,a81c9aabb3cd1f43f9b1eb10e29f43a3,597253b621912e80b01a1b4ed4a3de6bfd4eac93cac97604a1b40733bc4281c1,True,ctls,dms.paytm.com,,443,https://dms.paytm.com:443,https,nginx,text/html,GET,104.102.52.13,/,566218143,Nginx,14,False,,,,,,
dms.paytmbank.com,HTTP Status 404 – Not Found,404,431,dms.paytmbank.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-06-21T00:00:00Z,2023-06-21T23:59:59Z,"CN=*.paytmbank.com, O=Paytm Payments Bank Ltd, L=New Delhi, ST=Delhi, C=IN",*.paytmbank.com,Paytm Payments Bank Ltd,paytmbank.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,76dded5db9da527df8cc4dfc61849f71,0b24641a8a098679d13143f35149a5c9bd2f41f39f191b211b915601427f7e71,True,ctls,dms.paytmbank.com,,443,https://dms.paytmbank.com:443,https,nginx,text/html,GET,23.201.245.180,/,-230353730,Nginx,1,False,,,,,,
downloads.paytmbank.com,Error,403,177,downloads.paytmbank.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-06-21T00:00:00Z,2023-06-21T23:59:59Z,"CN=*.paytmbank.com, O=Paytm Payments Bank Ltd, L=New Delhi, ST=Delhi, C=IN",*.paytmbank.com,Paytm Payments Bank Ltd,paytmbank.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,76dded5db9da527df8cc4dfc61849f71,0b24641a8a098679d13143f35149a5c9bd2f41f39f191b211b915601427f7e71,True,ctls,downloads.paytmbank.com,,443,https://downloads.paytmbank.com:443,https,AkamaiGHost,text/html,GET,23.37.32.80,/,-1667756547,,5,False,,,,,,
ds.paytmbank.com,,200,15709,ds.paytmbank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,,2022-05-26T00:00:00Z,2023-06-26T23:59:59Z,"CN=*.paytmbank.com, O=Paytm Payments Bank Ltd, L=New Delhi, ST=Delhi, C=IN",*.paytmbank.com,Paytm Payments Bank Ltd,paytmbank.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,998e0632a429733559e14bf0a4d3daeb,3b1cbea95296c67b3eb9b75e4c06fba6577092d2ece38aeb6b8fcd97c08bb35c,True,ctls,ds.paytmbank.com,,443,https://ds.paytmbank.com:443,https,,text/html,GET,202.143.99.179,/,321909464,Microsoft ASP.NET,345,False,,,,https://ds.paytmbank.com/DeviceManagement/Enrollment/,200,
edc-automation.paytm.in,Welcome to CentOS,200,4833,edc-automation.paytm.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-20T00:00:00Z,2023-12-19T23:59:59Z,"CN=secure.paytm.in, O=One 97 Communications Limited, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.in,One 97 Communications Limited,www.business.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,cf13e8efe3b5d9eba4ca598be0ac3359,96a39c03138d393f5073adf7ac58330ad1ec96a6cea2ec98f26cc22a12977db9,,ctls,edc-automation.paytm.in,,443,https://edc-automation.paytm.in:443,https,,text/html,GET,104.102.35.103,/,-1909816147,HSTS,157,False,,,,,,
edc-hotfix-minipos.paytm.in,,503,107,edc-hotfix-minipos.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,edc-hotfix-minipos.paytm.in,,443,https://edc-hotfix-minipos.paytm.in:443,https,,text/html,GET,104.126.37.178,/,-1654418437,,4,False,,,,,,
edc-hotfix.paytm.in,Welcome to CentOS,200,4833,edc-hotfix.paytm.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-20T00:00:00Z,2023-12-19T23:59:59Z,"CN=secure.paytm.in, O=One 97 Communications Limited, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.in,One 97 Communications Limited,www.business.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,cf13e8efe3b5d9eba4ca598be0ac3359,96a39c03138d393f5073adf7ac58330ad1ec96a6cea2ec98f26cc22a12977db9,,ctls,edc-hotfix.paytm.in,,443,https://edc-hotfix.paytm.in:443,https,,text/html,GET,104.102.35.103,/,-1909816147,HSTS,157,False,,,,,,
edc-ite.paytm.in,,503,107,edc-ite.paytm.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-20T00:00:00Z,2023-12-19T23:59:59Z,"CN=secure.paytm.in, O=One 97 Communications Limited, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.in,One 97 Communications Limited,www.business.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,cf13e8efe3b5d9eba4ca598be0ac3359,96a39c03138d393f5073adf7ac58330ad1ec96a6cea2ec98f26cc22a12977db9,,ctls,edc-ite.paytm.in,,443,https://edc-ite.paytm.in:443,https,,text/html,GET,104.102.35.103,/,-1654418437,HSTS,4,False,,,,,,
edgecloud1.ap-northeast-1.production.paypay.gm.pai.mypaytm.com,404 Not Found,404,548,edgecloud1.ap-northeast-1.production.paypay.gm.pai.mypaytm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-10T00:00:00Z,2023-10-01T23:59:59Z,CN=ap-northeast-1.production.paypay.gm.pai.mypaytm.com,ap-northeast-1.production.paypay.gm.pai.mypaytm.com,,*.ap-northeast-1.production.paypay.gm.pai.mypaytm.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2c778bc3abb87c7423254a242b25ee54,1f8e9794ed836fea3df6abf02f8502a0f34a492fdc7a8ecfa14bf10cf9f778e1,True,ctls,edgecloud1.ap-northeast-1.production.paypay.gm.pai.mypaytm.com,,443,https://edgecloud1.ap-northeast-1.production.paypay.gm.pai.mypaytm.com:443,https,,text/html,GET,54.250.101.32,/,566218143,,14,False,,,,,,
email.info.gamepind.com,404 Not Found,404,564,email.info.gamepind.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,True,ctls,email.info.gamepind.com,,443,https://email.info.gamepind.com:443,https,nginx,text/html,GET,167.89.118.83,/,1506877856,Nginx,14,False,,,,,,
email.info.paytm.ca,404 Not Found,404,162,email.info.paytm.ca,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,True,ctls,email.info.paytm.ca,,443,https://email.info.paytm.ca:443,https,nginx,text/html,GET,167.89.118.52,/,190856733,Nginx,8,False,,,,,,
email.info.paytm.com,404 Not Found,404,564,email.info.paytm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,True,ctls,email.info.paytm.com,,443,https://email.info.paytm.com:443,https,nginx,text/html,GET,167.89.123.54,/,1506877856,Nginx,14,False,,,,,,
email.info.paytmbank.com,404 Not Found,404,162,email.info.paytmbank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,True,ctls,email.info.paytmbank.com,,443,https://email.info.paytmbank.com:443,https,nginx,text/html,GET,167.89.123.54,/,190856733,Nginx,8,False,,,,,,
email.info.paytmmoney.com,404 Not Found,404,162,email.info.paytmmoney.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,True,ctls,email.info.paytmmoney.com,,443,https://email.info.paytmmoney.com:443,https,nginx,text/html,GET,167.89.123.124,/,190856733,Nginx,8,False,,,,,,
email.paytm.com,404 Not Found,404,564,email.paytm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,True,ctls,email.paytm.com,,443,https://email.paytm.com:443,https,nginx,text/html,GET,167.89.123.54,/,1506877856,Nginx,14,False,,,,,,
en.cell.ap-northeast-1.production.paypay.gm.pai.mypaytm.com,404 Not Found,404,548,en.cell.ap-northeast-1.production.paypay.gm.pai.mypaytm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-10T00:00:00Z,2023-10-01T23:59:59Z,CN=ap-northeast-1.production.paypay.gm.pai.mypaytm.com,ap-northeast-1.production.paypay.gm.pai.mypaytm.com,,*.ap-northeast-1.production.paypay.gm.pai.mypaytm.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2c778bc3abb87c7423254a242b25ee54,1f8e9794ed836fea3df6abf02f8502a0f34a492fdc7a8ecfa14bf10cf9f778e1,True,ctls,en.cell.ap-northeast-1.production.paypay.gm.pai.mypaytm.com,,443,https://en.cell.ap-northeast-1.production.paypay.gm.pai.mypaytm.com:443,https,,text/html,GET,3.114.152.73,/,566218143,,14,False,,,,,,
engage.maquette-grafana-paypayernal.ap-south-1.production.midgar.gm.pai.mypaytm.com,404 Not Found,404,146,engage.maquette-grafana-paypayernal.ap-south-1.production.midgar.gm.pai.mypaytm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-07T00:00:00Z,2023-07-28T23:59:59Z,CN=ap-south-1.production.midgar.gm.pai.mypaytm.com,ap-south-1.production.midgar.gm.pai.mypaytm.com,,*.ap-south-1.production.midgar.gm.pai.mypaytm.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e8c1475916a5097a41617354a97d6055,3c9ebe2aa22bd74b855671efaaea84d8e5571a264f1007cd719dc8e7989753e6,True,ctls,engage.maquette-grafana-paypayernal.ap-south-1.production.midgar.gm.pai.mypaytm.com,,443,https://engage.maquette-grafana-paypayernal.ap-south-1.production.midgar.gm.pai.mypaytm.com:443,https,,text/html,GET,13.235.200.181,/,1494302000,,8,False,,,,,,
engage.pai.mypaytm.com,404 Not Found,404,548,engage.pai.mypaytm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-01T00:00:00Z,2024-04-29T23:59:59Z,CN=engage.pai.mypaytm.com,engage.pai.mypaytm.com,,engage.pai.mypaytm.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5be5f89c8857fbce877338a5e9ac5e52,78d3c187bcb597bfe3f4d6de82c2b339ec3a6650c21403b56531769abcf59a51,,ctls,engage.pai.mypaytm.com,,443,https://engage.pai.mypaytm.com:443,https,,text/html,GET,65.0.231.210,/,566218143,,14,False,,,,,,
engage.staging.pai.mypaytm.com,PAI Growth Marketing,200,9816,engage.staging.pai.mypaytm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-01T00:00:00Z,2024-04-29T23:59:59Z,CN=engage.staging.pai.mypaytm.com,engage.staging.pai.mypaytm.com,,engage.staging.pai.mypaytm.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6b92b202c14a33665a0dcaf1ec664c2b,a500bfb41cdd6c5ee9efefb9697d9518e5bb813365ed24bd3c5650cb443abffb,,ctls,engage.staging.pai.mypaytm.com,,443,https://engage.staging.pai.mypaytm.com:443,https,,text/html,GET,3.7.209.68,/,1692064252,Node.js,1,False,,,,,,
entertainmentblog.paytm.com,,200,288785,paytm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-04T00:00:00Z,2023-07-07T23:59:59Z,"CN=*.paytm.com, O=one 97 communications ltd, L=Noida, ST=Uttar Pradesh, C=IN",*.paytm.com,one 97 communications ltd,paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,303f960b7964909c8ebc755c41220e6b,53142cfb7e46082639614946ae52e1599dc47d53a6ebb0b897dd277c7404924e,True,ctls,paytm.com,,443,https://entertainmentblog.paytm.com:443,https,cloudflare,text/html,GET,54.225.209.187,/,836566307,webpack,6,False,,,,https://paytm.com/movies,200,
eos-dev.paytm.in,,503,107,eos-dev.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,eos-dev.paytm.in,,443,https://eos-dev.paytm.in:443,https,,text/html,GET,95.101.111.4,/,-1654418437,,4,False,,,,,,
eos-staging.paytm.in,,503,107,eos-staging.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,eos-staging.paytm.in,,443,https://eos-staging.paytm.in:443,https,,text/html,GET,104.126.37.170,/,-1654418437,,4,False,,,,,,
fantasy-cricket.gamepind.com,Service Unavailable,503,268,fantasy-cricket.gamepind.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-27T00:00:00Z,2023-10-27T23:59:59Z,CN=*.gamepind.com,*.gamepind.com,,gamepind.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",e187d8ae899bbcb7baf4da10bebe0cf8,74a29c50cd9aa74fa87aaf12ba41d1bd630b99c8a3d4354cb4b04e06ebf21780,True,ctls,fantasy-cricket.gamepind.com,,443,https://fantasy-cricket.gamepind.com:443,https,AkamaiGHost,text/html,GET,95.101.111.46,/,418577132,,9,False,,,,,,
fantasy-gateway.gamepind.com,,404,102,fantasy-gateway.gamepind.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-27T00:00:00Z,2023-10-27T23:59:59Z,CN=*.gamepind.com,*.gamepind.com,,gamepind.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",e187d8ae899bbcb7baf4da10bebe0cf8,74a29c50cd9aa74fa87aaf12ba41d1bd630b99c8a3d4354cb4b04e06ebf21780,True,ctls,fantasy-gateway.gamepind.com,,443,https://fantasy-gateway.gamepind.com:443,https,,application/json,GET,95.101.111.46,/,1837040554,,1,False,,,,,,
fantasy-h5.gamepind.com,Service Unavailable,503,269,fantasy-h5.gamepind.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-27T00:00:00Z,2023-10-27T23:59:59Z,CN=*.gamepind.com,*.gamepind.com,,gamepind.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",e187d8ae899bbcb7baf4da10bebe0cf8,74a29c50cd9aa74fa87aaf12ba41d1bd630b99c8a3d4354cb4b04e06ebf21780,True,ctls,fantasy-h5.gamepind.com,,443,https://fantasy-h5.gamepind.com:443,https,AkamaiGHost,text/html,GET,95.101.111.130,/,-2000118626,,9,False,,,,,,
fantasy-oss.gamepind.com,,403,243,fantasy-oss.gamepind.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-27T00:00:00Z,2023-10-27T23:59:59Z,CN=*.gamepind.com,*.gamepind.com,,gamepind.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",e187d8ae899bbcb7baf4da10bebe0cf8,74a29c50cd9aa74fa87aaf12ba41d1bd630b99c8a3d4354cb4b04e06ebf21780,True,ctls,fantasy-oss.gamepind.com,,443,https://fantasy-oss.gamepind.com:443,https,,application/xml,GET,104.126.37.123,/,1488691815,Amazon Web Services,2,False,,,,,,
fastag-acquirer-inbound.paytmbank.com,Access Denied,403,294,fastag-acquirer-inbound.paytmbank.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-06-21T00:00:00Z,2023-06-21T23:59:59Z,"CN=*.paytmbank.com, O=Paytm Payments Bank Ltd, L=New Delhi, ST=Delhi, C=IN",*.paytmbank.com,Paytm Payments Bank Ltd,paytmbank.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,76dded5db9da527df8cc4dfc61849f71,0b24641a8a098679d13143f35149a5c9bd2f41f39f191b211b915601427f7e71,True,ctls,fastag-acquirer-inbound.paytmbank.com,,443,https://fastag-acquirer-inbound.paytmbank.com:443,https,AkamaiGHost,text/html,GET,23.201.245.180,/,-457619970,,10,False,,,,,,
fastag-acquirer-pass-manager.paytmbank.com,Access Denied,403,303,fastag-acquirer-pass-manager.paytmbank.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-06-21T00:00:00Z,2023-06-21T23:59:59Z,"CN=*.paytmbank.com, O=Paytm Payments Bank Ltd, L=New Delhi, ST=Delhi, C=IN",*.paytmbank.com,Paytm Payments Bank Ltd,paytmbank.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,76dded5db9da527df8cc4dfc61849f71,0b24641a8a098679d13143f35149a5c9bd2f41f39f191b211b915601427f7e71,True,ctls,fastag-acquirer-pass-manager.paytmbank.com,,443,https://fastag-acquirer-pass-manager.paytmbank.com:443,https,AkamaiGHost,text/html,GET,23.201.245.180,/,1622498900,,10,False,,,,,,
