new,host,a,cname,soa,status_code,cdn,cdn-name,mx,ns,txt,aaaa,caa
[x],analytics.dev.etoro.com,"95.101.133.9, 80.239.254.23","analytics.dev.etoro.com.edgekey.net, e178605.d.akamaiedge.net","n0d.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],antivirus-2018.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],antivirus-38b65.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],antivirus-extension.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],antivirus-security-free.br.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],antivirus.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],api-gw.etoro.com,52.169.86.178,"prod-apimgmt.trafficmanager.net, prod-apimgmt-northeurope-01.regional.azure-api.net, apimgmthsc58ziqlygahb4kukdhkppigxrjscqno74qf3fpvy2.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,
[x],api-portal.etoro.com,137.117.211.149,"etoro.portal.azure-api.net, apimgmthsqd0ptyufafsh5lrejx36wx1qrphpmkcl9sh42puvg.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,
[x],api.etoro.com,137.117.211.149,"etoro.azure-api.net, apimgmttmwx0ecqcvirscq8bbamkhd0gfhe8xma6oazegxtnog.trafficmanager.net, etoro-westeurope-01.regional.azure-api.net, apimgmthsqd0ptyufafsh5lrejx36wx1qrphpmkcl9sh42puvg.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,
[x],apptest.etoro.com,"104.18.35.149, 172.64.152.107",etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],arrow.etoro.com,82.166.64.67,"il-mag-nodes.trafficmanager.net, il-mag-cellcom.etoro.com","ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],arrowmask8.etoro.com,82.80.101.32,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],artteam.promed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],artteam.rumed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],asdf.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],assets-cdn-int-003.dev.etoro.com,"13.107.226.45, 13.107.253.45","assets-int-003.azureedge.net, assets-int-003.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,"2620:1ec:48:1::45, 2620:1ec:29:1::45",
[x],assets-cdn-stg-006.dev.etoro.com,"13.107.237.44, 13.107.238.44","assets-stg-006.azureedge.net, assets-stg-006.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,"2620:1ec:4f:1::44, 2620:1ec:4e:1::44",
[x],associazionegranelloinsieme.orgmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],athreyahospital.inmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],atl-t.rumed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],atsbookkeeping.commed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],avira-free-antivirus.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],aww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],backup-customersdevenv-mx-corporate.comcandle.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],basics-moving-averages.aspxwww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],ben.delta.app,,,"dan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],beta.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],bgkgvs.inmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],blog.delta.app,"162.159.152.4, 162.159.153.4",,"dan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],blog.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],br.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],bullet.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],buyingpeers.comcandle.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],calendrier-365.frcandle.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],callbacks-temp.genapicloud.compages.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],candle.etoro.com,51.144.179.119,"prod-candle.trafficmanager.net, candlew.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,
[x],cashier-src.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],ccmint.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],cdn.etoro.com,"195.138.255.19, 195.138.255.8","www.etoro.com.edgesuite.net, a1017.g1.akamai.net","n0g1.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],cekvirus.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],charts.etoro.com,23.50.108.106,"wildcard.etoro.com.edgekey.net, e1660.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],cinemalive.inmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],circlecaustintx.commed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],click.connect.dev.etoro.com,161.71.51.233,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,
[x],clicks.delta.app,"104.26.8.67, 104.26.9.67, 172.67.70.89",,"dan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,"2606:4700:20::ac43:4659, 2606:4700:20::681a:843, 2606:4700:20::681a:943",
[x],cloud.connect.dev.etoro.com,161.71.56.90,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,
[x],cloud.connect.etoro.com,161.71.49.172,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,
[x],cloud.etoro.com,,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],club-employes.comcandle.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],cms.etoro.com,23.37.100.68,"cms.etoro.com.edgekey.net, e1660.d.akamaiedge.net","n0d.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],cocovida.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],codereview.etoro.com,142.250.184.211,ghs.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,2a00:1450:4001:830::2013,
[x],collab-9-intrain.eupacktory1.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],connect.dev.etoro.com,161.71.33.242,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,reply.s50.exacttarget.com,"ns2.exacttarget.com, ns3.exacttarget.com, ns4.exacttarget.com, ns1.exacttarget.com",v=spf1 include:cust-spf.exacttarget.com -all,,
[x],connect.etoro.com,161.71.33.242,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,reply.s50.exacttarget.com,"ns2.exacttarget.com, ns3.exacttarget.com, ns4.exacttarget.com, ns1.exacttarget.com",v=spf1 include:cust-spf.exacttarget.com -all,,
[x],content.etoro.com,"172.64.152.107, 104.18.35.149",etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],csun.olami.orgmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],customersupportapi.etoro.com,"104.18.35.149, 172.64.152.107","www.etoro.com, www-failover.etoro.akadns.net, www.etoro.akadns.net, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],cz.pages.etoro.com,"104.18.35.149, 172.64.152.107","pages.etoro.com, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],dallas.olami.orgmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],data12.adlooxtracking.comcandle.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],delicateaesthetics.co.ukmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],demo.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],dev.etoro.com,,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],develop.delta.app,"188.114.98.229, 188.114.99.229",,"dan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,"2a06:98c1:3122:e000::5, 2a06:98c1:3123:e000::5",
[x],dk.pages.etoro.com,"104.18.35.149, 172.64.152.107","pages.etoro.com, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],download.bitdefender.comcandle.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],download.delta.app,"172.67.70.89, 104.26.9.67, 104.26.8.67",,"dan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,"2606:4700:20::ac43:4659, 2606:4700:20::681a:943, 2606:4700:20::681a:843",
[x],dr-web-anti-virus-light-free.br.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],drum-147-198-2-87.commed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],dsa.etoro.com,104.102.0.24,"wildcard.etoro.com.edgekey.net, e1660.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],dws1.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],ecdc.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],ecm-carrelage.frmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],efitness.mdmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],elecsaelectricianmanchester.co.ukmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],email.etoro.com,192.178.25.179,ghs.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,2a00:1450:401b:814::2013,
[x],embed.etoro.com,40.113.159.93,prod-accountstatement.trafficmanager.net,"tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,True,azure,,,,,
[x],enterpriseenrollment.etoro.com,20.91.147.72,"enterpriseenrollment-s.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu03.swedencentral.cloudapp.azure.com","ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,True,azure,,,,,
[x],es.pages.etoro.com,"172.64.152.107, 104.18.35.149","pages.etoro.com, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],eset-nod32-antivirus.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],eset-nod32-antivirus.tr.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],etorlogs.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],etoro.com,104.85.52.10,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com","ns1-13.akam.net, ns4-64.akam.net, ns5-64.akam.net, ns7-65.akam.net","CB74676AA8, MS=ms36506504, ZOOM_verify_zjVbRcTeTSmrgH2-idk4Dw, apple-domain-verification=l6tZIAYB7Qj1rwWt, status-page-domain-verification=mpms5vfrjdt1, docker-verification=557c15d1-4013-41fa-a4ed-aa655ad5c3e9, google-site-verification=6dDYCRPPiDltFlfCZCzWO0ojLcw31DMoipDxUF6xHmw, google-site-verification=dGCaKQUtwY3NzorI62yUov40M9r3QU1_8qef5B24gSM, atlassian-domain-verification=MNicZdaHPRWidAn0Kw/dMMKlVLfSIgsxXbE1rvW92hh6fkTAyeITEGohLfwQJ6i3, v=spf1 ip4:40.67.217.128/29 ip4:212.179.161.98/32 ip4:88.202.217.196/32 ip4:82.166.64.69/32 ip4:52.158.127.104/32 ip4:95.183.0.236/32 ip4:52.142.90.27/32 ip4:40.69.79.128/26 ip4:40.119.157.1/32 , ip4:20.61.213.192/26 ip4:217.27.57.133/32 ip4:91.184.200.210/32 ip4:40.127.154.114/32 ip4:20.105.89.176/32 ip4:40.127.216.86/32 ip4:40.85.141.68/32 ip4:52.158.127.104/32 , ip4:52.142.82.189/32 include:stspg-customer.com include:_spf.google.com include:_spf.salesforce.com include:cust-spf.exacttarget.com ~all",,
[x],etoroblog.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],etorogrowth.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],etorologs.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],etorologsapi.etoro.com,20.54.209.212,"prod-client-logs.trafficmanager.net, prod-clientlogs-w.westeurope.cloudapp.azure.com, prod-clientlogs-n.northeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,
[x],etoropages.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],etoropartners.com,"188.114.96.4, 188.114.97.4",,"destiny.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx4.googlemail.com, aspmx5.googlemail.com","destiny.ns.cloudflare.com, ethan.ns.cloudflare.com",,"2a06:98c1:3121::3, 2a06:98c1:3120::3",
[x],eww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],facebook.comcandle.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],facebook.delta.app,"104.26.9.67, 104.26.8.67, 172.67.70.89",,"dan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,"2606:4700:20::681a:943, 2606:4700:20::ac43:4659, 2606:4700:20::681a:843",
[x],faid.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],fapi-real.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],fe-nx-etoro-il.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],fe-nx-etoro.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],fi.etoro.com,31.222.175.73,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],flash.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],folk.dev.gridhost.semed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],form.delta.app,35.205.106.218,cname.tally.so,"darwin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,google,,,,,
[x],forsakencove.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],forum.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],front.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],ftp.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],get.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],go.delta.app,"34.253.101.190, 54.194.170.100, 34.251.201.224","proxy-ssl.webflow.com, proxy-ssl-geo.webflow.com","ns-1078.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],go.etoro.com,23.65.119.176,"go.etoro.com.edgekey.net, e1660.d.akamaiedge.net","n0d.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],go2.etoro.com,104.103.75.92,"go2.etoro.com.edgekey.net, e1660.d.akamaiedge.net","n0d.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],google.frcandle.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],gorritual24.rumed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],growth.etoro.com,52.178.149.147,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],grudge-pandemic.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],guiagastronomicadeleon.esmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],gulfcoastrecipes.commed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],gww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],helpstopthevirus.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],hkgroup.skwww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],hooks.etoro.com,23.97.135.99,105d7564-7dcd-4fdf-9c7b-b1545488e27f.cloudapp.net,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,
[x],hr.delta.app,52.51.126.129,ssl.selfservice.officient.io,"ns-491.awsdns-61.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],il-mag-bezeqint.etoro.com,82.80.101.32,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],image.connect.dev.etoro.com,23.37.63.131,"akamai-san91.exacttarget.com.edgekey.net, e8911.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,"2a02:26f0:3100:78b::22cf, 2a02:26f0:3100:795::22cf",
[x],image.connect.etoro.com,23.201.242.62,"akamai-san85.exacttarget.com.edgekey.net, e5593.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,"2a02:26f0:480:68a::15d9, 2a02:26f0:480:6a4::15d9",
[x],info.delta.app,"54.72.100.8, 52.208.148.134, 34.252.175.97",eu.sparkpostmail.com,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,smtp.eu.sparkpostmail.com,"ns-1107.awsdns-10.org, ns-1800.awsdns-33.co.uk, ns-384.awsdns-48.com, ns-894.awsdns-47.net","202203052053464ssc9e0bx6sxfn166dy9hz8920yzqh29g2osq7ipzecjw7a4pj, google-site-verification=Qx_Hf7j4nPAg9U0GwAwXHrYd0VQ7zysFmqBUzgAa4CQ, v=spf1 exists:%{i}._spf.sparkpostmail.com ~all",,
[x],insight.etoro.com,"104.18.35.149, 172.64.152.107","www.etoro.com, www-failover.etoro.akadns.net, www.etoro.akadns.net, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],int-bitgowebhook.dev.etoro.com,"104.18.133.56, 104.18.175.55",www.dev.etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],int-nft-api-controller.dev.etoro.com,"104.18.133.56, 104.18.175.55",www.dev.etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],interim.delta.app,"104.26.8.67, 104.26.9.67, 172.67.70.89",,"dan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,"2606:4700:20::681a:943, 2606:4700:20::ac43:4659, 2606:4700:20::681a:843",
[x],jp.etoro.com,31.222.175.73,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],jsc.etoro.com,23.100.5.66,"prod-jsc.trafficmanager.net, prod-jsc-aag.westeurope.cloudapp.azure.com, prod-jsc-aag.northeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,
[x],korean.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],kyc-src.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],kyc.etoro.com,"172.64.152.107, 104.18.35.149","www.etoro.com, www-failover.etoro.akadns.net, www.etoro.akadns.net, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],l.delta.app,,,"dan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],labs.etoro.com,31.168.97.163,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],lb.etoro.com,54.217.248.82,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],legendyapovidky.gype.czmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],luna.etoro.com,"2.19.126.203, 2.19.126.212","www.etoro.com.edgesuite.net, a1017.g1.akamai.net","n0g1.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],m.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],mail.etoro.com,172.217.18.115,ghs.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,2a00:1450:4001:830::2013,
