input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,csp_domains_,tls_mismatched,tls_wildcard_certificate,cdn_name,cdn
tor85-72-pda.middenbrabant.d66.nl,"D66 – Laat iedereen vrij, maar niemand vallen.",200,191735,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,443,https://tor85-72-pda.middenbrabant.d66.nl:443,https,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,YouTube,2272,False,https://api.mapbox.com,,,,
tpmg7kr5-cloudstation-eu-west-5.middenbrabant.d66.nl,"D66 – Laat iedereen vrij, maar niemand vallen.",200,191743,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,80,http://tpmg7kr5-cloudstation-eu-west-5.middenbrabant.d66.nl:80,http,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,YouTube,2272,False,https://stats.g.doubleclick.net,,,,
transaviafr.haarlem.d66.nl,"D66 – Laat iedereen vrij, maar niemand vallen.",200,191743,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,80,http://transaviafr.haarlem.d66.nl:80,http,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,YouTube,2272,False,https://tr.snapchat.com,,,,
transparantie-integriteit.d66.nl,WordPress › fout,410,2624,transparantie-integriteit.d66.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-09T00:00:00Z,2024-01-10T23:59:59Z,CN=*.d66.nl,*.d66.nl,,d66.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,c035fa2bcbec14a7a3d3bd5652b14be7,512df925069b77b39f7d68a1eff8c743c7bbb6bb7743714cd64a5ce2d820c8aa,ctls,transparantie-integriteit.d66.nl,443,https://transparantie-integriteit.d66.nl:443,https,nginx,text/html,GET,185.113.197.146,/,190856733,,2a02:2858:41e::40,Nginx,123,False,,,True,,
trinodb-prod.middenbrabant.d66.nl,"D66 – Laat iedereen vrij, maar niemand vallen.",200,189382,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,80,http://trinodb-prod.middenbrabant.d66.nl:80,http,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,YouTube,2266,False,https://*.googletagmanager.com,,,,
truegroups.middenbrabant.d66.nl,"D66 – Laat iedereen vrij, maar niemand vallen.",200,189365,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,80,http://truegroups.middenbrabant.d66.nl:80,http,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,YouTube,2266,False,https://google.com,,,,
tsyssolution.haarlem.d66.nl,"D66 – Laat iedereen vrij, maar niemand vallen.",200,189382,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,80,http://tsyssolution.haarlem.d66.nl:80,http,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,YouTube,2266,False,https://googleads.g.doubleclick.net,,,,
ttel-tfiles.haarlem.d66.nl,"D66 – Laat iedereen vrij, maar niemand vallen.",200,188085,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,80,http://ttel-tfiles.haarlem.d66.nl:80,http,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,YouTube,2266,False,https://www.facebook.com,,,,
ttsh-uat.haarlem.d66.nl,"D66 – Laat iedereen vrij, maar niemand vallen.",200,188077,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,80,http://ttsh-uat.haarlem.d66.nl:80,http,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,YouTube,2266,False,https://open.spotify.com,,,,
tuhis.haarlem.d66.nl,"D66 – Laat iedereen vrij, maar niemand vallen.",200,189365,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,80,http://tuhis.haarlem.d66.nl:80,http,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,YouTube,2266,False,https://stats.g.doubleclick.net,,,,
tw-prod-tw1.middenbrabant.d66.nl,"D66 – Laat iedereen vrij, maar niemand vallen.",200,191727,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,80,http://tw-prod-tw1.middenbrabant.d66.nl:80,http,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,YouTube,2272,False,https://*.analytics.google.com,,,,
tw-zh.haarlem.d66.nl,"D66 – Laat iedereen vrij, maar niemand vallen.",200,189390,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,80,http://tw-zh.haarlem.d66.nl:80,http,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,YouTube,2266,False,https://*.googletagmanager.com,,,,
twentewest.d66.nl,"D66 – Laat iedereen vrij, maar niemand vallen.",200,188093,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,80,http://twentewest.d66.nl:80,http,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,YouTube,2266,False,https://platform.twitter.com,,,,
twostepverification.middenbrabant.d66.nl,Attention Required! | Cloudflare,403,4506,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,80,http://twostepverification.middenbrabant.d66.nl:80,http,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,HSTS,94,False,,,,,
ty.middenbrabant.d66.nl,"D66 – Laat iedereen vrij, maar niemand vallen.",200,188049,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,80,http://ty.middenbrabant.d66.nl:80,http,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,YouTube,2266,False,https://snap.licdn.com,,,,
tynaarlo.d66.nl,"D66 Tynaarlo — Laat iedereen vrij, maar niemand vallen",200,94291,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,80,http://tynaarlo.d66.nl:80,http,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl/tynaarlo/,2a02:2858:41e::40,Yoast SEO:20.6,1244,False,https://www.google-analytics.com,,,,
ua.haarlem.d66.nl,"D66 – Laat iedereen vrij, maar niemand vallen.",200,191727,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,443,https://ua.haarlem.d66.nl:443,https,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,YouTube,2272,False,https://*.analytics.google.com,,,,
ubbergen.d66.nl,"D66 – Laat iedereen vrij, maar niemand vallen.",200,188085,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,443,https://ubbergen.d66.nl:443,https,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,YouTube,2266,False,www.google-analytics.com,,,,
uden.d66.nl,Homepage - Uden,200,32131,uden.d66.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-09T00:00:00Z,2024-01-10T23:59:59Z,CN=*.d66.nl,*.d66.nl,,d66.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,c035fa2bcbec14a7a3d3bd5652b14be7,512df925069b77b39f7d68a1eff8c743c7bbb6bb7743714cd64a5ce2d820c8aa,ctls,uden.d66.nl,443,https://uden.d66.nl:443,https,nginx,text/html,GET,185.113.197.146,/,190856733,,2a02:2858:41e::40,Yoast SEO:20.7,369,False,https://rstts.readspeaker.com/,,True,,
ugattribution-sg.middenbrabant.d66.nl,"D66 – Laat iedereen vrij, maar niemand vallen.",200,188049,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,443,https://ugattribution-sg.middenbrabant.d66.nl:443,https,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,YouTube,2266,False,https://googleads.g.doubleclick.net,,,,
ugundpq4.haarlem.d66.nl,"D66 – Laat iedereen vrij, maar niemand vallen.",200,188093,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,443,https://ugundpq4.haarlem.d66.nl:443,https,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,YouTube,2266,False,https://googleads.g.doubleclick.net,,,,
uklondmz-cgw01.haarlem.d66.nl,"D66 – Laat iedereen vrij, maar niemand vallen.",200,191735,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,443,https://uklondmz-cgw01.haarlem.d66.nl:443,https,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,YouTube,2272,False,https://europe-west1-d66cloud.cloudfunctions.net,,,,
ulm.haarlem.d66.nl,"D66 – Laat iedereen vrij, maar niemand vallen.",200,189374,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,443,https://ulm.haarlem.d66.nl:443,https,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,YouTube,2266,False,https://px.ads.linkedin.com,,,,
umn.middenbrabant.d66.nl,"D66 – Laat iedereen vrij, maar niemand vallen.",200,189347,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,443,https://umn.middenbrabant.d66.nl:443,https,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,YouTube,2266,False,www.google-analytics.com,,,,
uncover-crypto.intranet.d66.nl,"D66 – Laat iedereen vrij, maar niemand vallen.",200,189374,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,443,https://uncover-crypto.intranet.d66.nl:443,https,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,YouTube,2266,False,https://api.mapbox.com,,,,
uncover-sadmin.haarlem.d66.nl,"D66 – Laat iedereen vrij, maar niemand vallen.",200,189390,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,443,https://uncover-sadmin.haarlem.d66.nl:443,https,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,YouTube,2266,False,https://player.vimeo.com,,,,
uncover-socket.middenbrabant.d66.nl,"D66 – Laat iedereen vrij, maar niemand vallen.",200,188049,d66.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-06-26T23:59:59Z,"CN=www.d66.nl, O=Politieke Partij Democraten 66, ST=Zuid-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=40407863, businessCategory=Private Organization, jurisdictionCountry=NL",www.d66.nl,Politieke Partij Democraten 66,d66.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,49db056e0a4c0a883ed84b661baca1d4,6a2e8d7aeb638d4ffd01c2c6fa4291b8dc51e3788e7620fc665ef712b66d4cc1,ctls,d66.nl,443,https://uncover-socket.middenbrabant.d66.nl:443,https,cloudflare,text/html,GET,185.113.197.146,/,190856733,https://d66.nl,2a02:2858:41e::40,YouTube,2266,False,https://fonts.googleapis.com,,,,
