input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,lines,cdn,webserver,tech_,tls_subject_org_
r26975783.sync.app.asana.com,404 Not Found,,548,r26975783.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r26975783.sync.app.asana.com,443,https://r26975783.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,14,,nginx,Nginx,
r26975809.sync.app.asana.com,404 Not Found,,548,r26975809.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r26975809.sync.app.asana.com,443,https://r26975809.sync.app.asana.com:443,https,text/html,GET,54.208.98.190,14,,nginx,Nginx,
r27002600.sync.app.asana.com,404 Not Found,,146,r27002600.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27002600.sync.app.asana.com,443,https://r27002600.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,8,,nginx,Nginx,
r27053300.sync.app.asana.com,404 Not Found,,548,r27053300.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27053300.sync.app.asana.com,443,https://r27053300.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,14,,nginx,Nginx,
r27084410.sync.app.asana.com,404 Not Found,,548,r27084410.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27084410.sync.app.asana.com,443,https://r27084410.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,14,,nginx,Nginx,
r27091700.sync.app.asana.com,404 Not Found,,548,r27091700.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27091700.sync.app.asana.com,443,https://r27091700.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,14,,nginx,Nginx,
r27112000.sync.app.asana.com,404 Not Found,,146,r27112000.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27112000.sync.app.asana.com,443,https://r27112000.sync.app.asana.com:443,https,text/html,GET,54.208.98.190,8,,nginx,Nginx,
r27126855.sync.app.asana.com,404 Not Found,,146,r27126855.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126855.sync.app.asana.com,443,https://r27126855.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,8,,nginx,Nginx,
r27126859.sync.app.asana.com,404 Not Found,,146,r27126859.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126859.sync.app.asana.com,443,https://r27126859.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,8,,nginx,Nginx,
r27126860.sync.app.asana.com,404 Not Found,,146,r27126860.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126860.sync.app.asana.com,443,https://r27126860.sync.app.asana.com:443,https,text/html,GET,54.208.98.190,8,,nginx,Nginx,
r27126901.sync.app.asana.com,404 Not Found,,146,r27126901.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126901.sync.app.asana.com,443,https://r27126901.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,8,,nginx,Nginx,
r27126902.sync.app.asana.com,404 Not Found,,146,r27126902.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126902.sync.app.asana.com,443,https://r27126902.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,8,,nginx,Nginx,
r27126903.sync.app.asana.com,404 Not Found,,146,r27126903.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126903.sync.app.asana.com,443,https://r27126903.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,8,,nginx,Nginx,
r27126904.sync.app.asana.com,404 Not Found,,146,r27126904.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126904.sync.app.asana.com,443,https://r27126904.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,8,,nginx,Nginx,
r27126905.sync.app.asana.com,404 Not Found,,548,r27126905.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126905.sync.app.asana.com,443,https://r27126905.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,14,,nginx,Nginx,
r27126906.sync.app.asana.com,404 Not Found,,146,r27126906.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126906.sync.app.asana.com,443,https://r27126906.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,8,,nginx,Nginx,
r27126907.sync.app.asana.com,404 Not Found,,548,r27126907.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126907.sync.app.asana.com,443,https://r27126907.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,14,,nginx,Nginx,
r27126908.sync.app.asana.com,404 Not Found,,146,r27126908.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126908.sync.app.asana.com,443,https://r27126908.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,8,,nginx,Nginx,
r27126909.sync.app.asana.com,404 Not Found,,146,r27126909.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126909.sync.app.asana.com,443,https://r27126909.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,8,,nginx,Nginx,
r27126910.sync.app.asana.com,404 Not Found,,146,r27126910.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126910.sync.app.asana.com,443,https://r27126910.sync.app.asana.com:443,https,text/html,GET,54.208.98.190,8,,nginx,Nginx,
r27126911.sync.app.asana.com,404 Not Found,,146,r27126911.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126911.sync.app.asana.com,443,https://r27126911.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,8,,nginx,Nginx,
r27126912.sync.app.asana.com,404 Not Found,,146,r27126912.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126912.sync.app.asana.com,443,https://r27126912.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,8,,nginx,Nginx,
r27126913.sync.app.asana.com,404 Not Found,,146,r27126913.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126913.sync.app.asana.com,443,https://r27126913.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,8,,nginx,Nginx,
r27126914.sync.app.asana.com,404 Not Found,,146,r27126914.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126914.sync.app.asana.com,443,https://r27126914.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,8,,nginx,Nginx,
r27126915.sync.app.asana.com,404 Not Found,,146,r27126915.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126915.sync.app.asana.com,443,https://r27126915.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,8,,nginx,Nginx,
r27126916.sync.app.asana.com,404 Not Found,,548,r27126916.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126916.sync.app.asana.com,443,https://r27126916.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,14,,nginx,Nginx,
r27126917.sync.app.asana.com,404 Not Found,,548,r27126917.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126917.sync.app.asana.com,443,https://r27126917.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,14,,nginx,Nginx,
r27126919.sync.app.asana.com,404 Not Found,,548,r27126919.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126919.sync.app.asana.com,443,https://r27126919.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,14,,nginx,Nginx,
r27126921.sync.app.asana.com,404 Not Found,,548,r27126921.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126921.sync.app.asana.com,443,https://r27126921.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,14,,nginx,Nginx,
r27126922.sync.app.asana.com,404 Not Found,,548,r27126922.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126922.sync.app.asana.com,443,https://r27126922.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,14,,nginx,Nginx,
r27126923.sync.app.asana.com,404 Not Found,,548,r27126923.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126923.sync.app.asana.com,443,https://r27126923.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,14,,nginx,Nginx,
r27126924.sync.app.asana.com,404 Not Found,,548,r27126924.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126924.sync.app.asana.com,443,https://r27126924.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,14,,nginx,Nginx,
r27126929.sync.app.asana.com,404 Not Found,,548,r27126929.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126929.sync.app.asana.com,443,https://r27126929.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,14,,nginx,Nginx,
r27126963.sync.app.asana.com,404 Not Found,,146,r27126963.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126963.sync.app.asana.com,443,https://r27126963.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,8,,nginx,Nginx,
r27126976.sync.app.asana.com,404 Not Found,,548,r27126976.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126976.sync.app.asana.com,443,https://r27126976.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,14,,nginx,Nginx,
r27126977.sync.app.asana.com,404 Not Found,,146,r27126977.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126977.sync.app.asana.com,443,https://r27126977.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,8,,nginx,Nginx,
r27126979.sync.app.asana.com,404 Not Found,,146,r27126979.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126979.sync.app.asana.com,443,https://r27126979.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,8,,nginx,Nginx,
r27126980.sync.app.asana.com,404 Not Found,,548,r27126980.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126980.sync.app.asana.com,443,https://r27126980.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,14,,nginx,Nginx,
r27126981.sync.app.asana.com,404 Not Found,,548,r27126981.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126981.sync.app.asana.com,443,https://r27126981.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,14,,nginx,Nginx,
r27126982.sync.app.asana.com,404 Not Found,,146,r27126982.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126982.sync.app.asana.com,443,https://r27126982.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,8,,nginx,Nginx,
r27126983.sync.app.asana.com,404 Not Found,,146,r27126983.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126983.sync.app.asana.com,443,https://r27126983.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,8,,nginx,Nginx,
r27126985.sync.app.asana.com,404 Not Found,,548,r27126985.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126985.sync.app.asana.com,443,https://r27126985.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,14,,nginx,Nginx,
r27126986.sync.app.asana.com,404 Not Found,,146,r27126986.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126986.sync.app.asana.com,443,https://r27126986.sync.app.asana.com:443,https,text/html,GET,54.208.98.190,8,,nginx,Nginx,
r27126987.sync.app.asana.com,404 Not Found,,146,r27126987.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126987.sync.app.asana.com,443,https://r27126987.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,8,,nginx,Nginx,
r27126988.sync.app.asana.com,404 Not Found,,548,r27126988.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27126988.sync.app.asana.com,443,https://r27126988.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,14,,nginx,Nginx,
r27127012.sync.app.asana.com,404 Not Found,,146,r27127012.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27127012.sync.app.asana.com,443,https://r27127012.sync.app.asana.com:443,https,text/html,GET,54.208.98.190,8,,nginx,Nginx,
r27127014.sync.app.asana.com,404 Not Found,,146,r27127014.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27127014.sync.app.asana.com,443,https://r27127014.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,8,,nginx,Nginx,
r27127015.sync.app.asana.com,404 Not Found,,146,r27127015.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27127015.sync.app.asana.com,443,https://r27127015.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,8,,nginx,Nginx,
r27127016.sync.app.asana.com,404 Not Found,,146,r27127016.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27127016.sync.app.asana.com,443,https://r27127016.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,8,,nginx,Nginx,
r27127017.sync.app.asana.com,404 Not Found,,548,r27127017.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27127017.sync.app.asana.com,443,https://r27127017.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,14,,nginx,Nginx,
r27127027.sync.app.asana.com,404 Not Found,,548,r27127027.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27127027.sync.app.asana.com,443,https://r27127027.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,14,,nginx,Nginx,
r27127028.sync.app.asana.com,404 Not Found,,548,r27127028.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27127028.sync.app.asana.com,443,https://r27127028.sync.app.asana.com:443,https,text/html,GET,54.208.98.190,14,,nginx,Nginx,
r27127030.sync.app.asana.com,404 Not Found,,548,r27127030.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27127030.sync.app.asana.com,443,https://r27127030.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,14,,nginx,Nginx,
r27127031.sync.app.asana.com,404 Not Found,,548,r27127031.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27127031.sync.app.asana.com,443,https://r27127031.sync.app.asana.com:443,https,text/html,GET,54.208.98.190,14,,nginx,Nginx,
r27127032.sync.app.asana.com,404 Not Found,,146,r27127032.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27127032.sync.app.asana.com,443,https://r27127032.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,8,,nginx,Nginx,
r27127033.sync.app.asana.com,404 Not Found,,146,r27127033.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27127033.sync.app.asana.com,443,https://r27127033.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,8,,nginx,Nginx,
r27127034.sync.app.asana.com,404 Not Found,,548,r27127034.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27127034.sync.app.asana.com,443,https://r27127034.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,14,,nginx,Nginx,
r27127035.sync.app.asana.com,404 Not Found,,548,r27127035.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r27127035.sync.app.asana.com,443,https://r27127035.sync.app.asana.com:443,https,text/html,GET,54.208.98.190,14,,nginx,Nginx,
