input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,method,host,path,favicon,a_,lines,failed,cdn_name,webserver,content_type,tech_,cdn,final_url,tls_mismatched,tls_wildcard_certificate
66-220-157-94.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://66-220-157-94.survey.sidn.nl:443,https,GET,13.32.121.91,/,-52628439,2600:9000:2240:b800:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
7wkft.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://7wkft.survey.sidn.nl:443,https,GET,13.32.121.101,/,-52628439,2600:9000:236e:5c00:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
a-96-119-225-91.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://a-96-119-225-91.survey.sidn.nl:443,https,GET,13.32.121.42,/,-52628439,2600:9000:236e:e200:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
aaa1-1-a-gci.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://aaa1-1-a-gci.survey.sidn.nl:443,https,GET,13.32.121.42,/,-52628439,2600:9000:236e:da00:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
abot-cl1-expe.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://abot-cl1-expe.survey.sidn.nl:443,https,GET,13.32.121.90,/,-52628439,2600:9000:2240:2400:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
academy.sidn.nl,SIDN Academy | Welkom!,200,15325,academy.sidn.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-25T00:00:00Z,2023-10-25T23:59:59Z,"CN=academy.sidn.nl, O=Stichting Internet Domeinregistratie Nederland, ST=Gelderland, C=NL",academy.sidn.nl,Stichting Internet Domeinregistratie Nederland,academy.sidn.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,fd1639eb022625ff933566239ea36dbe,9bd279c550ea4d0c0267d1693a59fcf5fc30528b42855eaa40a533be72295fe6,ctls,academy.sidn.nl,443,https://academy.sidn.nl:443,https,GET,34.252.78.54,/,,2a05:d018:2a8:2801:2d83:3cdb:362f:ee69,691,False,,nginx,text/html,Nginx,,https://academy.sidn.nl/do;jsessionid=6349E7755D284C6BECAB9EB963563EA8?action=home,,
acbis.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://acbis.survey.sidn.nl:443,https,GET,13.32.121.91,/,-52628439,2600:9000:2240:d200:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
acc-fms6.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://acc-fms6.survey.sidn.nl:443,https,GET,13.32.121.101,/,-52628439,2600:9000:2240:7800:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
accept-gateway.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://accept-gateway.survey.sidn.nl:443,https,GET,13.32.121.42,/,-52628439,2600:9000:236e:9400:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
accessdullstupid.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://accessdullstupid.survey.sidn.nl:443,https,GET,13.32.121.90,/,-52628439,2600:9000:236e:9400:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
accessfms5.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://accessfms5.survey.sidn.nl:443,https,GET,13.32.121.101,/,-52628439,2600:9000:2240:9600:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
admin-wwwexamplesbackup-meet-git.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://admin-wwwexamplesbackup-meet-git.survey.sidn.nl:443,https,GET,13.32.121.91,/,-52628439,2600:9000:236e:1200:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
airflow-food.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://airflow-food.survey.sidn.nl:443,https,GET,13.32.121.91,/,-52628439,2600:9000:2240:a600:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
aldo-olvera-perez.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://aldo-olvera-perez.survey.sidn.nl:443,https,GET,13.32.121.91,/,-52628439,2600:9000:2240:7e00:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
alpha-p.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://alpha-p.survey.sidn.nl:443,https,GET,13.32.121.90,/,-52628439,2600:9000:236e:5c00:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
alphamy-external-domain.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://alphamy-external-domain.survey.sidn.nl:443,https,GET,65.9.95.112,/,-52628439,2600:9000:25a2:da00:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
amarok.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://amarok.survey.sidn.nl:443,https,GET,13.32.121.42,/,-52628439,2600:9000:2240:7200:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
amp-mt-ingestion-service.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://amp-mt-ingestion-service.survey.sidn.nl:443,https,GET,13.32.121.42,/,-52628439,2600:9000:236e:9400:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
apg-130-114-165-50.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://apg-130-114-165-50.survey.sidn.nl:443,https,GET,13.32.121.42,/,-52628439,2600:9000:236e:6e00:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
apgea-131-92-79-85.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://apgea-131-92-79-85.survey.sidn.nl:443,https,GET,13.32.121.91,/,-52628439,2600:9000:2240:a000:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
api-0-4-2.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://api-0-4-2.survey.sidn.nl:443,https,GET,13.32.121.90,/,-52628439,2600:9000:236e:4400:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
api-ci-stg.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://api-ci-stg.survey.sidn.nl:443,https,GET,13.32.121.90,/,-52628439,2600:9000:2240:3600:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
api.sidn.nl,HTTP Status 404 – Not Found,404,431,api.sidn.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T00:00:00Z,2024-05-02T23:59:59Z,"CN=api.sidn.nl, O=Stichting Internet Domeinregistratie Nederland, ST=Gelderland, C=NL",api.sidn.nl,Stichting Internet Domeinregistratie Nederland,api.sidn.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,7609b709d68985e5baf86416b8a544f7,0b3b5bad653973ae80d85e9c1a0180c301e5444b57cf0ff574e62b31c2aaedb1,ctls,api.sidn.nl,443,https://api.sidn.nl:443,https,GET,34.107.190.249,/,-230353730,2600:1901:0:df57::,1,False,google,rhino-core-shield,text/html,Google Cloud CDN,True,,,
api19.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://api19.survey.sidn.nl:443,https,GET,13.32.121.101,/,-52628439,2600:9000:236e:c000:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
apiwebstatus-clients-svnpostgresgit.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://apiwebstatus-clients-svnpostgresgit.survey.sidn.nl:443,https,GET,13.32.121.91,/,-52628439,2600:9000:2240:3a00:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
app-dev.survey.sidn.nl,Survey software and services | CheckMarket Survey Tool,200,37446,www.checkmarket.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T17:23:02Z,2023-07-30T17:23:01Z,CN=www.checkmarket.com,www.checkmarket.com,,www.checkmarket.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cb95d0f4e5c62e139091428b1589f614,411e99e9666aae3c10320ad3af88aefa8ea24554badef40b5d1817519cb32392,ctls,www.checkmarket.com,443,https://app-dev.survey.sidn.nl:443,https,GET,13.32.121.90,/,-52628439,2600:9000:236e:da00:19:1a16:9840:93a1,3,False,cloudfront,cloudflare,text/html,wpBakery,True,https://www.checkmarket.com/,,
