new,host,a,soa,status_code,cdn,cdn-name,ns,txt
[x],wp.pro.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
[x],www1-mgot7.treebal.green,,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,admin.dev.treebal.green,35.187.177.67,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,apilogqa-apiproduction.greenwww.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,assets-vps-corporate-gitvpn.dev.treebal.green,35.187.177.67,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,auth.eu-1.dev.treebal.green,34.88.172.39,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,"pdns11.domaincontrol.com, pdns12.domaincontrol.com",
,auth.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,authdns-site.eu-0.treebal.green,34.140.241.3,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,axxera.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,b231daps-34.greenwww.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,callback.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,"pdns12.domaincontrol.com, pdns11.domaincontrol.com",
,caplonsgstg-3.greenwww.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,"pdns12.domaincontrol.com, pdns11.domaincontrol.com",
,chppm-72-2.eu-0.treebal.green,34.140.241.3,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,"pdns12.domaincontrol.com, pdns11.domaincontrol.com",
,dc-aa8e722993._spfm.treebal.green,,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,,,,v=spf1 include:_spf.google.com ~all
,element.dev.treebal.green,35.187.177.67,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,eurwbn-134-232-35-4.eu-0.treebal.green,34.140.241.3,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,"pdns12.domaincontrol.com, pdns11.domaincontrol.com",
,fr.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,"pdns12.domaincontrol.com, pdns11.domaincontrol.com",
,grafana.eu-0.dev.treebal.green,35.187.177.67,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,"pdns12.domaincontrol.com, pdns11.domaincontrol.com",
,grafana.eu-0.treebal.green,34.140.241.3,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,"pdns12.domaincontrol.com, pdns11.domaincontrol.com",
,grafana.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,gsp41-e1125.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,h-135-207-140-59.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,h-135-207-140-69.greenwww.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,ilc.greenwww.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,ipv4-c001-sla001-claro-ar-isp.dev.treebal.green,35.187.177.67,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,"pdns11.domaincontrol.com, pdns12.domaincontrol.com",
,issues.greenwww.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,jrss-215-71-239-27.eu-0.treebal.green,34.140.241.3,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,lnn.greenwww.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,m.eu-0.dev.treebal.green,35.187.177.67,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,"pdns11.domaincontrol.com, pdns12.domaincontrol.com",
,m.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,meet.eu-0.dev.treebal.green,,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,meet.eu-0.treebal.green,34.140.241.3,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,meet.eu-2.dev.treebal.green,,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,,,,
,msg.eu-1.dev.treebal.green,34.88.172.39,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,"pdns12.domaincontrol.com, pdns11.domaincontrol.com",
,pro.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,s3-uploads-temp-wwwm-exchangedns.eu-0.treebal.green,34.140.241.3,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,"pdns12.domaincontrol.com, pdns11.domaincontrol.com",
,sftp.treebal.green,34.76.228.106,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,shard0.eu-1.dev.treebal.green,34.88.172.39,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,sorrytelevision.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,"pdns11.domaincontrol.com, pdns12.domaincontrol.com",
,statics.treebal.green,35.244.236.226,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,system.wangari.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,tier1-test-hds-ams02-1.greenwww.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,tor2-10-grc.meet.treebal.green,34.140.41.243,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,"pdns12.domaincontrol.com, pdns11.domaincontrol.com",
,tor259-312-pda.greenwww.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,tor365-249-pdb.meet.treebal.green,,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,track.dev.treebal.green,35.187.177.67,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,track.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,treebal.greenwww.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,"pdns12.domaincontrol.com, pdns11.domaincontrol.com",
,turn-green.dev.treebal.green,35.206.187.61,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,"pdns12.domaincontrol.com, pdns11.domaincontrol.com",
,urlshortener.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,"pdns11.domaincontrol.com, pdns12.domaincontrol.com",
,userservice.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,v4teamauth-accessrelay-config-redirect.eu-0.treebal.green,34.140.241.3,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,vibrantm.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,"pdns12.domaincontrol.com, pdns11.domaincontrol.com",
,wiki-appuser.greenwww.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,wikicmspl.greenwww.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
,www.treebal.green,35.205.138.108,"pdns11.domaincontrol.com, dns.jomax.net",NOERROR,True,google,,
