host,a,soa,status_code,axfr,cname,mx,cdn,cdn-name,has_internal_ips,internal_ips,txt,ns,caa,aaaa
healthline.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'healthline.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
localgraphviz-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'localgraphviz-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
jira-cdn-staging.uberinternal.com,"34.211.204.151, 52.35.252.67","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,{'host': 'jira-cdn-staging.uberinternal.com'},cdnte-loadb-1gif60fa00ogy-1818011215.us-west-2.elb.amazonaws.com,,,,,,,,,
jeng-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'jeng-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
hotspot.uberinternal.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'hotspot.uberinternal.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
go-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'go-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
inca-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'inca-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
incidents-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'incidents-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
jeng.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'jeng.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
lzc-crane.uberinternal.com,"34.98.78.61, 34.98.64.215","edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'lzc-crane.uberinternal.com'},,,True,google,,,,,,
ipam.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'ipam.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
maps-metrics-db-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'maps-metrics-db-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
image-truth.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'image-truth.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
graphql.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'graphql.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
invoices-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'invoices-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
ispend.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'ispend.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
hotspot-curator.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'hotspot-curator.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
i18n-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'i18n-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
iteportal.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'iteportal.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
madan.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'madan.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
jarvis-home-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'jarvis-home-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
localgraphviz.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'localgraphviz.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
jarvis.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'jarvis.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
legos-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'legos-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
mapper.uberinternal.com,"69.194.39.80, 97.64.114.201, 97.64.122.27, 97.64.122.42","edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'mapper.uberinternal.com'},,,,,,,,,,
medley.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'medley.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
leaderboard.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'leaderboard.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
labeling.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'labeling.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
klaxon-beta.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'klaxon-beta.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
lineage.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'lineage.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
ir.vscode.devpod-waw.uberinternal.com,34.149.196.191,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'ir.vscode.devpod-waw.uberinternal.com'},,,True,google,,,,,,
ieweb.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'ieweb.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
jaeger.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'jaeger.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
health-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'health-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
lol.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'lol.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
jira-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'jira-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
lastpass.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'lastpass.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
maestrov2.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'maestrov2.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
mamute-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'mamute-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
maps-workflow-dca1.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'maps-workflow-dca1.uberinternal.com'},"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
jukebox.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'jukebox.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
infra.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'infra.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
hcv.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'hcv.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
luna.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'luna.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
maple.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'maple.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
megaphone.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'megaphone.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
jxt-staging.uberinternal.com,"34.218.160.37, 54.188.94.188","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,{'host': 'jxt-staging.uberinternal.com'},jiraextst-loadbala-91qv94tnkvf3-78256641.us-west-2.elb.amazonaws.com,,,,,,,,,
mapmaker.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'mapmaker.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
mobile.vscode.devpod-waw.uberinternal.com,34.149.196.191,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'mobile.vscode.devpod-waw.uberinternal.com'},,,True,google,,,,,,
mission-control-web.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'mission-control-web.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
ipv6.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'ipv6.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
mgmt.uber.com,204.51.170.233,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'mgmt.uber.com'},,,,,,,,,,
mobile-content.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'mobile-content.uber.com'},cn-ecg.cfe.uber.com,mx.sendgrid.net,True,google,,,,,,
lightning.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'lightning.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
metrics.uber.com,10.6.0.1,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'metrics.uber.com'},,,,,True,10.6.0.1,,,,
mg.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'mg.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
metro-api.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'metro-api.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
noemail.uber.com,127.0.0.1,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'noemail.uber.com'},,,,,True,127.0.0.1,,,,
mutombo.uber.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'mutombo.uber.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
nagioscheck.uber.com,204.11.223.74,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'nagioscheck.uber.com'},,,,,,,,,,
movement.uber.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'movement.uber.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
movement-preprod.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'movement-preprod.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
nagios02-sjc1.prod.uber.com,104.36.192.206,"ns-1980.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,{'host': 'nagios02-sjc1.prod.uber.com'},,,,,,,,,,
newsroom.uber.com,35.184.61.224,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,{'host': 'newsroom.uber.com'},ubernewblog.wpengine.com,,True,google,,,,,,
mx-static.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'mx-static.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
notifier.uber.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'notifier.uber.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
myprivacy.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'myprivacy.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
nagios03-sjc1.prod.uber.com,104.36.192.246,"ns-1980.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,{'host': 'nagios03-sjc1.prod.uber.com'},,,,,,,,,,
nuber.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'nuber.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
nycvideo.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'nycvideo.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
jump-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'jump-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
mdm.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'mdm.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
o11.email.uber.com,50.31.36.134,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'o11.email.uber.com'},,,,,,,,,,
monitor.vscode.devpod-waw.uberinternal.com,34.149.196.191,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'monitor.vscode.devpod-waw.uberinternal.com'},,,True,google,,,,,,
medley-api.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'medley-api.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
o10.email.uber.com,50.31.36.130,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'o10.email.uber.com'},,,,,,,,,,
jaeger-dca1.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'jaeger-dca1.uberinternal.com'},"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
o.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'o.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
o12.email.uber.com,50.31.36.137,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'o12.email.uber.com'},,,,,,,,,,
metal-api-dev.uberinternal.com,"34.120.6.13, 35.186.253.108","edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'metal-api-dev.uberinternal.com'},,,True,google,,,,,,
i18n.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'i18n.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
o16.email.uber.com,167.89.40.119,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'o16.email.uber.com'},,,,,,,,,,
o13.email.uber.com,50.31.36.14,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'o13.email.uber.com'},,,,,,,,,,
o14.email.uber.com,50.31.36.143,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'o14.email.uber.com'},,,,,,,,,,
maestro.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'maestro.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
o15.email.uber.com,50.31.36.149,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'o15.email.uber.com'},,,,,,,,,,
mcp.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'mcp.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
o23.email.uber.com,167.89.42.46,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'o23.email.uber.com'},,,,,,,,,,
o19.email.uber.com,167.89.42.142,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'o19.email.uber.com'},,,,,,,,,,
o18.email.uber.com,167.89.42.140,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'o18.email.uber.com'},,,,,,,,,,
o22.email.uber.com,167.89.42.251,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'o22.email.uber.com'},,,,,,,,,,
o1.mail.prod.uber.com,74.63.247.153,"ns-1980.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,{'host': 'o1.mail.prod.uber.com'},,,,,,,,,,
o17.email.uber.com,167.89.42.131,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'o17.email.uber.com'},,,,,,,,,,
o21.email.uber.com,167.89.42.176,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'o21.email.uber.com'},,,,,,,,,,
o20.email.uber.com,167.89.42.166,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'o20.email.uber.com'},,,,,,,,,,
o2.email.uber.com,192.254.112.88,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'o2.email.uber.com'},,,,,,,,,,
jetbrains.uberinternal.com,"35.155.217.91, 52.26.99.247","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,{'host': 'jetbrains.uberinternal.com'},jetbrains-prod-lb-1205648157.us-west-2.elb.amazonaws.com,,,,,,,,,
o24.email.uber.com,167.89.42.88,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'o24.email.uber.com'},,,,,,,,,,
o3.email.uber.com,192.254.112.89,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'o3.email.uber.com'},,,,,,,,,,
o8.email.uber.com,167.89.17.53,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'o8.email.uber.com'},,,,,,,,,,
o5.email.uber.com,167.89.12.211,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'o5.email.uber.com'},,,,,,,,,,
o4.email.uber.com,167.89.12.210,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'o4.email.uber.com'},,,,,,,,,,
o25.email.uber.com,167.89.44.106,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'o25.email.uber.com'},,,,,,,,,,
o9.email.uber.com,50.31.36.127,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'o9.email.uber.com'},,,,,,,,,,
localhost.et.uber.com,127.0.0.1,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,{'host': 'localhost.et.uber.com'},,,,,True,127.0.0.1,,,,
