new,host,a,aaaa,soa,status_code,cdn,cdn-name,cname,caa,mx,ns,txt
[x],bitquantum.bitaccessbtm.com,"104.26.13.113, 172.67.75.129, 104.26.12.113","2606:4700:20::681a:d71, 2606:4700:20::ac43:4b81, 2606:4700:20::681a:c71","andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],btc.faa.st,"104.21.5.207, 172.67.133.214","2606:4700:3032::ac43:85d6, 2606:4700:3035::6815:5cf","demi.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],cash.bitaccessbtm.com,"54.91.6.89, 54.196.16.164, 54.157.4.65, 34.201.80.84",,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,bitaccessbtm.com.herokudns.com,,,,
[x],cash2bitcoin.bitaccessbtm.com,"104.26.13.113, 172.67.75.129, 104.26.12.113","2606:4700:20::ac43:4b81, 2606:4700:20::681a:c71, 2606:4700:20::681a:d71","andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],cashapi.bitaccessbtm.com,"104.26.13.113, 172.67.75.129, 104.26.12.113","2606:4700:20::ac43:4b81, 2606:4700:20::681a:d71, 2606:4700:20::681a:c71","andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],cctest.bitaccessbtm.com,"104.26.13.113, 104.26.12.113, 172.67.75.129","2606:4700:20::681a:d71, 2606:4700:20::681a:c71, 2606:4700:20::ac43:4b81","andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],coincloud.bitaccessbtm.com,"104.26.13.113, 104.26.12.113, 172.67.75.129","2606:4700:20::ac43:4b81, 2606:4700:20::681a:c71, 2606:4700:20::681a:d71","andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],crypto-kiosk.bitaccessbtm.com,"104.26.12.113, 104.26.13.113, 172.67.75.129","2606:4700:20::681a:c71, 2606:4700:20::ac43:4b81, 2606:4700:20::681a:d71","andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],devlogin.bitaccessbtm.com,"104.18.102.2, 104.18.103.2","2606:4700::6812:6602, 2606:4700::6812:6702","kolton.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,ba-op-test-cd-i75qjsubev4lcvhw.edge.tenants.auth0.com,"digicert.com, letsencrypt.org",,,
[x],docs.faa.st,"104.18.3.117, 104.18.2.117","2606:4700::6812:275, 2606:4700::6812:375","dahlia.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,hosting.gitbook.io,"digicert.com, letsencrypt.org, pki.goog",,,
[x],edge.bitaccessbtm.com,"104.26.13.113, 172.67.75.129, 104.26.12.113","2606:4700:20::681a:c71, 2606:4700:20::681a:d71, 2606:4700:20::ac43:4b81","andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],empirebit.bitaccessbtm.com,"104.26.12.113, 104.26.13.113, 172.67.75.129","2606:4700:20::681a:c71, 2606:4700:20::681a:d71, 2606:4700:20::ac43:4b81","andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],faa.st,"104.21.5.207, 172.67.133.214","2606:4700:3035::6815:5cf, 2606:4700:3032::ac43:85d6","demi.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,"alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com","eric.ns.cloudflare.com, demi.ns.cloudflare.com","google-site-verification=H6b9JIAF_PbhIazUQZw9-EzVSkOYBg3jo_BPgnMTY4s, v=spf1 a mx include:spf.mailjet.com include:_spf.google.com  ~all"
[x],firstcoinatmcustomerportal.bitaccessbtm.com,,,"andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],gretzky-production.faa.st,,,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,systematic-scallop-paay1h8kz7tgq8enw328diat.herokudns.com,,,,
[x],iframe-test.bitaccessbtm.com,,,,NOERROR,,,,,,,
[x],instabitatm.bitaccessbtm.com,"172.67.75.129, 104.26.13.113, 104.26.12.113","2606:4700:20::681a:c71, 2606:4700:20::681a:d71, 2606:4700:20::ac43:4b81","andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],kiosk-api.bitaccessbtm.com,"104.26.13.113, 172.67.75.129, 104.26.12.113","2606:4700:20::ac43:4b81, 2606:4700:20::681a:c71, 2606:4700:20::681a:d71","andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],kiosk-dev-na.bitaccessbtm.com,"34.201.80.84, 54.91.6.89, 54.157.4.65, 54.196.16.164",,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,cellular-hamster-2cfuz305nckm9fuqq8v55eq1.herokudns.com,,,,
[x],kiosk-dev.bitaccessbtm.com,"104.26.12.113, 172.67.75.129, 104.26.13.113","2606:4700:20::681a:c71, 2606:4700:20::ac43:4b81, 2606:4700:20::681a:d71","andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],kiosk-jobs-na.bitaccessbtm.com,"54.162.128.250, 54.157.58.70, 18.205.36.100, 52.204.242.176",,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,angular-date-2pu5ehihbgc51wd80w62ttf7.herokudns.com,,,,
[x],kiosk-na.bitaccessbtm.com,"54.196.16.164, 34.201.80.84, 54.91.6.89, 54.157.4.65",,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,afternoon-parasaurolophus-gey5pgp97womsaqq3z1lrp3m.herokudns.com,,,,
[x],kiosk-rc-na.bitaccessbtm.com,"54.91.6.89, 34.201.80.84, 54.196.16.164, 54.157.4.65",,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,tranquil-camel-icu6funyxxe97h72qnntm46b.herokudns.com,,,,
[x],kiosk.bitaccessbtm.com,,,,NOERROR,,,,,,,
[x],limewire-api.bitaccessbtm.com,"188.114.99.229, 188.114.98.229","2a06:98c1:3122:e000::5, 2a06:98c1:3123:e000::5","andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],login.faa.st,"104.17.235.88, 104.17.171.55","2606:4700::6811:ab37, 2606:4700::6811:eb58","kara.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,faast-cd-j3erl074scwsi4bt.edge.tenants.eu.auth0.com,"digicert.com, letsencrypt.org",,,
[x],metrofino.bitaccessbtm.com,"172.67.75.129, 104.26.13.113, 104.26.12.113","2606:4700:20::681a:d71, 2606:4700:20::681a:c71, 2606:4700:20::ac43:4b81","andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],op-rc.bitaccessbtm.com,"104.26.12.113, 104.26.13.113, 172.67.75.129","2606:4700:20::ac43:4b81, 2606:4700:20::681a:d71, 2606:4700:20::681a:c71","andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],op.bitaccessbtm.com,"104.26.12.113, 172.67.75.129, 104.26.13.113","2606:4700:20::681a:c71, 2606:4700:20::ac43:4b81, 2606:4700:20::681a:d71","andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],opdev.bitaccessbtm.com,"104.26.12.113, 104.26.13.113, 172.67.75.129","2606:4700:20::681a:c71, 2606:4700:20::ac43:4b81, 2606:4700:20::681a:d71","andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],rc.bitaccessbtm.com,"104.26.13.113, 172.67.75.129, 104.26.12.113","2606:4700:20::681a:c71, 2606:4700:20::681a:d71, 2606:4700:20::ac43:4b81","andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],rockitcoin.bitaccessbtm.com,"104.26.13.113, 172.67.75.129, 104.26.12.113","2606:4700:20::681a:c71, 2606:4700:20::ac43:4b81, 2606:4700:20::681a:d71","andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],s.bitaccessbtm.com,"63.32.161.232, 54.247.69.169, 52.212.52.84",,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,environmental-harbor-6x8lfvpxkcfehk4n7y8rsvhr.herokudns.com,,,,
[x],santiago.bitaccessbtm.com,"104.26.13.113, 172.67.75.129, 104.26.12.113","2606:4700:20::681a:c71, 2606:4700:20::681a:d71, 2606:4700:20::ac43:4b81","andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],slack.faa.st,,,"demi.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],status.faa.st,,,"haley.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,statuspage.betteruptime.com,letsencrypt.org,,,
[x],testapi.faa.st,"104.21.5.207, 172.67.133.214","2606:4700:3035::6815:5cf, 2606:4700:3032::ac43:85d6","demi.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],web3.faa.st,,,"demi.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],work-api-rc.bitaccessbtm.com,"172.67.75.129, 104.26.13.113, 104.26.12.113","2606:4700:20::681a:d71, 2606:4700:20::681a:c71, 2606:4700:20::ac43:4b81","andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],www.eport.equifax.com.faa.st,,,"demi.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],www.faa.st,"172.67.133.214, 104.21.5.207","2606:4700:3032::ac43:85d6, 2606:4700:3035::6815:5cf","demi.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],www.web3.faa.st,,,"demi.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,h1faa.staging-my.mtn.com,,,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,
,uas-faa.stage.twilio.com,"13.32.99.92, 13.32.99.111, 13.32.99.43, 13.32.99.99",,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,dvksptar9cd7z.cloudfront.net,,,"ns-1221.awsdns-24.org, ns-111.awsdns-13.com, ns-1903.awsdns-45.co.uk, ns-616.awsdns-13.net",
