input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,final_url,csp_domains_,webserver,tls_expired,tls_mismatched,cdn_name,cdn,tls_self_signed,location
access.att.com,AT&T HR Access,200,5014,hraccess.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,hraccess.att.com,443,https://access.att.com:443,https,text/html,GET,23.192.153.80,/,-1255347784,2a02:26f0:1700:394::2db1,HSTS,23,False,https://hraccess.att.com/,,,,,,,,
accesspartners.att.com,,404,10,accesspartners.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,accesspartners.att.com,443,https://accesspartners.att.com:443,https,,GET,2.23.197.91,/,1864250944,2a02:26f0:480:986::2db1,,2,False,,,AkamaiNetStorage,,,,,,
accessportal.att.com,ATT Login Redirect,200,2007,accessportal.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-30T00:00:00Z,2023-06-30T23:59:59Z,"CN=*.att.com, O=AT and T Services\, Inc., L=Dallas, ST=Texas, C=US",*.att.com,"AT and T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5566d02cecb7b29e3c4395034f914334,dc16628f1845f523b2d5a9f41ab4deeb5481fa7384a99e513992381c5d229fa8,True,ctls,accessportal.att.com,443,https://accessportal.att.com:443,https,text/html,GET,144.161.77.204,/,1054357240,2001:1890:1c00:6222::4:1009,HSTS,64,False,,,,,,,,,
acconesource.att.com,Power2Motivate | Loyalty Programs & Employee Reward & Recognition,200,119581,www.power2motivate.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T10:57:42Z,2023-07-16T10:57:41Z,CN=www.power2motivate.com,www.power2motivate.com,,www.power2motivate.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,141090f09993d14eff0c1a432080d3a3,2947333f9959cbc4a10343493d507fc6d876ac0c82caa260e218d6483b1f9465,,ctls,www.power2motivate.com,443,https://acconesource.att.com:443,https,text/html,GET,70.33.230.86,/,-1874873442,70.33.230.86,Nginx,1285,False,https://www.power2motivate.com/,,nginx,,,,,,
accounts-officeathand.att.com,Multi-Account Access,200,9565,accounts-officeathand.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,accounts-officeathand.att.com,443,https://accounts-officeathand.att.com:443,https,text/html,GET,23.192.153.80,/,1307799215,2a02:26f0:1700:381::2db1,HSTS,39,False,,*.ringcentral.com,,,,,,,
accsupport.att.com,AT&T | Connected Communities Portal,200,5386,accsupport.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,accsupport.att.com,443,https://accsupport.att.com:443,https,text/html,GET,2.23.197.91,/,87212129,2.23.197.91,HSTS,3,False,,,,,,,,,
ace.att.com,ACE,200,308,ace.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-03T00:00:00Z,2024-04-17T23:59:59Z,"CN=ace.att.com, O=AT and T Services\, Inc., L=Dallas, ST=Texas, C=US",ace.att.com,"AT and T Services, Inc.",ace.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b52340effd67010603c3b4451d50a7ff,ca848e24cbbe4ca5fe2b4180570c12f23b25f5e3fdabb0af454ca72abe155255,,ctls,ace.att.com,443,https://ace.att.com:443,https,text/html,GET,12.183.31.3,/,1581622905,12.183.31.3,Java,11,False,,URL=https://ace.att.com/share/page/,Apache,,,,,,
action.att.com,Service Unavailable,503,268,action.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,action.att.com,443,https://action.att.com:443,https,text/html,GET,2.16.30.246,/,-2113781530,2.16.30.246,HSTS,9,False,,,,,,,,,
activateprepaid.att.com,Error,503,175,activateprepaid.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,activateprepaid.att.com,443,https://activateprepaid.att.com:443,https,text/html,GET,104.111.217.97,/,,2a02:26f0:1700:394::2db1,,5,False,,,,,,,,,
adip-api-xandr.att.com,,403,10,adip-api-xandr.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-03T00:00:00Z,2023-10-25T23:59:59Z,"CN=adip-api-xandr.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",adip-api-xandr.att.com,"AT&T Services, Inc.",adip-api-xandr.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f2a2e3f7445caa57bfc019a2019cef73,7577512342d405783c872159c43bfb312d4e95f0e6b15ba8437ece06dc3bbfcc,,ctls,adip-api-xandr.att.com,443,https://adip-api-xandr.att.com:443,https,text/html,GET,34.194.198.204,/,1725919621,54.160.2.29,Apache,1,False,,,Apache,,,,,,
adip-api-xandr.test.att.com,,403,10,adip-api-xandr.test.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-01T00:00:00Z,2023-06-27T23:59:59Z,"CN=adip-api-xandr.test.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",adip-api-xandr.test.att.com,"AT&T Services, Inc.",adip-api-xandr.test.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7cd94acc08bdc30fcde7a77c8e43ec19,19eeb3e2acd3d25386f4b161d0656b70ffa38b100d3bdcc2b7b3576ff16bab92,,ctls,adip-api-xandr.test.att.com,443,https://adip-api-xandr.test.att.com:443,https,text/html,GET,35.169.56.107,/,1725919621,52.21.163.76,Apache,1,False,,,Apache,,,,,,
adip-impr-xandr.test.att.com,,200,45,adip-impr-xandr.test.att.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-22T00:00:00Z,2023-10-10T23:59:59Z,"CN=adip-impr-xandr.test.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",adip-impr-xandr.test.att.com,"AT&T Services, Inc.",adip-impr-xandr.test.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,50e0eea74b11cdff5cae80ee196178ee,a125e083dec5162c85a3dd56b798ce39538692c15765f4cca844316272fb4e53,,ctls,adip-impr-xandr.test.att.com,443,https://adip-impr-xandr.test.att.com:443,https,text/html,GET,3.227.64.85,/,-780928015,52.203.35.140,UNIX,2,False,,,Apache/2.4.57 (Unix) OpenSSL/1.1.1n,,,,,,
admin.techchannel.att.com,AT&T Tech Channel : Home,200,13384,techchannel.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,"CN=techchannel.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",techchannel.att.com,"AT&T Services, Inc.",techchannel.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,62067669586281bd0391bdbbc98abefb,953ea2f28ccd3458d8206c9ead0c04def262ec0145629b6cf7878219bb73538a,,ctls,techchannel.att.com,443,https://admin.techchannel.att.com:443,https,text/html,GET,52.149.31.43,/,,52.149.31.43,Java,322,False,https://techchannel.att.com/,,~^techchannel\.att\.com$,,,azure,True,,
adopt-ext.att.com,,401,77,adopt-ext.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-08T00:00:00Z,2024-01-16T23:59:59Z,"CN=adopt-ext.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",adopt-ext.att.com,"AT&T Services, Inc.",adopt-ext.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,d4d85c9d12b9dfb41fe9615534929759,42db581131e8177ad2226a15fd796c4b698bb272d38e444101b26a4d185b824b,,ctls,adopt-ext.att.com,443,https://adopt-ext.att.com:443,https,application/json,GET,144.160.117.78,/,698962496,144.160.117.78,,1,False,,,,,,,,,
adoptu2luat-ext.test.att.com,,401,77,adoptu2luat-ext.test.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-08T00:00:00Z,2024-01-16T23:59:59Z,"CN=adoptu2luat-ext.test.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",adoptu2luat-ext.test.att.com,"AT&T Services, Inc.",adoptu2luat-ext.test.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,1da6f44d4bc175bbaf491a5259158f38,0277f75c8e298313f4076620804e8259ee32405a1ba9ba91cabc5e958015e695,,ctls,adoptu2luat-ext.test.att.com,443,https://adoptu2luat-ext.test.att.com:443,https,application/json,GET,144.161.81.147,/,154371222,144.161.81.147,,1,False,,,,,,,,,
adportal.att.com,Service Unavailable,503,268,adportal.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,adportal.att.com,443,https://adportal.att.com:443,https,text/html,GET,23.192.153.80,/,-1039432910,2a02:26f0:1700:381::2db1,,9,False,,,AkamaiGHost,,,,,,
adr2-test.att.com,503 Service Temporarily Unavailable,503,162,adr2-test.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2021-07-07T00:00:00Z,2022-08-07T23:59:59Z,"CN=adr2-test.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",adr2-test.att.com,"AT&T Services, Inc.",adr2-test.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e26f2f0528e3b53ac8f5399548c0efa0,2742696e0310b709da2f105b4c6fb4c35403a56d5510be964db474f02855f23b,,ctls,adr2-test.att.com,443,https://adr2-test.att.com:443,https,text/html,GET,34.206.180.73,/,1862162275,35.172.144.160,,7,False,,,awselb/2.0,True,,,,,
advancedsolutions.att.com,Error,503,175,advancedsolutions.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,advancedsolutions.att.com,443,https://advancedsolutions.att.com:443,https,text/html,GET,23.192.153.80,/,-1840324437,2a02:26f0:1700:394::2db1,,5,False,,,AkamaiGHost,,,,,,
aegis.att.com,,404,50,aegis.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-28T00:00:00Z,2023-11-02T23:59:59Z,"CN=aegis.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",aegis.att.com,"AT&T Services, Inc.",aegis.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9a2bf94fdb8cd94530b29c74f713ac85,2ac4fc7b73819e6b4675091fe975af4c3c37cfbe5e9318770f6a1a1c829f2bcc,,ctls,aegis.att.com,443,https://aegis.att.com:443,https,application/json,GET,52.22.27.53,/,-1698531985,18.215.115.30,OpenResty,2,False,,,openresty,,,,,,
aegis.stage.att.com,,404,50,aegis.stage.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-28T00:00:00Z,2023-11-02T23:59:59Z,"CN=aegis.stage.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",aegis.stage.att.com,"AT&T Services, Inc.",aegis.stage.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d8472264e3fb7f22364f344007340422,95e3c81948dd87f2e2e7f8e9d6a0d0c46f5ded912514e29e95f746a7a03349ee,,ctls,aegis.stage.att.com,443,https://aegis.stage.att.com:443,https,application/json,GET,3.230.41.2,/,-1698531985,100.25.27.42,OpenResty,2,False,,,openresty,,,,,,
aem-business.test-e.att.com,401 Unauthorized,401,381,aem-business.test-e.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-21T00:00:00Z,2024-02-20T23:59:59Z,"CN=business.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",business.att.com,"AT&T Services, Inc.",bizsummit.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,db455b13e5f09d1e58f7f63879e2f6e2,bd75bf74f76d60cab2d7b05956b6c961f5a95039ec8fb5759f0ac827f5af2681,,ctls,aem-business.test-e.att.com,443,https://aem-business.test-e.att.com:443,https,text/html,GET,2.17.100.146,/,-392200610,2.17.100.153,HSTS,13,False,,,Apache,,,,,,
aerisiotgw.att.com,403 Forbidden,403,179,aerisiotgw.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-20T00:00:00Z,2024-05-14T23:59:59Z,"CN=aerisiotgw.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",aerisiotgw.att.com,"AT&T Services, Inc.",aerisiotgw.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,002c3d380923ba1c079feb7644789b18,ac190bc0b532f03f3d683e7523c26f3806d246ce1ac6ccfb460ad4eade754a04,,ctls,aerisiotgw.att.com,443,https://aerisiotgw.att.com:443,https,text/html,GET,20.85.57.166,/,1525958878,20.85.57.166,,8,False,,,Microsoft-Azure-Application-Gateway/v2,,,,,,
aero.att.com,,404,48,aero.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-18T00:00:00Z,2023-11-18T23:59:59Z,"CN=lgw.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",lgw.att.com,"AT&T Services, Inc.",lgw.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,8da0b210ba899e26313061854eba9e56,9eb6f55bbe3e585921b21d45910b1ad590abea0dc02c106d235013aa9e1d5d0e,,ctls,aero.att.com,443,https://aero.att.com:443,https,application/json,GET,144.161.81.150,/,834205737,144.161.81.150,,1,False,,,,,True,,,,
