new,host,soa,txt,status_code,cdn,cdn-name,a,ns,cname,caa,aaaa,mx
[x],84reissue.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,"dns1.p03.nsone.net, dns3.p03.nsone.net, ns-1264.awsdns-30.org, ns-162.awsdns-20.com",,,,
[x],aayna.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],abajewels.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],abbydid.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],abeadsea.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],abfabtea.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],ablink.seller.etsy.com,"ns-1925.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,,,"52.52.9.112, 18.144.127.61, 52.9.114.249, 13.57.168.50",,thirdparty.bnc.lt,"digicert.com, entrust.net, letsencrypt.org",,
[x],acaciacamila.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],access30.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],acertainworld.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],acorngirl.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],acreativeneed.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],addsomezing.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],adeleandtom.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],adellecirca1920.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],adiarrasattic.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],adobesol.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],adorablykawaii.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],adornnatural.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,,"dns1.p03.nsone.net, dns3.p03.nsone.net, ns-1264.awsdns-30.org, ns-162.awsdns-20.com",,,,
[x],adorntonia.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],advocacy.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 include:_spfprod.ngpvan.com -all,NOERROR,True,google,104.196.166.212,,,,,
[x],adyencallbacks.vm.ny5.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],aestheticallymade00.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],afmetalsmith.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",,NOERROR,True,google,35.190.25.237,,,,,
[x],afox11111.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],afriquelachic.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],afterdarkafterall.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],aglf.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],ahappylife1.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,"dns1.p03.nsone.net, dns3.p03.nsone.net, ns-1264.awsdns-30.org, ns-162.awsdns-20.com",,,,
[x],ahlacarte.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],aholeymoleylyfe.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],ailce500.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",,NOERROR,True,google,35.190.25.237,,,,,
[x],aileen.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],airbnb.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",,NOERROR,,,54.84.134.174,,,,,
[x],airshipisabella.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],airvin2010.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],akbrookmire.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",,NOERROR,True,google,,,,,,
[x],akuacreative.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],aladyandalumberjack.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],alaskaj.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,"dns1.p03.nsone.net, dns3.p03.nsone.net, ns-1264.awsdns-30.org, ns-162.awsdns-20.com",,,,
[x],albiesmith.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],alex31.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],alexandernash1.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],alexazdesign.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",,NOERROR,True,google,35.190.25.237,,,,,
[x],alexcarter2010.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],alexkujawa.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],alexredford.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],alibugbowtique.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],alishawhite.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],alixjoshua.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,"dns1.p03.nsone.net, dns3.p03.nsone.net, ns-1264.awsdns-30.org, ns-162.awsdns-20.com",,,,
[x],alizarine.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,"dns1.p03.nsone.net, dns3.p03.nsone.net, ns-1264.awsdns-30.org, ns-162.awsdns-20.com",,,,
[x],all4blythe.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],allaboutfavors1.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],allaboutscrapping.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],allanburch.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],allearringsandsuppli.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],allegrosattic.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],alley21.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],allforlovebygina.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],allicoate.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],allie000.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],alliekatkids.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],allieruth.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],allisonkpark.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],allisonostertag.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],allisonscreations1.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],allisonstrine.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],allthingswood.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,"dns1.p03.nsone.net, dns3.p03.nsone.net, ns-1264.awsdns-30.org, ns-162.awsdns-20.com",,,,
[x],allthisismine.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],alluvium13.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],allvintageknickknack.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],allvintageman.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],allvintagesewing.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],ally21.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],alm-logs-receiver-1.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],alm-logs-receiver-2.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],alohascrapping.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],alongtheedge.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],alvejade.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],alwaysunique.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,,,,,,
[x],alwayzwithlove.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],alyciaengel.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],amacyhall.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],amadeira.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],amartini.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",,NOERROR,True,google,35.190.25.237,,,,,
[x],ambassadors.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],ambermoonknotting.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],amberskyfire.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],amblealong.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],amdesignsbyangela.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],amechanicalmind.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],americandeadstock.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],amigurumikingdom.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,"dns1.p03.nsone.net, dns3.p03.nsone.net, ns-1264.awsdns-30.org, ns-162.awsdns-20.com",,,,
[x],amodernstyle.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],amongthornsclothing.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],amorebride.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],amorediarte1.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],amrichel.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],amsala.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",,NOERROR,True,google,35.190.25.237,,,,,
[x],amuralbypatrice.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],amyandpia.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],amyfine.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],amyjdelightful.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],amystitch.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],amysvinylcreations.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],anadiomena.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],anamored.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],anaviink.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,"dns1.p03.nsone.net, dns3.p03.nsone.net, ns-1264.awsdns-30.org, ns-162.awsdns-20.com",,,,
[x],ancientwire.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,"dns1.p03.nsone.net, dns3.p03.nsone.net, ns-1264.awsdns-30.org, ns-162.awsdns-20.com",,,,
[x],andiallen.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],andreainblue.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],andrealinebaugh.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],andreamanard.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],andreasmithshoppe.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",,NOERROR,True,google,35.190.25.237,,,,,
[x],andresfontan.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],andsmile.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],andwabisabi.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],andyrama.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],angel41.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],angeliachristine.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,"dns1.p03.nsone.net, dns3.p03.nsone.net, ns-1264.awsdns-30.org, ns-162.awsdns-20.com",,,,
[x],angelwings1.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,"dns1.p03.nsone.net, dns3.p03.nsone.net, ns-1264.awsdns-30.org, ns-162.awsdns-20.com",,,,
[x],angie180281.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],angryturtle.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
