new,host,a,soa,status_code,cdn,cdn-name,cname,mx,txt,has_internal_ips,internal_ips,ns,aaaa,caa
[x],cafemediscovid19.sa.mail2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cafemediscovid19.sa.mailin2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cafemediscovid19.sa.mx2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cafemediscovid19.sa.mx7.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cafemediscovid19.sa.ns3.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cafemediscovid19.sa.ns4.semrush.com,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cafemediscovid19.sa.www1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cafemediscovid19.sa1017.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cafemediscovid19.sadns1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cafemediscovid19.sadns2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cafemediscovid19.samx0.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cafemediscovid19.samx01.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cafemediscovid19.samx1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cafemediscovid19.sans2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cafemediscovid19.sans4.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cafemediscovid19.sawww1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],caffe.covideo-bot8.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],careers.semrush.com,34.117.166.25,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cdn-backlinks.semrush.com,"18.66.112.91, 18.66.112.101, 18.66.112.116, 18.66.112.97","ns-681.awsdns-21.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,d22rhkz1lt2t11.cloudfront.net,,,,,"ns-1215.awsdns-23.org, ns-1781.awsdns-30.co.uk, ns-440.awsdns-55.com, ns-681.awsdns-21.net",,
[x],cdn-company2.semrush.com,34.117.84.57,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cdn-da.semrush.com,"18.66.248.90, 18.66.248.58, 18.66.248.40, 18.66.248.24","ns-89.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,d23cjlg1rk6arx.cloudfront.net,,,,,"ns-1032.awsdns-01.org, ns-1823.awsdns-35.co.uk, ns-747.awsdns-29.net, ns-89.awsdns-11.com",,
[x],cdn-display-advertising.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cdn-dpa.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cdn-features.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cdn-lbl.semrush.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,d21rnz8teecev8.cloudfront.net,,,,,,,
[x],cdn-pla.semrush.com,"52.222.214.125, 52.222.214.91, 52.222.214.118, 52.222.214.2","ns-89.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,d23cjlg1rk6arx.cloudfront.net,,,,,"ns-1032.awsdns-01.org, ns-1823.awsdns-35.co.uk, ns-747.awsdns-29.net, ns-89.awsdns-11.com",,
[x],cdn-secure.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cdn-seomagic.semrush.com,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cdn-ta.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cdn.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cdn4.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cf.berush.com,34.120.47.195,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],ch.semrush.net,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,"ns-cloud-e3.googledomains.com, ns-cloud-e4.googledomains.com, ns-cloud-e2.googledomains.com, ns-cloud-e1.googledomains.com",,
[x],chain-proxy.covideo-bot8.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cinyour0.covideo-bot8.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cloud-covideo-bot8.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cloud.semrush.covideo-bot8.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cloudadm.covideo-bot8.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cname-sub.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cnlb-k1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cnlb-k2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],coantivirus2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],code.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],combackend.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],common-graphics.berush.com,34.120.116.101,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],company-profiles-cdn-dev.covideo-bot8.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],configexamplepostgres.covideo-bot8.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],connect13.covideo-bot8.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],content-exposition.berush.com,34.120.116.101,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],converttored.berush.com,34.120.116.101,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],core-dashboard.semrush.net,10.111.12.130,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,10.111.12.130,,,
[x],core-docker-gitlab-runner.semrush.net,172.17.0.1,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,172.17.0.1,,,
[x],corp.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],correlatedvariants.berush.com,34.120.116.101,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cosmos-first-data-vpn.covideo-bot8.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],courses-single.berush.com,34.120.116.101,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covid.mx1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covideo-bot8-mail2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covideo-bot8-mailin2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covideo-bot8-mx2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covideo-bot8-mx7.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covideo-bot8-ns1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covideo-bot8.2018.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covideo-bot8.dns2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covideo-bot8.mailin2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covideo-bot8.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covideo-bot8dns1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covideo-bot8dns2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covideo-bot8mail1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covideo-bot8mailin1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covideo-bot8mx2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covideo-bot8ns4.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covideo123.semrush.com,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covideos2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covidexm-1017.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covidexm-2018.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covidexm-mailin2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covidexm-ns3.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covidexm-ns4.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covidexm.2018.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covidexm.mail2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covidexm.mx0.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covidexm.mx2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covidexm.ns3.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covidexm2018.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covidexmdns2.semrush.com,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covidexmmail2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covidexmmailin2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covidexmmx0.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covidexmmx1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covidexmmx2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covidexmns1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],covidexmns4.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],craw19.b1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],crawl1.bl.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],crawl11.bl.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],crawl13.bl.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],crawl14.bl.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],crawl16.bl.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],crawl19.bl.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],crawl2.bl.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],crawl21.bl.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],crawl23.bl.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],crawl24.bl.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],crawl25.bl.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],crawl5.bl.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],crawl6.bl.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],crawl7.bl.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],crawl8.bl.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],crawl9.bl.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],crawlers-prod-k1.semrush.net,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,,
[x],crawlers-rc-k1.semrush.net,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,,
[x],crim-lws.semrush.net,"10.7.1.250, 10.7.1.251","ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,"10.7.1.250, 10.7.1.251",,,
[x],crt.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cs-crmdb.covideo-bot8.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cubesatreleaseconcept.berush.com,34.120.116.101,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cusmanhofex01.cu.berush.com,34.120.116.101,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],custom-api.semrush.com,34.120.116.101,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],custom-rc-api.custom.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,www.semrush.com,,,,,,,
[x],customersbackup-start-clients.covideo-bot8.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cw.sellerly.com,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],da.publicapi.semrush.com,35.190.116.83,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],dab-a1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],dab.semrush.com,34.120.47.195,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],dal09-prd-algra-02a.covideo-bot8.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],dao-repository.berush.com,0.0.0.0,"fake-for-negative-caching.adguard.com, hostmaster.dao-repository.berush.com",NOERROR,True,google,,,,True,0.0.0.0,,::,
[x],data.semrush.net,10.101.46.130,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,10.101.46.130,,,
[x],datamash.berush.com,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],dbms-errorcontrollerlink-tunnel-mx.covideo-bot8.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],de-mg40.covideo-bot8.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],de.rc.semrush.net,10.104.42.215,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,10.104.42.215,,,
[x],de.sellzone.com,34.117.166.25,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],de.semrush.com,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],de.sky.semrush.net,10.104.33.134,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,sky.semrush.net,,,True,10.104.33.134,,,
[x],debugelasticbeanstalk-configalt.covideo-bot8.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],demointernalsite-doc-corporate.covideo-bot8.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],demominerva-clients-stats-corp.covideo-bot8.semrush.com,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],demoprivate-prod-auth-wwwmcorp.covideo-bot8.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],depject.berush.com,34.120.116.101,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],deploy-virtualmachine.berush.com,34.120.116.101,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],dev-server.semrush.net,10.106.49.11,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,10.106.49.11,,,
[x],developer.semrush.com,34.120.47.195,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],device2763935-f647228d-local.berush.com,34.120.116.101,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],dge.covideo-bot8.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],discovidev.sa-2018.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],discovidev.sa-dns2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],discovidev.sa-mail1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],discovidev.sa-mailin1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],discovidev.sa-mx01.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],discovidev.sa-mx1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],discovidev.sa-mx7.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],discovidev.sa.1017.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],discovidev.sa.dns2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],discovidev.sa.mail1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],discovidev.sa.mail2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],discovidev.sa.mailin1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],discovidev.sa.mailin2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],discovidev.sa.mx1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],discovidev.sa.mx2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],discovidev.sa.mx7.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],discovidev.sadns1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],discovidev.samailin1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],discovidev.samx7.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],discovidev.sans4.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],discovidev.sawww1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],dns1-semrush.covideo-bot8.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],dns1.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],dns1.semrush.covideo-bot8.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],dns2.semrush.com,34.120.45.191,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
