input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,webserver,tls_expired,tls_subject_org_,final_url
10.72.104.128suggestions.semrush.com,404,404,134,10.72.104.128suggestions.semrush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-08T23:59:59Z,CN=*.semrush.com,*.semrush.com,semrush.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3d854464dcbddeb118ed8a91823151d7,36f5ae6c00b65e0a0a403c8c3c9e151ee7eff7ee9e18d9b86cf70c39d64387e5,True,ctls,10.72.104.128suggestions.semrush.com,google,443,https://10.72.104.128suggestions.semrush.com:443,https,text/html,GET,34.120.45.191,/,1530892233,34.120.45.191,HTTP/3,1,False,True,True,,,,
10.72.104.128www.semrush.com,404,404,134,10.72.104.128www.semrush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-08T23:59:59Z,CN=*.semrush.com,*.semrush.com,semrush.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3d854464dcbddeb118ed8a91823151d7,36f5ae6c00b65e0a0a403c8c3c9e151ee7eff7ee9e18d9b86cf70c39d64387e5,True,ctls,10.72.104.128www.semrush.com,google,443,https://10.72.104.128www.semrush.com:443,https,text/html,GET,34.120.45.191,/,1530892233,34.120.45.191,HTTP/3,1,False,True,True,,,,
1017-covideo-bot8.semrush.com,Semrush - Online Marketing Can Be Easy,200,199180,www.semrush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-08T23:59:59Z,CN=*.semrush.com,*.semrush.com,semrush.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3d854464dcbddeb118ed8a91823151d7,36f5ae6c00b65e0a0a403c8c3c9e151ee7eff7ee9e18d9b86cf70c39d64387e5,True,ctls,www.semrush.com,google,443,https://1017-covideo-bot8.semrush.com:443,https,text/html,GET,34.120.45.191,/,-1840324437,34.120.45.191,Python,4221,False,True,,nginx,,,https://www.semrush.com/
1017semrush.covideo-bot8.semrush.com,404,404,134,1017semrush.covideo-bot8.semrush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-08T23:59:59Z,CN=*.semrush.com,*.semrush.com,semrush.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3d854464dcbddeb118ed8a91823151d7,36f5ae6c00b65e0a0a403c8c3c9e151ee7eff7ee9e18d9b86cf70c39d64387e5,True,ctls,1017semrush.covideo-bot8.semrush.com,google,443,https://1017semrush.covideo-bot8.semrush.com:443,https,text/html,GET,34.120.45.191,/,1530892233,34.120.45.191,HTTP/3,1,False,True,True,,,,
120-32-1.berush.com,,404,548,120-32-1.berush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-19T00:00:00Z,2023-10-20T23:59:59Z,CN=*.berush.com,*.berush.com,berush.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,33b1bcbc67dbba9223b5c04bf926b1c7,927f59870423671719c4da864a6a333816d4b19c28fbfdcc8eb006c291c1f6f1,True,ctls,120-32-1.berush.com,google,443,https://120-32-1.berush.com:443,https,text/html,GET,34.120.116.101,/,1883398441,34.120.116.101,HTTP/3,23,False,True,,,,,
155-9-216-64.covideo-bot8.semrush.com,404,404,134,155-9-216-64.covideo-bot8.semrush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-08T23:59:59Z,CN=*.semrush.com,*.semrush.com,semrush.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3d854464dcbddeb118ed8a91823151d7,36f5ae6c00b65e0a0a403c8c3c9e151ee7eff7ee9e18d9b86cf70c39d64387e5,True,ctls,155-9-216-64.covideo-bot8.semrush.com,google,443,https://155-9-216-64.covideo-bot8.semrush.com:443,https,text/html,GET,34.120.45.191,/,1530892233,34.120.45.191,HTTP/3,1,False,True,True,,,,
155-9-217-91.covideo-bot8.semrush.com,404,404,134,155-9-217-91.covideo-bot8.semrush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-08T23:59:59Z,CN=*.semrush.com,*.semrush.com,semrush.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3d854464dcbddeb118ed8a91823151d7,36f5ae6c00b65e0a0a403c8c3c9e151ee7eff7ee9e18d9b86cf70c39d64387e5,True,ctls,155-9-217-91.covideo-bot8.semrush.com,google,443,https://155-9-217-91.covideo-bot8.semrush.com:443,https,text/html,GET,34.120.45.191,/,1530892233,34.120.45.191,HTTP/3,1,False,True,True,,,,
17-121-125-75.covideo-bot8.semrush.com,404,404,134,17-121-125-75.covideo-bot8.semrush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-08T23:59:59Z,CN=*.semrush.com,*.semrush.com,semrush.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3d854464dcbddeb118ed8a91823151d7,36f5ae6c00b65e0a0a403c8c3c9e151ee7eff7ee9e18d9b86cf70c39d64387e5,True,ctls,17-121-125-75.covideo-bot8.semrush.com,google,443,https://17-121-125-75.covideo-bot8.semrush.com:443,https,text/html,GET,34.120.45.191,/,1530892233,34.120.45.191,HTTP/3,1,False,True,True,,,,
18-analytics-okta-com.appserver.employee-specialsurvey.berush.com,,404,548,18-analytics-okta-com.appserver.employee-specialsurvey.berush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-25T22:57:15Z,2023-06-23T23:51:09Z,CN=oauth.semrush.com,oauth.semrush.com,oauth.semrush.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,b2ace08015d882e2cfb45788ce568e8d,2415339b05b5d503c8c5f3834d34db198b23cf1b8d80bb95d68512f4a19bfd49,,ctls,18-analytics-okta-com.appserver.employee-specialsurvey.berush.com,google,443,https://18-analytics-okta-com.appserver.employee-specialsurvey.berush.com:443,https,text/html,GET,34.120.116.101,/,1883398441,34.120.116.101,HTTP/3,23,False,True,True,,,,
2.semrush.com,Semrush - Online Marketing Can Be Easy,200,199180,www.semrush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-08T23:59:59Z,CN=*.semrush.com,*.semrush.com,semrush.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3d854464dcbddeb118ed8a91823151d7,36f5ae6c00b65e0a0a403c8c3c9e151ee7eff7ee9e18d9b86cf70c39d64387e5,True,ctls,www.semrush.com,google,443,https://2.semrush.com:443,https,text/html,GET,34.120.45.191,/,-1840324437,34.120.45.191,Python,4221,False,True,,nginx,,,https://www.semrush.com/
2016-04-20-androidtestexample.berush.com,,404,548,2016-04-20-androidtestexample.berush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-19T00:00:00Z,2023-10-20T23:59:59Z,CN=*.berush.com,*.berush.com,berush.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,33b1bcbc67dbba9223b5c04bf926b1c7,927f59870423671719c4da864a6a333816d4b19c28fbfdcc8eb006c291c1f6f1,True,ctls,2016-04-20-androidtestexample.berush.com,google,443,https://2016-04-20-androidtestexample.berush.com:443,https,text/html,GET,34.120.116.101,/,1883398441,34.120.116.101,HTTP/3,23,False,True,,,,,
2018.covideo-bot8.semrush.com,404,404,134,2018.covideo-bot8.semrush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-08T23:59:59Z,CN=*.semrush.com,*.semrush.com,semrush.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3d854464dcbddeb118ed8a91823151d7,36f5ae6c00b65e0a0a403c8c3c9e151ee7eff7ee9e18d9b86cf70c39d64387e5,True,ctls,2018.covideo-bot8.semrush.com,google,443,https://2018.covideo-bot8.semrush.com:443,https,text/html,GET,34.120.45.191,/,1530892233,34.120.45.191,HTTP/3,1,False,True,True,,,,
2018.semrush.com,Semrush - Online Marketing Can Be Easy,200,199180,www.semrush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-08T23:59:59Z,CN=*.semrush.com,*.semrush.com,semrush.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3d854464dcbddeb118ed8a91823151d7,36f5ae6c00b65e0a0a403c8c3c9e151ee7eff7ee9e18d9b86cf70c39d64387e5,True,ctls,www.semrush.com,google,443,https://2018.semrush.com:443,https,text/html,GET,34.120.45.191,/,-1840324437,34.120.45.191,Python,4221,False,True,,nginx,,,https://www.semrush.com/
2018.semrush.covideo-bot8.semrush.com,404,404,134,2018.semrush.covideo-bot8.semrush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-08T23:59:59Z,CN=*.semrush.com,*.semrush.com,semrush.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3d854464dcbddeb118ed8a91823151d7,36f5ae6c00b65e0a0a403c8c3c9e151ee7eff7ee9e18d9b86cf70c39d64387e5,True,ctls,2018.semrush.covideo-bot8.semrush.com,google,443,https://2018.semrush.covideo-bot8.semrush.com:443,https,text/html,GET,34.120.45.191,/,1530892233,34.120.45.191,HTTP/3,1,False,True,True,,,,
2018semrush.covideo-bot8.semrush.com,404,404,134,2018semrush.covideo-bot8.semrush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-08T23:59:59Z,CN=*.semrush.com,*.semrush.com,semrush.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3d854464dcbddeb118ed8a91823151d7,36f5ae6c00b65e0a0a403c8c3c9e151ee7eff7ee9e18d9b86cf70c39d64387e5,True,ctls,2018semrush.covideo-bot8.semrush.com,google,443,https://2018semrush.covideo-bot8.semrush.com:443,https,text/html,GET,34.120.45.191,/,1530892233,34.120.45.191,HTTP/3,1,False,True,True,,,,
2019.covideo-bot8.semrush.com,404,404,134,2019.covideo-bot8.semrush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-08T23:59:59Z,CN=*.semrush.com,*.semrush.com,semrush.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3d854464dcbddeb118ed8a91823151d7,36f5ae6c00b65e0a0a403c8c3c9e151ee7eff7ee9e18d9b86cf70c39d64387e5,True,ctls,2019.covideo-bot8.semrush.com,google,443,https://2019.covideo-bot8.semrush.com:443,https,text/html,GET,34.120.45.191,/,1530892233,34.120.45.191,HTTP/3,1,False,True,True,,,,
217764.semrush.com,Semrush - Online Marketing Can Be Easy,200,199180,www.semrush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-08T23:59:59Z,CN=*.semrush.com,*.semrush.com,semrush.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3d854464dcbddeb118ed8a91823151d7,36f5ae6c00b65e0a0a403c8c3c9e151ee7eff7ee9e18d9b86cf70c39d64387e5,True,ctls,www.semrush.com,google,443,https://217764.semrush.com:443,https,text/html,GET,34.120.45.191,/,-1840324437,34.120.45.191,Python,4221,False,True,,nginx,,,https://www.semrush.com/
226.okta.sandboxlandingpagespreview.com.berush.com,,404,548,226.okta.sandboxlandingpagespreview.com.berush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-25T22:57:15Z,2023-06-23T23:51:09Z,CN=oauth.semrush.com,oauth.semrush.com,oauth.semrush.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,b2ace08015d882e2cfb45788ce568e8d,2415339b05b5d503c8c5f3834d34db198b23cf1b8d80bb95d68512f4a19bfd49,,ctls,226.okta.sandboxlandingpagespreview.com.berush.com,google,443,https://226.okta.sandboxlandingpagespreview.com.berush.com:443,https,text/html,GET,34.120.116.101,/,1883398441,34.120.116.101,HTTP/3,23,False,True,True,,,,
2femail.semrush.com,Semrush - Online Marketing Can Be Easy,200,199180,www.semrush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-08T23:59:59Z,CN=*.semrush.com,*.semrush.com,semrush.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3d854464dcbddeb118ed8a91823151d7,36f5ae6c00b65e0a0a403c8c3c9e151ee7eff7ee9e18d9b86cf70c39d64387e5,True,ctls,www.semrush.com,google,443,https://2femail.semrush.com:443,https,text/html,GET,34.120.45.191,/,-1840324437,34.120.45.191,Python,4221,False,True,,nginx,,,https://www.semrush.com/
36.bi.bot.semrush.com,404,404,134,36.bi.bot.semrush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-08T23:59:59Z,CN=*.semrush.com,*.semrush.com,semrush.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3d854464dcbddeb118ed8a91823151d7,36f5ae6c00b65e0a0a403c8c3c9e151ee7eff7ee9e18d9b86cf70c39d64387e5,True,ctls,36.bi.bot.semrush.com,google,443,https://36.bi.bot.semrush.com:443,https,text/html,GET,34.120.45.191,/,1530892233,34.120.45.191,HTTP/3,1,False,True,True,,,,
39m.berush.com,,404,548,39m.berush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-19T00:00:00Z,2023-10-20T23:59:59Z,CN=*.berush.com,*.berush.com,berush.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,33b1bcbc67dbba9223b5c04bf926b1c7,927f59870423671719c4da864a6a333816d4b19c28fbfdcc8eb006c291c1f6f1,True,ctls,39m.berush.com,google,443,https://39m.berush.com:443,https,text/html,GET,34.120.116.101,/,1883398441,34.120.116.101,HTTP/3,23,False,True,,,,,
3e1a.covideo-bot8.semrush.com,404,404,134,3e1a.covideo-bot8.semrush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-08T23:59:59Z,CN=*.semrush.com,*.semrush.com,semrush.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3d854464dcbddeb118ed8a91823151d7,36f5ae6c00b65e0a0a403c8c3c9e151ee7eff7ee9e18d9b86cf70c39d64387e5,True,ctls,3e1a.covideo-bot8.semrush.com,google,443,https://3e1a.covideo-bot8.semrush.com:443,https,text/html,GET,34.120.45.191,/,1530892233,34.120.45.191,HTTP/3,1,False,True,True,,,,
8d-local.berush.com,,404,548,8d-local.berush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-19T00:00:00Z,2023-10-20T23:59:59Z,CN=*.berush.com,*.berush.com,berush.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,33b1bcbc67dbba9223b5c04bf926b1c7,927f59870423671719c4da864a6a333816d4b19c28fbfdcc8eb006c291c1f6f1,True,ctls,8d-local.berush.com,google,443,https://8d-local.berush.com:443,https,text/html,GET,34.120.116.101,/,1883398441,34.120.116.101,HTTP/3,23,False,True,,,,,
9-polishlove7relyingparty-okta-stable.users.testbed.monitor.berush.com,,404,548,9-polishlove7relyingparty-okta-stable.users.testbed.monitor.berush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-25T22:57:15Z,2023-06-23T23:51:09Z,CN=oauth.semrush.com,oauth.semrush.com,oauth.semrush.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,b2ace08015d882e2cfb45788ce568e8d,2415339b05b5d503c8c5f3834d34db198b23cf1b8d80bb95d68512f4a19bfd49,,ctls,9-polishlove7relyingparty-okta-stable.users.testbed.monitor.berush.com,google,443,https://9-polishlove7relyingparty-okta-stable.users.testbed.monitor.berush.com:443,https,text/html,GET,34.120.116.101,/,1883398441,34.120.116.101,HTTP/3,23,False,True,True,,,,
a-96-118-188-82.covideo-bot8.semrush.com,404,404,134,a-96-118-188-82.covideo-bot8.semrush.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-08T23:59:59Z,CN=*.semrush.com,*.semrush.com,semrush.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3d854464dcbddeb118ed8a91823151d7,36f5ae6c00b65e0a0a403c8c3c9e151ee7eff7ee9e18d9b86cf70c39d64387e5,True,ctls,a-96-118-188-82.covideo-bot8.semrush.com,google,443,https://a-96-118-188-82.covideo-bot8.semrush.com:443,https,text/html,GET,34.120.45.191,/,1530892233,34.120.45.191,HTTP/3,1,False,True,True,,,,
