input,title,status_code,content_length,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,tls_wildcard_certificate,tls_mismatched,tls_subject_org_,csp_domains_,final_url
origin-status-api.fpr.traveloka.com,,500,290,,443,https://origin-status-api.fpr.traveloka.com:443,https,,application/json,GET,54.254.168.190,/,81134256,52.77.178.232,,1,False,,origin-status-api.fpr.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2023-07-27T23:59:59Z,CN=*.fpr.traveloka.com,*.fpr.traveloka.com,*.fpr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,462e5ee08b05af9ac711cfc72b0091cf,1a26ab9f6370b8dea22db2ac6b3863e7849cdc84fa9323302ffb551c51f12d11,ctls,origin-status-api.fpr.traveloka.com,True,,,,
origin-supply-api.fpr.traveloka.com,ERROR: The request could not be satisfied,403,915,cloudfront,80,http://origin-supply-api.fpr.traveloka.com:80,http,CloudFront,text/html,GET,108.138.36.22,/,-1451661137,108.138.36.15,Amazon Web Services,20,False,True,,,,,,,,,,,,,,,,,,,,,,
origin-tdm-api.fpr.traveloka.com,,404,309,,443,https://origin-tdm-api.fpr.traveloka.com:443,https,Hi,application/json,GET,15.197.135.104,/,-1223365316,3.33.145.228,,1,False,,origin-tdm-api.fpr.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2023-07-27T23:59:59Z,CN=*.fpr.traveloka.com,*.fpr.traveloka.com,*.fpr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,462e5ee08b05af9ac711cfc72b0091cf,1a26ab9f6370b8dea22db2ac6b3863e7849cdc84fa9323302ffb551c51f12d11,ctls,origin-tdm-api.fpr.traveloka.com,True,,,,
origin-weather.loc.traveloka.com,,404,102,,443,https://origin-weather.loc.traveloka.com:443,https,Hi,application/json,GET,3.1.158.187,/,-1801927087,3.1.95.38,,1,False,,origin-weather.loc.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-12-12T23:59:59Z,CN=*.loc.traveloka.com,*.loc.traveloka.com,*.loc.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2d4fb1a04d7e0e3572f1519d66c97f5c,6dcfd465417683776a7e49efc7f6337b9688b209912f8ed61878315ff3e08726,ctls,origin-weather.loc.traveloka.com,True,,,,
origin-www-tera.ast.traveloka.com,,200,45684,,443,https://origin-www-tera.ast.traveloka.com:443,https,,text/html,GET,52.221.124.253,/,-1675617220,54.251.143.206,webpack,1,False,,origin-www-tera.ast.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-12-13T23:59:59Z,CN=tera.traveloka.com,tera.traveloka.com,astfe.ast.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b658288c31eadbe748f06a9454d38524,c638d9e913366dea9f9b23065cf163a4234464901ee116d6efcc1c8349c6965d,ctls,origin-www-tera.ast.traveloka.com,,True,,,https://origin-www-tera.ast.traveloka.com:443/v2/auth0/login/
papi.con.traveloka.com,,400,178,,443,https://papi.con.traveloka.com:443,https,,application/json,GET,15.197.196.133,/,1840668860,3.33.233.60,,1,False,,papi.con.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.con.traveloka.com,*.con.traveloka.com,*.con.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e91a26809107f4e59b918e3ef22de583,54d9d226f21c2ccf68065a8b739e4af472eb5db0946ca3e608028bf271134fca,ctls,papi.con.traveloka.com,True,,,,
partner.traveloka.com,,200,2159,cloudfront,443,https://partner.traveloka.com:443,https,AmazonS3,text/html,GET,18.66.122.16,/,-912653825,18.66.122.77,Amazon Web Services,1,False,True,partner.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-10-12T23:59:59Z,CN=partner.traveloka.com,partner.traveloka.com,*.partner.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,88014b911d278b2fb72cb112dc811bf9,c98a622857601c04fe145f7081b112cbd233f6a1484007f113d2ac336821e8fb,ctls,partner.traveloka.com,True,,,,
payod.pay.traveloka.com,ERROR: The request could not be satisfied,403,919,cloudfront,443,https://payod.pay.traveloka.com:443,https,CloudFront,text/html,GET,13.32.121.69,/,1862022940,13.32.121.127,Amazon Web Services,20,False,True,payod.pay.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-30T23:59:59Z,CN=payod.pay.traveloka.com,payod.pay.traveloka.com,payod.pay.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,89f2a2ce6aeeb07e4a42ccb1b00790c4,c1e88455c5c09b2ea4e658409d277fd17f1521aedd3b3b968d52ce73779d981d,ctls,payod.pay.traveloka.com,,,,,
pbs.cnt.traveloka.com,,403,255,cloudfront,443,https://pbs.cnt.traveloka.com:443,https,AmazonS3,application/xml,GET,13.32.121.15,/,707466785,13.32.121.83,HTTP/3,2,False,True,pbs.cnt.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-16T00:00:00Z,2024-03-17T23:59:59Z,CN=pbs.cnt.traveloka.com,pbs.cnt.traveloka.com,pbs.cnt.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e628c213e4dee55ceebe9f8276a83703,92937aa2962b4f2f36142b9a0f6c90eb1bfc8f55c207f35576e76888c312d079,ctls,pbs.cnt.traveloka.com,,,,,
pom-api.fsp.traveloka.com,,404,23,cloudfront,443,https://pom-api.fsp.traveloka.com:443,https,,application/json,GET,13.32.99.95,/,631524574,13.32.99.107,Amazon Web Services,1,False,True,pom-api.fsp.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-29T23:59:59Z,CN=*.fsp.traveloka.com,*.fsp.traveloka.com,*.fsp.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a49a7f8d01dcf7111edefef62d2ec87a,f345abf48f8140e31725990e402968b3637d9e66d768effe91da9b469026e8f2,ctls,pom-api.fsp.traveloka.com,True,,,,
pompom.traveloka.com,Merchant Platform,200,5112,cloudfront,443,https://pompom.traveloka.com:443,https,AmazonS3,text/html,GET,99.84.88.82,/,-289454081,99.84.88.46,React,9,False,True,pompom.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-19T23:59:59Z,CN=pompom.traveloka.com,pompom.traveloka.com,pompom.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,34fab48b1f2e33adbc1e553286e21223,757e5e1953714a6c1ca9165c59bed46e13b493587e6010097aaba891957d0604,ctls,pompom.traveloka.com,,,,,
pprtool.gtr.traveloka.com,ERROR: The request could not be satisfied,403,919,cloudfront,443,https://pprtool.gtr.traveloka.com:443,https,CloudFront,text/html,GET,18.66.122.15,/,1623267678,18.66.122.78,Amazon Web Services,20,False,True,pprtool.gtr.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T00:00:00Z,2024-05-29T23:59:59Z,CN=pprtool.gtr.traveloka.com,pprtool.gtr.traveloka.com,pprtool.gtr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b677f24cf14b154199330e94058fdffe,9e3fdb4308defab0da975da47202983cb50d7301d8d87af6d978c3f44ca25b5c,ctls,pprtool.gtr.traveloka.com,,,,,
presearch-api.acd.traveloka.com,,404,309,,443,https://presearch-api.acd.traveloka.com:443,https,Hi,application/json,GET,15.197.167.176,/,-1223365316,3.33.184.182,Amazon Web Services,1,False,,presearch-api.acd.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-09-22T23:59:59Z,CN=*.acd.traveloka.com,*.acd.traveloka.com,*.acd.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5980a3cbe476b1f9cdc469e1d6429b19,58c6f2fe4f5e142262d4f45614680fdbe19fd96ba58ff2f4f7b842aa05f0900d,ctls,presearch-api.acd.traveloka.com,True,,,,
press.traveloka.com,Traveloka Press Room,200,273509,,443,https://press.traveloka.com:443,https,,text/html,GET,13.215.232.139,/,336641326,54.255.125.210,React,286,False,,www.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2023-12-30T23:59:59Z,CN=www.traveloka.com,www.traveloka.com,m.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a3a4ddd5a90fc70c631cb5a67a508552,7a8f1f7a2437fad60f267ce0ad858d3c5480b9adca57fb0c0798124097f8b3f2,ctls,www.traveloka.com,,,,https://tvlk.report-uri.com/r/d/csp/reportOnly,https://www.traveloka.com/en-id/explore/news
pricing.xps.traveloka.com,ERROR: The request could not be satisfied,403,919,cloudfront,443,https://pricing.xps.traveloka.com:443,https,CloudFront,text/html,GET,13.32.99.16,/,2107519787,13.32.99.56,Amazon Web Services,20,False,True,pricing.xps.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-11-10T23:59:59Z,CN=pricing.xps.traveloka.com,pricing.xps.traveloka.com,pricing.xps.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f865d852b7bcb0ec24aa492d9b6a5640,de2d4df064ad24ef457890c7027b57d18f6dcedb5adc72d229b49b52b03f0a77,ctls,pricing.xps.traveloka.com,,,,,
priority-api.usr.traveloka.com,,400,178,,443,https://priority-api.usr.traveloka.com:443,https,,application/json,GET,76.223.115.193,/,1840668860,13.248.235.2,Amazon Web Services,1,False,,priority-api.usr.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-09-20T23:59:59Z,CN=*.usr.traveloka.com,*.usr.traveloka.com,*.usr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,75e0ead13f8cbc326bca91f238ab710a,5081734bd87aa75c90f6f3518ad06d8a4b2121c950d54e0d9d6d638dd0cbf538,ctls,priority-api.usr.traveloka.com,True,,,,
ptsod-fe.pts.traveloka.com,ERROR: The request could not be satisfied,403,919,cloudfront,443,https://ptsod-fe.pts.traveloka.com:443,https,CloudFront,text/html,GET,13.224.189.26,/,-1010718319,13.224.189.72,Amazon Web Services,20,False,True,ptsod-fe.pts.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=ptsod-fe.pts.traveloka.com,ptsod-fe.pts.traveloka.com,ptsod-fe.pts.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c3b879e36f44c37aba7d83eaa6bb36e8,32a0e030a91ee563a7871b64cf6867751a8e75c3a1988708af3ff68e99dc144f,ctls,ptsod-fe.pts.traveloka.com,,,,,
qsrm.eci.traveloka.com,Quotation Service Rule Manager,403,2467,cloudfront,443,https://qsrm.eci.traveloka.com:443,https,AmazonS3,text/html,GET,143.204.215.10,/,1170136939,143.204.215.108,React,1,False,True,qsrm.eci.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-12-14T23:59:59Z,CN=qsrm.eci.traveloka.com,qsrm.eci.traveloka.com,qsrm.eci.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fc6398d6de67ca81b0429585355ff511,d22a2479507b659fa32ab12f59151b77721f6ab9b16f89e674082ae277d266f0,ctls,qsrm.eci.traveloka.com,,,,,
recon.eci.traveloka.com,ECI Recon UI,403,2223,cloudfront,443,https://recon.eci.traveloka.com:443,https,AmazonS3,text/html,GET,13.225.78.68,/,1217591132,13.225.78.62,Amazon Web Services,1,False,True,recon.eci.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-15T23:59:59Z,CN=recon.eci.traveloka.com,recon.eci.traveloka.com,*.recon.eci.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,182b48cf874e17cc7fbe5db512703e99,7fa118c342c030d220ca0506b71058d0820ea4b803df5a7d63f8179de1c5e6c8,ctls,recon.eci.traveloka.com,True,,,,
refercontentstaging07.ng.gtr.bustool.m2mnokie.internal.xxt.traveloka.com,,404,331,cloudfront,443,https://refercontentstaging07.ng.gtr.bustool.m2mnokie.internal.xxt.traveloka.com:443,https,AmazonS3,application/xml,GET,18.66.122.104,/,67322731,18.66.122.20,Amazon Web Services,2,False,True,refercontentstaging07.ng.gtr.bustool.m2mnokie.internal.xxt.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-11-12T23:59:59Z,CN=internal.xxt.traveloka.com,internal.xxt.traveloka.com,*.internal.xxt.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,17ee5ef773151bb978877f7af2408c42,cf4d92d3c86a845d721d7ae365b48864608b4e6ad943d8173beb4f79aa727600,ctls,refercontentstaging07.ng.gtr.bustool.m2mnokie.internal.xxt.traveloka.com,True,True,,,
refund-api.ctv.traveloka.com,,400,178,,443,https://refund-api.ctv.traveloka.com:443,https,,application/json,GET,54.179.127.166,/,1840668860,52.74.145.90,Amazon Web Services,1,False,,refund-api.ctv.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-05-07T23:59:59Z,CN=*.ctv.traveloka.com,*.ctv.traveloka.com,*.ctv.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,cd95ce1e316004c39da36dce2448e2d8,002d134c555f79ea307abea0037058341fabd04a749e9b61c352691864a2d6ab,ctls,refund-api.ctv.traveloka.com,True,,,,
release.web.traveloka.com,Release Manager,200,935,cloudfront,443,https://release.web.traveloka.com:443,https,AmazonS3,text/html,GET,18.66.112.95,/,-1452644099,2600:9000:223f:5400:1b:16dd:4bc0:93a1,HSTS,24,False,True,release.web.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-04T23:59:59Z,CN=*.web.traveloka.com,*.web.traveloka.com,web.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a5fef81790d29e30759dec35466d491f,8f6efa6a48d1744254992f05f68d0101b74463cf70116113019e95cff6ae4d34,ctls,release.web.traveloka.com,True,,,https://storage.googleapis.com/workbox-cdn,
rewards.partner.traveloka.com,External Rewards Platform,200,3110,cloudfront,443,https://rewards.partner.traveloka.com:443,https,AmazonS3,text/html,GET,143.204.89.60,/,-912653825,143.204.89.118,Amazon Web Services,1,False,True,rewards.partner.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-15T23:59:59Z,CN=rewards.partner.traveloka.com,rewards.partner.traveloka.com,*.rewards.partner.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1f42fd941dd003d91b92cf0544b8a018,f1812faa08704d80d28030269c969a25e920897a2533813403ae9d6847f03e93,ctls,rewards.partner.traveloka.com,True,,,,
room-api.acd.traveloka.com,,400,178,,443,https://room-api.acd.traveloka.com:443,https,,application/json,GET,52.77.93.231,/,1840668860,54.151.244.129,Amazon Web Services,1,False,,room-api.acd.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-11-14T23:59:59Z,CN=*.acd.traveloka.com,*.acd.traveloka.com,*.apr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b2285400145706d5bd865f292eaaf9ad,5f73d1ffa6f35f553753ad7686add41c471bcb1bc6657478f84b2c9f554161ba,ctls,room-api.acd.traveloka.com,True,,,,
search-api.acd.traveloka.com,,400,178,,443,https://search-api.acd.traveloka.com:443,https,,application/json,GET,18.142.220.198,/,1840668860,52.77.97.174,Amazon Web Services,1,False,,search-api.acd.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-11-14T23:59:59Z,CN=*.acd.traveloka.com,*.acd.traveloka.com,*.apr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b2285400145706d5bd865f292eaaf9ad,5f73d1ffa6f35f553753ad7686add41c471bcb1bc6657478f84b2c9f554161ba,ctls,search-api.acd.traveloka.com,True,,,,
search-api.apr.traveloka.com,,400,178,,443,https://search-api.apr.traveloka.com:443,https,,application/json,GET,52.77.97.174,/,1840668860,18.136.174.111,Amazon Web Services,1,False,,search-api.apr.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-11-14T23:59:59Z,CN=*.acd.traveloka.com,*.acd.traveloka.com,*.apr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b2285400145706d5bd865f292eaaf9ad,5f73d1ffa6f35f553753ad7686add41c471bcb1bc6657478f84b2c9f554161ba,ctls,search-api.apr.traveloka.com,True,True,,,
search-api.ctv.traveloka.com,,400,178,,443,https://search-api.ctv.traveloka.com:443,https,,application/json,GET,54.179.127.166,/,1840668860,52.74.145.90,Amazon Web Services,1,False,,search-api.ctv.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-05-07T23:59:59Z,CN=*.ctv.traveloka.com,*.ctv.traveloka.com,*.ctv.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,cd95ce1e316004c39da36dce2448e2d8,002d134c555f79ea307abea0037058341fabd04a749e9b61c352691864a2d6ab,ctls,search-api.ctv.traveloka.com,True,,,,
secure.pay.traveloka.com,Traveloka Secure Payment,200,1358,cloudfront,443,https://secure.pay.traveloka.com:443,https,AmazonS3,text/html,GET,18.66.112.129,/,-1899344062,18.66.112.10,HSTS,1,False,True,secure.pay.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-10-25T23:59:59Z,CN=*.pay.traveloka.com,*.pay.traveloka.com,*.pay.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,982a455a8befa72396c35b6f9b45e1a6,c6ff66cd4c03810b844212deb7d5cd2eda30f4a92c6366af397fa24d175358a1,ctls,secure.pay.traveloka.com,True,,,https://www.traveloka.com,
sls-biz.xxt.traveloka.com,,403,23,cloudfront,443,https://sls-biz.xxt.traveloka.com:443,https,,application/json,GET,143.204.89.97,/,968070783,143.204.89.114,Amazon Web Services,1,False,True,sls-biz.xxt.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=sls-biz.xxt.traveloka.com,sls-biz.xxt.traveloka.com,sls-biz.xxt.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e649778e60fb2ecf4d21667440c0b2d6,6e79163b660057f6ad5a0689cdb5beda2762684ec05dea5bddeacce671fdf188,ctls,sls-biz.xxt.traveloka.com,,,,,
ss-docs.gfstestnokin-apianllary.gsm-purple.cfp.eci.traveloka.com,Central Fraud Platform,403,2474,cloudfront,443,https://ss-docs.gfstestnokin-apianllary.gsm-purple.cfp.eci.traveloka.com:443,https,AmazonS3,text/html,GET,18.66.122.31,/,464822065,18.66.122.48,Semantic UI,1,False,True,ss-docs.gfstestnokin-apianllary.gsm-purple.cfp.eci.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2023-08-05T23:59:59Z,CN=cfp.eci.traveloka.com,cfp.eci.traveloka.com,*.cfp.eci.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b54be3bc1f5de518b0551bba13a825d4,eaf1ce78d5101460a80ec5cdd90082b71dbeb5fd2003cc991d34dfd3a159f33e,ctls,ss-docs.gfstestnokin-apianllary.gsm-purple.cfp.eci.traveloka.com,True,True,,,
stage03test-wiskey-orchestrator-vault-paytech-r54r0acoinbase.health.xxt.traveloka.com,,404,358,cloudfront,443,https://stage03test-wiskey-orchestrator-vault-paytech-r54r0acoinbase.health.xxt.traveloka.com:443,https,AmazonS3,application/xml,GET,13.32.99.107,/,-1027192215,13.32.99.94,Amazon Web Services,2,False,True,stage03test-wiskey-orchestrator-vault-paytech-r54r0acoinbase.health.xxt.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-31T23:59:59Z,CN=health.xxt.traveloka.com,health.xxt.traveloka.com,*.health.xxt.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,94f4e3bbd289c0d60b0a19015095717e,a6d5dc11be32faf0af822acffdd26f825a55b015985071b39a38371570e29c00,ctls,stage03test-wiskey-orchestrator-vault-paytech-r54r0acoinbase.health.xxt.traveloka.com,True,,,,
status-api.fpr.traveloka.com,,500,290,,443,https://status-api.fpr.traveloka.com:443,https,,application/json,GET,52.77.178.232,/,81134256,54.254.168.190,,1,False,,status-api.fpr.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2023-07-27T23:59:59Z,CN=*.fpr.traveloka.com,*.fpr.traveloka.com,*.fpr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,462e5ee08b05af9ac711cfc72b0091cf,1a26ab9f6370b8dea22db2ac6b3863e7849cdc84fa9323302ffb551c51f12d11,ctls,status-api.fpr.traveloka.com,True,,,,
supply-api.fpr.traveloka.com,,404,194,cloudfront,443,https://supply-api.fpr.traveloka.com:443,https,,application/json,GET,18.66.122.120,/,926846304,18.66.122.27,Amazon Web Services,6,False,True,supply-api.fpr.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-02T00:00:00Z,2023-07-27T23:59:59Z,CN=*.fpr.traveloka.com,*.fpr.traveloka.com,*.fpr.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6f6bac9c7a3ad2c6320c877dcc58d97e,baed550049d3a3afe3170ab1865cc89f5f19a561a8f32c473237e0174ee8c27d,ctls,supply-api.fpr.traveloka.com,True,,,,
tdm-api.fpr.traveloka.com,,404,309,,443,https://tdm-api.fpr.traveloka.com:443,https,Hi,application/json,GET,3.33.145.228,/,-1223365316,15.197.135.104,,1,False,,tdm-api.fpr.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2023-07-27T23:59:59Z,CN=*.fpr.traveloka.com,*.fpr.traveloka.com,*.fpr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,462e5ee08b05af9ac711cfc72b0091cf,1a26ab9f6370b8dea22db2ac6b3863e7849cdc84fa9323302ffb551c51f12d11,ctls,tdm-api.fpr.traveloka.com,True,,,,
tera-id.ath.traveloka.com,Signin,200,4020,cloudfront,443,https://tera-id.ath.traveloka.com:443,https,Server,text/html,GET,18.66.112.84,/,-1391230391,18.66.112.2,HSTS,135,False,True,tera-id.ath.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-07T00:00:00Z,2024-06-04T23:59:59Z,CN=tera-id.ath.traveloka.com,tera-id.ath.traveloka.com,tera-id.ath.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8accfa8b892e334385154f45390e0f77,0a813395da6b6b2a51e470053d938e832dc34dc9c8c465567b11040217effcfd,ctls,tera-id.ath.traveloka.com,,,,,
tera.traveloka.com,,200,45684,,443,https://tera.traveloka.com:443,https,,text/html,GET,52.76.45.122,/,-1840324437,52.221.124.253,webpack,1,False,,tera.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-12-13T23:59:59Z,CN=tera.traveloka.com,tera.traveloka.com,astfe.ast.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b658288c31eadbe748f06a9454d38524,c638d9e913366dea9f9b23065cf163a4234464901ee116d6efcc1c8349c6965d,ctls,tera.traveloka.com,,,,,https://tera.traveloka.com:443/v2/auth0/login/
teraapi.ast.traveloka.com,HTTP Status 500 – Internal Server Error,500,451,,443,https://teraapi.ast.traveloka.com:443,https,,text/html,GET,18.139.56.249,/,,54.169.195.219,Amazon Web Services,1,False,,teraapi.ast.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-12-31T23:59:59Z,CN=*.ast.traveloka.com,*.ast.traveloka.com,*.ast.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fc166f848e2c062dc3521c52038ba8ea,f6de6d29eb066b4052ec633fc99eb3070baeb1d2f1c9e11cfdbacc37c605428b,ctls,teraapi.ast.traveloka.com,True,,,,
teraapi.traveloka.com,HTTP Status 500 – Internal Server Error,500,451,,443,https://teraapi.traveloka.com:443,https,,text/html,GET,54.169.195.219,/,-1840324437,54.255.181.34,Amazon Web Services,1,False,,teraapi.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-12-13T23:59:59Z,CN=teraapi.traveloka.com,teraapi.traveloka.com,astcnt.ast.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,bb7e3dae0a4ac7fd2f3b2077dc39ad31,0ffcb896e65338b78f590aa7ae48c24c5be424f85c1be7c7095c77bd7f69493d,ctls,teraapi.traveloka.com,,,,,
