input,title,status_code,content_length,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,tls_wildcard_certificate,tls_mismatched,tls_subject_org_,csp_domains_,final_url
cst.web.traveloka.com,Error,404,139,,443,https://cst.web.traveloka.com:443,https,,text/html,GET,13.250.187.246,/,1593207841,18.142.31.233,Node.js,11,False,,cst.web.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-17T23:59:59Z,CN=*.web.traveloka.com,*.web.traveloka.com,*.web.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d17b38e618a1482a2e4024e675885e89,a9252211a535ad1a807e1882ac03d8b5da408803d0e5321a7c63d7d69828fe04,ctls,cst.web.traveloka.com,True,,,,
dashboard.ath.traveloka.com,ERROR: The request could not be satisfied,403,919,cloudfront,443,https://dashboard.ath.traveloka.com:443,https,CloudFront,text/html,GET,52.222.214.24,/,-891717898,52.222.214.102,Amazon Web Services,20,False,True,dashboard.ath.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-19T00:00:00Z,2024-03-19T23:59:59Z,CN=dashboard.ath.traveloka.com,dashboard.ath.traveloka.com,dashboard.ath.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7a9144cf23769ef2cdbbe547eaa42cd9,b3a9c04da4eb8f21d7d64ddeadfbe9d6d41848ee2622f1b447649fbd2bde7965,ctls,dashboard.ath.traveloka.com,,,,,
discovery-api.fpr.traveloka.com,,404,102,,443,https://discovery-api.fpr.traveloka.com:443,https,,application/json,GET,75.2.64.84,/,1202423963,99.83.221.199,,1,False,,discovery-api.fpr.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2023-07-27T23:59:59Z,CN=*.fpr.traveloka.com,*.fpr.traveloka.com,*.fpr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,462e5ee08b05af9ac711cfc72b0091cf,1a26ab9f6370b8dea22db2ac6b3863e7849cdc84fa9323302ffb551c51f12d11,ctls,discovery-api.fpr.traveloka.com,True,,,,
employeereferral.traveloka.com,Sign in - Google Accounts,200,171038,,443,https://employeereferral.traveloka.com:443,https,ESF,text/html,GET,142.250.184.243,/,-1141139775,2a00:1450:4001:82a::2013,HTTP/3,166,False,,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,ctls,accounts.google.com,True,,,,https://accounts.google.com/v3/signin/identifier?dsh=S419685204%3A1683912141096502&continue=https%3A%2F%2Fsites.google.com%2Fa%2Ftraveloka.com%2Femployee-referral&followup=https%3A%2F%2Fsites.google.com%2Fa%2Ftraveloka.com%2Femployee-referral&ifkv=Af_xneFGkIOfTRVu5VTJjdn0DS5sUm8sdLdCQ2F0QNVPQoexqX9Rbssn_e6ywpjDNeCYvV54PxcC&osid=1&passive=1209600&flowName=WebLiteSignIn&flowEntry=ServiceLogin
explore-test-wiskey-orchestrator-vault-paytech-r54r0acoinbase.health.xxt.traveloka.com,,404,347,cloudfront,443,https://explore-test-wiskey-orchestrator-vault-paytech-r54r0acoinbase.health.xxt.traveloka.com:443,https,AmazonS3,application/xml,GET,13.32.99.94,/,-1909601593,13.32.99.107,Amazon Web Services,2,False,True,explore-test-wiskey-orchestrator-vault-paytech-r54r0acoinbase.health.xxt.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-31T23:59:59Z,CN=health.xxt.traveloka.com,health.xxt.traveloka.com,*.health.xxt.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,94f4e3bbd289c0d60b0a19015095717e,a6d5dc11be32faf0af822acffdd26f825a55b015985071b39a38371570e29c00,ctls,explore-test-wiskey-orchestrator-vault-paytech-r54r0acoinbase.health.xxt.traveloka.com,True,,,,
explore.traveloka.com,Cheap Flights Ticket: Traveloka.com  - Searching for Promo Flight Tickets?,200,334773,,443,https://explore.traveloka.com:443,https,,text/html,GET,52.220.222.169,/,336641326,52.76.102.187,React,289,False,,www.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2023-12-30T23:59:59Z,CN=www.traveloka.com,www.traveloka.com,m.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a3a4ddd5a90fc70c631cb5a67a508552,7a8f1f7a2437fad60f267ce0ad858d3c5480b9adca57fb0c0798124097f8b3f2,ctls,www.traveloka.com,,,,https://tvlk.report-uri.com/r/d/csp/reportOnly,https://www.traveloka.com/en-ph/explore
finance.traveloka.com,Sign in - Google Accounts,200,1589,,80,http://finance.traveloka.com:80,http,GSE,text/html,GET,142.250.186.147,/,-1709261603,2a00:1450:4001:82a::2013,OpenGSE,32,False,,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:16Z,2023-07-17T12:01:15Z,CN=www.google.com,www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,fc50d80049333ccb03bb8013bb58334a,b436c71033b81c75b14d32fbb808165bdab213d2a978246e6bfe5ecaa1f15eeb,ctls,www.google.com,,,,url=https://www.google.com/accounts/AccountChooser?hd=traveloka.com&continue=https%3A%2F%2Fsites.google.com%2Fa%2Ftraveloka.com%2Ffinance-portal%2Fhome&followup=https%3A%2F%2Fsites.google.com%2Fa%2Ftraveloka.com%2Ffinance-portal%2Fhome&service=jotspot&ul=1,https://www.google.com/a/traveloka.com/ServiceLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/a/traveloka.com/finance-portal/home&followup=https://sites.google.com/a/traveloka.com/finance-portal/home&ul=1
finfo-api-qaccom1-inside.media.cfp.eci.traveloka.com,Central Fraud Platform,403,2474,cloudfront,443,https://finfo-api-qaccom1-inside.media.cfp.eci.traveloka.com:443,https,AmazonS3,text/html,GET,18.66.122.93,/,464822065,18.66.122.48,Semantic UI,1,False,True,finfo-api-qaccom1-inside.media.cfp.eci.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2023-08-05T23:59:59Z,CN=cfp.eci.traveloka.com,cfp.eci.traveloka.com,*.cfp.eci.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b54be3bc1f5de518b0551bba13a825d4,eaf1ce78d5101460a80ec5cdd90082b71dbeb5fd2003cc991d34dfd3a159f33e,ctls,finfo-api-qaccom1-inside.media.cfp.eci.traveloka.com,True,True,,,
flower14.staging04nokia.cfp.eci.traveloka.com,Central Fraud Platform,403,2474,cloudfront,443,https://flower14.staging04nokia.cfp.eci.traveloka.com:443,https,AmazonS3,text/html,GET,18.66.122.48,/,464822065,18.66.122.31,Semantic UI,1,False,True,flower14.staging04nokia.cfp.eci.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2023-08-05T23:59:59Z,CN=cfp.eci.traveloka.com,cfp.eci.traveloka.com,*.cfp.eci.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b54be3bc1f5de518b0551bba13a825d4,eaf1ce78d5101460a80ec5cdd90082b71dbeb5fd2003cc991d34dfd3a159f33e,ctls,flower14.staging04nokia.cfp.eci.traveloka.com,True,True,,,
fspfmfe.fsp.traveloka.com,ERROR: The request could not be satisfied,403,915,cloudfront,80,http://fspfmfe.fsp.traveloka.com:80,http,CloudFront,text/html,GET,13.225.78.34,/,1329012759,13.225.78.86,Amazon Web Services,20,False,True,,,,,,,,,,,,,,,,,,,,,,
fspodfe.fsp.traveloka.com,ERROR: The request could not be satisfied,403,919,cloudfront,443,https://fspodfe.fsp.traveloka.com:443,https,CloudFront,text/html,GET,18.66.112.49,/,-1827286922,18.66.112.5,Amazon Web Services,20,False,True,fspodfe.fsp.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-11-30T23:59:59Z,CN=fspodfe.fsp.traveloka.com,fspodfe.fsp.traveloka.com,fspodfe.fsp.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6d18b0b4493330f5da533fb397d90246,753c60af259d791525986045b8568610965fd07668c79803cf6fa34e44bee3ed,ctls,fspodfe.fsp.traveloka.com,,,,,
gaf.traveloka.com,403 Forbidden,403,151,,443,https://gaf.traveloka.com:443,https,cloudflare,text/html,GET,1.1.1.1,/,1210513009,1.1.1.1,Cloudflare,8,False,,gaf.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-12T00:00:00Z,2024-01-11T23:59:59Z,"CN=cloudflare-dns.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",cloudflare-dns.com,one.one.one.one,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,4fb80c11d8caa735428523988c565c2d,98ce6111a81057e7d8d4fdf470278b2fb77781c4bb79bfb31fd31047c388d5a3,ctls,gaf.traveloka.com,True,True,"Cloudflare, Inc.",,
gvood-fe.gvo.traveloka.com,ERROR: The request could not be satisfied,403,915,cloudfront,80,http://gvood-fe.gvo.traveloka.com:80,http,CloudFront,text/html,GET,13.32.99.125,/,1309304590,13.32.99.98,Amazon Web Services,20,False,True,,,,,,,,,,,,,,,,,,,,,,
health.xxt.traveloka.com,,200,4982,cloudfront,443,https://health.xxt.traveloka.com:443,https,AmazonS3,text/html,GET,13.32.99.94,/,909536006,13.32.99.84,Amazon Web Services,1,False,True,health.xxt.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-31T23:59:59Z,CN=health.xxt.traveloka.com,health.xxt.traveloka.com,*.health.xxt.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,94f4e3bbd289c0d60b0a19015095717e,a6d5dc11be32faf0af822acffdd26f825a55b015985071b39a38371570e29c00,ctls,health.xxt.traveloka.com,True,,,,
hnetstatic-staging14.bpng.eci.traveloka.com,ERROR: The request could not be satisfied,403,915,cloudfront,80,http://hnetstatic-staging14.bpng.eci.traveloka.com:80,http,CloudFront,text/html,GET,18.66.147.83,/,1173938863,18.66.147.101,Amazon Web Services,20,False,True,,,,,,,,,,,,,,,,,,,,,,
internal-id.ath.traveloka.com,Signin,200,4020,cloudfront,443,https://internal-id.ath.traveloka.com:443,https,Server,text/html,GET,52.222.236.118,/,-1391230391,52.222.236.87,HSTS,135,False,True,internal-id.ath.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-12T00:00:00Z,2024-02-11T23:59:59Z,CN=internal-id.ath.traveloka.com,internal-id.ath.traveloka.com,internal-id.ath.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,20aa2dac53822d5cde11e173c84bb686,73c5b957577cc245114f2c0a85424e4c91c911231ce0fc8efd29de792a6d5a43,ctls,internal-id.ath.traveloka.com,,,,,
internal.xxt.traveloka.com,Register Your Experience Business - Traveloka AXES,200,40285,cloudfront,443,https://internal.xxt.traveloka.com:443,https,AmazonS3,text/html,GET,18.66.122.104,/,347162066,18.66.122.86,Amazon Web Services,1,False,True,internal.xxt.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-11-12T23:59:59Z,CN=internal.xxt.traveloka.com,internal.xxt.traveloka.com,*.internal.xxt.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,17ee5ef773151bb978877f7af2408c42,cf4d92d3c86a845d721d7ae365b48864608b4e6ad943d8173beb4f79aa727600,ctls,internal.xxt.traveloka.com,True,,,,
ipg.web.traveloka.com,,200,1400,,443,https://ipg.web.traveloka.com:443,https,,application/json,GET,52.74.202.214,/,-138391155,54.169.178.16,,2,False,,ipg.web.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-17T23:59:59Z,CN=*.web.traveloka.com,*.web.traveloka.com,*.web.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d17b38e618a1482a2e4024e675885e89,a9252211a535ad1a807e1882ac03d8b5da408803d0e5321a7c63d7d69828fe04,ctls,ipg.web.traveloka.com,True,,,,
itinerary-api.trp.traveloka.com,,400,178,,443,https://itinerary-api.trp.traveloka.com:443,https,,application/json,GET,3.33.181.204,/,1840668860,15.197.179.151,Amazon Web Services,1,False,,itinerary-api.trp.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-09-13T23:59:59Z,CN=*.trp.traveloka.com,*.trp.traveloka.com,*.trp.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,cb7673d1e2a0acae468ad16fd3511351,2368c0916ab84088a7c634de1617d33401328a8c135aa68b6b49aacf52f4d40e,ctls,itinerary-api.trp.traveloka.com,True,,,,
leaderboard-api.gmf.traveloka.com,,400,178,,443,https://leaderboard-api.gmf.traveloka.com:443,https,,application/json,GET,76.223.115.193,/,1840668860,13.248.235.2,Amazon Web Services,1,False,,leaderboard-api.gmf.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-08T23:59:59Z,CN=*.gmf.traveloka.com,*.gmf.traveloka.com,*.gmf.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1d602d05a46eb4330b450006ae8d0394,2fad43b234002b2848a827632ce0f99a779817f70acbd160591a9681ade3654d,ctls,leaderboard-api.gmf.traveloka.com,True,,,,
location.loc.traveloka.com,,404,102,,443,https://location.loc.traveloka.com:443,https,Hi,application/json,GET,52.220.122.204,/,285352741,52.220.170.1,,1,False,,location.loc.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-12-12T23:59:59Z,CN=*.loc.traveloka.com,*.loc.traveloka.com,*.loc.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2d4fb1a04d7e0e3572f1519d66c97f5c,6dcfd465417683776a7e49efc7f6337b9688b209912f8ed61878315ff3e08726,ctls,location.loc.traveloka.com,True,,,,
locgepa.loc.traveloka.com,,404,102,,443,https://locgepa.loc.traveloka.com:443,https,Hi,application/json,GET,52.76.157.195,/,-448977650,54.169.225.210,,1,False,,locgepa.loc.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-12-12T23:59:59Z,CN=*.loc.traveloka.com,*.loc.traveloka.com,*.loc.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2d4fb1a04d7e0e3572f1519d66c97f5c,6dcfd465417683776a7e49efc7f6337b9688b209912f8ed61878315ff3e08726,ctls,locgepa.loc.traveloka.com,True,,,,
m.corporates.ctv.traveloka.com,Traveloka for Corporates,200,49138,cloudfront,443,https://m.corporates.ctv.traveloka.com:443,https,,text/html,GET,52.222.214.105,/,1432144576,2600:9000:223d:ee00:17:7c26:bc80:93a1,React,217,False,True,m.corporates.ctv.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2023-09-26T23:59:59Z,CN=ctv.traveloka.com,ctv.traveloka.com,*.ctv.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6432318c7db941a79a22076f4c43946b,2f1889fe27e1117873ca00a13a323d5a73b8595b7b88ea367f84169690432c68,ctls,m.corporates.ctv.traveloka.com,True,,,,
m.traveloka.com,Traveloka - Southeast Asia's Leading Travel Platform,200,217668,cloudfront,443,https://m.traveloka.com:443,https,,text/html,GET,99.84.146.118,/,-637573666,99.84.146.67,React,192,False,True,m.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2023-12-30T23:59:59Z,CN=www.traveloka.com,www.traveloka.com,m.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a3a4ddd5a90fc70c631cb5a67a508552,7a8f1f7a2437fad60f267ce0ad858d3c5480b9adca57fb0c0798124097f8b3f2,ctls,m.traveloka.com,,,,https://tvlk.report-uri.com/r/d/csp/reportOnly,https://m.traveloka.com/en-en/
mail.traveloka.com,Sign in - Google Accounts,200,1306,,80,http://mail.traveloka.com:80,http,GSE,text/html,GET,142.250.186.115,/,-1266950349,2a00:1450:4001:82a::2013,OpenGSE,32,False,,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:16Z,2023-07-17T12:01:15Z,CN=www.google.com,www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,fc50d80049333ccb03bb8013bb58334a,b436c71033b81c75b14d32fbb808165bdab213d2a978246e6bfe5ecaa1f15eeb,ctls,www.google.com,,,,url=https://www.google.com/accounts/AccountChooser?hd=traveloka.com&continue=https%3A%2F%2Fmail.google.com%2Fmail%2F&osid=1&service=mail&ss=1&ltmpl=googlemail,https://www.google.com/a/traveloka.com/ServiceLogin?service=mail&passive=true&rm=false&continue=https://mail.google.com/mail/&ss=1&ltmpl=googlemail&emr=1&osid=1
mailer.traveloka.com,404 Not Found,404,564,,443,https://mailer.traveloka.com:443,https,nginx,text/html,GET,167.89.123.54,/,1506877856,167.89.123.124,Nginx,14,False,,mailer.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,ctls,mailer.traveloka.com,True,True,,,
management-api.ctv.traveloka.com,,400,178,,443,https://management-api.ctv.traveloka.com:443,https,,application/json,GET,54.179.127.166,/,1840668860,52.74.145.90,Amazon Web Services,1,False,,management-api.ctv.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-05-07T23:59:59Z,CN=*.ctv.traveloka.com,*.ctv.traveloka.com,*.ctv.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,cd95ce1e316004c39da36dce2448e2d8,002d134c555f79ea307abea0037058341fabd04a749e9b61c352691864a2d6ab,ctls,management-api.ctv.traveloka.com,True,,,,
matchmaking-acceptance2-coinbase.mstd.eci.traveloka.com,ERROR: The request could not be satisfied,403,915,cloudfront,80,http://matchmaking-acceptance2-coinbase.mstd.eci.traveloka.com:80,http,CloudFront,text/html,GET,52.222.236.125,/,1434507271,52.222.236.83,Amazon Web Services,20,False,True,,,,,,,,,,,,,,,,,,,,,,
mb7323nside.gsm-purple.cfp.eci.traveloka.com,Central Fraud Platform,403,2474,cloudfront,443,https://mb7323nside.gsm-purple.cfp.eci.traveloka.com:443,https,AmazonS3,text/html,GET,108.138.36.120,/,464822065,108.138.36.13,Semantic UI,1,False,True,mb7323nside.gsm-purple.cfp.eci.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2023-08-05T23:59:59Z,CN=cfp.eci.traveloka.com,cfp.eci.traveloka.com,*.cfp.eci.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b54be3bc1f5de518b0551bba13a825d4,eaf1ce78d5101460a80ec5cdd90082b71dbeb5fd2003cc991d34dfd3a159f33e,ctls,mb7323nside.gsm-purple.cfp.eci.traveloka.com,True,True,,,
mchtool-fe.mch.traveloka.com,,403,61,cloudfront,443,https://mchtool-fe.mch.traveloka.com:443,https,CloudFront,application/json,GET,108.138.199.9,/,-150568589,108.138.199.85,Amazon Web Services,4,False,True,mchtool-fe.mch.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-12-22T23:59:59Z,CN=mchtool-fe.mch.traveloka.com,mchtool-fe.mch.traveloka.com,mchtool-fe.mch.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c51d8bc25ce9a6fcf9ac6aee754cf6c1,eb950b90af4f15865df5075db6877a21e49ff57db5fc584fd73aa1a9474f338d,ctls,mchtool-fe.mch.traveloka.com,,,,,
mfcnotif.mfc.traveloka.com,400 No required SSL certificate was sent,400,639,,443,https://mfcnotif.mfc.traveloka.com:443,https,nginx/1.22.1,text/html,GET,108.137.173.134,/,-841626089,43.218.49.216,Nginx:1.22.1,15,False,,mfcnotif.mfc.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T07:25:00Z,2023-06-27T07:24:59Z,CN=mfinotif.travelokapay.com,mfinotif.travelokapay.com,mfinotif.travelokapay.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2648594d931cbd162aeac029e18528de,77825c3feae44ccc346fcbd79381bed1e4973ac2e70733c086db771b0e42124a,ctls,mfcnotif.mfc.traveloka.com,,True,,,
mgmt.ath.traveloka.com,,403,42,,443,https://mgmt.ath.traveloka.com:443,https,,application/json,GET,18.210.59.167,/,768769774,52.2.140.99,,1,False,,mgmt.ath.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2023-07-28T23:59:59Z,CN=mgmt.ath.traveloka.com,mgmt.ath.traveloka.com,mgmt.ath.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a543cd784b8b9d5d5ebcda0a5eea1f47,c6d69e90736b5069f472064e5eb5f06208016fe170f11af68b7ddd10f30d20ea,ctls,mgmt.ath.traveloka.com,,,,,
mobi1ws10.cfp.eci.traveloka.com,Central Fraud Platform,403,2474,cloudfront,443,https://mobi1ws10.cfp.eci.traveloka.com:443,https,AmazonS3,text/html,GET,18.66.122.11,/,464822065,18.66.122.31,Semantic UI,1,False,True,mobi1ws10.cfp.eci.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2023-08-05T23:59:59Z,CN=cfp.eci.traveloka.com,cfp.eci.traveloka.com,*.cfp.eci.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b54be3bc1f5de518b0551bba13a825d4,eaf1ce78d5101460a80ec5cdd90082b71dbeb5fd2003cc991d34dfd3a159f33e,ctls,mobi1ws10.cfp.eci.traveloka.com,True,,,,
msoid.traveloka.com,Sign in to your account,200,204714,azure,443,https://msoid.traveloka.com:443,https,,text/html,GET,20.190.159.23,/,-1840324437,40.126.31.71,HSTS,171,False,True,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,,,Microsoft Corporation,,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638195089414109236.Njg5OWU0MDEtYmYzNi00N2JkLWJjZTYtM2M0NWQxZWVhYzU4M2ZhZDQ3ZWYtYzA5Yi00YTdhLThjOTQtYzY3ZjEzMTJmMzM1&ui_locales=en-US&mkt=en-US&state=AJGREHh_CzicSpHQsO54Jt20zCDngOgDEYlqKLuulYJCSgMxvh50MHgAfsflUulMMsJZLuv7ri_NwR4GkU0ZahwotBpfmR5jqbpJdHw5Riz359od380PQHOVHezyVPwqLBck7dafri3GVhZwmoawjv5_uXHonU0Jslv23FLjVHiEj_KAhJTXEmvjvDtifkJD4kRYMvzgpfvVjKsNGjKgtDoZS3XNLGF_GQYu_Ud82-RGB12zqOdBcP8r-dRCUfsTmuOcgqLsyWzs1V723IW11g&x-client-SKU=ID_NET6_0&x-client-ver=6.26.1.0
mstd.eci.traveloka.com,ECI Master Data,403,2489,cloudfront,443,https://mstd.eci.traveloka.com:443,https,AmazonS3,text/html,GET,52.222.236.125,/,-257309876,52.222.236.83,Bootstrap:4.3.1,1,False,True,mstd.eci.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-03-23T23:59:59Z,CN=mstd.eci.traveloka.com,mstd.eci.traveloka.com,mstd.eci.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ba1a323ef7b7e00ee10a627d23e7a87,b972fcec87ad9bcf2b80d12c4a0b9b60b5e87bc3a126207e0dae43c98263a239,ctls,mstd.eci.traveloka.com,,,,,
nanexpress.cfp.eci.traveloka.com,Central Fraud Platform,403,2474,cloudfront,443,https://nanexpress.cfp.eci.traveloka.com:443,https,AmazonS3,text/html,GET,18.66.122.93,/,464822065,18.66.122.31,Semantic UI,1,False,True,nanexpress.cfp.eci.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2023-08-05T23:59:59Z,CN=cfp.eci.traveloka.com,cfp.eci.traveloka.com,*.cfp.eci.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b54be3bc1f5de518b0551bba13a825d4,eaf1ce78d5101460a80ec5cdd90082b71dbeb5fd2003cc991d34dfd3a159f33e,ctls,nanexpress.cfp.eci.traveloka.com,True,,,,
