input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_expired,tls_mismatched,tls_subject_org_,final_url,csp_domains_
brand.transferwise.com,Attention Required! | Cloudflare,403,4507,AS53831,SQUARESPACE,US,198.49.23.0/24,brand.wise.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:58:53Z,2023-07-23T12:57:48Z,CN=wise.com,wise.com,*.wise.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,19fe8071a0f6dd09a4e226e740a78230,63fc32d102483a8a7ad94cd6dc2e09c6c297e29120a3a1119567b94765d09c4d,True,ctls,brand.wise.com,,443,https://brand.transferwise.com:443,https,cloudflare,text/html,GET,198.49.23.145,/,-1852417055,198.185.159.145,HTTP/3,94,False,,,,,https://brand.wise.com/,
card-form.transferwise.com,,403,16,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,card-form.transferwise.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-27T00:00:00Z,2024-01-31T23:59:59Z,"CN=*.transferwise.com, O=WISE PAYMENTS LIMITED, L=London, C=GB",*.transferwise.com,transferwise.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5d609295cabcb4b7680747987945da65,ee065f8feed6fb882a78c2c7c8643d5348606ba26411dba215c847ca9124758d,True,ctls,card-form.transferwise.com,cloudflare,443,https://card-form.transferwise.com:443,https,cloudflare,text/plain,GET,104.18.167.45,/,1253481126,104.18.168.45,HTTP/3,1,False,True,,,WISE PAYMENTS LIMITED,,
cards-api.transferwise.com,,404,,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cards-api.transferwise.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-27T00:00:00Z,2024-01-31T23:59:59Z,"CN=*.transferwise.com, O=WISE PAYMENTS LIMITED, L=London, C=GB",*.transferwise.com,transferwise.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5d609295cabcb4b7680747987945da65,ee065f8feed6fb882a78c2c7c8643d5348606ba26411dba215c847ca9124758d,True,ctls,cards-api.transferwise.com,cloudflare,80,http://cards-api.transferwise.com:80,http,cloudflare,,GET,104.18.167.45,/,-1840324437,104.18.168.45,HTTP/3,1,False,True,,,WISE PAYMENTS LIMITED,https://cards-api.transferwise.com/,
email.transferwise.com,,404,19,AS15169,GOOGLE,US,34.111.0.0/16,email.transferwise.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-16T13:35:29Z,2023-06-14T13:35:28Z,CN=mailgun.org,mailgun.org,mailgun.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3d169b9a2155b6a3cfa18c1af722bffd,882d45c195b586adc7ddf4167d555da0fce18b30968b745469c6655ad3a6fc34,,ctls,email.transferwise.com,google,443,https://email.transferwise.com:443,https,,text/plain,GET,34.110.180.34,/,-138391155,34.110.180.34,,2,False,True,,True,,,
help.transferwise.com,Security check,403,7839,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,help.transferwise.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-06T23:39:58Z,2023-08-04T23:39:57Z,CN=help.transferwise.com,help.transferwise.com,help.transferwise.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0c54c85c4d19ebe1474496bfc27ed8a9,f1492c5650138026938a8bc63e363f1f0c124253943cd3361c5c1ff3e08a5f43,,ctls,help.transferwise.com,cloudflare,443,https://help.transferwise.com:443,https,cloudflare,text/html,GET,104.16.51.111,/,-1279294674,104.16.53.111,Cloudflare,103,False,True,,,,https://help.transferwise.com/hc/en-us,
https://w3.org,World Wide Web Consortium (W3C),200,28571,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.w3.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-01T00:00:00Z,2023-06-30T23:59:59Z,"CN=w3.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",w3.org,*.w3.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",8469e4fdaf04390a28421bf661eac92d,143a4caccbeec6d6e3cf93502c3a1838fa6f8ef5911b9784079ad8b89ff2ee25,True,ctls,www.w3.org,cloudflare,443,https://w3.org:443,https,cloudflare,text/html,GET,104.18.23.19,/,-15365615,2606:4700::6812:1713,HTTP/3,391,False,True,,,"Cloudflare, Inc.",https://www.w3.org/,
links.transferwise.com,Log in to Mandrill,200,2935,AS16509,AS16509,Unknown,54.64.0.0/12,links.transferwise.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-15T00:00:00Z,2023-12-14T23:59:59Z,"CN=mandrillapp.com, O=The Rocket Science Group LLC, L=Atlanta, ST=Georgia, C=US",mandrillapp.com,*.mandrillapp.com,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,cfaa09239e5a9df19711094b3a4f24c8,941925ec72042660ad13fd678b1217ba9de12cf370ad4ce1f669b21b99f8c445,True,ctls,links.transferwise.com,,443,https://links.transferwise.com:443,https,nginx/1.12.2,text/html,GET,54.78.186.219,/,-248533138,34.255.97.37,PHP,58,False,,,True,The Rocket Science Group LLC,https://links.transferwise.com/login/?referrer=%2F,
links.wise.com,Log in to Mandrill,200,2935,AS16509,AS16509,Unknown,34.240.0.0/12,links.wise.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-15T00:00:00Z,2023-12-14T23:59:59Z,"CN=mandrillapp.com, O=The Rocket Science Group LLC, L=Atlanta, ST=Georgia, C=US",mandrillapp.com,*.mandrillapp.com,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,cfaa09239e5a9df19711094b3a4f24c8,941925ec72042660ad13fd678b1217ba9de12cf370ad4ce1f669b21b99f8c445,True,ctls,links.wise.com,,80,http://links.wise.com:80,http,nginx/1.4.6 (Ubuntu),text/html,GET,34.255.97.37,/,-248533138,34.253.241.177,Ubuntu,58,False,,,True,The Rocket Science Group LLC,https://links.wise.com/login/?referrer=%2F,
neptune.wise.com,Attention Required! | Cloudflare,403,4507,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,neptune.wise.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:58:53Z,2023-07-23T12:57:48Z,CN=wise.com,wise.com,*.wise.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,19fe8071a0f6dd09a4e226e740a78230,63fc32d102483a8a7ad94cd6dc2e09c6c297e29120a3a1119567b94765d09c4d,True,ctls,neptune.wise.com,cloudflare,443,https://neptune.wise.com:443,https,cloudflare,text/html,GET,104.18.11.137,/,726660668,2606:4700::6812:a89,HTTP/3,94,False,True,,,,,
newsroom.wise.com,Wise Newsroom,200,103065,AS16509,AMAZON-02,US,18.66.116.0/23,newsroom.wise.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-02T00:00:00Z,2023-07-28T23:59:59Z,CN=newsroom.wise.com,newsroom.wise.com,newsroom.wise.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a39b29eea09176615049099f31a9ccf6,030ea491a6cb273b1e8d8aaa36618357c0b7b221c91f9a323b05a4a7100ab9cb,,ctls,newsroom.wise.com,cloudfront,443,https://newsroom.wise.com:443,https,nginx,text/html,GET,18.66.112.129,/,1693537371,2600:9000:223f:4e00:1e:2456:7180:93a1,Nginx,2743,False,True,,,,https://newsroom.wise.com/en-NAM/,
nextcloud.transferwise.com,Attention Required! | Cloudflare,403,4507,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,partner-files.wise.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:58:53Z,2023-07-23T12:57:48Z,CN=wise.com,wise.com,*.wise.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,19fe8071a0f6dd09a4e226e740a78230,63fc32d102483a8a7ad94cd6dc2e09c6c297e29120a3a1119567b94765d09c4d,True,ctls,partner-files.wise.com,cloudflare,443,https://nextcloud.transferwise.com:443,https,cloudflare,text/html,GET,104.18.167.45,/,-1265388470,104.18.168.45,HTTP/3,94,False,True,,,,https://partner-files.wise.com/login,
paypay.wise.com,Attention Required! | Cloudflare,403,4507,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,paypay.wise.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:58:53Z,2023-07-23T12:57:48Z,CN=wise.com,wise.com,*.wise.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,19fe8071a0f6dd09a4e226e740a78230,63fc32d102483a8a7ad94cd6dc2e09c6c297e29120a3a1119567b94765d09c4d,True,ctls,paypay.wise.com,cloudflare,443,https://paypay.wise.com:443,https,cloudflare,text/html,GET,104.18.16.28,/,-664074476,104.18.17.28,HTTP/3,94,False,True,,,,,
platform.wise.com,Market-leading global payment infrastructure | Wise Platform,200,69640,AS13335,CLOUDFLARENET,US,141.101.90.0/24,platform.wise.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T20:23:49Z,2023-06-26T20:23:48Z,CN=platform.wise.com,platform.wise.com,platform.wise.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,db8ab55e11f9a42268c78dd835efd4fe,6a62ae3fe9136682aaf12be9cf9de8d8ba6f3267cd0a76d4c9a410359f98c816,,ctls,platform.wise.com,cloudflare,443,https://platform.wise.com:443,https,cloudflare,text/html,GET,141.101.90.98,/,437037698,2a06:98c1:3200::90:1,HubSpot CMS Hub,2178,False,True,,,,,
status.transferwise.com,Wise Status,200,45527,AS16509,AS16509,Unknown,52.216.72.0/24,status.wise.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-25T09:20:25Z,2023-07-24T09:20:24Z,CN=cc19.status.jasper.com,cc19.status.jasper.com,status.wise.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fb57bcd4af7115b487e21dc256c467bd,1a74ee7bd0f4b90353ff6eaf91a13adec3574c2f9ea109c35dcb9b14ed3e50ce,,ctls,status.wise.com,,80,http://status.transferwise.com:80,http,,text/html,GET,52.215.192.132,/,-1840324437,52.215.192.132,HSTS,1298,False,,,,,https://status.wise.com/,
tech.transferwise.com,Wise Engineering – Medium,200,202217,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,medium.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2023-07-21T23:59:59Z,"CN=medium.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",medium.com,*.medium.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",afa19f4d674e384cbc3f5c4c868798f1,617dfa398b93f41055aa81f2e9e260ed1506eba8e3009fc8842d6b016990e3bf,True,ctls,medium.com,cloudflare,443,https://tech.transferwise.com:443,https,cloudflare,text/html,GET,104.18.168.45,/,-1692597857,104.18.167.45,PayPal,238,False,True,,,"Cloudflare, Inc.",https://medium.com/wise-engineering,https://*.gstatic.com
transferwise.com,Attention Required! | Cloudflare,403,4507,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,wise.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:58:53Z,2023-07-23T12:57:48Z,CN=wise.com,wise.com,*.wise.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,19fe8071a0f6dd09a4e226e740a78230,63fc32d102483a8a7ad94cd6dc2e09c6c297e29120a3a1119567b94765d09c4d,True,ctls,wise.com,cloudflare,443,https://transferwise.com:443,https,cloudflare,text/html,GET,104.18.168.45,/,-188886395,104.18.167.45,HTTP/3,94,False,True,,,,https://wise.com/,
twcard.transferwise.com,,403,19,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,twcard.transferwise.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-27T00:00:00Z,2024-01-31T23:59:59Z,"CN=*.transferwise.com, O=WISE PAYMENTS LIMITED, L=London, C=GB",*.transferwise.com,transferwise.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5d609295cabcb4b7680747987945da65,ee065f8feed6fb882a78c2c7c8643d5348606ba26411dba215c847ca9124758d,True,ctls,twcard.transferwise.com,cloudflare,80,http://twcard.transferwise.com:80,http,cloudflare,text/plain,GET,104.18.168.45,/,419813485,104.18.167.45,HTTP/3,1,False,True,,,WISE PAYMENTS LIMITED,https://twcard.transferwise.com/,
widgets.transferwise.com,,404,281,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,widgets.transferwise.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-27T00:00:00Z,2024-01-31T23:59:59Z,"CN=*.transferwise.com, O=WISE PAYMENTS LIMITED, L=London, C=GB",*.transferwise.com,transferwise.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5d609295cabcb4b7680747987945da65,ee065f8feed6fb882a78c2c7c8643d5348606ba26411dba215c847ca9124758d,True,ctls,widgets.transferwise.com,cloudflare,443,https://widgets.transferwise.com:443,https,cloudflare,application/xml,GET,104.18.167.45,/,-339252462,104.18.168.45,HTTP/3,2,False,True,,,WISE PAYMENTS LIMITED,,
wise.com,Attention Required! | Cloudflare,403,4507,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,wise.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:58:53Z,2023-07-23T12:57:48Z,CN=wise.com,wise.com,*.wise.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,19fe8071a0f6dd09a4e226e740a78230,63fc32d102483a8a7ad94cd6dc2e09c6c297e29120a3a1119567b94765d09c4d,True,ctls,wise.com,cloudflare,443,https://wise.com:443,https,cloudflare,text/html,GET,104.18.17.28,/,1780310239,104.18.16.28,HTTP/3,94,False,True,,,,,
www.transferwise.com,Attention Required! | Cloudflare,403,4507,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,wise.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:58:53Z,2023-07-23T12:57:48Z,CN=wise.com,wise.com,*.wise.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,19fe8071a0f6dd09a4e226e740a78230,63fc32d102483a8a7ad94cd6dc2e09c6c297e29120a3a1119567b94765d09c4d,True,ctls,wise.com,cloudflare,80,http://www.transferwise.com:80,http,cloudflare,text/html,GET,104.18.168.45,/,315581276,104.18.167.45,HTTP/3,94,False,True,,,,https://wise.com/,
www.wise.com,Attention Required! | Cloudflare,403,4507,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.wise.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:58:53Z,2023-07-23T12:57:48Z,CN=wise.com,wise.com,*.wise.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,19fe8071a0f6dd09a4e226e740a78230,63fc32d102483a8a7ad94cd6dc2e09c6c297e29120a3a1119567b94765d09c4d,True,ctls,www.wise.com,cloudflare,443,https://www.wise.com:443,https,cloudflare,text/html,GET,104.18.16.28,/,1179417612,104.18.17.28,HTTP/3,94,False,True,,,,,
zendesk1.wise.com,Attention Required! | Cloudflare,403,4507,AS13335,CLOUDFLARENET,US,162.159.160.0/24,zendesk1.wise.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:58:53Z,2023-07-23T12:57:48Z,CN=wise.com,wise.com,*.wise.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,19fe8071a0f6dd09a4e226e740a78230,63fc32d102483a8a7ad94cd6dc2e09c6c297e29120a3a1119567b94765d09c4d,True,ctls,zendesk1.wise.com,cloudflare,80,http://zendesk1.wise.com:80,http,cloudflare,text/html,GET,162.159.128.7,/,1843128437,162.159.138.6,HTTP/3,94,False,True,,,,https://zendesk1.wise.com/,
zendesk2.wise.com,Attention Required! | Cloudflare,403,4507,AS13335,CLOUDFLARENET,US,162.159.160.0/24,zendesk2.wise.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:58:53Z,2023-07-23T12:57:48Z,CN=wise.com,wise.com,*.wise.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,19fe8071a0f6dd09a4e226e740a78230,63fc32d102483a8a7ad94cd6dc2e09c6c297e29120a3a1119567b94765d09c4d,True,ctls,zendesk2.wise.com,cloudflare,443,https://zendesk2.wise.com:443,https,cloudflare,text/html,GET,162.159.138.6,/,977923719,162.159.128.7,HTTP/3,94,False,True,,,,,
zendesk3.wise.com,Attention Required! | Cloudflare,403,4507,AS13335,CLOUDFLARENET,US,162.159.160.0/24,zendesk3.wise.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:58:53Z,2023-07-23T12:57:48Z,CN=wise.com,wise.com,*.wise.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,19fe8071a0f6dd09a4e226e740a78230,63fc32d102483a8a7ad94cd6dc2e09c6c297e29120a3a1119567b94765d09c4d,True,ctls,zendesk3.wise.com,cloudflare,443,https://zendesk3.wise.com:443,https,cloudflare,text/html,GET,162.159.128.7,/,-1534765275,162.159.138.6,HTTP/3,94,False,True,,,,,
zendesk4.transferwise.com,,403,16,AS13335,CLOUDFLARENET,US,162.159.160.0/24,zendesk4.transferwise.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-27T00:00:00Z,2024-01-31T23:59:59Z,"CN=*.transferwise.com, O=WISE PAYMENTS LIMITED, L=London, C=GB",*.transferwise.com,transferwise.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5d609295cabcb4b7680747987945da65,ee065f8feed6fb882a78c2c7c8643d5348606ba26411dba215c847ca9124758d,True,ctls,zendesk4.transferwise.com,cloudflare,80,http://zendesk4.transferwise.com:80,http,cloudflare,text/plain,GET,162.159.138.6,/,,162.159.128.7,HTTP/3,1,False,True,,,WISE PAYMENTS LIMITED,https://zendesk4.transferwise.com/,
