input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,tls_subject_org_,webserver,cdn_name,cdn
155-9-206-59.access.upgrade.com,,200,778,https://155-9-206-59.access.upgrade.com:*,access.upgrade.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=access.upgrade.com,access.upgrade.com,*.stage.access.upgrade.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,db5270c36f820cd3c68bf1802ad5ea39,cab86560bf28c0c08a133e0d4846ada81e0db5a0c6e3f2c1ffb82d7d5cd23054,True,ctls,access.upgrade.com,443,https://155-9-206-59.access.upgrade.com:443,https,text/html,GET,34.210.201.112,/,-1098451756,https://access.upgrade.com:443/web/launch/155-9-206-59.access.upgrade.com?path=%2F,44.239.201.247,HSTS,1,False,,,,
155-9-211-98.access.upgrade.com,,200,778,https://155-9-211-98.access.upgrade.com:*,access.upgrade.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=access.upgrade.com,access.upgrade.com,*.stage.access.upgrade.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,db5270c36f820cd3c68bf1802ad5ea39,cab86560bf28c0c08a133e0d4846ada81e0db5a0c6e3f2c1ffb82d7d5cd23054,True,ctls,access.upgrade.com,443,https://155-9-211-98.access.upgrade.com:443,https,text/html,GET,44.239.201.247,/,2121506066,https://access.upgrade.com:443/web/launch/155-9-211-98.access.upgrade.com?path=%2F,34.210.201.112,HSTS,1,False,,,,
155-9-216-97.access.upgrade.com,,200,778,https://155-9-216-97.access.upgrade.com:*,access.upgrade.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=access.upgrade.com,access.upgrade.com,*.stage.access.upgrade.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,db5270c36f820cd3c68bf1802ad5ea39,cab86560bf28c0c08a133e0d4846ada81e0db5a0c6e3f2c1ffb82d7d5cd23054,True,ctls,access.upgrade.com,443,https://155-9-216-97.access.upgrade.com:443,https,text/html,GET,44.239.201.247,/,-1774564887,https://access.upgrade.com:443/web/launch/155-9-216-97.access.upgrade.com?path=%2F,34.210.201.112,HSTS,1,False,,,,
155-9-223-41.access.upgrade.com,,200,778,https://155-9-223-41.access.upgrade.com:*,access.upgrade.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=access.upgrade.com,access.upgrade.com,*.stage.access.upgrade.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,db5270c36f820cd3c68bf1802ad5ea39,cab86560bf28c0c08a133e0d4846ada81e0db5a0c6e3f2c1ffb82d7d5cd23054,True,ctls,access.upgrade.com,443,https://155-9-223-41.access.upgrade.com:443,https,text/html,GET,44.239.201.247,/,-1237588673,https://access.upgrade.com:443/web/launch/155-9-223-41.access.upgrade.com?path=%2F,34.210.201.112,HSTS,1,False,,,,
155-9-225-59.access.upgrade.com,,200,778,https://155-9-225-59.access.upgrade.com:*,access.upgrade.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=access.upgrade.com,access.upgrade.com,*.stage.access.upgrade.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,db5270c36f820cd3c68bf1802ad5ea39,cab86560bf28c0c08a133e0d4846ada81e0db5a0c6e3f2c1ffb82d7d5cd23054,True,ctls,access.upgrade.com,443,https://155-9-225-59.access.upgrade.com:443,https,text/html,GET,44.239.201.247,/,13401064,https://access.upgrade.com:443/web/launch/155-9-225-59.access.upgrade.com?path=%2F,44.239.151.238,HSTS,1,False,,,,
155-9-227-2.access.upgrade.com,,200,778,https://155-9-227-2.access.upgrade.com:*,access.upgrade.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=access.upgrade.com,access.upgrade.com,*.stage.access.upgrade.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,db5270c36f820cd3c68bf1802ad5ea39,cab86560bf28c0c08a133e0d4846ada81e0db5a0c6e3f2c1ffb82d7d5cd23054,True,ctls,access.upgrade.com,443,https://155-9-227-2.access.upgrade.com:443,https,text/html,GET,44.239.201.247,/,704304202,https://access.upgrade.com:443/web/launch/155-9-227-2.access.upgrade.com?path=%2F,44.239.151.238,HSTS,1,False,,,,
155-9-241-78.access.upgrade.com,,200,778,https://155-9-241-78.access.upgrade.com:*,access.upgrade.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=access.upgrade.com,access.upgrade.com,*.stage.access.upgrade.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,db5270c36f820cd3c68bf1802ad5ea39,cab86560bf28c0c08a133e0d4846ada81e0db5a0c6e3f2c1ffb82d7d5cd23054,True,ctls,access.upgrade.com,443,https://155-9-241-78.access.upgrade.com:443,https,text/html,GET,44.239.201.247,/,-1770566074,https://access.upgrade.com:443/web/launch/155-9-241-78.access.upgrade.com?path=%2F,34.210.201.112,HSTS,1,False,,,,
155-9-55-15.access.upgrade.com,,200,778,https://155-9-55-15.access.upgrade.com:*,access.upgrade.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=access.upgrade.com,access.upgrade.com,*.stage.access.upgrade.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,db5270c36f820cd3c68bf1802ad5ea39,cab86560bf28c0c08a133e0d4846ada81e0db5a0c6e3f2c1ffb82d7d5cd23054,True,ctls,access.upgrade.com,443,https://155-9-55-15.access.upgrade.com:443,https,text/html,GET,34.210.201.112,/,1834766328,https://access.upgrade.com:443/web/launch/155-9-55-15.access.upgrade.com?path=%2F,44.239.151.238,HSTS,1,False,,,,
155-9-56-97.access.upgrade.com,,200,778,https://155-9-56-97.access.upgrade.com:*,access.upgrade.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=access.upgrade.com,access.upgrade.com,*.stage.access.upgrade.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,db5270c36f820cd3c68bf1802ad5ea39,cab86560bf28c0c08a133e0d4846ada81e0db5a0c6e3f2c1ffb82d7d5cd23054,True,ctls,access.upgrade.com,443,https://155-9-56-97.access.upgrade.com:443,https,text/html,GET,34.210.201.112,/,-1281381546,https://access.upgrade.com:443/web/launch/155-9-56-97.access.upgrade.com?path=%2F,44.239.151.238,HSTS,1,False,,,,
155-9-62-20.access.upgrade.com,,200,778,https://155-9-62-20.access.upgrade.com:*,access.upgrade.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=access.upgrade.com,access.upgrade.com,*.stage.access.upgrade.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,db5270c36f820cd3c68bf1802ad5ea39,cab86560bf28c0c08a133e0d4846ada81e0db5a0c6e3f2c1ffb82d7d5cd23054,True,ctls,access.upgrade.com,443,https://155-9-62-20.access.upgrade.com:443,https,text/html,GET,44.239.201.247,/,-1451214810,https://access.upgrade.com:443/web/launch/155-9-62-20.access.upgrade.com?path=%2F,34.210.201.112,HSTS,1,False,,,,
155-9-71-53.access.upgrade.com,,200,778,https://155-9-71-53.access.upgrade.com:*,access.upgrade.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=access.upgrade.com,access.upgrade.com,*.stage.access.upgrade.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,db5270c36f820cd3c68bf1802ad5ea39,cab86560bf28c0c08a133e0d4846ada81e0db5a0c6e3f2c1ffb82d7d5cd23054,True,ctls,access.upgrade.com,443,https://155-9-71-53.access.upgrade.com:443,https,text/html,GET,44.239.151.238,/,-1530888115,https://access.upgrade.com:443/web/launch/155-9-71-53.access.upgrade.com?path=%2F,44.239.201.247,HSTS,1,False,,,,
158-7-251-64.access.upgrade.com,,200,778,https://158-7-251-64.access.upgrade.com:*,access.upgrade.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=access.upgrade.com,access.upgrade.com,*.stage.access.upgrade.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,db5270c36f820cd3c68bf1802ad5ea39,cab86560bf28c0c08a133e0d4846ada81e0db5a0c6e3f2c1ffb82d7d5cd23054,True,ctls,access.upgrade.com,443,https://158-7-251-64.access.upgrade.com:443,https,text/html,GET,34.210.201.112,/,-1320156918,https://access.upgrade.com:443/web/launch/158-7-251-64.access.upgrade.com?path=%2F,44.239.151.238,HSTS,1,False,,,,
158-7-252-41.access.upgrade.com,,200,778,https://158-7-252-41.access.upgrade.com:*,access.upgrade.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=access.upgrade.com,access.upgrade.com,*.stage.access.upgrade.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,db5270c36f820cd3c68bf1802ad5ea39,cab86560bf28c0c08a133e0d4846ada81e0db5a0c6e3f2c1ffb82d7d5cd23054,True,ctls,access.upgrade.com,443,https://158-7-252-41.access.upgrade.com:443,https,text/html,GET,44.239.151.238,/,662323440,https://access.upgrade.com:443/web/launch/158-7-252-41.access.upgrade.com?path=%2F,34.210.201.112,HSTS,1,False,,,,
158-7-252-46.access.upgrade.com,,200,778,https://158-7-252-46.access.upgrade.com:*,access.upgrade.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=access.upgrade.com,access.upgrade.com,*.stage.access.upgrade.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,db5270c36f820cd3c68bf1802ad5ea39,cab86560bf28c0c08a133e0d4846ada81e0db5a0c6e3f2c1ffb82d7d5cd23054,True,ctls,access.upgrade.com,443,https://158-7-252-46.access.upgrade.com:443,https,text/html,GET,44.239.151.238,/,1699830261,https://access.upgrade.com:443/web/launch/158-7-252-46.access.upgrade.com?path=%2F,44.239.201.247,HSTS,1,False,,,,
158-7-252-68.access.upgrade.com,,200,778,https://158-7-252-68.access.upgrade.com:*,access.upgrade.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=access.upgrade.com,access.upgrade.com,*.stage.access.upgrade.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,db5270c36f820cd3c68bf1802ad5ea39,cab86560bf28c0c08a133e0d4846ada81e0db5a0c6e3f2c1ffb82d7d5cd23054,True,ctls,access.upgrade.com,443,https://158-7-252-68.access.upgrade.com:443,https,text/html,GET,44.239.201.247,/,-673837143,https://access.upgrade.com:443/web/launch/158-7-252-68.access.upgrade.com?path=%2F,44.239.151.238,HSTS,1,False,,,,
16.access.upgrade.com,,200,778,https://16.access.upgrade.com:*,access.upgrade.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=access.upgrade.com,access.upgrade.com,*.stage.access.upgrade.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,db5270c36f820cd3c68bf1802ad5ea39,cab86560bf28c0c08a133e0d4846ada81e0db5a0c6e3f2c1ffb82d7d5cd23054,True,ctls,access.upgrade.com,443,https://16.access.upgrade.com:443,https,text/html,GET,44.239.151.238,/,1351957479,https://access.upgrade.com:443/web/launch/16.access.upgrade.com?path=%2F,34.210.201.112,HSTS,1,False,,,,
17-121-112-1.access.upgrade.com,,200,778,https://17-121-112-1.access.upgrade.com:*,access.upgrade.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=access.upgrade.com,access.upgrade.com,*.stage.access.upgrade.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,db5270c36f820cd3c68bf1802ad5ea39,cab86560bf28c0c08a133e0d4846ada81e0db5a0c6e3f2c1ffb82d7d5cd23054,True,ctls,access.upgrade.com,443,https://17-121-112-1.access.upgrade.com:443,https,text/html,GET,44.239.201.247,/,1226518496,https://access.upgrade.com:443/web/launch/17-121-112-1.access.upgrade.com?path=%2F,34.210.201.112,HSTS,1,False,,,,
17-121-112-55.access.upgrade.com,,200,778,https://17-121-112-55.access.upgrade.com:*,access.upgrade.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=access.upgrade.com,access.upgrade.com,*.stage.access.upgrade.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,db5270c36f820cd3c68bf1802ad5ea39,cab86560bf28c0c08a133e0d4846ada81e0db5a0c6e3f2c1ffb82d7d5cd23054,True,ctls,access.upgrade.com,443,https://17-121-112-55.access.upgrade.com:443,https,text/html,GET,34.210.201.112,/,-578937117,https://access.upgrade.com:443/web/launch/17-121-112-55.access.upgrade.com?path=%2F,44.239.151.238,HSTS,1,False,,,,
17-121-112-59.access.upgrade.com,,200,778,https://17-121-112-59.access.upgrade.com:*,access.upgrade.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=access.upgrade.com,access.upgrade.com,*.stage.access.upgrade.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,db5270c36f820cd3c68bf1802ad5ea39,cab86560bf28c0c08a133e0d4846ada81e0db5a0c6e3f2c1ffb82d7d5cd23054,True,ctls,access.upgrade.com,443,https://17-121-112-59.access.upgrade.com:443,https,text/html,GET,44.239.201.247,/,-1826754329,https://access.upgrade.com:443/web/launch/17-121-112-59.access.upgrade.com?path=%2F,44.239.151.238,HSTS,1,False,,,,
17-121-112-68.access.upgrade.com,,200,778,https://17-121-112-68.access.upgrade.com:*,access.upgrade.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=access.upgrade.com,access.upgrade.com,*.stage.access.upgrade.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,db5270c36f820cd3c68bf1802ad5ea39,cab86560bf28c0c08a133e0d4846ada81e0db5a0c6e3f2c1ffb82d7d5cd23054,True,ctls,access.upgrade.com,443,https://17-121-112-68.access.upgrade.com:443,https,text/html,GET,44.239.201.247,/,-1018230201,https://access.upgrade.com:443/web/launch/17-121-112-68.access.upgrade.com?path=%2F,34.210.201.112,HSTS,1,False,,,,
17-121-113-23.access.upgrade.com,,200,778,https://17-121-113-23.access.upgrade.com:*,access.upgrade.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=access.upgrade.com,access.upgrade.com,*.stage.access.upgrade.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,db5270c36f820cd3c68bf1802ad5ea39,cab86560bf28c0c08a133e0d4846ada81e0db5a0c6e3f2c1ffb82d7d5cd23054,True,ctls,access.upgrade.com,443,https://17-121-113-23.access.upgrade.com:443,https,text/html,GET,34.210.201.112,/,2134058567,https://access.upgrade.com:443/web/launch/17-121-113-23.access.upgrade.com?path=%2F,44.239.201.247,HSTS,1,False,,,,
17-121-113-83.access.upgrade.com,,200,778,https://17-121-113-83.access.upgrade.com:*,access.upgrade.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=access.upgrade.com,access.upgrade.com,*.stage.access.upgrade.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,db5270c36f820cd3c68bf1802ad5ea39,cab86560bf28c0c08a133e0d4846ada81e0db5a0c6e3f2c1ffb82d7d5cd23054,True,ctls,access.upgrade.com,443,https://17-121-113-83.access.upgrade.com:443,https,text/html,GET,44.239.151.238,/,-665288105,https://access.upgrade.com:443/web/launch/17-121-113-83.access.upgrade.com?path=%2F,44.239.201.247,HSTS,1,False,,,,
17-121-113-98.access.upgrade.com,,200,778,https://17-121-113-98.access.upgrade.com:*,access.upgrade.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,CN=access.upgrade.com,access.upgrade.com,*.stage.access.upgrade.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,db5270c36f820cd3c68bf1802ad5ea39,cab86560bf28c0c08a133e0d4846ada81e0db5a0c6e3f2c1ffb82d7d5cd23054,True,ctls,access.upgrade.com,443,https://17-121-113-98.access.upgrade.com:443,https,text/html,GET,44.239.151.238,/,-1515841526,https://access.upgrade.com:443/web/launch/17-121-113-98.access.upgrade.com?path=%2F,44.239.201.247,HSTS,1,False,,,,
