new,host,a,cname,mx,soa,ns,txt,status_code,aaaa,cdn,cdn-name,has_internal_ips,internal_ips,caa
[x],adminopm.gslb.monster.com,208.71.193.42,,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],adminpartenaire.monster.com,208.71.193.42,adminopm.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],adsolutions.monster.com,208.71.199.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],advertising.monster.com,208.71.193.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],advertising.monster.eu,208.71.193.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],affiliate.monster.co.uk,208.71.193.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],affiliates.be.monster.com,208.71.196.61,,,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],agency.monster.com,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],agenda.monster.ca,207.139.181.73,,,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],aid.military.com,"52.41.105.72, 35.155.252.60, 70.224.197.91, 54.201.68.210, 50.112.192.19, 52.27.178.227",military.com,"mxb-002e1001.gslb.pphosted.com, mxa-002e1001.gslb.pphosted.com","ns-170.awsdns-21.com, awsdns-hostmaster.amazon.com","ns-170.awsdns-21.com, ns-1909.awsdns-46.co.uk, ns-919.awsdns-50.net, ns-1091.awsdns-08.org","v=spf1 include:partner_c_spf.monster.com ip4:173.239.76.192/26 ip4:64.127.121.0/27 ip4:208.71.195.235 ip4:63.121.30.235 -all, fjOeK8zyQ1DTp/Ve+2jOOhMT5lN028h4mo9GyeY/B+TVk3CaXqB4hCMRKbTUrpHE8qXEwS1AmgQJOai/ICj+mw==, ms=ms39201961, spf2.0/pra ip4:173.239.76.192/26  ip4:64.127.121.0/27 mx:intake1.miltnews.com mx:intake2.miltnews.com mx:intake3.miltnews.com mx:intake4.miltnews.com mx:mailsorter.be.tmpw.net mx:mailsorter.sb.monster.com",NOERROR,,,,,,
[x],aide.francais.aol.monster.ca,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],aide.francais.monster.be,54.144.128.85,,,,,,NOERROR,,,,,,
[x],aide.francais.monster.ca,,,,,,,NOERROR,,,,,,
[x],aidecandidat.monster.fr,"85.222.140.10, 85.222.140.11, 85.222.140.13","aidecandidat.monster.fr.00dg0000000kuq2mam.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com",,"dns1.p02.nsone.net, hostmaster.nsone.net",,,NOERROR,,,,,,
[x],aideclientele.monster.ca,"85.222.140.10, 85.222.140.11, 85.222.140.6","aideclientele.monster.ca.00dg0000000kuq2mam.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com",,"dns1.p02.nsone.net, hostmaster.nsone.net",,,NOERROR,,,,,,
[x],aideemployeur.monster.fr,"85.222.140.6, 85.222.140.11, 85.222.140.10","aideemployeur.monster.fr.00dg0000000kuq2mam.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com",,"dns1.p02.nsone.net, hostmaster.nsone.net",,,NOERROR,,,,,,
[x],aiuto.monster.ch,208.71.199.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],aiuto.monster.it,208.71.193.147,"redirector.monster.com, redirector.gslb.monster.com",,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],ajilon.jobb.monster.no,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],akamai.military.com,"18.164.116.8, 18.164.116.112, 18.164.116.12, 18.164.116.42",d17f7832w1jza4.cloudfront.net,,"ns-1218.awsdns-24.org, awsdns-hostmaster.amazon.com","ns-107.awsdns-13.com, ns-1837.awsdns-37.co.uk, ns-1218.awsdns-24.org, ns-996.awsdns-60.net",,NOERROR,,True,cloudfront,,,
[x],alice.monster.it,208.71.193.147,"my2.monster.com, redirector.gslb.monster.com",,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],allas-ajanlat.monster.hu,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],allas-expo.monster.hu,,,,"ns-1720.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,
[x],allas.monster.hu,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],allhealthcare.monster.com,208.71.199.83,,"mailsorter.sb.monster.com, mailsorter.ash.monster.com","ns1.tmpw.net, hostmaster.tmpw.net","ns2.tmpw.net, ns3.tmpw.net, ns1.tmpw.net",v=spf1 include:spf.affinitylabs.com -all,NOERROR,,,,,,
[x],alliance.monsterboard.nl,208.71.193.72,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],allstate.monster.com,208.71.193.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],amexcanada.monster.ca,208.71.199.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],android.monster.at,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],android.monster.ca,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],android.monster.co.uk,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],android.monster.dk,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],android.monster.es,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],android.monster.fr,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],android.monster.hu,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],android.monster.ie,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],android.monster.lu,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],android.monster.no,208.71.199.147,redirector.gslb.monster.com,,,,,NOERROR,,,,,,
[x],angebote.monster.ch,208.71.199.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],annoncevisning.monster.dk,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],annonsevisning.monster.no,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],annonsoversikt.monster.se,208.71.199.72,"jview.monster.com, netwebb.gslb.monster.com",,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],answers.monster.co.uk,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],answers.monster.com,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],antworten.monster.de,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],aol.monster.at,208.71.199.72,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],aol.monster.com,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],aol.monster.fr,54.144.128.85,,,,,,NOERROR,2602:fcbc:0:3::11,,,,,
[x],app-mobile.monster.it,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],applications-mobiles.monster.ch,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],apply.monster.com,,,"mailsorter.ash.monster.com, mailsorter.sb.monster.com","ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],applyhistory.monster.ca,208.71.199.237,seoredirect.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],applyhistory.monster.de,208.71.199.237,seoredirect.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],applyhistory.monster.es,208.71.193.237,seoredirect.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],applyhistory.monster.fr,208.71.193.237,seoredirect.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],applyhistory.monster.it,,seoredirect.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],apprendistato.monster.it,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],apps.monster.de,208.71.199.147,redirector.gslb.monster.com,,,,,NOERROR,,,,,,
[x],arbeiders.monster.be,208.71.199.147,"www2.eu.monster.com, redirector.gslb.monster.com",,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],arbeitgeber.monster.at,208.71.193.184,hiring2.all.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],arbeitgeber.monster.ch,208.71.193.184,hiring2.all.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],arbeitgeber.monster.de,208.71.193.184,hiring2.all.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],arbeitgeber.monster.lu,208.71.193.184,hiring2.all.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],arcaid-sp.monster.com,208.71.193.225,mgs2.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],arcaid.monster.com,208.71.199.225,mgs2.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],arcaidstage.monster.com,54.144.128.85,,,,,,NOERROR,,,,,,
[x],aree-professionali.monster.it,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],aries.monster.com,208.71.199.227,netwebm.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],arizona.monster.com,,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],arkansas.monster.com,208.71.199.147,redirector.gslb.monster.com,,,,,NOERROR,,,,,,
[x],articles.arts.monster.ie,208.71.199.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],arts.monster.ca,,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],arts.monster.ie,208.71.199.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],assessment.aol.monster.ca,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],assessment.aolca.monster.ca,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],assessment.monster.ca,208.71.199.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],assicurazionicredito.monster.it,208.71.193.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],assinform.monster.it,208.71.199.72,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],auth.monster.com,"18.154.63.81, 18.154.63.31, 18.154.63.44, 18.154.63.119",d1oncvfk2yn01d.cloudfront.net,,"ns-1810.awsdns-34.co.uk, awsdns-hostmaster.amazon.com","ns-1810.awsdns-34.co.uk, ns-733.awsdns-27.net, ns-120.awsdns-15.com, ns-1510.awsdns-60.org",,NOERROR,,True,cloudfront,,,
[x],authorlink.monster.com,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],autodiscover.monster.at,"52.98.240.88, 40.99.148.104, 40.99.148.120","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,"ns1-ms-acdc.office.com, hostmaster.microsoft.com",,,NOERROR,,,,,,
[x],autodiscover.monster.ca,"52.96.109.200, 52.96.35.184, 52.96.32.184, 52.96.111.56, 40.97.188.248, 52.96.109.168, 52.96.15.184, 52.96.35.8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,"ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com, ns1-ms-acdc.office.com, hostmaster.microsoft.com",,,NOERROR,"2603:1036:206:14::8, 2603:1036:302:860::8, 2603:1036:302:4836::8, 2603:1036:302:4028::8, 2603:1036:302:40d7::8, 2603:1036:302:4094::8, 2603:1036:302:4833::8, 2603:1036:302:4840::8",,,,,
[x],autodiscover.monster.ch,"40.99.149.104, 40.99.149.184, 40.99.155.232","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,"ns1-ms-acdc.office.com, hostmaster.microsoft.com, ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com",,,NOERROR,"2603:1026:c0d:71::8, 2603:1026:c0d:76::8, 2603:1026:c0d:2a::8",,,,,
[x],autodiscover.monster.co.uk,"40.101.19.168, 40.99.204.88, 52.97.250.216, 40.101.12.24","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,"ns1-ms-acdc.office.com, hostmaster.microsoft.com",,,NOERROR,"2603:1026:207:14f::8, 2603:1026:207:cd::8, 2603:1026:207:64::8, 2603:1026:207:109::8",,,,,
[x],autodiscover.monster.com,"52.97.135.104, 52.98.241.200, 40.99.222.184, 40.99.150.72","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,"ns1-ms-acdc.office.com, hostmaster.microsoft.com",,,NOERROR,"2603:1026:c0d:72::8, 2603:1026:c0d:73::8, 2603:1026:c0d:20::8",,,,,
[x],autodiscover.monster.dk,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,"ns1-ms-acdc.office.com, hostmaster.microsoft.com",,,NOERROR,"2603:1036:302:4832::8, 2603:1036:302:4154::8, 2603:1036:302:4028::8, 2603:1036:302:5059::8",,,,,
[x],autodiscover.monster.es,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,"ns1-ms-acdc.office.com, hostmaster.microsoft.com",,,NOERROR,"2603:1036:302:4154::8, 2603:1036:302:5059::8, 2603:1036:302:4028::8, 2603:1036:302:4832::8",,,,,
[x],autodiscover.monster.ie,"40.99.150.40, 40.99.150.88, 40.99.150.104, 52.98.152.184, 52.98.152.200, 52.98.175.24, 52.98.242.248, 52.98.243.56","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,"ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com, ns1-ms-acdc.office.com, hostmaster.microsoft.com",,,NOERROR,"2603:1026:c0d:82b::8, 2603:1026:c0d:807::8, 2603:1026:c0d:c03::8, 2603:1026:c0d:81a::8",,,,,
[x],autodiscover.monster.se,"52.98.241.200, 40.99.222.184, 52.98.243.8, 52.98.175.8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,"ns1-ms-acdc.office.com, hostmaster.microsoft.com, ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com",,,NOERROR,"2603:1026:c0d:82f::8, 2603:1026:c0d:c2c::8, 2603:1026:c0d:c07::8, 2603:1026:c0d:c30::8",,,,,
[x],autodiscover.monsterpolska.pl,"52.97.188.72, 40.99.149.168, 40.99.157.56, 40.99.157.8, 40.99.149.152, 40.99.155.232, 40.99.157.40, 40.99.149.184","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,"ns1-ms-acdc.office.com, hostmaster.microsoft.com, ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com",,,NOERROR,"2603:1026:c0d:82e::8, 2603:1026:c0d:c1f::8, 2603:1026:c0d:c2f::8, 2603:1026:c0d:c28::8, 2603:1026:c0d:c02::8, 2603:1026:c0d:c29::8, 2603:1026:c0d:c2b::8, 2603:1026:c0d:81a::8",,,,,
[x],awm.monster.com,208.71.193.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],awsdevus.local-jobs.monster.com,,,,"ns-1695.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,
[x],awsdevus.monster.be,,,,"ns-1924.awsdns-48.co.uk, awsdns-hostmaster.amazon.com","ns-119.awsdns-14.com, ns-991.awsdns-59.net, ns-1399.awsdns-46.org, ns-1924.awsdns-48.co.uk",,NOERROR,,,,,,
[x],awsdevus.monster.ca,,,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com","ns-385.awsdns-48.com, ns-774.awsdns-32.net, ns-1204.awsdns-22.org, ns-1776.awsdns-30.co.uk",,NOERROR,,,,,,
[x],awsdevus.monster.ch,,,,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1185.awsdns-20.org, ns-1846.awsdns-38.co.uk, ns-483.awsdns-60.com, ns-763.awsdns-31.net",,NOERROR,,,,,,
[x],awsdevus.monster.co.uk,,,,"ns-923.awsdns-51.net, awsdns-hostmaster.amazon.com","ns-1870.awsdns-41.co.uk, ns-923.awsdns-51.net, ns-1468.awsdns-55.org, ns-64.awsdns-08.com",,NOERROR,,,,,,
[x],awsdevus.monster.ie,,,,"ns-67.awsdns-08.com, awsdns-hostmaster.amazon.com","ns-1241.awsdns-27.org, ns-1747.awsdns-26.co.uk, ns-518.awsdns-00.net, ns-67.awsdns-08.com",,NOERROR,,,,,,
[x],awsdevus.monster.it,,,,"ns-1439.awsdns-51.org, awsdns-hostmaster.amazon.com","ns-1439.awsdns-51.org, ns-2019.awsdns-60.co.uk, ns-394.awsdns-49.com, ns-771.awsdns-32.net",,NOERROR,,,,,,
[x],awsdevus.monster.lu,,,,"ns-1205.awsdns-22.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,
[x],awsdevus.monster.se,,,,"ns-143.awsdns-17.com, awsdns-hostmaster.amazon.com","ns-1764.awsdns-28.co.uk, ns-689.awsdns-22.net, ns-143.awsdns-17.com, ns-1519.awsdns-61.org",,NOERROR,,,,,,
[x],awsdevus.monsterboard.nl,,,,"ns-1960.awsdns-53.co.uk, awsdns-hostmaster.amazon.com","ns-469.awsdns-58.com, ns-600.awsdns-11.net, ns-1476.awsdns-56.org, ns-1960.awsdns-53.co.uk",,NOERROR,,,,,,
[x],awsdevus.offres-emploi.monster.fr,"205.251.192.40, 205.251.195.179",,,"ns-1952.awsdns-52.co.uk, awsdns-hostmaster.amazon.com","ns-1952.awsdns-52.co.uk, ns-1518.awsdns-61.org, ns-40.awsdns-05.com, ns-947.awsdns-54.net",,NOERROR,2600:9000:5305:ee00::1,,,,,
[x],awsqaus.empleo.monster.es,,,,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,
[x],awsqaus.monster.at,,,,"ns-604.awsdns-11.net, awsdns-hostmaster.amazon.com","ns-122.awsdns-15.com, ns-1529.awsdns-63.org, ns-1668.awsdns-16.co.uk, ns-604.awsdns-11.net",,NOERROR,,,,,,
[x],awsqaus.monster.com,,,,"ns-1089.awsdns-08.org, awsdns-hostmaster.amazon.com","ns-1089.awsdns-08.org, ns-1574.awsdns-04.co.uk, ns-74.awsdns-09.com, ns-998.awsdns-60.net",,NOERROR,,,,,,
[x],awsqaus.monster.de,,,,"ns-494.awsdns-61.com, awsdns-hostmaster.amazon.com","ns-1074.awsdns-06.org, ns-2010.awsdns-59.co.uk, ns-494.awsdns-61.com, ns-519.awsdns-00.net",,NOERROR,,,,,,
[x],awsqaus.monster.es,,,,"ns-98.awsdns-12.com, awsdns-hostmaster.amazon.com","ns-1515.awsdns-61.org, ns-1687.awsdns-18.co.uk, ns-661.awsdns-18.net, ns-98.awsdns-12.com",,NOERROR,,,,,,
[x],awsqaus.monster.ie,,,,"ns-1466.awsdns-55.org, awsdns-hostmaster.amazon.com","ns-184.awsdns-23.com, ns-1915.awsdns-47.co.uk, ns-850.awsdns-42.net, ns-1466.awsdns-55.org",,NOERROR,,,,,,
[x],awsqaus.monster.lu,,,,"ns-1600.awsdns-08.co.uk, awsdns-hostmaster.amazon.com","ns-355.awsdns-44.com, ns-1022.awsdns-63.net, ns-1318.awsdns-36.org, ns-1600.awsdns-08.co.uk",,NOERROR,,,,,,
