new,host,a,aaaa,soa,has_internal_ips,internal_ips,status_code,cdn,cdn-name,ns,cname,txt,caa,mx
[x],post.update.dailymotion.com,"18.203.96.5, 18.203.131.238, 34.243.93.43, 34.248.176.243, 34.251.154.165, 18.203.144.158, 52.19.198.230",,"ns1.imgsynd.com, admin.imgsynd.com",,,NOERROR,,,,post.imgsynd.com,,,
[x],preprod.dailymotion.com,195.8.215.142,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],preprod.dmcdn.net,,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],preprod12api-os-games-adm.vid2.ll.dmcdn.net,,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],preview-console-app-pr-1464-console-api.jenkinsx.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.preview-console-app-pr-1464-console-api.jenkinsx.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],preview-console-app-pr-1498-console-api.jenkinsx.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.preview-console-app-pr-1498-console-api.jenkinsx.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],preview-dsp-cookie-matching-pr-39.jenkinsx.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.preview-dsp-cookie-matching-pr-39.jenkinsx.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],preview-fake-app-pr-10.jenkinsx.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.preview-fake-app-pr-10.jenkinsx.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],preview-fake-app-pr-18.jenkinsx.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.preview-fake-app-pr-18.jenkinsx.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],preview-fake-app-pr-27.jenkinsx.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.preview-fake-app-pr-27.jenkinsx.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],preview-fake-app-pr-37.jenkinsx.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.preview-fake-app-pr-37.jenkinsx.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],preview-fake-app-pr-41.jenkinsx.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.preview-fake-app-pr-41.jenkinsx.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],preview-fake-app-pr-42.jenkinsx.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.preview-fake-app-pr-42.jenkinsx.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],preview-inventory-reporting-api-pr-142.jenkinsx.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.preview-inventory-reporting-api-pr-142.jenkinsx.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],preview-inventory-reporting-api-pr-92.jenkinsx.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.preview-inventory-reporting-api-pr-92.jenkinsx.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],preview-reporting-center-pr-88.jenkinsx.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.preview-reporting-center-pr-88.jenkinsx.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],preview.kube.dm.gg,,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,"b.dailymotion.com, a.dailymotion.com",,,,
[x],private-prod-dmexco2019-europewest1.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.private-prod-dmexco2019-europewest1.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],private-prod-dsp-cookie-matching-dmxleo-com-asiasoutheast1.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.private-prod-dsp-cookie-matching-dmxleo-com-asiasoutheast1.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],private-prod-dspcookiematching.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.private-prod-dspcookiematching.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],private-prod-taplaylisttoolapi-asiasoutheast1.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.private-prod-taplaylisttoolapi-asiasoutheast1.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],private-prod-taplaylisttoolapi-europewest1.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.private-prod-taplaylisttoolapi-europewest1.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],private-staging-adevents.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.private-staging-adevents.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],private-staging-consoleapi.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.private-staging-consoleapi.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],private-staging-playerdiagnosticscollector.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.private-staging-playerdiagnosticscollector.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],private-staging-taplaylisttoolapi-europewest1.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.private-staging-taplaylisttoolapi-europewest1.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],privatebin.dm.gg,188.65.124.72,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],probe-01.dc3.dailymotion.com,195.8.215.197,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],prod-pbc-dc3.dmxleo.com,188.65.124.65,,"ns-357.awsdns-44.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],prod-pbc-ix7.dmxleo.com,188.65.124.66,,"ns-357.awsdns-44.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,"ns-1238.awsdns-26.org, ns-1914.awsdns-47.co.uk, ns-357.awsdns-44.com, ns-904.awsdns-49.net",,,,
[x],prod-pbc-sv4.dmxleo.com,198.54.200.131,,"ns-357.awsdns-44.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],prod-prebid-service-ix7.dmxleo.com,188.65.124.66,,"ns-357.awsdns-44.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],prod-prebid-service-sg1.dmxleo.com,103.195.32.131,,"ns-357.awsdns-44.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,"ns-1238.awsdns-26.org, ns-1914.awsdns-47.co.uk, ns-357.awsdns-44.com, ns-904.awsdns-49.net",,,,
[x],prod-prebid-service-sv4.dmxleo.com,198.54.200.131,,"ns-357.awsdns-44.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,"ns-1238.awsdns-26.org, ns-1914.awsdns-47.co.uk, ns-357.awsdns-44.com, ns-904.awsdns-49.net",,,,
[x],prod-test.dailymotion.com,195.8.215.140,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,stages.dailymotion.com,,,
[x],profile.style.stage-25.dailymotion.com,195.8.215.140,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,stages.dailymotion.com,,,
[x],prometheus.data-kub.dev.gcp.dailymotion.com,34.66.180.251,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,True,google,,ingress-data-backbone-dev.gcp.dailymotion.com,,,
[x],prometheus.data-kub.stage.gcp.dailymotion.com,35.225.21.201,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,True,google,,ingress-data-backbone-stg.gcp.dailymotion.com,,,
[x],proxy-001.dc3.dailymotion.com,,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-002.dc3.dailymotion.com,188.65.126.253,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-002.ix7.dailymotion.com,188.65.126.2,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-003.dc3.dailymotion.com,188.65.126.252,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-003.ix7.dailymotion.com,188.65.126.3,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-005.dc3.dailymotion.com,188.65.126.250,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-005.ix7.dailymotion.com,188.65.126.5,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-006.dc3.dailymotion.com,188.65.126.249,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-006.ix7.dailymotion.com,188.65.126.6,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-007.dc3.dailymotion.com,188.65.126.248,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-007.ix7.dailymotion.com,,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-008.dc3.dailymotion.com,188.65.126.247,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-008.ix7.dailymotion.com,188.65.126.8,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-009.dc3.dailymotion.com,188.65.126.246,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-009.ix7.dailymotion.com,188.65.126.9,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-01.nyc.dailymotion.com,198.54.201.1,2620:132:e002:200::1,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-01.sg1.dailymotion.com,103.195.32.1,2401:af40:0:200::1,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-01.sv4.dailymotion.com,198.54.200.1,2620:132:e000:200::1,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-010.dc3.dailymotion.com,188.65.126.245,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-010.ix7.dailymotion.com,188.65.126.10,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-011.dc3.dailymotion.com,188.65.126.244,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-012.dc3.dailymotion.com,188.65.126.243,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-012.ix7.dailymotion.com,188.65.126.12,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-013.dc3.dailymotion.com,188.65.126.242,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-013.ix7.dailymotion.com,188.65.126.13,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-014.dc3.dailymotion.com,188.65.126.241,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-015.dc3.dailymotion.com,188.65.126.240,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-015.ix7.dailymotion.com,188.65.126.15,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-016.dc3.dailymotion.com,188.65.126.239,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-017.dc3.dailymotion.com,188.65.126.238,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-017.ix7.dailymotion.com,188.65.126.17,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-018.dc3.dailymotion.com,188.65.126.237,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-019.ix7.dailymotion.com,,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-020.dc3.dailymotion.com,188.65.126.235,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-020.ix7.dailymotion.com,188.65.126.20,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-021.dc3.dailymotion.com,188.65.126.234,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-022.ix7.dailymotion.com,188.65.126.22,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-023.dc3.dailymotion.com,188.65.126.232,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-023.ix7.dailymotion.com,188.65.126.23,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-024.dc3.dailymotion.com,,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-024.ix7.dailymotion.com,188.65.126.24,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-026.dc3.dailymotion.com,188.65.126.229,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-026.ix7.dailymotion.com,188.65.126.26,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-027.ix7.dailymotion.com,188.65.126.27,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-028.dc3.dailymotion.com,188.65.126.227,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-028.ix7.dailymotion.com,188.65.126.28,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-029.dc3.dailymotion.com,188.65.126.226,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-03.nyc.dailymotion.com,198.54.201.3,2620:132:e002:200::3,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-03.sg1.dailymotion.com,103.195.32.3,2401:af40:0:200::3,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-03.sv4.dailymotion.com,198.54.200.3,2620:132:e000:200::3,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-030.dc3.dailymotion.com,188.65.126.225,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-030.ix7.dailymotion.com,188.65.126.30,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-031.ix7.dailymotion.com,188.65.126.31,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-032.dc3.dailymotion.com,188.65.126.223,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-032.ix7.dailymotion.com,188.65.126.32,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-033.dc3.dailymotion.com,188.65.126.222,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-034.dc3.dailymotion.com,188.65.126.221,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-034.ix7.dailymotion.com,188.65.126.34,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-035.ix7.dailymotion.com,188.65.126.35,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-036.dc3.dailymotion.com,188.65.126.219,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-036.ix7.dailymotion.com,188.65.126.36,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-037.ix7.dailymotion.com,188.65.126.37,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-038.dc3.dailymotion.com,188.65.126.217,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-038.ix7.dailymotion.com,188.65.126.38,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-039.dc3.dailymotion.com,188.65.126.216,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-039.ix7.dailymotion.com,188.65.126.39,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-04.sg1.dailymotion.com,103.195.32.4,2401:af40:0:200::4,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-040.dc3.dailymotion.com,188.65.126.215,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-040.ix7.dailymotion.com,188.65.126.40,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-041.dc3.dailymotion.com,188.65.126.214,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-042.dc3.dailymotion.com,188.65.126.213,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-042.ix7.dailymotion.com,188.65.126.42,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-043.dc3.dailymotion.com,188.65.126.212,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-043.ix7.dailymotion.com,188.65.126.43,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-045.ix7.dailymotion.com,188.65.126.45,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-046.dc3.dailymotion.com,188.65.126.209,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-046.ix7.dailymotion.com,188.65.126.46,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-047.dc3.dailymotion.com,188.65.126.208,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-048.dc3.dailymotion.com,188.65.126.207,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-05.nyc.dailymotion.com,198.54.201.5,2620:132:e002:200::5,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-05.sg1.dailymotion.com,103.195.32.5,2401:af40:0:200::5,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-05.sv4.dailymotion.com,198.54.200.5,2620:132:e000:200::5,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-07.nyc.dailymotion.com,198.54.201.7,2620:132:e002:200::7,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-07.sg1.dailymotion.com,103.195.32.7,2401:af40:0:200::7,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-07.sv4.dailymotion.com,,2620:132:e000:200::7,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-08.sv4.dailymotion.com,198.54.200.8,2620:132:e000:200::8,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-09.nyc.dailymotion.com,198.54.201.9,2620:132:e002:200::9,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-09.sg1.dailymotion.com,103.195.32.9,2401:af40:0:200::9,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-09.sv4.dailymotion.com,198.54.200.9,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-10.nyc.dailymotion.com,198.54.201.10,2620:132:e002:200::10,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-11.sv4.dailymotion.com,198.54.200.11,2620:132:e000:200::11,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-12.nyc.dailymotion.com,198.54.201.12,2620:132:e002:200::12,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-12.sv4.dailymotion.com,198.54.200.12,2620:132:e000:200::12,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-13.nyc.dailymotion.com,198.54.201.13,2620:132:e002:200::13,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-13.sv4.dailymotion.com,198.54.200.13,2620:132:e000:200::13,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-14.nyc.dailymotion.com,198.54.201.14,2620:132:e002:200::14,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-14.sg1.dailymotion.com,,2401:af40:0:200::14,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-14.sv4.dailymotion.com,198.54.200.14,2620:132:e000:200::14,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-15.sg1.dailymotion.com,103.195.32.15,2401:af40:0:200::15,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-15.sv4.dailymotion.com,198.54.200.15,2620:132:e000:200::15,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-16.nyc.dailymotion.com,198.54.201.16,2620:132:e002:200::16,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-16.sv4.dailymotion.com,198.54.200.16,2620:132:e000:200::16,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-17.sg1.dailymotion.com,103.195.32.17,2401:af40:0:200::17,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-17.sv4.dailymotion.com,198.54.200.17,2620:132:e000:200::17,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-18.nyc.dailymotion.com,198.54.201.18,2620:132:e002:200::18,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-18.sg1.dailymotion.com,103.195.32.18,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-19.nyc.dailymotion.com,198.54.201.19,2620:132:e002:200::19,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-19.sg1.dailymotion.com,103.195.32.19,2401:af40:0:200::19,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-19.sv4.dailymotion.com,198.54.200.19,2620:132:e000:200::19,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-20.nyc.dailymotion.com,198.54.201.20,2620:132:e002:200::20,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-20.sg1.dailymotion.com,103.195.32.20,2401:af40:0:200::20,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-20.sv4.dailymotion.com,198.54.200.20,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-21.nyc.dailymotion.com,198.54.201.21,2620:132:e002:200::21,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-21.sg1.dailymotion.com,103.195.32.21,2401:af40:0:200::21,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-21.sv4.dailymotion.com,198.54.200.21,2620:132:e000:200::21,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-22.sg1.dailymotion.com,103.195.32.22,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-23.sg1.dailymotion.com,103.195.32.23,2401:af40:0:200::23,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-23.sv4.dailymotion.com,198.54.200.23,2620:132:e000:200::23,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-24.sv4.dailymotion.com,198.54.200.24,2620:132:e000:200::24,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-25.sg1.dailymotion.com,103.195.32.25,2401:af40:0:200::25,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-25.sv4.dailymotion.com,198.54.200.25,2620:132:e000:200::25,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-26.sg1.dailymotion.com,103.195.32.26,2401:af40:0:200::26,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-26.sv4.dailymotion.com,198.54.200.26,2620:132:e000:200::26,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-27.sg1.dailymotion.com,103.195.32.27,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-27.sv4.dailymotion.com,198.54.200.27,2620:132:e000:200::27,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-28.sv4.dailymotion.com,,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-29.sv4.dailymotion.com,198.54.200.29,2620:132:e000:200::29,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-30.sg1.dailymotion.com,103.195.32.30,2401:af40:0:200::30,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-31.sg1.dailymotion.com,103.195.32.31,2401:af40:0:200::31,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-31.sv4.dailymotion.com,198.54.200.31,2620:132:e000:200::31,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-32.sg1.dailymotion.com,,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-32.sv4.dailymotion.com,198.54.200.32,2620:132:e000:200::32,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-33.sg1.dailymotion.com,103.195.32.33,2401:af40:0:200::33,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-33.sv4.dailymotion.com,198.54.200.33,2620:132:e000:200::33,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-34.sg1.dailymotion.com,103.195.32.34,2401:af40:0:200::34,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-35.sg1.dailymotion.com,103.195.32.35,2401:af40:0:200::35,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-36.sg1.dailymotion.com,103.195.32.36,2401:af40:0:200::36,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],proxy-37.sg1.dailymotion.com,103.195.32.37,2401:af40:0:200::37,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],prproxy-01.dc3.dailymotion.com,188.65.124.85,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
