input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,csp_domains_,final_url,tls_mismatched,tls_self_signed,tls_expired
ipgeocode-e2e.api.intuit.com,403 Forbidden,403,118,AS16509,AS16509,Unknown,44.224.0.0/11,ipgeocode-e2e.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-09-29T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.qa.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,daf11983ee66a96ef9c780bfc3146ed8,fc5d34cc9897b634f7915dbc0b50288d50db1194fa3e6fce71d51f9daf0905ae,ctls,ipgeocode-e2e.api.intuit.com,,443,https://ipgeocode-e2e.api.intuit.com:443,https,awselb/2.0,text/html,GET,44.239.249.117,/,1344368402,44.233.201.45,,7,False,,True,,,True,,
ipgeocode.api.intuit.com,,404,,AS16509,AS16509,Unknown,35.160.0.0/13,ipgeocode.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,ipgeocode.api.intuit.com,,443,https://ipgeocode.api.intuit.com:443,https,envoy,text/plain,GET,35.162.118.125,/,-1840324437,34.215.155.103,HSTS,1,False,,True,,,True,,
ipgeocoding-e2e.location.intuit.com,403 Forbidden,403,118,AS16509,AMAZON-02,US,44.235.216.0/24,ipgeocoding-e2e.location.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-28T00:00:00Z,2023-09-29T23:59:59Z,"CN=dx01.devpapigwintppd.iks2.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",dx01.devpapigwintppd.iks2.a.intuit.com,INTUIT INC.,png.d2d.msg.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b85d8844b6a4529ea723d1ae9979707f,3a12fd881aaba0144ad54e86092a994ce4a30e1d8d36260fcb9fea57bae7ba50,ctls,ipgeocoding-e2e.location.intuit.com,,443,https://ipgeocoding-e2e.location.intuit.com:443,https,awselb/2.0,text/html,GET,44.233.201.45,/,1344368402,52.11.193.208,,7,False,,True,,,,,
ipgeocoding-e2e.preprod.location.a.intuit.com,403 Forbidden,403,520,AS16509,AS16509,Unknown,44.224.0.0/11,ipgeocoding-e2e.preprod.location.a.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-28T00:00:00Z,2023-09-29T23:59:59Z,"CN=dx01.devpapigwintppd.iks2.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",dx01.devpapigwintppd.iks2.a.intuit.com,INTUIT INC.,png.d2d.msg.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b85d8844b6a4529ea723d1ae9979707f,3a12fd881aaba0144ad54e86092a994ce4a30e1d8d36260fcb9fea57bae7ba50,ctls,ipgeocoding-e2e.preprod.location.a.intuit.com,,443,https://ipgeocoding-e2e.preprod.location.a.intuit.com:443,https,awselb/2.0,text/html,GET,44.239.249.117,/,2095155567,44.233.201.45,,13,False,,True,,,,,
ipgeocoding-perf.location.intuit.com,403 Forbidden,403,118,AS16509,AS16509,Unknown,52.40.0.0/14,ipgeocoding-perf.location.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-28T00:00:00Z,2023-09-29T23:59:59Z,"CN=dx01.devpapigwintppd.iks2.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",dx01.devpapigwintppd.iks2.a.intuit.com,INTUIT INC.,png.d2d.msg.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b85d8844b6a4529ea723d1ae9979707f,3a12fd881aaba0144ad54e86092a994ce4a30e1d8d36260fcb9fea57bae7ba50,ctls,ipgeocoding-perf.location.intuit.com,,443,https://ipgeocoding-perf.location.intuit.com:443,https,awselb/2.0,text/html,GET,52.27.52.173,/,1344368402,52.39.203.72,,7,False,,True,,,,,
ipgeocoding-perf.preprod.location.a.intuit.com,403 Forbidden,403,520,AS16509,AS16509,Unknown,52.40.0.0/14,ipgeocoding-perf.preprod.location.a.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-28T00:00:00Z,2023-09-29T23:59:59Z,"CN=dx01.devpapigwintppd.iks2.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",dx01.devpapigwintppd.iks2.a.intuit.com,INTUIT INC.,png.d2d.msg.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b85d8844b6a4529ea723d1ae9979707f,3a12fd881aaba0144ad54e86092a994ce4a30e1d8d36260fcb9fea57bae7ba50,ctls,ipgeocoding-perf.preprod.location.a.intuit.com,,443,https://ipgeocoding-perf.preprod.location.a.intuit.com:443,https,awselb/2.0,text/html,GET,52.27.52.173,/,2095155567,52.39.203.72,,13,False,,True,,,,,
ipgeocoding-prod.prod.location.a.intuit.com,,404,,AS16509,AS16509,Unknown,44.224.0.0/11,ipgeocoding-prod.prod.location.a.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-05-03T23:59:59Z,"CN=*.prod.push.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.prod.push.a.intuit.com,INTUIT INC.,*.prod.location.a.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e6ae99a0331ed577ecca9c8ad5701599,72e1afa6cc0ef7b8b2d170ea546f337fe5729edfc2d529fdbbe6ba7fdc324304,ctls,ipgeocoding-prod.prod.location.a.intuit.com,,443,https://ipgeocoding-prod.prod.location.a.intuit.com:443,https,envoy,text/plain,GET,44.237.124.146,/,-1840324437,34.215.155.103,HSTS,1,False,,True,,,True,,
ipgeocoding-qa.location.intuit.com,403 Forbidden,403,520,AS16509,AS16509,Unknown,54.220.0.0/16,ipgeocoding-qa.location.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-28T00:00:00Z,2023-09-29T23:59:59Z,"CN=dx01.devpapigwintppd.iks2.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",dx01.devpapigwintppd.iks2.a.intuit.com,INTUIT INC.,png.d2d.msg.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b85d8844b6a4529ea723d1ae9979707f,3a12fd881aaba0144ad54e86092a994ce4a30e1d8d36260fcb9fea57bae7ba50,ctls,ipgeocoding-qa.location.intuit.com,,443,https://ipgeocoding-qa.location.intuit.com:443,https,awselb/2.0,text/html,GET,54.218.73.89,/,2095155567,54.70.115.72,,13,False,,True,,,,,
ipgeocoding-qa.preprod.location.a.intuit.com,403 Forbidden,403,520,AS16509,AS16509,Unknown,54.220.0.0/16,ipgeocoding-qa.preprod.location.a.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-28T00:00:00Z,2023-09-29T23:59:59Z,"CN=dx01.devpapigwintppd.iks2.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",dx01.devpapigwintppd.iks2.a.intuit.com,INTUIT INC.,png.d2d.msg.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b85d8844b6a4529ea723d1ae9979707f,3a12fd881aaba0144ad54e86092a994ce4a30e1d8d36260fcb9fea57bae7ba50,ctls,ipgeocoding-qa.preprod.location.a.intuit.com,,443,https://ipgeocoding-qa.preprod.location.a.intuit.com:443,https,awselb/2.0,text/html,GET,54.218.73.89,/,2095155567,52.24.127.87,,13,False,,True,,,,,
ipgeocoding.location.intuit.com,,404,,AS16509,AS16509,Unknown,34.208.0.0/12,ipgeocoding.location.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-05-03T23:59:59Z,"CN=*.prod.push.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.prod.push.a.intuit.com,INTUIT INC.,*.prod.location.a.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e6ae99a0331ed577ecca9c8ad5701599,72e1afa6cc0ef7b8b2d170ea546f337fe5729edfc2d529fdbbe6ba7fdc324304,ctls,ipgeocoding.location.intuit.com,,443,https://ipgeocoding.location.intuit.com:443,https,envoy,text/plain,GET,34.211.162.37,/,-1840324437,44.237.124.146,HSTS,1,False,,True,,,True,,
ipgeocoding.prod.location.a.intuit.com,,404,,AS16509,AS16509,Unknown,35.80.0.0/12,ipgeocoding.prod.location.a.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-05-03T23:59:59Z,"CN=*.prod.push.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.prod.push.a.intuit.com,INTUIT INC.,*.prod.location.a.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e6ae99a0331ed577ecca9c8ad5701599,72e1afa6cc0ef7b8b2d170ea546f337fe5729edfc2d529fdbbe6ba7fdc324304,ctls,ipgeocoding.prod.location.a.intuit.com,,443,https://ipgeocoding.prod.location.a.intuit.com:443,https,envoy,text/plain,GET,35.82.140.22,/,-1840324437,35.162.210.148,HSTS,1,False,,True,,,True,,
ips-logos-cdn.ips.sbg.a.intuit.com,,403,243,AS16509,AMAZON-02,US,18.66.102.0/24,ips-logos-cdn.ips.sbg.a.intuit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-03T00:00:00Z,2024-01-03T23:59:59Z,"CN=ips-logos-cdn.ips.sbg.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",ips-logos-cdn.ips.sbg.a.intuit.com,INTUIT INC.,ips-logos-cdn.ips.sbg.a.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b509660b8bee2e0a96b3a65336c5b445,14364200c250cd2dd2738f60768604b5efd239ba550e2bcc403282ffd26600a0,ctls,ips-logos-cdn.ips.sbg.a.intuit.com,cloudfront,443,https://ips-logos-cdn.ips.sbg.a.intuit.com:443,https,AmazonS3,application/xml,GET,18.66.97.79,/,1048419478,18.66.97.28,Amazon Web Services,2,False,True,,,,,,
ips-logos-preprod-cdn.ips.sbg.a.intuit.com,,403,243,AS16509,AMAZON-02,US,13.32.132.0/24,ips-logos-preprod-cdn.ips.sbg.a.intuit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-02T00:00:00Z,2024-01-02T23:59:59Z,"CN=ips-logos-preprod-cdn.ips.sbg.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",ips-logos-preprod-cdn.ips.sbg.a.intuit.com,INTUIT INC.,ips-logos-preprod-cdn.ips.sbg.a.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b1682e41a73cd90cab65d467b7dc79b9,15e928499bf10f9924b1d53508e07b01b01a4769d64d1e25102cb557adc9ac16,ctls,ips-logos-preprod-cdn.ips.sbg.a.intuit.com,cloudfront,443,https://ips-logos-preprod-cdn.ips.sbg.a.intuit.com:443,https,AmazonS3,application/xml,GET,13.32.121.125,/,-270570331,13.32.121.76,Amazon Web Services,2,False,True,,,,,,
iris.api.intuit.com,,401,227,AS16509,AS16509,Unknown,35.80.0.0/12,iris.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,iris.api.intuit.com,,443,https://iris.api.intuit.com:443,https,envoy,text/xml,GET,35.80.153.222,/,-146369668,54.69.69.209,HSTS,8,False,,True,,,True,,
ito.intuit.com,,200,440,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,ito.intuit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-18T00:00:00Z,2023-07-20T23:59:59Z,"CN=www.intuit.com, O=Intuit Inc., L=San Diego, ST=California, C=US",www.intuit.com,Intuit Inc.,*.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ba9f9d6b7f658763a90d2520ad9ef159,a900b0411f846bfb70ad29919953def5c9dc06364d4ead6ae20f25254a7f6928,ctls,ito.intuit.com,,443,https://ito.intuit.com:443,https,AkamaiNetStorage,text/html,GET,2.19.38.91,/,1481347936,2.19.38.91,,22,False,,True,,,True,,
ivruseractivity-e2e.api.intuit.com,403 Forbidden,403,520,AS16509,AMAZON-02,US,44.235.216.0/24,ivruseractivity-e2e.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-09-29T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.qa.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,daf11983ee66a96ef9c780bfc3146ed8,fc5d34cc9897b634f7915dbc0b50288d50db1194fa3e6fce71d51f9daf0905ae,ctls,ivruseractivity-e2e.api.intuit.com,,443,https://ivruseractivity-e2e.api.intuit.com:443,https,awselb/2.0,text/html,GET,44.233.201.45,/,2095155567,52.11.193.208,,13,False,,True,,,True,,
ivruseractivity.api.intuit.com,,404,,AS16509,AS16509,Unknown,54.149.10.0/24,ivruseractivity.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,ivruseractivity.api.intuit.com,,443,https://ivruseractivity.api.intuit.com:443,https,envoy,text/plain,GET,54.148.37.114,/,-1840324437,52.33.84.162,HSTS,1,False,,True,,,True,,
janus.api.intuit.com,,502,,AS16509,AS16509,Unknown,54.64.0.0/12,janus.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,janus.api.intuit.com,,443,https://janus.api.intuit.com:443,https,envoy,text/plain,GET,54.69.69.209,/,-1840324437,44.236.99.28,HSTS,1,False,,True,,,True,,
jira-prf.api.intuit.com,403 Forbidden,403,118,AS16509,AMAZON-02,US,54.184.0.0/13,jira-prf.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-09-29T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.qa.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,daf11983ee66a96ef9c780bfc3146ed8,fc5d34cc9897b634f7915dbc0b50288d50db1194fa3e6fce71d51f9daf0905ae,ctls,jira-prf.api.intuit.com,,443,https://jira-prf.api.intuit.com:443,https,awselb/2.0,text/html,GET,54.187.171.117,/,1344368402,44.239.101.66,,7,False,,True,,,True,,
jira-staging.mailchimp.com,403 Forbidden,403,118,AS14618,AMAZON-AES,US,54.167.0.0/17,jira-staging.mailchimp.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-03T00:00:00Z,2024-02-03T23:59:59Z,"CN=jira-staging.mailchimp.com, O=The Rocket Science Group LLC, L=Atlanta, ST=Georgia, C=US",jira-staging.mailchimp.com,The Rocket Science Group LLC,jira-staging.mailchimp.com,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,bb29e8b726530f8bdf26e8a0b97c4610,d4ca1095dafaa44da36da0f75e8cab1fba27f85dc74650035396de12fbcfb4d3,ctls,jira-staging.mailchimp.com,,443,https://jira-staging.mailchimp.com:443,https,awselb/2.0,text/html,GET,54.156.57.186,/,1344368402,18.204.133.193,,7,False,,,,,,,
jira.api.intuit.com,,404,,AS16509,AS16509,Unknown,44.224.0.0/11,jira.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,jira.api.intuit.com,,443,https://jira.api.intuit.com:443,https,envoy,text/plain,GET,44.237.124.146,/,-1840324437,52.42.153.201,HSTS,1,False,,True,,,True,,
jiraautomation.api.intuit.com,,502,,AS16509,AS16509,Unknown,35.160.0.0/13,jiraautomation.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,jiraautomation.api.intuit.com,,443,https://jiraautomation.api.intuit.com:443,https,envoy,text/plain,GET,35.165.32.209,/,-1840324437,34.216.243.133,HSTS,1,False,,True,,,True,,
jmeter.pod-1-perf-4.cto-live-community-preprod.lc.a.intuit.com,Access Denied,403,352,AS16625,AKAMAI-AS,US,95.100.80.0/22,jmeter.pod-1-perf-4.cto-live-community-preprod.lc.a.intuit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-17T00:00:00Z,2023-07-18T23:59:59Z,"CN=ttlc.intuit.com, O=Intuit Inc., L=San Diego, ST=California, C=US",ttlc.intuit.com,Intuit Inc.,turbotax.community.intuit.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1ed1588373a70fe8a9f59e6c409ae032,7aac26deaa9d3f609464c3564a5cda943068d08becfb37d2eca1f4f401381a7a,ctls,jmeter.pod-1-perf-4.cto-live-community-preprod.lc.a.intuit.com,,443,https://jmeter.pod-1-perf-4.cto-live-community-preprod.lc.a.intuit.com:443,https,AkamaiGHost,text/html,GET,95.100.72.63,/,-2015672278,2a02:26f0:3500:888::42e9,,10,False,,,,,,,
js.appcenter.intuit.com,,502,,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,js.appcenter.intuit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=*.appcenter.intuit.com, O=Intuit Inc., L=San Diego, ST=California, C=US",*.appcenter.intuit.com,Intuit Inc.,appcenter.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,90278edd721a8fca446d7adf8bd0195b,d1e6c90381444d8c6e63e8eee57cf07933d16fe875a4c30baa9556821c8e6582,ctls,js.appcenter.intuit.com,,443,https://js.appcenter.intuit.com:443,https,envoy,text/plain,GET,2.20.223.81,/,-1840324437,2.20.223.81,HSTS,1,False,,True,,,,,
k8scmdb.api.intuit.com,,502,,AS16509,AS16509,Unknown,52.40.0.0/14,k8scmdb.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,k8scmdb.api.intuit.com,,443,https://k8scmdb.api.intuit.com:443,https,envoy,text/plain,GET,52.24.77.207,/,-1840324437,34.215.155.103,HSTS,1,False,,True,,,True,,
kafkainfra-production-qwheqo.pd.idps.a.intuit.com,Enterprise SSO,200,6591,AS16509,AMAZON-02,US,44.235.216.0/24,federation.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=enterprisesso.eiam.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",enterprisesso.eiam.a.intuit.com,INTUIT INC.,adpfitness.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d02c125a95d42ca933e7c15693e883c1,0bb863d58dc594f826b06774af1d5c489a50399719ee9f68c4f3ce6b984a44a1,ctls,federation.intuit.com,,443,https://kafkainfra-production-qwheqo.pd.idps.a.intuit.com:443,https,,text/html,GET,44.235.35.153,/,1481347936,35.81.182.172,,197,False,,True,,https://federation.intuit.com/idp/SSO.saml2?SAMLRequest=hZLRT8IwEMb%2FlaXv6zbQaBq2BCHGJSiLmz74VrubNGzt6LUg%2F71lhAQThdfe3fe777tOkHdtz6bOrtQrbBygDb67ViEbCilxRjHNUSJTvANkVrBy%2BrxgIxqz3mirhW5JkM9TsubNmkvVGB76Qu2ElVqFm90KNpr2NZV1j5RTqayTlgrdkeAdDPqmlHg1EhRGb2UN5sWDUrKytkcWRdt1R%2F3gH9M5ooNcoeXKeol4NA7j2zCJqzhhN%2FdsfPdBgrk3JBW3A%2BUk2YCncAu4xzPByCOislzSg%2FPRsM7g7kGqWqqvy1F8HpuQPVVVERbLsiLBFBHMgTzTCl0HpgSzlQLeXhfX7UWIOuICSTY57MMGs%2BbsNpf34Sc2ya6RJtEZ4Ejr2eEG%2BbzQrRT74FGbjtv%2FgQlNhhdZh83QypzCHoRsJNQ%2Bh7bVu5kBn3hKrHFAouwI%2Ff3xsh8%3D,,,
kb.mailchimp.com,Hilfe-Center | Mailchimp,200,186172,AS20940,AKAMAI-ASN1,NL,23.208.0.0/12,mailchimp.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-14T00:00:00Z,2023-06-14T23:59:59Z,"CN=mailchimp.com, O=THE ROCKET SCIENCE GROUP LLC, L=Atlanta, ST=Georgia, C=US",mailchimp.com,THE ROCKET SCIENCE GROUP LLC,mailchimp.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a99b77713fbcd77bd04ae0bc0664bf68,827a90b9a0086fc45abda0ca40ccee350641ef683ed62c49a35f66e139187682,ctls,mailchimp.com,,443,https://kb.mailchimp.com:443,https,openresty,text/html,GET,23.208.148.134,/,1596490808,23.208.148.134,React,2325,False,,,,https://mailchimp.com/de/help/,,,
kba.api.intuit.com,503 Service Temporarily Unavailable,503,162,AS16509,AS16509,Unknown,54.220.0.0/16,kba.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-05-03T23:59:59Z,"CN=*.prod.push.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.prod.push.a.intuit.com,INTUIT INC.,*.prod.location.a.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e6ae99a0331ed577ecca9c8ad5701599,72e1afa6cc0ef7b8b2d170ea546f337fe5729edfc2d529fdbbe6ba7fdc324304,ctls,kba.api.intuit.com,,443,https://kba.api.intuit.com:443,https,awselb/2.0,text/html,GET,54.214.174.57,/,1862162275,54.214.174.57,,7,False,,True,,,,,
